一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
562,福生市本町5,35.738701,139.326782,JGD2011,都道立川・青梅線(新奥多摩街道),c,2013-03-28,2013-03-29,4,2,3,1.5,65,62
563,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線(五日市街道),a,2012-12-19,2012-12-20,4,2,3,1.5,65,59
564,福生市福生2300-4,35.740550,139.337811,JGD2011,国道16号,c,2013-03-21,2013-03-22,3,4,3,1.5,73,74
565,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並・あきる野線(睦橋通り),b,2012-12-05,2012-12-06,4,4,4,1.5,68,65
566,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線(五日市街道),c,2012-12-11,2012-12-12,4,2,3,1.5,68,65
567,福生市熊川1148-3,35.730469,139.341995,JGD2011,国道16号,C,2012-06-04,2012-06-05,3,4,3.7,1.2,72,72
568,福生市福生2034-3,35.746702,139.337031,JGD2011,国道16号,C,2012-06-04,2012-06-05,3,4,5.4,1.2,73,72
569,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並あきる野線,B,2012-06-04,2012-06-05,4,4,3.5,1.2,67,64
570,福生市牛浜25,35.733196,139.329117,JGD2011,都道立川青梅線,A,2012-06-04,2012-06-05,4,2,1.5,1.2,67,61
571,福生市本町1,35.738533,139.326172,JGD2011,都道瑞穂あきる野八王子線,C,2012-06-04,2012-06-05,4,2,1.8,1.2,61,53
