一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
157,品川区東五反田3-6-18,35.630242,139.728775,JGD2011,国道1号(桜田通り),c,2013-02-12,2013-02-15,3,8,3.4,1.2,69,67
158,品川区戸越6-2-16,35.608525,139.714573,JGD2011,国道1号(第二京浜),c,2013-02-12,2013-02-15,3,6,2.3,1.2,68,66
159,品川区北品川2-7-15,35.618661,139.744223,JGD2011,国道357号(八潮バイパス),c,2013-02-12,2013-02-15,3,5,4.2,1.2,69,67
160,品川区東品川3-15-7,35.614340,139.747392,JGD2011,国道357号(八潮バイパス),c,2013-02-12,2013-02-15,3,6,2.9,1.2,72,69
161,品川区旗の台1-11-17,35.607116,139.702392,JGD2011,都道東京丸子横浜線(中原街道),c,2013-02-12,2013-02-15,4,4,4.3,1.2,68,66
162,品川区東品川1-2-5,35.622890,139.744667,JGD2011,都道日本橋芝浦大森線(海岸通り),c,2013-02-12,2013-02-15,4,6,3.0,1.2,70,68
163,品川区上大崎3-14-23,35.630382,139.720228,JGD2011,都道北品川四谷線,b,2013-02-12,2013-02-15,4,7,5.9,1.2,69,66
164,品川区小山4-5-4,35.617992,139.704890,JGD2011,都道鮫洲大山線(26号線通り),c,2013-02-12,2013-02-15,4,2,3.1,1.2,65,63
165,品川区南大井1-6-3,35.596514,139.740574,JGD2011,区道7号(競馬場通り),c,2013-02-12,2013-02-15,5,4,3.8,1.2,68,64
166,品川区八潮5-6-32,35.596322,139.749751,JGD2011,区道7号(競馬場通り),b,2013-02-12,2013-02-15,5,4,4.9,1.2,67,63
167,品川区東品川3-32-27,35.615243,139.750809,JGD2011,区道31号(天王洲通り),c,2013-02-12,2013-02-15,5,4,2.6,1.2,69,67
168,品川区北品川3丁目9-27,35.617096,139.738852,JGD2011,都道環状6号線,C,2013-02-19,2013-02-20,4,4,3.6,1.2,70,68
169,品川区西五反田7丁目6-1,35.624197,139.719653,JGD2011,都道環状6号線,C,2013-02-19,2013-02-20,4,4,5.0,1.2,68,64
170,品川区大井4丁目17-16,35.601664,139.731440,JGD2011,都道東品川下丸子線,C,2013-02-19,2013-02-20,4,2,3.0,1.2,66,65
