一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
376,江戸川区南葛西3-23,35.650539,139.871368,JGD2011,都道環状7号線,C,2012-12-04,2012-12-05,4,6,5.5,1.2,70,67
385,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道20号線(府中相模原線),b,2012-12-10,2012-12-11,4,4,2.8,1.2,65,59
386,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2012-12-12,2012-12-13,4,2,1.2,1.2,69,66
387,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道32号線(秋川街道),a,2012-12-12,2012-12-13,4,2,1.5,1.2,69,64
388,八王子市犬目町863,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2012-12-12,2012-12-13,4,2,2.1,1.2,69,64
389,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2012-12-12,2012-12-13,4,2,1.1,1.2,70,69
390,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2012-12-12,2012-12-13,4,2,1.7,1.2,72,68
391,八王子市石川町2065,35.671555,139.360764,JGD2011,都道59号線(八王子武蔵村山線),b,2012-12-10,2012-12-11,4,2,2.5,1.2,68,65
392,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道173号線(北野街道),a,2012-12-10,2012-12-11,4,2,1.7,1.2,66,63
393,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線(陣場街道),b,2012-12-12,2012-12-13,4,2,2.1,1.2,66,62
394,八王子市西寺方町712,35.680351,139.273941,JGD2011,都道521号線(陣場街道),a,2012-12-12,2012-12-13,4,2,2.4,1.2,71,66
396,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.4,1.2,70,64
397,八王子市松木30-3,35.621720,139.390159,JGD2011,都道158号線(多摩ニュータウン通り),b,2012-12-10,2012-12-11,4,4,4.8,1.2,66,62
398,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2012-12-10,2012-12-11,4,4,4.3,1.2,62,56
399,八王子市美山町1777-1,35.688057,139.250916,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.3,1.2,64,58
400,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道61号線(山田宮の前線),a,2012-12-12,2012-12-13,4,2,4.4,1.2,67,61
409,八王子市大塚624付近,35.637947,139.419220,JGD2011,都道府中相模原線,C,2012-12-10,2012-12-11,4,4,3.5,1.2,67,63
410,八王子市犬目町880付近,35.691402,139.305542,JGD2011,都道八王子あきる野線,A,2012-12-05,2012-12-06,4,2,1.7,1.2,69,65
411,八王子市石川町2602付近,35.676662,139.365967,JGD2011,都道八王子武蔵村山線,B,2012-12-05,2012-12-06,4,2,4.4,1.2,74,72
412,八王子市別所2-37付近,35.615646,139.397476,JGD2011,都道町田平山八王子線,B,2012-12-10,2012-12-11,4,4,5,1.2,63,58
413,八王子市堀之内3-11付近,35.628105,139.406158,JGD2011,都道小山乞田線,B,2012-12-10,2012-12-11,4,4,5.1,1.2,70,65
414,八王子市久保山町2-13付近,35.686825,139.351959,JGD2011,都道三ツ木八王子線,A,2012-12-05,2012-12-06,4,2,5.5,1.2,60,54
415,八王子市片倉町446付近,35.642956,139.342697,JGD2011,都道上館日野線,A,2012-12-10,2012-12-11,4,2,3.9,1.2,68,68
416,八王子市南大沢2-222付近,35.605930,139.385147,JGD2011,都道相模原立川線,A,2012-12-10,2012-12-11,4,2,4.1,1.2,67,60
417,八王子市西寺方町674付近,35.679874,139.270782,JGD2011,都道上野原八王子線,A,2012-12-05,2012-12-06,4,2,1.6,1.2,71,66
418,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線(芋窪街道),c,2012-10-09,2012-10-10,4,4,2,1.5,70,65
