一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
119,台東区上野5丁目14,35.704540,139.775589,JGD2011,国道4号,C,2012-11-07,2012-11-08,3,6,6.0,1.2,70,71
120,墨田区東向島1-28-11,35.718777,139.814026,JGD2011,国道6号(水戸街道),c,2012-09-03,2012-09-07,3,4,3,2,71,69
121,墨田区墨田4-61-9,35.730038,139.826355,JGD2011,国道6号(水戸街道),c,2012-09-03,2012-09-07,3,4,4,1.2,73,72
124,墨田区江東橋1-7-14,35.695141,139.809860,JGD2011,国道14号(京葉道路),c,2012-09-24,2012-09-28,3,6,5,2,70,67
125,墨田区緑2-13-7,35.694611,139.800964,JGD2011,国道14号(京葉道路),c,2012-09-24,2012-09-28,3,4,4,1.2,73,71
136,江東区亀戸7-39-9,35.697147,139.839218,JGD2011,国道14号(京葉道路),c,2012-06-20,2012-06-21,3,6,5,2.1,72,69
145,江東区東雲2-5,35.640823,139.799210,JGD2011,国道357号(湾岸道路),c,2012-05-23,2012-05-24,3,4,8,1.5,71,69
152,江東区亀戸6丁目41,35.696480,139.830536,JGD2011,国道14号(京葉道路),C,2012-12-04,2012-12-05,3,8,6,1.2,73,71
153,江東区亀戸7丁目42,35.696823,139.835480,JGD2011,国道14号(京葉道路),C,2012-12-04,2012-12-05,3,7,3.5,1.2,73,72
157,品川区東五反田3-6-18,35.630242,139.728775,JGD2011,国道1号(桜田通り),c,2013-02-12,2013-02-15,3,8,3.4,1.2,69,67
158,品川区戸越6-2-16,35.608525,139.714573,JGD2011,国道1号(第二京浜),c,2013-02-12,2013-02-15,3,6,2.3,1.2,68,66
159,品川区北品川2-7-15,35.618661,139.744223,JGD2011,国道357号(八潮バイパス),c,2013-02-12,2013-02-15,3,5,4.2,1.2,69,67
160,品川区東品川3-15-7,35.614340,139.747392,JGD2011,国道357号(八潮バイパス),c,2013-02-12,2013-02-15,3,6,2.9,1.2,72,69
177,目黒区東山3丁目1-19,35.651096,139.685760,JGD2011,国道246号,C,2013-02-14,2013-02-15,3,6,5.5,1.2,74,74
187,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道1号,B,2013-01-23,2013-01-24,3,6,2.0,2.1,72,70
188,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道15号,C,2013-01-17,2013-01-18,3,4,4.2,2.3,72,72
189,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道131号,C,2013-01-17,2013-01-18,3,7,5.0,3.3,68,66
193,大田区多摩川1丁目36,35.560528,139.697922,JGD2011,国道1号,C,2013-01-21,2013-01-22,3,6,2.5,2,72,70
198,世田谷区太子堂1-4-24,35.645943,139.676056,JGD2011,国道246号(玉川通り),c,2012-05-22,2012-06-01,3,6,4.4,1.2,72,72
199,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号(玉川通り),c,2012-08-21,2012-08-31,3,6,3.2,1.2,74,73
202,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号(甲州街道),b,2012-10-16,2012-10-26,3,4,3,1.2,75,75
208,世田谷区太子堂2-12-2,35.644928,139.673462,JGD2011,国道246号(玉川通り),c,2012-12-05,2012-12-06,3,7,2.6,1.2,77,76
209,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,4,4.7,1.2,72,71
211,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号(玉川通り),b,2012-12-05,2012-12-06,3,8,3,1.2,75,74
213,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,8,3.5,1.2,73,71
215,世田谷区玉川3丁目15,35.614845,139.625687,JGD2011,国道246号,C,2012-11-19,2012-11-20,3,4,6.9,1.2,60,58
220,渋谷区幡ヶ谷1丁目1,35.677483,139.678482,JGD2011,国道20号,C,2013-01-09,2013-01-10,3,6,3.8,1.2,71,70
