一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
84,文京区本駒込6-6-1,35.730896,139.741852,JGD2011,国道17号(白山通り),c,2012-12-18,2012-12-19,3,6,7.5,1.2,66,63
85,文京区大塚3-27-2,35.722282,139.735687,JGD2011,都道秋葉原雑司ヶ谷線,c,2012-12-18,2012-12-19,4,4,5.7,1.2,70,67
86,文京区向丘2-27-6,35.721840,139.755157,JGD2011,都道本郷赤羽線,c,2012-12-18,2012-12-19,4,6,4.2,1.2,67,64
87,文京区本駒込3-15-10,35.728462,139.756699,JGD2011,都道白山小台線,c,2012-12-18,2012-12-19,4,2,4,1.2,65,63
88,文京区春日1-7-10,35.707741,139.746323,JGD2011,都道牛込小石川線,c,2012-12-18,2012-12-19,4,4,2.6,1.2,63,58
89,文京区大塚4-49-8,35.724167,139.730942,JGD2011,国道２５４号(川越街道）,c,2012-12-18,2012-12-19,3,4,5.9,1.2,70,69
90,文京区音羽2-4-2,35.718815,139.727692,JGD2011,都道音羽池袋線,c,2012-12-18,2012-12-19,4,4,4.4,1.2,68,65
91,文京区千駄木5-4-3,35.724911,139.759064,JGD2011,都道神田白山線,c,2012-12-18,2012-12-19,4,2,2,1.2,64,51
92,文京区本駒込6丁目6,35.731441,139.742279,JGD2011,国道17号,C,2012-12-18,2012-12-19,3,6,7.5,1.2,66,63
93,文京区大塚3丁目27-2,35.722282,139.735687,JGD2011,都道秋葉原雑司ヶ谷線,C,2012-12-18,2012-12-19,4,4,5.7,1.2,70,67
94,文京区向丘2丁目27,35.721874,139.755646,JGD2011,都道本郷赤羽線,C,2012-12-18,2012-12-19,4,4,4.2,1.2,67,64
95,文京区本駒込3丁目15,35.728458,139.756439,JGD2011,都道白山小台線,C,2012-12-18,2012-12-19,4,2,4.0,1.2,65,63
96,文京区春日1丁目7-10,35.707741,139.746323,JGD2011,都道牛込小石川線,C,2012-12-18,2012-12-19,4,4,2.6,1.2,63,58
97,文京区大塚4丁目49,35.724167,139.730942,JGD2011,国道254号,C,2012-12-18,2012-12-19,3,4,5.9,1.2,70,69
98,文京区音羽2丁目4-2,35.718815,139.727692,JGD2011,都道音羽池袋線,C,2012-12-18,2012-12-19,4,4,4.4,1.2,68,65
99,文京区千駄木5丁目4,35.725227,139.759171,JGD2011,都道神田白山線,C,2012-12-18,2012-12-19,4,2,2.0,1.2,64,61
