一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
604,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線(鎌倉街道),c,2012-11-19,2012-11-20,4,4,2,1.2,73,69
605,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
606,多摩市永山3-25,35.626778,139.442627,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,4,4,1.2,69,65
607,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
608,多摩市聖ヶ丘2-12,35.635349,139.458115,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
609,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
610,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
611,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線,C,2012-11-19,2012-11-20,4,4,2,1.2,73,69
612,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
613,多摩市永山3-23,35.621140,139.442856,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,4,4,1.2,69,65
614,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
615,多摩市馬引沢2-12,35.630665,139.454742,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
616,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
617,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
