一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
1,千代田区神田神保町2-1,35.695614,139.757889,JGD2011,都道301号線(白山通り),c,2012-06-12,2012-06-14,4,5,5.2,1.2,71,69
3,千代田区九段南1-1,35.693378,139.754913,JGD2011,都道401号線(内堀通り),b,2012-06-12,2012-06-14,4,4,1.7,1.2,68,65
4,千代田区飯田橋4-5-14,35.700638,139.747498,JGD2011,都道8号線(目白通り),c,2012-06-12,2012-06-14,4,5,4.4,1.2,71,69
6,千代田区九段南3-8-14,35.692982,139.742935,JGD2011,都道302号線(靖国通り),c,2012-09-11,2012-09-13,4,5,4.5,1.2,68,64
7,千代田区神田須田町1-3,35.696018,139.769287,JGD2011,都道302号線(靖国通り),c,2012-09-11,2012-09-13,4,6,7.3,1.2,68,65
8,千代田区東神田2-10-18,35.695507,139.780655,JGD2011,都道302号線(靖国通り),c,2012-10-02,2012-10-04,4,7,6.3,1.2,72,70
9,千代田区神田神保町2-1,35.695614,139.757889,JGD2011,都道301号線(白山通り),c,2012-09-11,2012-09-13,4,5,5.2,1.2,70,68
11,千代田区外神田3-16-12,35.702534,139.771484,JGD2011,都道437号線(中央通り),c,2012-10-02,2012-10-04,4,7,6.3,1.2,66,64
19,千代田区西神田2丁目7,35.699425,139.755341,JGD2011,都道301号白山祝田田町線,C,2012-11-27,2012-11-28,4,5,6.1,1.2,69,67
20,千代田区神田神保町3丁目3,35.695652,139.754379,JGD2011,都道302号新宿両国線,C,2012-11-27,2012-11-28,4,6,6.1,1.2,68,65
21,千代田区外神田2丁目2,35.699581,139.767685,JGD2011,都道405号外濠環状線,C,2012-11-27,2012-11-28,4,4,3.2,1.2,69,67
23,中央区月島4-1,35.662067,139.782181,JGD2011,都道463号線(清澄通り),c,2012-06-05,2012-06-08,4,6,7,1.2,63,60
25,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道316号線(昭和通り),c,2012-06-05,2012-06-08,4,7,6,1.2,74,73
26,中央区築地6-1,35.665749,139.772690,JGD2011,都道304号線(晴海通り),c,2012-07-10,2012-07-13,4,6,5,1.2,70,70
27,中央区銀座1-16,35.674118,139.770599,JGD2011,都道316号線(昭和通り),c,2012-10-02,2012-10-05,4,10,6,1.2,71,71
28,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道50号線(新大橋通り),c,2012-10-02,2012-10-05,4,6,5.5,1.2,68,66
30,中央区新富2-15,35.671257,139.775208,JGD2011,都道50号線(新大橋通り),c,2013-02-19,2013-02-22,4,6,5.5,1.2,68,65
31,中央区晴海1-8,35.655556,139.781830,JGD2011,都道304号線(晴海通り),c,2012-12-04,2012-12-07,4,10,6.7,1.2,66,64
32,中央区日本橋茅場町1-14,35.680141,139.781479,JGD2011,都道50号線(新大橋通り),c,2013-01-08,2013-01-11,4,6,5.4,1.2,66,64
34,中央区日本橋本町1-4,35.686150,139.775772,JGD2011,都道316号(日本橋芝浦大森線),C,2012-09-03,2012-09-04,4,6,5.5,1.2,74,73
38,中央区日本橋茅場町1-8,35.680141,139.779007,JGD2011,都道10号(東京浦安線),C,2012-09-03,2012-09-04,4,6,6.2,1.2,70,69
39,中央区新富1-18,35.672295,139.775620,JGD2011,都道50号(東京市川線),C,2012-09-03,2012-09-04,4,6,6.0,1.2,66,65
40,中央区日本橋蛎殻町1-29,35.683262,139.783646,JGD2011,都道50号(東京市川線),C,2012-09-03,2012-09-04,4,6,5.9,1.2,69,68
41,中央区日本橋浜町3-15,35.684387,139.789001,JGD2011,都道474号(浜町北砂町線),C,2012-09-03,2012-09-04,4,4,3.2,1.2,70,67
43,港区東麻布3-7,35.656284,139.738449,JGD2011,都道環状3号線(外苑東通り),c,2013-01-28,2013-01-29,4,4,5.9,1.2,72,71
44,港区白金台5-10,35.641472,139.719849,JGD2011,都道北品川四谷線(外苑通り),c,2013-01-31,2013-02-01,4,4,4,1.2,74,72
