一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
197,世田谷区羽根木1-6-14,35.664528,139.660507,JGD2011,都道環状7号線(環七通り),c,2012-05-08,2012-05-18,4,5,4.7,1.2,69,69
198,世田谷区太子堂1-4-24,35.645943,139.676056,JGD2011,国道246号(玉川通り),c,2012-05-22,2012-06-01,3,6,4.4,1.2,72,72
199,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号(玉川通り),c,2012-08-21,2012-08-31,3,6,3.2,1.2,74,73
200,世田谷区野毛1-25-1,35.605718,139.643334,JGD2011,都道環状8号線(環八通り),b,2012-09-04,2012-09-14,4,6,2.7,1.2,71,69
201,世田谷区八幡山2-10-2,35.660605,139.614968,JGD2011,都道環状8号線(環八通り),b,2012-10-02,2012-10-12,4,6,4.3,1.2,67,66
202,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号(甲州街道),b,2012-10-16,2012-10-26,3,4,3,1.2,75,75
203,世田谷区等々力4-19-18,35.610874,139.652435,JGD2011,都道白金台町等々力線(目?通り),b,2012-04-10,2012-04-20,4,4,8.8,1.2,69,69
204,世田谷区世田谷1-11-18,35.642334,139.653488,JGD2011,都道世田谷町田線(世田谷通り),c,2012-06-05,2012-06-15,4,2,3.5,1.2,68,67
205,世田谷区上北沢2-1-3,35.669216,139.617523,JGD2011,都道調布経堂停車場線(赤堤通り),a,2012-06-19,2012-06-29,4,2,1.7,1.2,64,59
206,世田谷区大原1-16-16,35.668644,139.665207,JGD2011,都道赤坂杉並線(井の頭通り),a,2012-07-03,2012-07-13,4,2,3.9,1.2,64,63
207,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状7号線(環七通り),b,2012-12-05,2012-12-06,4,6,2.7,1.2,71,68
208,世田谷区太子堂2-12-2,35.644928,139.673462,JGD2011,国道246号(玉川通り),c,2012-12-05,2012-12-06,3,7,2.6,1.2,77,76
209,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,4,4.7,1.2,72,71
210,世田谷区砧公園7,35.632093,139.624210,JGD2011,都道環状8号線(環八通り),b,2012-12-05,2012-12-06,4,6,4.6,1.2,71,69
211,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号(玉川通り),b,2012-12-05,2012-12-06,3,8,3,1.2,75,74
212,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線(多摩堤通り),a,2012-12-05,2012-12-06,4,2,0.8,1.2,71,68
213,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,8,3.5,1.2,73,71
214,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線(世田谷通り),b,2012-12-05,2012-12-06,4,2,2.5,1.2,71,70
215,世田谷区玉川3丁目15,35.614845,139.625687,JGD2011,国道246号,C,2012-11-19,2012-11-20,3,4,6.9,1.2,60,58
216,世田谷区船橋7丁目19,35.657394,139.615479,JGD2011,都道環状8号線,B,2012-11-19,2012-11-20,4,6,8.1,1.2,65,64
217,世田谷区代田5丁目12,35.660400,139.660385,JGD2011,都道環状7号線,C,2012-11-19,2012-11-20,4,6,3.3,1.2,72,69
218,世田谷区大原2丁目10,35.669666,139.661209,JGD2011,都道環状7号線,C,2012-11-19,2012-11-20,4,4,4.7,1.2,73,72
219,世田谷区赤堤2丁目5,35.656586,139.647095,JGD2011,都道瀬田貫井線,B,2012-11-19,2012-11-20,4,2,3.1,1.2,69,67
