分類,市場,水産市場ID,日付,種別,品名,販売方法,卸売数量(kg)
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かれい,相対,21046.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あじ,相対,48212.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さば,相対,28896.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かつお,相対,24260.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,いわし,相対,6848.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,にしん,相対,1849.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さんま,相対,1262.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,するめいか,相対,3785.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,やりいか,相対,5525.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,煮だこ,相対,2867.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,たら類,相対,11484.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さけます類,相対,17764.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かます,相対,1579.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,めばる,相対,1666.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さわら・さごち,相対,5381.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,きんき,相対,1930.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,めぬけ,相対,16.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,すずき,相対,2544.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,きす,相対,165.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,いさき,相対,2440.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,こはだ,相対,1724.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,まながつお,せり・入札,23.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,まながつお,相対,40.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,たちうお,相対,477.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あんこう,相対,1345.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あゆ,相対,319.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かき,せり・入札,50.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かき,相対,6696.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,ほたて,相対,2555.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あかがい,相対,5730.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,せり・入札,4351.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,うに,相対,1068.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,けがに,相対,1529.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,せり・入札,163.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,相対,105157.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,せり・入札,2184.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活またい,相対,18549.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,せり・入札,873.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活ひらめ,相対,1514.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活かんぱち,相対,5024.0
水産,豊洲,Sui_K1,2024-04-01,活魚,活あなご,相対,4805.0
水産,豊洲,Sui_K1,2024-04-01,活魚,その他（活魚）,せり・入札,2411.0
水産,豊洲,Sui_K1,2024-04-01,活魚,その他（活魚）,相対,4614.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さば,相対,18573.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さんま,相対,90.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷するめ,相対,1639.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷にしん,相対,1439.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷ぎんだら,相対,31913.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷かれい,相対,10691.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷さけ,相対,695384.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷もんごう,相対,1195.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷たこ,相対,4366.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷えび,相対,119494.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,冷煮ずわい,相対,4269.0
水産,豊洲,Sui_K1,2024-04-01,冷凍,その他（冷凍）,相対,76974.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩さけ,相対,31412.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩かずのこ,相対,591.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,こうなご,相対,48.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,しらす干,せり・入札,19996.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,にぼし,せり・入札,2309.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,身欠にしん,相対,469.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干さんま,相対,1146.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干さば,相対,5102.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干かます,相対,337.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,開干あじ,相対,11631.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,めざし,相対,431.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,蒲焼うなぎ,相対,6641.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,ししゃも,相対,4168.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,煮ほたるいか,相対,14140.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,すけこ,相対,3787.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,かまぼこ,相対,3590.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,ちくわ,相対,2013.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,あげもの,相対,5518.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,塩ます,相対,390.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,干するめ,相対,97.0
水産,豊洲,Sui_K1,2024-04-01,塩干加工,その他（塩干加工）,相対,257156.0
水産,足立,Sui_K2,2024-04-01,大物,まぐろ（生鮮）,相対,483.0
水産,足立,Sui_K2,2024-04-01,大物,めばち（冷凍）,せり・入札,2093.0
水産,足立,Sui_K2,2024-04-01,大物,めばち（冷凍）,相対,500.0
水産,足立,Sui_K2,2024-04-01,大物,いんど（冷凍）,せり・入札,279.0
水産,足立,Sui_K2,2024-04-01,大物,いんど（冷凍）,相対,118.0
水産,足立,Sui_K2,2024-04-01,大物,その他（大物冷）,せり・入札,122.0
水産,足立,Sui_K2,2024-04-01,大物,その他（大物冷）,相対,1176.0
水産,足立,Sui_K2,2024-04-01,鮮魚,きんめだい,相対,71.0
水産,足立,Sui_K2,2024-04-01,鮮魚,きんめだい,第三者販売,14.0
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,相対,1260.0
水産,足立,Sui_K2,2024-04-01,鮮魚,ぶり・わらさ,第三者販売,89.0
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,相対,472.0
水産,足立,Sui_K2,2024-04-01,鮮魚,はまち,第三者販売,195.0
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,相対,141.0
水産,足立,Sui_K2,2024-04-01,鮮魚,かれい,第三者販売,30.0
水産,足立,Sui_K2,2024-04-01,鮮魚,あじ,相対,260.0
水産,足立,Sui_K2,2024-04-01,鮮魚,あじ,第三者販売,7.0
水産,足立,Sui_K2,2024-04-01,鮮魚,さば,相対,124.0
水産,足立,Sui_K2,2024-04-01,鮮魚,さば,第三者販売,15.0
水産,足立,Sui_K2,2024-04-01,鮮魚,かつお,相対,839.0
水産,足立,Sui_K2,2024-04-01,鮮魚,かつお,第三者販売,80.0
水産,足立,Sui_K2,2024-04-01,鮮魚,いわし,相対,48.0
水産,足立,Sui_K2,2024-04-01,鮮魚,いわし,第三者販売,5.0
水産,足立,Sui_K2,2024-04-01,鮮魚,するめいか,相対,75.0
水産,足立,Sui_K2,2024-04-01,鮮魚,たら類,相対,32.0
水産,足立,Sui_K2,2024-04-01,鮮魚,さわら・さごち,相対,51.0
水産,足立,Sui_K2,2024-04-01,鮮魚,さわら・さごち,第三者販売,8.0
水産,足立,Sui_K2,2024-04-01,鮮魚,あんこう,相対,4.0
水産,足立,Sui_K2,2024-04-01,鮮魚,かき,相対,232.0
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,相対,100.0
水産,足立,Sui_K2,2024-04-01,鮮魚,うに,第三者販売,1.0
水産,足立,Sui_K2,2024-04-01,鮮魚,その他（鮮魚）,相対,6202.0
水産,足立,Sui_K2,2024-04-01,鮮魚,その他（鮮魚）,第三者販売,542.0
水産,足立,Sui_K2,2024-04-01,活魚,活またい,相対,506.0
水産,足立,Sui_K2,2024-04-01,活魚,活またい,第三者販売,1258.0
水産,足立,Sui_K2,2024-04-01,活魚,活ひらめ,相対,36.0
水産,足立,Sui_K2,2024-04-01,活魚,活ひらめ,第三者販売,5.0
水産,足立,Sui_K2,2024-04-01,活魚,その他（活魚）,相対,371.0
水産,足立,Sui_K2,2024-04-01,活魚,その他（活魚）,第三者販売,887.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷さば,相対,60.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷するめ,相対,832.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷ぎんだら,相対,157.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷ぎんだら,第三者販売,20.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,相対,535.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷さけ,第三者販売,103.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷えび,相対,41.0
水産,足立,Sui_K2,2024-04-01,冷凍,冷えび,第三者販売,11.0
水産,足立,Sui_K2,2024-04-01,冷凍,その他（冷凍）,相対,6138.0
水産,足立,Sui_K2,2024-04-01,冷凍,その他（冷凍）,第三者販売,291.0
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,相対,688.0
水産,足立,Sui_K2,2024-04-01,塩干加工,塩さけ,第三者販売,88.0
水産,足立,Sui_K2,2024-04-01,塩干加工,しらす干,相対,39.0
水産,足立,Sui_K2,2024-04-01,塩干加工,開干さんま,相対,114.0
水産,足立,Sui_K2,2024-04-01,塩干加工,開干あじ,相対,206.0
水産,足立,Sui_K2,2024-04-01,塩干加工,開干あじ,第三者販売,95.0
水産,足立,Sui_K2,2024-04-01,塩干加工,蒲焼うなぎ,相対,26.0
水産,足立,Sui_K2,2024-04-01,塩干加工,蒲焼うなぎ,第三者販売,111.0
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,相対,15.0
水産,足立,Sui_K2,2024-04-01,塩干加工,煮ほたるいか,第三者販売,3.0
水産,足立,Sui_K2,2024-04-01,塩干加工,すけこ,相対,36.0
水産,足立,Sui_K2,2024-04-01,塩干加工,すけこ,第三者販売,34.0
水産,足立,Sui_K2,2024-04-01,塩干加工,かまぼこ,相対,155.0
水産,足立,Sui_K2,2024-04-01,塩干加工,かまぼこ,第三者販売,3.0
水産,足立,Sui_K2,2024-04-01,塩干加工,その他（塩干加工）,相対,11147.0
水産,足立,Sui_K2,2024-04-01,塩干加工,その他（塩干加工）,第三者販売,1522.0
水産,大田,Sui_K3,2024-04-01,大物,まぐろ（生鮮）,相対,701.0
水産,大田,Sui_K3,2024-04-01,大物,めばち（冷凍）,せり・入札,158.0
水産,大田,Sui_K3,2024-04-01,大物,その他（大物冷）,相対,799.0
水産,大田,Sui_K3,2024-04-01,鮮魚,まだい,相対,47.0
水産,大田,Sui_K3,2024-04-01,鮮魚,きんめだい,相対,4.0
水産,大田,Sui_K3,2024-04-01,鮮魚,ぶり・わらさ,相対,70.0
水産,大田,Sui_K3,2024-04-01,鮮魚,はまち,相対,5.0
水産,大田,Sui_K3,2024-04-01,鮮魚,あじ,相対,111.0
水産,大田,Sui_K3,2024-04-01,鮮魚,さば,相対,9.0
水産,大田,Sui_K3,2024-04-01,鮮魚,かつお,相対,65.0
水産,大田,Sui_K3,2024-04-01,鮮魚,いわし,相対,35.0
水産,大田,Sui_K3,2024-04-01,鮮魚,するめいか,相対,4.0
水産,大田,Sui_K3,2024-04-01,鮮魚,煮だこ,相対,10.0
水産,大田,Sui_K3,2024-04-01,鮮魚,たら類,相対,6.0
水産,大田,Sui_K3,2024-04-01,鮮魚,さわら・さごち,相対,21.0
水産,大田,Sui_K3,2024-04-01,鮮魚,いさき,相対,9.0
水産,大田,Sui_K3,2024-04-01,鮮魚,その他（鮮魚）,相対,3239.0
水産,大田,Sui_K3,2024-04-01,活魚,活またい,相対,1442.0
水産,大田,Sui_K3,2024-04-01,活魚,活またい,第三者販売,950.0
水産,大田,Sui_K3,2024-04-01,活魚,活ひらめ,相対,38.0
水産,大田,Sui_K3,2024-04-01,活魚,活ひらめ,第三者販売,26.0
水産,大田,Sui_K3,2024-04-01,活魚,その他（活魚）,相対,1186.0
水産,大田,Sui_K3,2024-04-01,活魚,その他（活魚）,第三者販売,350.0
水産,大田,Sui_K3,2024-04-01,冷凍,冷えび,相対,20.0
水産,大田,Sui_K3,2024-04-01,冷凍,その他（冷凍）,相対,550.0
水産,大田,Sui_K3,2024-04-01,塩干加工,塩さけ,相対,32.0
水産,大田,Sui_K3,2024-04-01,塩干加工,塩かずのこ,相対,6.0
水産,大田,Sui_K3,2024-04-01,塩干加工,しらす干,相対,612.0
水産,大田,Sui_K3,2024-04-01,塩干加工,開干さば,相対,60.0
水産,大田,Sui_K3,2024-04-01,塩干加工,開干あじ,相対,20.0
水産,大田,Sui_K3,2024-04-01,塩干加工,その他（塩干加工）,相対,5490.0
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（生鮮）,せり・入札,15516.0
水産,豊洲,Sui_K1,2024-04-02,大物,まぐろ（冷凍）,せり・入札,14645.0
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（生鮮）,せり・入札,365.0
水産,豊洲,Sui_K1,2024-04-02,大物,きわだ（冷凍）,せり・入札,2827.0
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（生鮮）,せり・入札,857.0
水産,豊洲,Sui_K1,2024-04-02,大物,めばち（冷凍）,せり・入札,48867.0
水産,豊洲,Sui_K1,2024-04-02,大物,いんど（生鮮）,せり・入札,941.0
水産,豊洲,Sui_K1,2024-04-02,大物,いんど（冷凍）,せり・入札,15213.0
水産,豊洲,Sui_K1,2024-04-02,大物,まかじき（生鮮）,せり・入札,448.0
水産,豊洲,Sui_K1,2024-04-02,大物,めかじき（生鮮）,せり・入札,2425.0
水産,豊洲,Sui_K1,2024-04-02,大物,めかじき（冷凍）,せり・入札,3967.0
水産,豊洲,Sui_K1,2024-04-02,大物,その他（大物生）,せり・入札,18.0
水産,豊洲,Sui_K1,2024-04-02,大物,その他（大物冷）,せり・入札,692.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,しばえび,せり・入札,7.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,くるまえび,せり・入札,1937.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めじ,相対,773.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まだい,相対,32526.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きんめだい,相対,8036.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あまだい,相対,1051.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ぶり・わらさ,相対,114064.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いなだ・わかし,相対,1046.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,はまち,相対,19472.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ひらめ,相対,3994.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,13617.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あじ,相対,60749.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さば,相対,23813.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かつお,相対,19252.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いわし,相対,33292.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,にしん,相対,471.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さんま,相対,1138.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,するめいか,相対,4791.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,やりいか,相対,6685.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,煮だこ,相対,2823.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たら類,相対,8065.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さけます類,相対,19076.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かます,相対,1383.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めばる,相対,911.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さわら・さごち,相対,6432.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きんき,相対,2670.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めぬけ,相対,14.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,すずき,相対,5201.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きす,相対,310.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いさき,相対,2086.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,こはだ,相対,1466.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まながつお,せり・入札,4.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まながつお,相対,172.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たちうお,相対,2039.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あんこう,相対,1002.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あゆ,相対,331.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かき,相対,6184.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ほたて,相対,2667.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あかがい,相対,5627.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,せり・入札,2363.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,相対,672.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,けがに,相対,1760.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,その他（鮮魚）,せり・入札,521.0
水産,豊洲,Sui_K1,2024-04-02,鮮魚,その他（鮮魚）,相対,108016.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,せり・入札,2291.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,相対,20949.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,せり・入札,1093.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,相対,1246.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活かんぱち,相対,5571.0
水産,豊洲,Sui_K1,2024-04-02,活魚,活あなご,相対,1783.0
水産,豊洲,Sui_K1,2024-04-02,活魚,その他（活魚）,せり・入札,2761.0
水産,豊洲,Sui_K1,2024-04-02,活魚,その他（活魚）,相対,4071.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さば,相対,6027.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さんま,相対,818.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷するめ,相対,1181.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷まだい,相対,52.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷にしん,相対,197.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷ぎんだら,相対,17753.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷かれい,相対,8979.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さけ,相対,45080.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷もんごう,相対,665.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷たこ,相対,2130.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷えび,相対,60401.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷煮ずわい,相対,715.0
水産,豊洲,Sui_K1,2024-04-02,冷凍,その他（冷凍）,相対,47075.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,17304.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩かずのこ,相対,467.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,こうなご,相対,5.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,しらす干,せり・入札,17852.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,にぼし,せり・入札,5475.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,身欠にしん,相対,163.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干さんま,相対,998.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干さば,相対,4346.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干かます,相対,87.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干あじ,相対,8198.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,めざし,相対,469.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,蒲焼うなぎ,相対,4883.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,ししゃも,相対,4283.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,煮ほたるいか,相対,18853.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,すけこ,相対,2904.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,かまぼこ,相対,2573.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,ちくわ,相対,1674.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,あげもの,相対,4910.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩ます,相対,336.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,干するめ,相対,173.0
水産,豊洲,Sui_K1,2024-04-02,塩干加工,その他（塩干加工）,相対,391280.0
水産,足立,Sui_K2,2024-04-02,大物,めばち（冷凍）,せり・入札,1508.0
水産,足立,Sui_K2,2024-04-02,大物,めばち（冷凍）,相対,613.0
水産,足立,Sui_K2,2024-04-02,大物,いんど（冷凍）,せり・入札,275.0
水産,足立,Sui_K2,2024-04-02,大物,その他（大物冷）,相対,255.0
水産,足立,Sui_K2,2024-04-02,鮮魚,めじ,第三者販売,17.0
水産,足立,Sui_K2,2024-04-02,鮮魚,きんめだい,相対,69.0
水産,足立,Sui_K2,2024-04-02,鮮魚,きんめだい,第三者販売,4.0
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,相対,1443.0
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,第三者販売,150.0
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,相対,407.0
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,第三者販売,123.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,相対,48.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,第三者販売,6.0
水産,足立,Sui_K2,2024-04-02,鮮魚,あじ,相対,240.0
水産,足立,Sui_K2,2024-04-02,鮮魚,あじ,第三者販売,47.0
水産,足立,Sui_K2,2024-04-02,鮮魚,さば,相対,191.0
水産,足立,Sui_K2,2024-04-02,鮮魚,さば,第三者販売,5.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かつお,相対,1038.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かつお,第三者販売,70.0
水産,足立,Sui_K2,2024-04-02,鮮魚,いわし,相対,423.0
水産,足立,Sui_K2,2024-04-02,鮮魚,いわし,第三者販売,20.0
水産,足立,Sui_K2,2024-04-02,鮮魚,するめいか,相対,165.0
水産,足立,Sui_K2,2024-04-02,鮮魚,するめいか,第三者販売,5.0
水産,足立,Sui_K2,2024-04-02,鮮魚,さわら・さごち,相対,37.0
水産,足立,Sui_K2,2024-04-02,鮮魚,さわら・さごち,第三者販売,11.0
水産,足立,Sui_K2,2024-04-02,鮮魚,あんこう,相対,48.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,相対,200.0
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,第三者販売,4.0
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,相対,38.0
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,第三者販売,1.0
水産,足立,Sui_K2,2024-04-02,鮮魚,その他（鮮魚）,相対,6591.0
水産,足立,Sui_K2,2024-04-02,鮮魚,その他（鮮魚）,第三者販売,256.0
水産,足立,Sui_K2,2024-04-02,活魚,活またい,相対,671.0
水産,足立,Sui_K2,2024-04-02,活魚,活またい,第三者販売,1730.0
水産,足立,Sui_K2,2024-04-02,活魚,活ひらめ,相対,52.0
水産,足立,Sui_K2,2024-04-02,活魚,活ひらめ,第三者販売,1.0
水産,足立,Sui_K2,2024-04-02,活魚,その他（活魚）,相対,378.0
水産,足立,Sui_K2,2024-04-02,活魚,その他（活魚）,第三者販売,1485.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷さば,相対,75.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷さば,第三者販売,10.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷するめ,相対,88.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷するめ,第三者販売,8.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷ぎんだら,相対,111.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷ぎんだら,第三者販売,128.0
水産,足立,Sui_K2,2024-04-02,冷凍,冷さけ,相対,200.0
