分類,市場,水産市場ID,日付,種別,品名,販売方法,卸売予定数量(t)
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あじ,相対,17.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さば,相対,15.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,いわし,相対,12.5
水産,豊洲,Sui_K1,2024-04-01,鮮魚,するめいか,相対,5.2
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かつお,相対,12.5
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さんま,相対,1.5
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かれい,相対,9.7
水産,豊洲,Sui_K1,2024-04-01,鮮魚,きんめだい,相対,6.4
水産,豊洲,Sui_K1,2024-04-01,鮮魚,はまち,相対,9.5
水産,豊洲,Sui_K1,2024-04-01,鮮魚,ぶり・わらさ,相対,23.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,まだい,相対,14.3
水産,豊洲,Sui_K1,2024-04-01,鮮魚,めじ,相対,2.9
水産,豊洲,Sui_K1,2024-04-01,鮮魚,いさき,相対,
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さけます類,相対,8.6
水産,豊洲,Sui_K1,2024-04-01,鮮魚,たら類,相対,3.8
水産,豊洲,Sui_K1,2024-04-01,鮮魚,いなだ・わかし,相対,7.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,さわら・さごち,相対,6.2
水産,豊洲,Sui_K1,2024-04-01,鮮魚,あんこう,相対,3.5
水産,豊洲,Sui_K1,2024-04-01,鮮魚,かき,相対,3.0
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,せり・入札,5.7
水産,豊洲,Sui_K1,2024-04-01,鮮魚,その他（鮮魚）,相対,27.6
水産,豊洲,Sui_K1,2024-04-01,大物,まぐろ（生鮮）,せり・入札,2.2
水産,豊洲,Sui_K1,2024-04-01,大物,まぐろ（生鮮）,相対,
水産,豊洲,Sui_K1,2024-04-01,大物,めばち（生鮮）,せり・入札,0.1
水産,豊洲,Sui_K1,2024-04-01,大物,きわだ（生鮮）,せり・入札,1.4
水産,豊洲,Sui_K1,2024-04-01,大物,その他（大物生）,せり・入札,0.3
水産,豊洲,Sui_K1,2024-04-01,大物,まぐろ（冷凍）,せり・入札,5.2
水産,豊洲,Sui_K1,2024-04-01,大物,めばち（冷凍）,せり・入札,43.4
水産,豊洲,Sui_K1,2024-04-01,大物,いんど（冷凍）,せり・入札,13.1
水産,豊洲,Sui_K1,2024-04-01,大物,きわだ（冷凍）,せり・入札,0.5
水産,豊洲,Sui_K1,2024-04-01,大物,めかじき（冷凍）,せり・入札,1.0
水産,豊洲,Sui_K1,2024-04-01,大物,その他（大物冷）,せり・入札,0.4
