日付,種別,種類,区分,頭数(頭)
2024-06-14,牛,計,本日と畜,396.0
2024-06-14,牛,計,上場頭数(生体),394.0
2024-06-14,牛,計,上場頭数(搬入),93.5
2024-06-14,馬,,本日と畜,0.0
2024-06-14,馬,,上場頭数(生体),0.0
2024-06-14,馬,,上場頭数(搬入),0.0
2024-06-14,豚,,本日と畜,638.0
2024-06-14,豚,,上場頭数(生体),850.0
2024-06-14,豚,,上場頭数(搬入),11.0
2024-06-14,こ牛,,本日と畜,0.0
2024-06-14,こ牛,,上場頭数(生体),0.0
2024-06-14,こ牛,,上場頭数(搬入),0.0
2024-06-17,牛,和牛,本日と畜,333.0
2024-06-17,牛,和牛,上場頭数(生体),292.0
2024-06-17,牛,和牛,上場頭数(搬入),41.0
2024-06-17,牛,交雑種,本日と畜,67.0
2024-06-17,牛,交雑種,上場頭数(生体),104.0
2024-06-17,牛,交雑種,上場頭数(搬入),29.0
2024-06-17,牛,乳牛,本日と畜,0.0
2024-06-17,牛,乳牛,上場頭数(生体),0.0
2024-06-17,牛,乳牛,上場頭数(搬入),24.5
2024-06-17,牛,計,本日と畜,400.0
2024-06-17,牛,計,上場頭数(生体),396.0
2024-06-17,牛,計,上場頭数(搬入),94.5
2024-06-17,馬,,本日と畜,0.0
2024-06-17,馬,,上場頭数(生体),0.0
2024-06-17,馬,,上場頭数(搬入),0.0
2024-06-17,豚,,本日と畜,872.0
2024-06-17,豚,,上場頭数(生体),638.0
2024-06-17,豚,,上場頭数(搬入),14.0
2024-06-17,こ牛,,本日と畜,0.0
2024-06-17,こ牛,,上場頭数(生体),0.0
2024-06-17,こ牛,,上場頭数(搬入),0.0
2024-06-18,牛,和牛,本日と畜,333.0
2024-06-18,牛,和牛,上場頭数(生体),333.0
2024-06-18,牛,和牛,上場頭数(搬入),25.0
2024-06-18,牛,交雑種,本日と畜,64.0
2024-06-18,牛,交雑種,上場頭数(生体),67.0
2024-06-18,牛,交雑種,上場頭数(搬入),2.0
2024-06-18,牛,乳牛,本日と畜,0.0
2024-06-18,牛,乳牛,上場頭数(生体),0.0
2024-06-18,牛,乳牛,上場頭数(搬入),22.0
2024-06-18,牛,計,本日と畜,397.0
2024-06-18,牛,計,上場頭数(生体),400.0
2024-06-18,牛,計,上場頭数(搬入),49.0
2024-06-18,馬,,本日と畜,0.0
2024-06-18,馬,,上場頭数(生体),0.0
2024-06-18,馬,,上場頭数(搬入),0.0
2024-06-18,豚,,本日と畜,436.0
2024-06-18,豚,,上場頭数(生体),917.0
2024-06-18,豚,,上場頭数(搬入),0.0
2024-06-18,こ牛,,本日と畜,0.0
2024-06-18,こ牛,,上場頭数(生体),0.0
2024-06-18,こ牛,,上場頭数(搬入),1.0
2024-06-19,牛,和牛,本日と畜,284.0
2024-06-19,牛,和牛,上場頭数(生体),333.0
2024-06-19,牛,和牛,上場頭数(搬入),108.0
2024-06-19,牛,交雑種,本日と畜,107.0
2024-06-19,牛,交雑種,上場頭数(生体),64.0
2024-06-19,牛,交雑種,上場頭数(搬入),111.0
2024-06-19,牛,乳牛,本日と畜,0.0
2024-06-19,牛,乳牛,上場頭数(生体),0.0
2024-06-19,牛,乳牛,上場頭数(搬入),48.5
2024-06-19,牛,計,本日と畜,391.0
2024-06-19,牛,計,上場頭数(生体),397.0
2024-06-19,牛,計,上場頭数(搬入),267.5
2024-06-19,馬,,本日と畜,0.0
2024-06-19,馬,,上場頭数(生体),0.0
2024-06-19,馬,,上場頭数(搬入),0.0
2024-06-19,豚,,本日と畜,580.0
2024-06-19,豚,,上場頭数(生体),539.0
2024-06-19,豚,,上場頭数(搬入),0.0
2024-06-19,こ牛,,本日と畜,0.0
2024-06-19,こ牛,,上場頭数(生体),0.0
2024-06-19,こ牛,,上場頭数(搬入),0.0
2024-06-20,牛,和牛,本日と畜,259.0
2024-06-20,牛,和牛,上場頭数(生体),284.0
2024-06-20,牛,和牛,上場頭数(搬入),40.0
2024-06-20,牛,交雑種,本日と畜,59.0
2024-06-20,牛,交雑種,上場頭数(生体),107.0
2024-06-20,牛,交雑種,上場頭数(搬入),72.0
2024-06-20,牛,乳牛,本日と畜,0.0
2024-06-20,牛,乳牛,上場頭数(生体),0.0
2024-06-20,牛,乳牛,上場頭数(搬入),53.5
2024-06-20,牛,計,本日と畜,318.0
2024-06-20,牛,計,上場頭数(生体),391.0
2024-06-20,牛,計,上場頭数(搬入),165.5
2024-06-20,馬,,本日と畜,0.0
2024-06-20,馬,,上場頭数(生体),0.0
2024-06-20,馬,,上場頭数(搬入),0.0
2024-06-20,豚,,本日と畜,869.0
2024-06-20,豚,,上場頭数(生体),580.0
2024-06-20,豚,,上場頭数(搬入),0.0
2024-06-20,こ牛,,本日と畜,0.0
2024-06-20,こ牛,,上場頭数(生体),0.0
2024-06-20,こ牛,,上場頭数(搬入),0.0
2024-06-21,牛,和牛,本日と畜,280.0
2024-06-21,牛,和牛,上場頭数(生体),261.0
2024-06-21,牛,和牛,上場頭数(搬入),48.0
2024-06-21,牛,交雑種,本日と畜,63.0
2024-06-21,牛,交雑種,上場頭数(生体),59.0
2024-06-21,牛,交雑種,上場頭数(搬入),15.5
2024-06-21,牛,乳牛,本日と畜,0.0
2024-06-21,牛,乳牛,上場頭数(生体),0.0
2024-06-21,牛,乳牛,上場頭数(搬入),48.0
2024-06-21,牛,計,本日と畜,343.0
2024-06-21,牛,計,上場頭数(生体),320.0
2024-06-21,牛,計,上場頭数(搬入),111.5
2024-06-21,馬,,本日と畜,0.0
2024-06-21,馬,,上場頭数(生体),0.0
2024-06-21,馬,,上場頭数(搬入),0.0
2024-06-21,豚,,本日と畜,565.0
2024-06-21,豚,,上場頭数(生体),954.0
2024-06-21,豚,,上場頭数(搬入),18.0
2024-06-21,こ牛,,本日と畜,0.0
2024-06-21,こ牛,,上場頭数(生体),0.0
2024-06-21,こ牛,,上場頭数(搬入),1.0
2024-06-24,牛,和牛,本日と畜,263.0
2024-06-24,牛,和牛,上場頭数(生体),279.0
2024-06-24,牛,和牛,上場頭数(搬入),15.0
2024-06-24,牛,交雑種,本日と畜,81.0
2024-06-24,牛,交雑種,上場頭数(生体),63.0
2024-06-24,牛,交雑種,上場頭数(搬入),48.0
2024-06-24,牛,乳牛,本日と畜,0.0
2024-06-24,牛,乳牛,上場頭数(生体),0.0
2024-06-24,牛,乳牛,上場頭数(搬入),37.5
2024-06-24,牛,計,本日と畜,344.0
2024-06-24,牛,計,上場頭数(生体),342.0
2024-06-24,牛,計,上場頭数(搬入),100.5
2024-06-24,馬,,本日と畜,0.0
2024-06-24,馬,,上場頭数(生体),0.0
2024-06-24,馬,,上場頭数(搬入),0.0
2024-06-24,豚,,本日と畜,659.0
2024-06-24,豚,,上場頭数(生体),565.0
2024-06-24,豚,,上場頭数(搬入),10.0
2024-06-24,こ牛,,本日と畜,0.0
2024-06-24,こ牛,,上場頭数(生体),0.0
2024-06-24,こ牛,,上場頭数(搬入),0.0
2024-06-25,牛,和牛,本日と畜,281.0
2024-06-25,牛,和牛,上場頭数(生体),263.0
2024-06-25,牛,和牛,上場頭数(搬入),28.5
2024-06-25,牛,交雑種,本日と畜,60.0
2024-06-25,牛,交雑種,上場頭数(生体),81.0
2024-06-25,牛,交雑種,上場頭数(搬入),1.0
2024-06-25,牛,乳牛,本日と畜,0.0
2024-06-25,牛,乳牛,上場頭数(生体),0.0
2024-06-25,牛,乳牛,上場頭数(搬入),26.0
2024-06-25,牛,計,本日と畜,341.0
2024-06-25,牛,計,上場頭数(生体),344.0
2024-06-25,牛,計,上場頭数(搬入),55.5
2024-06-25,馬,,本日と畜,0.0
2024-06-25,馬,,上場頭数(生体),0.0
2024-06-25,馬,,上場頭数(搬入),0.0
2024-06-25,豚,,本日と畜,425.0
2024-06-25,豚,,上場頭数(生体),704.0
2024-06-25,豚,,上場頭数(搬入),0.0
2024-06-25,こ牛,,本日と畜,0.0
2024-06-25,こ牛,,上場頭数(生体),0.0
2024-06-25,こ牛,,上場頭数(搬入),1.0
2024-06-26,牛,和牛,本日と畜,183.0
2024-06-26,牛,和牛,上場頭数(生体),283.0
2024-06-26,牛,和牛,上場頭数(搬入),68.5
2024-06-26,牛,交雑種,本日と畜,78.0
2024-06-26,牛,交雑種,上場頭数(生体),60.0
2024-06-26,牛,交雑種,上場頭数(搬入),120.0
2024-06-26,牛,乳牛,本日と畜,0.0
2024-06-26,牛,乳牛,上場頭数(生体),0.0
2024-06-26,牛,乳牛,上場頭数(搬入),45.0
2024-06-26,牛,計,本日と畜,261.0
2024-06-26,牛,計,上場頭数(生体),343.0
2024-06-26,牛,計,上場頭数(搬入),233.5
2024-06-26,馬,,本日と畜,0.0
2024-06-26,馬,,上場頭数(生体),0.0
2024-06-26,馬,,上場頭数(搬入),0.0
2024-06-26,豚,,本日と畜,712.0
2024-06-26,豚,,上場頭数(生体),555.0
2024-06-26,豚,,上場頭数(搬入),0.0
2024-06-26,こ牛,,本日と畜,0.0
2024-06-26,こ牛,,上場頭数(生体),0.0
2024-06-26,こ牛,,上場頭数(搬入),3.0
2024-06-27,牛,和牛,本日と畜,337.0
2024-06-27,牛,和牛,上場頭数(生体),183.0
2024-06-27,牛,和牛,上場頭数(搬入),75.0
2024-06-27,牛,交雑種,本日と畜,34.0
2024-06-27,牛,交雑種,上場頭数(生体),78.0
2024-06-27,牛,交雑種,上場頭数(搬入),81.0
2024-06-27,牛,乳牛,本日と畜,0.0
2024-06-27,牛,乳牛,上場頭数(生体),0.0
2024-06-27,牛,乳牛,上場頭数(搬入),58.5
2024-06-27,牛,計,本日と畜,371.0
2024-06-27,牛,計,上場頭数(生体),261.0
2024-06-27,牛,計,上場頭数(搬入),214.5
2024-06-27,馬,,本日と畜,0.0
2024-06-27,馬,,上場頭数(生体),0.0
2024-06-27,馬,,上場頭数(搬入),0.0
2024-06-27,豚,,本日と畜,873.0
2024-06-27,豚,,上場頭数(生体),712.0
2024-06-27,豚,,上場頭数(搬入),1.0
2024-06-27,こ牛,,本日と畜,0.0
2024-06-27,こ牛,,上場頭数(生体),0.0
2024-06-27,こ牛,,上場頭数(搬入),0.0
2024-06-28,牛,和牛,本日と畜,298.0
2024-06-28,牛,和牛,上場頭数(生体),338.0
2024-06-28,牛,和牛,上場頭数(搬入),39.0
2024-06-28,牛,交雑種,本日と畜,79.0
2024-06-28,牛,交雑種,上場頭数(生体),34.0
2024-06-28,牛,交雑種,上場頭数(搬入),3.0
2024-06-28,牛,乳牛,本日と畜,0.0
2024-06-28,牛,乳牛,上場頭数(生体),0.0
2024-06-28,牛,乳牛,上場頭数(搬入),24.0
2024-06-28,牛,計,本日と畜,377.0
2024-06-28,牛,計,上場頭数(生体),372.0
2024-06-28,牛,計,上場頭数(搬入),66.0
2024-06-28,馬,,本日と畜,0.0
2024-06-28,馬,,上場頭数(生体),0.0
2024-06-28,馬,,上場頭数(搬入),0.0
2024-06-28,豚,,本日と畜,589.0
2024-06-28,豚,,上場頭数(生体),915.0
2024-06-28,豚,,上場頭数(搬入),10.0
2024-06-28,こ牛,,本日と畜,0.0
2024-06-28,こ牛,,上場頭数(生体),0.0
2024-06-28,こ牛,,上場頭数(搬入),0.0
2024-07-01,牛,和牛,本日と畜,295.0
2024-07-01,牛,和牛,上場頭数(生体),298.0
2024-07-01,牛,和牛,上場頭数(搬入),18.0
2024-07-01,牛,交雑種,本日と畜,75.0
2024-07-01,牛,交雑種,上場頭数(生体),79.0
2024-07-01,牛,交雑種,上場頭数(搬入),19.0
2024-07-01,牛,乳牛,本日と畜,0.0
2024-07-01,牛,乳牛,上場頭数(生体),0.0
2024-07-01,牛,乳牛,上場頭数(搬入),31.0
2024-07-01,牛,計,本日と畜,370.0
2024-07-01,牛,計,上場頭数(生体),377.0
2024-07-01,牛,計,上場頭数(搬入),68.0
2024-07-01,馬,,本日と畜,0.0
2024-07-01,馬,,上場頭数(生体),0.0
2024-07-01,馬,,上場頭数(搬入),0.0
2024-07-01,豚,,本日と畜,766.0
2024-07-01,豚,,上場頭数(生体),589.0
2024-07-01,豚,,上場頭数(搬入),11.0
2024-07-01,こ牛,,本日と畜,0.0
2024-07-01,こ牛,,上場頭数(生体),0.0
2024-07-01,こ牛,,上場頭数(搬入),0.0
2024-07-02,牛,和牛,本日と畜,282.0
2024-07-02,牛,和牛,上場頭数(生体),292.0
2024-07-02,牛,和牛,上場頭数(搬入),25.0
2024-07-02,牛,交雑種,本日と畜,80.0
2024-07-02,牛,交雑種,上場頭数(生体),75.0
2024-07-02,牛,交雑種,上場頭数(搬入),0.0
2024-07-02,牛,乳牛,本日と畜,0.0
2024-07-02,牛,乳牛,上場頭数(生体),0.0
2024-07-02,牛,乳牛,上場頭数(搬入),30.5
2024-07-02,牛,計,本日と畜,362.0
2024-07-02,牛,計,上場頭数(生体),367.0
2024-07-02,牛,計,上場頭数(搬入),55.5
2024-07-02,馬,,本日と畜,0.0
2024-07-02,馬,,上場頭数(生体),0.0
2024-07-02,馬,,上場頭数(搬入),0.0
2024-07-02,豚,,本日と畜,616.0
2024-07-02,豚,,上場頭数(生体),811.0
2024-07-02,豚,,上場頭数(搬入),0.0
2024-07-02,こ牛,,本日と畜,0.0
2024-07-02,こ牛,,上場頭数(生体),0.0
2024-07-02,こ牛,,上場頭数(搬入),0.0
2024-07-03,牛,和牛,本日と畜,277.0
2024-07-03,牛,和牛,上場頭数(生体),284.0
2024-07-03,牛,和牛,上場頭数(搬入),112.0
2024-07-03,牛,交雑種,本日と畜,91.0
2024-07-03,牛,交雑種,上場頭数(生体),80.0
2024-07-03,牛,交雑種,上場頭数(搬入),148.0
2024-07-03,牛,乳牛,本日と畜,0.0
2024-07-03,牛,乳牛,上場頭数(生体),0.0
2024-07-03,牛,乳牛,上場頭数(搬入),37.0
2024-07-03,牛,計,本日と畜,368.0
2024-07-03,牛,計,上場頭数(生体),364.0
2024-07-03,牛,計,上場頭数(搬入),297.0
2024-07-03,馬,,本日と畜,0.0
2024-07-03,馬,,上場頭数(生体),0.0
2024-07-03,馬,,上場頭数(搬入),0.0
2024-07-03,豚,,本日と畜,559.0
2024-07-03,豚,,上場頭数(生体),649.0
2024-07-03,豚,,上場頭数(搬入),0.0
2024-07-03,こ牛,,本日と畜,0.0
2024-07-03,こ牛,,上場頭数(生体),0.0
2024-07-03,こ牛,,上場頭数(搬入),0.0
2024-07-04,牛,和牛,本日と畜,293.0
2024-07-04,牛,和牛,上場頭数(生体),277.0
2024-07-04,牛,和牛,上場頭数(搬入),75.0
2024-07-04,牛,交雑種,本日と畜,70.0
2024-07-04,牛,交雑種,上場頭数(生体),91.0
2024-07-04,牛,交雑種,上場頭数(搬入),58.0
2024-07-04,牛,乳牛,本日と畜,0.0
2024-07-04,牛,乳牛,上場頭数(生体),0.0
2024-07-04,牛,乳牛,上場頭数(搬入),62.5
2024-07-04,牛,計,本日と畜,363.0
2024-07-04,牛,計,上場頭数(生体),368.0
2024-07-04,牛,計,上場頭数(搬入),195.5
2024-07-04,馬,,本日と畜,0.0
2024-07-04,馬,,上場頭数(生体),0.0
2024-07-04,馬,,上場頭数(搬入),0.0
2024-07-04,豚,,本日と畜,1032.0
2024-07-04,豚,,上場頭数(生体),559.0
2024-07-04,豚,,上場頭数(搬入),14.0
2024-07-04,こ牛,,本日と畜,0.0
2024-07-04,こ牛,,上場頭数(生体),0.0
2024-07-04,こ牛,,上場頭数(搬入),1.0
2024-07-05,牛,和牛,本日と畜,314.0
2024-07-05,牛,和牛,上場頭数(生体),294.0
2024-07-05,牛,和牛,上場頭数(搬入),30.0
2024-07-05,牛,交雑種,本日と畜,48.0
2024-07-05,牛,交雑種,上場頭数(生体),70.0
2024-07-05,牛,交雑種,上場頭数(搬入),26.0
2024-07-05,牛,乳牛,本日と畜,0.0
2024-07-05,牛,乳牛,上場頭数(生体),0.0
2024-07-05,牛,乳牛,上場頭数(搬入),42.5
2024-07-05,牛,計,本日と畜,362.0
2024-07-05,牛,計,上場頭数(生体),364.0
2024-07-05,牛,計,上場頭数(搬入),98.5
2024-07-05,馬,,本日と畜,0.0
2024-07-05,馬,,上場頭数(生体),0.0
2024-07-05,馬,,上場頭数(搬入),0.0
2024-07-05,豚,,本日と畜,797.0
2024-07-05,豚,,上場頭数(生体),1074.0
2024-07-05,豚,,上場頭数(搬入),21.0
2024-07-05,こ牛,,本日と畜,0.0
2024-07-05,こ牛,,上場頭数(生体),0.0
2024-07-05,こ牛,,上場頭数(搬入),2.0
2024-07-08,牛,和牛,本日と畜,275.0
2024-07-08,牛,和牛,上場頭数(生体),316.0
2024-07-08,牛,和牛,上場頭数(搬入),29.0
2024-07-08,牛,交雑種,本日と畜,85.0
2024-07-08,牛,交雑種,上場頭数(生体),48.0
2024-07-08,牛,交雑種,上場頭数(搬入),74.0
2024-07-08,牛,乳牛,本日と畜,0.0
2024-07-08,牛,乳牛,上場頭数(生体),0.0
2024-07-08,牛,乳牛,上場頭数(搬入),43.0
2024-07-08,牛,計,本日と畜,360.0
2024-07-08,牛,計,上場頭数(生体),364.0
2024-07-08,牛,計,上場頭数(搬入),146.0
2024-07-08,馬,,本日と畜,0.0
2024-07-08,馬,,上場頭数(生体),0.0
2024-07-08,馬,,上場頭数(搬入),0.0
2024-07-08,豚,,本日と畜,735.0
2024-07-08,豚,,上場頭数(生体),797.0
2024-07-08,豚,,上場頭数(搬入),12.0
2024-07-08,こ牛,,本日と畜,0.0
2024-07-08,こ牛,,上場頭数(生体),0.0
2024-07-08,こ牛,,上場頭数(搬入),0.0
2024-07-09,牛,和牛,本日と畜,308.0
2024-07-09,牛,和牛,上場頭数(生体),274.0
2024-07-09,牛,和牛,上場頭数(搬入),49.5
2024-07-09,牛,交雑種,本日と畜,53.0
2024-07-09,牛,交雑種,上場頭数(生体),85.0
2024-07-09,牛,交雑種,上場頭数(搬入),1.0
2024-07-09,牛,乳牛,本日と畜,0.0
2024-07-09,牛,乳牛,上場頭数(生体),0.0
2024-07-09,牛,乳牛,上場頭数(搬入),11.0
2024-07-09,牛,計,本日と畜,361.0
2024-07-09,牛,計,上場頭数(生体),359.0
2024-07-09,牛,計,上場頭数(搬入),61.5
2024-07-09,馬,,本日と畜,0.0
2024-07-09,馬,,上場頭数(生体),0.0
2024-07-09,馬,,上場頭数(搬入),0.0
2024-07-09,豚,,本日と畜,636.0
2024-07-09,豚,,上場頭数(生体),782.0
2024-07-09,豚,,上場頭数(搬入),0.0
2024-07-09,こ牛,,本日と畜,0.0
2024-07-09,こ牛,,上場頭数(生体),0.0
2024-07-09,こ牛,,上場頭数(搬入),0.0
2024-07-10,牛,和牛,本日と畜,327.0
2024-07-10,牛,和牛,上場頭数(生体),309.0
2024-07-10,牛,和牛,上場頭数(搬入),160.0
2024-07-10,牛,交雑種,本日と畜,37.0
2024-07-10,牛,交雑種,上場頭数(生体),53.0
2024-07-10,牛,交雑種,上場頭数(搬入),135.0
2024-07-10,牛,乳牛,本日と畜,0.0
2024-07-10,牛,乳牛,上場頭数(生体),0.0
2024-07-10,牛,乳牛,上場頭数(搬入),32.5
2024-07-10,牛,計,本日と畜,364.0
2024-07-10,牛,計,上場頭数(生体),362.0
2024-07-10,牛,計,上場頭数(搬入),327.5
2024-07-10,馬,,本日と畜,0.0
2024-07-10,馬,,上場頭数(生体),0.0
2024-07-10,馬,,上場頭数(搬入),0.0
2024-07-10,豚,,本日と畜,642.0
2024-07-10,豚,,上場頭数(生体),667.0
2024-07-10,豚,,上場頭数(搬入),10.0
2024-07-10,こ牛,,本日と畜,0.0
2024-07-10,こ牛,,上場頭数(生体),0.0
2024-07-10,こ牛,,上場頭数(搬入),1.0
2024-07-11,牛,和牛,本日と畜,297.0
2024-07-11,牛,和牛,上場頭数(生体),327.0
2024-07-11,牛,和牛,上場頭数(搬入),76.0
2024-07-11,牛,交雑種,本日と畜,72.0
2024-07-11,牛,交雑種,上場頭数(生体),37.0
2024-07-11,牛,交雑種,上場頭数(搬入),60.0
2024-07-11,牛,乳牛,本日と畜,0.0
2024-07-11,牛,乳牛,上場頭数(生体),0.0
2024-07-11,牛,乳牛,上場頭数(搬入),58.5
2024-07-11,牛,計,本日と畜,369.0
2024-07-11,牛,計,上場頭数(生体),364.0
2024-07-11,牛,計,上場頭数(搬入),194.5
2024-07-11,馬,,本日と畜,0.0
2024-07-11,馬,,上場頭数(生体),0.0
2024-07-11,馬,,上場頭数(搬入),0.0
2024-07-11,豚,,本日と畜,680.0
2024-07-11,豚,,上場頭数(生体),736.0
2024-07-11,豚,,上場頭数(搬入),0.0
2024-07-11,こ牛,,本日と畜,0.0
2024-07-11,こ牛,,上場頭数(生体),0.0
2024-07-11,こ牛,,上場頭数(搬入),0.0
2024-07-12,牛,和牛,本日と畜,263.0
2024-07-12,牛,和牛,上場頭数(生体),298.0
2024-07-12,牛,和牛,上場頭数(搬入),51.0
2024-07-12,牛,交雑種,本日と畜,90.0
2024-07-12,牛,交雑種,上場頭数(生体),72.0
2024-07-12,牛,交雑種,上場頭数(搬入),22.0
2024-07-12,牛,乳牛,本日と畜,0.0
2024-07-12,牛,乳牛,上場頭数(生体),0.0
2024-07-12,牛,乳牛,上場頭数(搬入),44.0
2024-07-12,牛,計,本日と畜,353.0
2024-07-12,牛,計,上場頭数(生体),370.0
2024-07-12,牛,計,上場頭数(搬入),117.0
2024-07-12,馬,,本日と畜,0.0
2024-07-12,馬,,上場頭数(生体),0.0
2024-07-12,馬,,上場頭数(搬入),0.0
2024-07-12,豚,,本日と畜,718.0
2024-07-12,豚,,上場頭数(生体),835.0
2024-07-12,豚,,上場頭数(搬入),27.0
2024-07-12,こ牛,,本日と畜,0.0
2024-07-12,こ牛,,上場頭数(生体),0.0
2024-07-12,こ牛,,上場頭数(搬入),0.0
2024-07-16,牛,和牛,本日と畜,311.0
2024-07-16,牛,和牛,上場頭数(生体),264.0
2024-07-16,牛,和牛,上場頭数(搬入),25.0
2024-07-16,牛,交雑種,本日と畜,56.0
2024-07-16,牛,交雑種,上場頭数(生体),90.0
2024-07-16,牛,交雑種,上場頭数(搬入),27.0
2024-07-16,牛,乳牛,本日と畜,0.0
2024-07-16,牛,乳牛,上場頭数(生体),0.0
2024-07-16,牛,乳牛,上場頭数(搬入),35.0
2024-07-16,牛,計,本日と畜,367.0
2024-07-16,牛,計,上場頭数(生体),354.0
2024-07-16,牛,計,上場頭数(搬入),87.0
2024-07-16,馬,,本日と畜,0.0
2024-07-16,馬,,上場頭数(生体),0.0
2024-07-16,馬,,上場頭数(搬入),0.0
2024-07-16,豚,,本日と畜,883.0
2024-07-16,豚,,上場頭数(生体),718.0
2024-07-16,豚,,上場頭数(搬入),13.0
2024-07-16,こ牛,,本日と畜,0.0
2024-07-16,こ牛,,上場頭数(生体),0.0
2024-07-16,こ牛,,上場頭数(搬入),0.0
2024-07-17,牛,和牛,本日と畜,296.0
2024-07-17,牛,和牛,上場頭数(生体),311.0
2024-07-17,牛,和牛,上場頭数(搬入),49.5
2024-07-17,牛,交雑種,本日と畜,74.0
2024-07-17,牛,交雑種,上場頭数(生体),56.0
2024-07-17,牛,交雑種,上場頭数(搬入),5.0
2024-07-17,牛,乳牛,本日と畜,0.0
2024-07-17,牛,乳牛,上場頭数(生体),0.0
2024-07-17,牛,乳牛,上場頭数(搬入),36.5
2024-07-17,牛,計,本日と畜,370.0
2024-07-17,牛,計,上場頭数(生体),367.0
2024-07-17,牛,計,上場頭数(搬入),91.0
2024-07-17,馬,,本日と畜,0.0
2024-07-17,馬,,上場頭数(生体),0.0
2024-07-17,馬,,上場頭数(搬入),0.0
2024-07-17,豚,,本日と畜,872.0
2024-07-17,豚,,上場頭数(生体),969.0
2024-07-17,豚,,上場頭数(搬入),0.0
2024-07-17,こ牛,,本日と畜,0.0
2024-07-17,こ牛,,上場頭数(生体),0.0
2024-07-17,こ牛,,上場頭数(搬入),0.0
2024-07-18,牛,和牛,本日と畜,289.0
2024-07-18,牛,和牛,上場頭数(生体),295.0
2024-07-18,牛,和牛,上場頭数(搬入),113.0
2024-07-18,牛,交雑種,本日と畜,79.0
2024-07-18,牛,交雑種,上場頭数(生体),74.0
2024-07-18,牛,交雑種,上場頭数(搬入),138.0
2024-07-18,牛,乳牛,本日と畜,0.0
2024-07-18,牛,乳牛,上場頭数(生体),0.0
2024-07-18,牛,乳牛,上場頭数(搬入),43.0
2024-07-18,牛,計,本日と畜,368.0
2024-07-18,牛,計,上場頭数(生体),369.0
2024-07-18,牛,計,上場頭数(搬入),294.0
2024-07-18,馬,,本日と畜,0.0
2024-07-18,馬,,上場頭数(生体),0.0
2024-07-18,馬,,上場頭数(搬入),0.0
2024-07-18,豚,,本日と畜,820.0
2024-07-18,豚,,上場頭数(生体),967.0
2024-07-18,豚,,上場頭数(搬入),0.0
2024-07-18,こ牛,,本日と畜,0.0
2024-07-18,こ牛,,上場頭数(生体),0.0
2024-07-18,こ牛,,上場頭数(搬入),0.0
2024-07-19,牛,和牛,本日と畜,291.0
2024-07-19,牛,和牛,上場頭数(生体),289.0
2024-07-19,牛,和牛,上場頭数(搬入),50.0
2024-07-19,牛,交雑種,本日と畜,76.0
2024-07-19,牛,交雑種,上場頭数(生体),79.0
2024-07-19,牛,交雑種,上場頭数(搬入),37.0
2024-07-19,牛,乳牛,本日と畜,0.0
2024-07-19,牛,乳牛,上場頭数(生体),0.0
2024-07-19,牛,乳牛,上場頭数(搬入),63.0
2024-07-19,牛,計,本日と畜,367.0
2024-07-19,牛,計,上場頭数(生体),368.0
2024-07-19,牛,計,上場頭数(搬入),150.0
2024-07-19,馬,,本日と畜,0.0
2024-07-19,馬,,上場頭数(生体),0.0
2024-07-19,馬,,上場頭数(搬入),0.0
2024-07-19,豚,,本日と畜,815.0
2024-07-19,豚,,上場頭数(生体),915.0
2024-07-19,豚,,上場頭数(搬入),8.0
2024-07-19,こ牛,,本日と畜,0.0
2024-07-19,こ牛,,上場頭数(生体),0.0
2024-07-19,こ牛,,上場頭数(搬入),1.0
2024-07-22,牛,和牛,本日と畜,273.0
2024-07-22,牛,和牛,上場頭数(生体),291.0
2024-07-22,牛,和牛,上場頭数(搬入),23.5
2024-07-22,牛,交雑種,本日と畜,89.0
2024-07-22,牛,交雑種,上場頭数(生体),76.0
2024-07-22,牛,交雑種,上場頭数(搬入),30.0
2024-07-22,牛,乳牛,本日と畜,0.0
2024-07-22,牛,乳牛,上場頭数(生体),0.0
2024-07-22,牛,乳牛,上場頭数(搬入),54.5
2024-07-22,牛,計,本日と畜,362.0
2024-07-22,牛,計,上場頭数(生体),367.0
2024-07-22,牛,計,上場頭数(搬入),108.0
2024-07-22,馬,,本日と畜,0.0
2024-07-22,馬,,上場頭数(生体),0.0
2024-07-22,馬,,上場頭数(搬入),0.0
2024-07-22,豚,,本日と畜,767.0
2024-07-22,豚,,上場頭数(生体),815.0
2024-07-22,豚,,上場頭数(搬入),10.0
2024-07-22,こ牛,,本日と畜,0.0
2024-07-22,こ牛,,上場頭数(生体),0.0
2024-07-22,こ牛,,上場頭数(搬入),2.0
2024-07-23,牛,和牛,本日と畜,314.0
2024-07-23,牛,和牛,上場頭数(生体),272.0
2024-07-23,牛,和牛,上場頭数(搬入),38.0
2024-07-23,牛,交雑種,本日と畜,49.0
2024-07-23,牛,交雑種,上場頭数(生体),89.0
2024-07-23,牛,交雑種,上場頭数(搬入),1.0
2024-07-23,牛,乳牛,本日と畜,0.0
2024-07-23,牛,乳牛,上場頭数(生体),0.0
2024-07-23,牛,乳牛,上場頭数(搬入),13.0
2024-07-23,牛,計,本日と畜,363.0
2024-07-23,牛,計,上場頭数(生体),361.0
2024-07-23,牛,計,上場頭数(搬入),52.0
2024-07-23,馬,,本日と畜,0.0
2024-07-23,馬,,上場頭数(生体),0.0
2024-07-23,馬,,上場頭数(搬入),0.0
