分類,市場,水産市場ID,日付,種別,品名,販売方法,産地,銘柄,高値(円),中値(円),安値(円)
水産,足立,Sui_K2,2024-05-16,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-05-16,鮮魚,かき,第三者販売,各地,,1620,,1440
水産,足立,Sui_K2,2024-05-16,鮮魚,かき,第三者販売,各地,パック,,,
水産,足立,Sui_K2,2024-05-16,鮮魚,うに,相対,各地,,10800,,5400
水産,足立,Sui_K2,2024-05-16,鮮魚,うに,相対,海外,大小込,10260,9180,5940
水産,足立,Sui_K2,2024-05-16,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-05-16,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-05-16,活魚,活またい,相対,各地,養殖,1588,,1015
水産,足立,Sui_K2,2024-05-16,活魚,活またい,第三者販売,各地,養殖,1566,,1296
水産,足立,Sui_K2,2024-05-16,活魚,活ひらめ,相対,各地,養殖,3240,3078,1080
水産,足立,Sui_K2,2024-05-16,活魚,活ひらめ,第三者販売,各地,養殖,,3046,
水産,足立,Sui_K2,2024-05-16,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-05-16,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-05-16,冷凍,冷さば,相対,海外,,756,,702
水産,足立,Sui_K2,2024-05-16,冷凍,冷さば,第三者販売,海外,,,756,
水産,足立,Sui_K2,2024-05-16,冷凍,冷するめ,相対,各地,,2498,,2430
水産,足立,Sui_K2,2024-05-16,冷凍,冷するめ,第三者販売,各地,,,2498,
水産,足立,Sui_K2,2024-05-16,冷凍,冷ぎんだら,相対,海外,,1890,1458,1026
水産,足立,Sui_K2,2024-05-16,冷凍,冷ぎんだら,第三者販売,海外,,1420,,1220
水産,足立,Sui_K2,2024-05-16,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-05-16,冷凍,冷さけ,相対,各地海外込,ギンサケ,3240,1793,1015
水産,足立,Sui_K2,2024-05-16,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-05-16,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,1242,,1004
水産,足立,Sui_K2,2024-05-16,冷凍,冷えび,相対,海外,BT16-20,2580,,1980
水産,足立,Sui_K2,2024-05-16,冷凍,冷えび,第三者販売,海外,BT16-20,,2460,
水産,足立,Sui_K2,2024-05-16,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-05-16,冷凍,その他（冷凍）,第三者販売,,,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,相対,各地海外込,ベニサケ,2160,,1674
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,相対,各地海外込,ギンサケ,1404,1296,1134
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,第三者販売,各地海外込,ギンサケ,1620,1436,1134
水産,足立,Sui_K2,2024-05-16,塩干加工,塩さけ,第三者販売,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,しらす干,相対,各地,,4995,388,1782
水産,足立,Sui_K2,2024-05-16,塩干加工,開干さんま,相対,千葉,,,122,
水産,足立,Sui_K2,2024-05-16,塩干加工,開干あじ,相対,各地,大～小,319,162,97
水産,足立,Sui_K2,2024-05-16,塩干加工,開干あじ,第三者販売,各地,大～小,,259,
水産,足立,Sui_K2,2024-05-16,塩干加工,蒲焼うなぎ,相対,各地,,3564,3186,2484
水産,足立,Sui_K2,2024-05-16,塩干加工,蒲焼うなぎ,第三者販売,各地,,3186,3159,2862
水産,足立,Sui_K2,2024-05-16,塩干加工,煮ほたるいか,相対,富山,,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,煮ほたるいか,相対,兵庫,,,432,
水産,足立,Sui_K2,2024-05-16,塩干加工,すけこ,相対,各地,,4536,,2484
水産,足立,Sui_K2,2024-05-16,塩干加工,かまぼこ,相対,各地,,724,,85
水産,足立,Sui_K2,2024-05-16,塩干加工,かまぼこ,第三者販売,各地,,,319,
水産,足立,Sui_K2,2024-05-16,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-05-16,塩干加工,その他（塩干加工）,第三者販売,,,,,
水産,大田,Sui_K3,2024-05-16,大物,まぐろ（生鮮）,相対,各地,,4212,3848,3396
水産,大田,Sui_K3,2024-05-16,大物,まぐろ（生鮮）,相対,海外,,,,
水産,大田,Sui_K3,2024-05-16,大物,めばち（冷凍）,せり・入札,各地海外込,,1404,972,756
水産,大田,Sui_K3,2024-05-16,大物,その他（大物冷）,相対,,,,,
水産,大田,Sui_K3,2024-05-16,鮮魚,まだい,相対,各地,,2700,1533,972
水産,大田,Sui_K3,2024-05-16,鮮魚,きんめだい,相対,各地,,,2700,
水産,大田,Sui_K3,2024-05-16,鮮魚,ぶり・わらさ,相対,各地,ブリ,918,720,667
水産,大田,Sui_K3,2024-05-16,鮮魚,はまち,相対,各地,,,1382,
水産,大田,Sui_K3,2024-05-16,鮮魚,はまち,相対,各地,活〆,,,
水産,大田,Sui_K3,2024-05-16,鮮魚,あじ,相対,各地,中,3240,1988,1080
水産,大田,Sui_K3,2024-05-16,鮮魚,さば,相対,各地,,,2160,
水産,大田,Sui_K3,2024-05-16,鮮魚,かつお,相対,各地,,1534,1240,1080
水産,大田,Sui_K3,2024-05-16,鮮魚,いわし,相対,各地,,1080,832,756
水産,大田,Sui_K3,2024-05-16,鮮魚,煮だこ,相対,各地,,3240,2713,2160
水産,大田,Sui_K3,2024-05-16,鮮魚,さわら・さごち,相対,各地海外込,サワラ,3132,2676,1728
水産,大田,Sui_K3,2024-05-16,鮮魚,いさき,相対,各地,,1728,1479,1058
水産,大田,Sui_K3,2024-05-16,鮮魚,あゆ,相対,各地,,6588,3094,1620
水産,大田,Sui_K3,2024-05-16,鮮魚,その他（鮮魚）,相対,,,,,
水産,大田,Sui_K3,2024-05-16,活魚,活またい,相対,各地,養殖,1512,1423,324
水産,大田,Sui_K3,2024-05-16,活魚,活またい,第三者販売,各地,養殖,1512,1388,1196
水産,大田,Sui_K3,2024-05-16,活魚,活ひらめ,相対,各地,養殖,3240,2543,540
水産,大田,Sui_K3,2024-05-16,活魚,活ひらめ,第三者販売,各地,養殖,3240,2808,2484
水産,大田,Sui_K3,2024-05-16,活魚,その他（活魚）,相対,,,,,
水産,大田,Sui_K3,2024-05-16,活魚,その他（活魚）,第三者販売,,,,,
水産,大田,Sui_K3,2024-05-16,冷凍,その他（冷凍）,相対,,,,,
水産,大田,Sui_K3,2024-05-16,塩干加工,塩さけ,相対,海外,ギンサケ,,1674,
水産,大田,Sui_K3,2024-05-16,塩干加工,しらす干,相対,各地,,2160,,1728
水産,大田,Sui_K3,2024-05-16,塩干加工,開干さば,相対,千葉,,356,,254
水産,大田,Sui_K3,2024-05-16,塩干加工,開干あじ,相対,各地,大〜小,324,,305
水産,大田,Sui_K3,2024-05-16,塩干加工,蒲焼うなぎ,相対,各地,,,3996,
水産,大田,Sui_K3,2024-05-16,塩干加工,その他（塩干加工）,相対,,,,,
水産,豊洲,Sui_K1,2024-05-17,大物,まぐろ（生鮮）,せり・入札,宮城,,11880,2839,2160
水産,豊洲,Sui_K1,2024-05-17,大物,まぐろ（生鮮）,せり・入札,各地,,10800,,3240
水産,豊洲,Sui_K1,2024-05-17,大物,まぐろ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-05-17,大物,まぐろ（冷凍）,せり・入札,各地海外込,,5184,3000,1836
水産,豊洲,Sui_K1,2024-05-17,大物,きわだ（生鮮）,せり・入札,東京,,1620,1428,1080
水産,豊洲,Sui_K1,2024-05-17,大物,きわだ（生鮮）,せり・入札,各地,,2160,1728,1296
水産,豊洲,Sui_K1,2024-05-17,大物,きわだ（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-05-17,大物,きわだ（冷凍）,せり・入札,各地海外込,,972,724,540
水産,豊洲,Sui_K1,2024-05-17,大物,めばち（生鮮）,せり・入札,和歌山,,,2376,
水産,豊洲,Sui_K1,2024-05-17,大物,めばち（生鮮）,せり・入札,各地,,,2160,
水産,豊洲,Sui_K1,2024-05-17,大物,めばち（生鮮）,せり・入札,海外,,3564,3402,3240
水産,豊洲,Sui_K1,2024-05-17,大物,めばち（冷凍）,せり・入札,各地海外込,,2160,1068,756
水産,豊洲,Sui_K1,2024-05-17,大物,いんど（生鮮）,せり・入札,海外,,3780,2602,2160
水産,豊洲,Sui_K1,2024-05-17,大物,いんど（冷凍）,せり・入札,各地海外込,,4104,1927,756
水産,豊洲,Sui_K1,2024-05-17,大物,めかじき（生鮮）,せり・入札,各地,,2376,2160,1944
水産,豊洲,Sui_K1,2024-05-17,大物,めかじき（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-05-17,大物,めかじき（冷凍）,せり・入札,各地海外込,フィーレ,2052,1296,972
水産,豊洲,Sui_K1,2024-05-17,大物,その他（大物冷）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,しばえび,せり・入札,各地,,1836,,1728
水産,豊洲,Sui_K1,2024-05-17,鮮魚,くるまえび,せり・入札,各地,天然,23760,,19440
水産,豊洲,Sui_K1,2024-05-17,鮮魚,くるまえび,せり・入札,各地,養殖,6480,,3240
水産,豊洲,Sui_K1,2024-05-17,鮮魚,くるまえび,せり・入札,海外,養殖,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,めじ,相対,各地,,2484,1620,864
水産,豊洲,Sui_K1,2024-05-17,鮮魚,まだい,相対,各地,,2160,,540
水産,豊洲,Sui_K1,2024-05-17,鮮魚,きんめだい,相対,各地,,4536,1944,1404
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あまだい,相対,各地海外込,,5940,,3240
水産,豊洲,Sui_K1,2024-05-17,鮮魚,ぶり・わらさ,相対,各地,ブリ,756,680,432
水産,豊洲,Sui_K1,2024-05-17,鮮魚,ぶり・わらさ,相対,各地,ワラサ,432,378,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,いなだ・わかし,相対,各地,イナダ,432,,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,はまち,相対,愛媛・鹿児島,,1026,999,972
水産,豊洲,Sui_K1,2024-05-17,鮮魚,はまち,相対,各地,,1026,999,972
水産,豊洲,Sui_K1,2024-05-17,鮮魚,はまち,相対,各地,活〆,1512,1485,1458
水産,豊洲,Sui_K1,2024-05-17,鮮魚,ひらめ,相対,各地海外込,,1944,,756
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,各地,無頭,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,北海道,アカガレイ,648,486,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,北海道,クロガレイ,540,508,486
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,各地,マカレイ,648,432,216
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,各地,マコガレイ,648,,540
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かれい,相対,各地,アサバ,,216,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あじ,相対,長崎,中,648,432,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あじ,相対,各地,中,972,,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あじ,相対,各地,中小,756,702,648
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あじ,相対,各地,小・豆,432,324,270
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さば,相対,各地,,756,378,270
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かつお,相対,愛媛,,756,648,540
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かつお,相対,各地,,1404,,432
水産,豊洲,Sui_K1,2024-05-17,鮮魚,いわし,相対,各地,,864,378,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,にしん,相対,各地海外込,生,486,,432
水産,豊洲,Sui_K1,2024-05-17,鮮魚,にしん,相対,各地海外込,解凍,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さんま,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さんま,相対,各地,解凍,1620,,1080
水産,豊洲,Sui_K1,2024-05-17,鮮魚,するめいか,相対,各地,,2052,1836,1296
水産,豊洲,Sui_K1,2024-05-17,鮮魚,やりいか,相対,各地,,1836,,1188
水産,豊洲,Sui_K1,2024-05-17,鮮魚,煮だこ,相対,海外,,3024,,1944
水産,豊洲,Sui_K1,2024-05-17,鮮魚,たら類,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,たら類,相対,各地,ぶわ,,1512,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,たら類,相対,各地,フィーレ,1188,,864
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さけます類,相対,北海道,シロサケ,5400,,4320
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さけます類,相対,,アキサケ,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さけます類,相対,宮城,ギンＦ,1458,,1404
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さけます類,相対,各地,マス,1404,,864
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かます,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,めばる,相対,各地,,1620,,1296
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2160,,1404
水産,豊洲,Sui_K1,2024-05-17,鮮魚,さわら・さごち,相対,各地海外込,サゴチ,864,,432
水産,豊洲,Sui_K1,2024-05-17,鮮魚,きんき,相対,各地,,8640,,2160
水産,豊洲,Sui_K1,2024-05-17,鮮魚,めぬけ,相対,各地,,,3024,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,すずき,相対,各地,,1620,,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,きす,相対,各地,,3780,,1620
水産,豊洲,Sui_K1,2024-05-17,鮮魚,いさき,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-05-17,鮮魚,たかべ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,こはだ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,まながつお,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,まながつお,相対,各地海外込,,8100,,4320
水産,豊洲,Sui_K1,2024-05-17,鮮魚,とびうお,相対,各地,,108,,86
水産,豊洲,Sui_K1,2024-05-17,鮮魚,たちうお,相対,各地海外込,,3780,,1944
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あんこう,相対,各地海外込,まる,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あんこう,相対,各地海外込,きも,6480,,1620
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あゆ,相対,各地,養殖,2484,,1836
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かき,相対,各地,むき,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かき,相対,海外,むき,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かき,相対,岩手・宮城,むき,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,かき,相対,各地,パック,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,ほたて,相対,各地,煮,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,あかがい,相対,海外,,1296,,1080
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,せり・入札,各地,白,118800,,5400
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,せり・入札,各地,赤,29160,,1080
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,せり・入札,各地,中小箱込,7560,,3240
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,せり・入札,海外,大小込,5400,,756
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,相対,各地,小箱,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,うに,相対,海外,小箱,3240,,2160
水産,豊洲,Sui_K1,2024-05-17,鮮魚,けがに,相対,各地,活,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,その他（鮮魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-05-17,鮮魚,その他（鮮魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活またい,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活またい,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活またい,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活またい,相対,各地,養殖,2160,,540
水産,豊洲,Sui_K1,2024-05-17,活魚,活ひらめ,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活ひらめ,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活ひらめ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活ひらめ,相対,各地,養殖,3240,,1620
水産,豊洲,Sui_K1,2024-05-17,活魚,活かんぱち,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,活あなご,相対,各地海外込,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,その他（活魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-05-17,活魚,その他（活魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷さば,相対,海外,,972,,540
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷さんま,相対,各地,,1404,,1296
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷するめ,相対,各地,,2376,,2160
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷まだい,相対,海外,,,,
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷にしん,相対,海外,,231,,216
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷ぎんだら,相対,海外,,1728,,1080
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷かれい,相対,各地,アサバ子無,,,
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷かれい,相対,各地,カラス,1188,,1080
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷かれい,相対,各地,アサバ子持,540,,432
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷さけ,相対,各地海外込,ベニサケ,1404,,1296
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷さけ,相対,各地海外込,ギンサケ,1080,,1026
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷もんごう,相対,海外,むき,2808,,1620
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷もんごう,相対,海外,まる,,,
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷たこ,相対,海外,煮,3024,,1944
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷えび,相対,海外,BT16-20,4104,,3672
水産,豊洲,Sui_K1,2024-05-17,冷凍,冷煮ずわい,相対,各地,,3888,,2268
水産,豊洲,Sui_K1,2024-05-17,冷凍,その他（冷凍）,相対,,,,,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,北海道,アキサケ,972,918,864
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,北海道,ベニサケ,,4320,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,岩手・宮城,養ギン,1458,1404,1350
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,アラスカ,ベニＦ,,,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,ロシア,ベニサケ,1512,1490,1458
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩さけ,相対,チリ,ギンＦ,1350,1296,1242
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩かずのこ,相対,各地,特大〜小,5400,,2700
水産,豊洲,Sui_K1,2024-05-17,塩干加工,こうなご,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,しらす干,せり・入札,各地,,2052,,1296
水産,豊洲,Sui_K1,2024-05-17,塩干加工,にぼし,せり・入札,各地,,756,,648
水産,豊洲,Sui_K1,2024-05-17,塩干加工,身欠にしん,相対,各地,乾,2484,,1944
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干さんま,相対,千葉,,178,,140
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干さば,相対,千葉,,497,,173
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干かます,相対,各地,,432,,86
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干あじ,相対,各地,大,378,,324
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干あじ,相対,各地,中,270,,162
水産,豊洲,Sui_K1,2024-05-17,塩干加工,開干あじ,相対,各地,小,140,,108
水産,豊洲,Sui_K1,2024-05-17,塩干加工,めざし,相対,各地,,9720,,6480
水産,豊洲,Sui_K1,2024-05-17,塩干加工,蒲焼うなぎ,相対,海外,,4860,,4320
水産,豊洲,Sui_K1,2024-05-17,塩干加工,ししゃも,相対,各地,,216,,108
水産,豊洲,Sui_K1,2024-05-17,塩干加工,煮ほたるいか,相対,各地,,540,,486
水産,豊洲,Sui_K1,2024-05-17,塩干加工,煮ほたるいか,相対,富山,,1404,,972
水産,豊洲,Sui_K1,2024-05-17,塩干加工,すけこ,相対,各地,生,3564,2700,2160
水産,豊洲,Sui_K1,2024-05-17,塩干加工,すけこ,相対,各地,冷凍,1944,1728,1296
水産,豊洲,Sui_K1,2024-05-17,塩干加工,かまぼこ,相対,各地,小板,1944,,227
水産,豊洲,Sui_K1,2024-05-17,塩干加工,ちくわ,相対,各地,,184,,97
水産,豊洲,Sui_K1,2024-05-17,塩干加工,あげもの,相対,各地,,,,
水産,豊洲,Sui_K1,2024-05-17,塩干加工,塩ます,相対,北海道,,756,734,702
水産,豊洲,Sui_K1,2024-05-17,塩干加工,干するめ,相対,各地,,7236,,5832
水産,豊洲,Sui_K1,2024-05-17,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,大物,まぐろ（生鮮）,相対,各地,,,4158,
水産,足立,Sui_K2,2024-05-17,大物,まぐろ（生鮮）,相対,海外,,,,
水産,足立,Sui_K2,2024-05-17,大物,めばち（冷凍）,せり・入札,各地海外込,,1680,,756
水産,足立,Sui_K2,2024-05-17,大物,めばち（冷凍）,相対,各地海外込,,918,,778
水産,足立,Sui_K2,2024-05-17,大物,その他（大物生）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,めじ,相対,各地,,1296,,810
水産,足立,Sui_K2,2024-05-17,鮮魚,めじ,第三者販売,各地,,,864,
水産,足立,Sui_K2,2024-05-17,鮮魚,きんめだい,相対,各地,,3024,,2376
水産,足立,Sui_K2,2024-05-17,鮮魚,きんめだい,第三者販売,各地,,,2916,
水産,足立,Sui_K2,2024-05-17,鮮魚,ぶり・わらさ,相対,各地,ブリ,648,,594
水産,足立,Sui_K2,2024-05-17,鮮魚,ぶり・わらさ,相対,各地,ワラサ,702,518,324
水産,足立,Sui_K2,2024-05-17,鮮魚,ぶり・わらさ,第三者販売,各地,ブリ,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,ぶり・わらさ,第三者販売,各地,ワラサ,,518,
水産,足立,Sui_K2,2024-05-17,鮮魚,はまち,相対,各地,,1728,1350,864
水産,足立,Sui_K2,2024-05-17,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,はまち,第三者販売,各地,,1728,1512,864
水産,足立,Sui_K2,2024-05-17,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,かれい,相対,各地,マコガレイ,,756,
水産,足立,Sui_K2,2024-05-17,鮮魚,かれい,相対,各地,アカガレイ,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,あじ,相対,各地,中,2700,864,432
水産,足立,Sui_K2,2024-05-17,鮮魚,あじ,第三者販売,各地,中,1944,,540
水産,足立,Sui_K2,2024-05-17,鮮魚,さば,相対,各地,,2916,432,216
水産,足立,Sui_K2,2024-05-17,鮮魚,さば,第三者販売,各地,,648,,238
水産,足立,Sui_K2,2024-05-17,鮮魚,かつお,相対,各地,,1404,810,248
水産,足立,Sui_K2,2024-05-17,鮮魚,かつお,第三者販売,各地,,1188,810,410
水産,足立,Sui_K2,2024-05-17,鮮魚,いわし,相対,各地,,1080,,972
水産,足立,Sui_K2,2024-05-17,鮮魚,いわし,第三者販売,各地,,,1080,
水産,足立,Sui_K2,2024-05-17,鮮魚,するめいか,相対,各地,,1814,1620,1512
水産,足立,Sui_K2,2024-05-17,鮮魚,たら類,相対,各地,生,,270,
水産,足立,Sui_K2,2024-05-17,鮮魚,たら類,相対,各地,ぶわ,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2160,1080,540
水産,足立,Sui_K2,2024-05-17,鮮魚,さわら・さごち,第三者販売,各地海外込,サワラ,1350,,648
水産,足立,Sui_K2,2024-05-17,鮮魚,いさき,相対,各地,,3564,1620,1080
水産,足立,Sui_K2,2024-05-17,鮮魚,かき,相対,各地,,1440,864,468
水産,足立,Sui_K2,2024-05-17,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,うに,相対,各地,,10800,,1944
水産,足立,Sui_K2,2024-05-17,鮮魚,うに,相対,海外,大小込,5400,5184,4860
水産,足立,Sui_K2,2024-05-17,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-05-17,活魚,活またい,相対,各地,養殖,1598,1350,648
水産,足立,Sui_K2,2024-05-17,活魚,活またい,第三者販売,各地,養殖,1566,1350,1134
水産,足立,Sui_K2,2024-05-17,活魚,活ひらめ,相対,各地,養殖,3240,3078,540
水産,足立,Sui_K2,2024-05-17,活魚,活ひらめ,第三者販売,各地,養殖,,3132,
水産,足立,Sui_K2,2024-05-17,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-05-17,冷凍,冷さば,相対,海外,,756,,702
水産,足立,Sui_K2,2024-05-17,冷凍,冷するめ,相対,各地,,2511,2511,2093
水産,足立,Sui_K2,2024-05-17,冷凍,冷ぎんだら,相対,海外,,1890,1436,1026
水産,足立,Sui_K2,2024-05-17,冷凍,冷ぎんだら,第三者販売,海外,,1134,,1026
水産,足立,Sui_K2,2024-05-17,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-05-17,冷凍,冷さけ,相対,各地海外込,ギンサケ,1782,1188,680
水産,足立,Sui_K2,2024-05-17,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-05-17,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,1782,,1058
水産,足立,Sui_K2,2024-05-17,冷凍,冷えび,相対,海外,BT16-20,1872,1872,
水産,足立,Sui_K2,2024-05-17,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-05-17,冷凍,その他（冷凍）,第三者販売,,,,,
