分類,市場,花き市場ID,日付,種別,品名,販売方法,卸売数量,単位
花き,大田,Kak_K2,2024-04-09,鉢物,クレマチス,第三者販売,8,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ゼラニューム,せり・入札,720,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ゼラニューム,相対,622,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,セントポーリア,せり・入札,20,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,セントポーリア,相対,279,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ノビル系デンドロ,せり・入札,257,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ノビル系デンドロ,相対,253,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他デンドロビュー,せり・入札,62,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他デンドロビュー,相対,28,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ファレノプシス,せり・入札,1026,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ファレノプシス,相対,713,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ファレノプシス,第三者販売,1,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ファレノプシス,商物分離,9,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,スパティフィラム,せり・入札,50,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,スパティフィラム,相対,121,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,スパティフィラム,商物分離,8,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ポトス,せり・入札,150,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ポトス,相対,905,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,アジアンタム,せり・入札,82,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,アジアンタム,相対,553,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,アジアンタム,商物分離,8,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,マッサンゲアーナ,せり・入札,64,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,マッサンゲアーナ,相対,98,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ベンジャミン,せり・入札,10,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ベンジャミン,相対,140,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ハイドランジア,せり・入札,998,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ハイドランジア,相対,1405,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,ハイドランジア,第三者販売,13,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他の鉢物,せり・入札,28347,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他の鉢物,相対,49866,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他の鉢物,第三者販売,228,鉢
花き,大田,Kak_K2,2024-04-09,鉢物,その他の鉢物,商物分離,616,鉢
花き,大田,Kak_K2,2024-04-09,苗物,その他の苗物,せり・入札,76891,ポット
花き,大田,Kak_K2,2024-04-09,苗物,その他の苗物,相対,141519,ポット
花き,大田,Kak_K2,2024-04-09,苗物,その他の苗物,第三者販売,1602,ポット
花き,大田,Kak_K2,2024-04-09,苗物,その他の苗物,商物分離,2418,ポット
花き,大田,Kak_K2,2024-04-09,その他,その他の花き,せり・入札,1374,箱
花き,大田,Kak_K2,2024-04-09,その他,その他の花き,相対,1888,箱
花き,大田,Kak_K2,2024-04-09,その他,その他の花き,第三者販売,35,箱
花き,大田,Kak_K2,2024-04-09,その他,その他の花き,商物分離,85,箱
花き,板橋,Kak_K3,2024-04-09,鉢物,エラチオールベゴニア,相対,30,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,インパチェンス,せり・入札,60,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,インパチェンス,相対,16,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,カーネーション,せり・入札,8,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,クレマチス,せり・入札,13,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ゼラニューム,せり・入札,122,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ゼラニューム,相対,24,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ノビル系デンドロ,せり・入札,62,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ノビル系デンドロ,相対,11,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ファレノプシス,せり・入札,108,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ファレノプシス,相対,117,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ファレノプシス,商物分離,1,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,スパティフィラム,せり・入札,24,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,スパティフィラム,相対,16,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,アジアンタム,せり・入札,30,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,マッサンゲアーナ,せり・入札,8,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ベンジャミン,せり・入札,32,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ハイドランジア,せり・入札,111,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,ハイドランジア,相対,118,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,その他の鉢物,せり・入札,3071,鉢
花き,板橋,Kak_K3,2024-04-09,鉢物,その他の鉢物,相対,1761,鉢
花き,板橋,Kak_K3,2024-04-09,苗物,その他の苗物,せり・入札,12780,ポット
花き,板橋,Kak_K3,2024-04-09,苗物,その他の苗物,相対,5098,ポット
花き,板橋,Kak_K3,2024-04-09,その他,その他の花き,相対,60,箱
花き,葛西,Kak_K4,2024-04-09,鉢物,エラチオールベゴニア,相対,193,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,インパチェンス,せり・入札,60,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,インパチェンス,相対,54,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,カーネーション,せり・入札,354,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,カーネーション,相対,116,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,クレマチス,せり・入札,64,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,クレマチス,相対,77,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ゼラニューム,せり・入札,481,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ゼラニューム,相対,737,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ゼラニューム,第三者販売,66,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ノビル系デンドロ,せり・入札,49,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ノビル系デンドロ,相対,9,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ファレノプシス,せり・入札,157,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ファレノプシス,相対,213,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,スパティフィラム,せり・入札,30,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,スパティフィラム,相対,12,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,スパティフィラム,第三者販売,13,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ポトス,せり・入札,40,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ポトス,相対,435,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ポトス,第三者販売,10,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,アジアンタム,せり・入札,30,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,マッサンゲアーナ,せり・入札,2,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,マッサンゲアーナ,相対,25,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,マッサンゲアーナ,第三者販売,3,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ベンジャミン,せり・入札,8,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ベンジャミン,相対,20,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ハイドランジア,せり・入札,204,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ハイドランジア,相対,804,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,ハイドランジア,第三者販売,43,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,その他の鉢物,せり・入札,7705,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,その他の鉢物,相対,13092,鉢
花き,葛西,Kak_K4,2024-04-09,鉢物,その他の鉢物,第三者販売,545,鉢
花き,葛西,Kak_K4,2024-04-09,苗物,その他の苗物,せり・入札,20620,ポット
花き,葛西,Kak_K4,2024-04-09,苗物,その他の苗物,相対,53603,ポット
花き,葛西,Kak_K4,2024-04-09,苗物,その他の苗物,第三者販売,476,ポット
花き,世田谷,Kak_K5,2024-04-09,鉢物,エラチオールベゴニア,せり・入札,117,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,エラチオールベゴニア,相対,148,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,アッツザクラ,せり・入札,456,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,アッツザクラ,相対,196,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,インパチェンス,せり・入札,144,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,インパチェンス,相対,242,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,カーネーション,せり・入札,698,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,カーネーション,相対,288,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,クレマチス,せり・入札,556,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,クレマチス,相対,564,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ゼラニューム,せり・入札,1456,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ゼラニューム,相対,1580,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,セントポーリア,相対,20,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ノビル系デンドロ,せり・入札,99,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ノビル系デンドロ,相対,37,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,その他デンドロビュー,せり・入札,29,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ファレノプシス,せり・入札,358,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ファレノプシス,相対,749,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,スパティフィラム,せり・入札,22,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,スパティフィラム,相対,35,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ポトス,せり・入札,214,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ポトス,相対,465,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,アジアンタム,相対,326,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,マッサンゲアーナ,せり・入札,37,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,マッサンゲアーナ,相対,36,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ベンジャミン,せり・入札,10,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ベンジャミン,相対,148,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ハイドランジア,せり・入札,893,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,ハイドランジア,相対,2050,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,その他の鉢物,せり・入札,50862,鉢
花き,世田谷,Kak_K5,2024-04-09,鉢物,その他の鉢物,相対,95798,鉢
花き,世田谷,Kak_K5,2024-04-09,苗物,その他の苗物,せり・入札,12075,ポット
花き,世田谷,Kak_K5,2024-04-09,苗物,その他の苗物,相対,21342,ポット
花き,世田谷,Kak_K5,2024-04-09,その他,その他の花き,相対,105,箱
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白),相対,1060,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白),第三者販売,640,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)精興の誠,せり・入札,960,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)精興の誠,相対,18920,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)精興の誠,第三者販売,7000,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)神馬,せり・入札,3940,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)神馬,相対,24800,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(白)神馬,第三者販売,6480,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(黄),せり・入札,2430,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(黄),相対,6570,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(黄),第三者販売,720,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(赤),せり・入札,1000,本
花き,北足立,Kak_K1,2024-04-10,切花,輪菊(赤),相対,1480,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(白),せり・入札,1560,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(白),相対,8840,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(白),第三者販売,1780,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(黄),せり・入札,2160,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(黄),相対,3120,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(黄),第三者販売,1180,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(ピ),せり・入札,3020,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(ピ),相対,4900,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレー菊(ピ),第三者販売,700,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(白),相対,2850,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(白),第三者販売,200,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(黄),相対,3600,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(黄),第三者販売,1400,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(赤),相対,6600,本
花き,北足立,Kak_K1,2024-04-10,切花,小菊(赤),第三者販売,150,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(白),相対,1900,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(白),第三者販売,1120,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(赤),せり・入札,2510,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(赤),相対,5450,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(赤),第三者販売,1650,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(ピ),相対,1970,本
花き,北足立,Kak_K1,2024-04-10,切花,カーネーション(ピ),第三者販売,1380,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(ピ),せり・入札,2050,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(ピ),相対,2400,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(ピ),第三者販売,100,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(複),せり・入札,1860,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(複),相対,2604,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーカーネ(複),第三者販売,400,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(白),せり・入札,1180,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(白),相対,900,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(白),第三者販売,20,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(黄),せり・入札,150,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(黄),相対,450,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(黄),第三者販売,160,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(赤),せり・入札,1490,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(赤),相対,1440,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(赤),第三者販売,250,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(ピ),せり・入札,1140,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(ピ),相対,1260,本
花き,北足立,Kak_K1,2024-04-10,切花,バラ(ピ),第三者販売,560,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーバラ,せり・入札,1475,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーバラ,相対,1805,本
花き,北足立,Kak_K1,2024-04-10,切花,スプレーバラ,第三者販売,660,本
花き,北足立,Kak_K1,2024-04-10,切花,鉄砲ゆり,相対,520,本
花き,北足立,Kak_K1,2024-04-10,切花,鉄砲ゆり,第三者販売,50,本
花き,北足立,Kak_K1,2024-04-10,切花,すかしゆり,相対,180,本
花き,北足立,Kak_K1,2024-04-10,切花,すかしゆり,第三者販売,100,本
花き,北足立,Kak_K1,2024-04-10,切花,ハイブリッド,せり・入札,1375,本
花き,北足立,Kak_K1,2024-04-10,切花,ハイブリッド,相対,2435,本
花き,北足立,Kak_K1,2024-04-10,切花,ハイブリッド,第三者販売,535,本
花き,北足立,Kak_K1,2024-04-10,切花,シニュアータ系,せり・入札,3120,本
花き,北足立,Kak_K1,2024-04-10,切花,シニュアータ系,相対,16250,本
花き,北足立,Kak_K1,2024-04-10,切花,シニュアータ系,第三者販売,2880,本
花き,北足立,Kak_K1,2024-04-10,切花,カトレア,相対,696,本
花き,北足立,Kak_K1,2024-04-10,切花,カトレア,第三者販売,160,本
花き,北足立,Kak_K1,2024-04-10,切花,デンファレ,せり・入札,500,本
花き,北足立,Kak_K1,2024-04-10,切花,デンファレ,相対,2200,本
花き,北足立,Kak_K1,2024-04-10,切花,デンファレ,第三者販売,590,本
花き,北足立,Kak_K1,2024-04-10,切花,宿根かすみ草,せり・入札,150,本
花き,北足立,Kak_K1,2024-04-10,切花,宿根かすみ草,相対,8490,本
花き,北足立,Kak_K1,2024-04-10,切花,宿根かすみ草,第三者販売,2350,本
花き,北足立,Kak_K1,2024-04-10,切花,アルストロメリア,せり・入札,3600,本
花き,北足立,Kak_K1,2024-04-10,切花,アルストロメリア,相対,9890,本
花き,北足立,Kak_K1,2024-04-10,切花,アルストロメリア,第三者販売,1050,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,せり・入札,4400,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,せり・入札,,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,相対,8641,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,相対,,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,第三者販売,2520,本
花き,北足立,Kak_K1,2024-04-10,切花,ガーベラ,第三者販売,,本
花き,北足立,Kak_K1,2024-04-10,切花,しゃくやく,相対,220,本
花き,北足立,Kak_K1,2024-04-10,切花,しゃくやく,第三者販売,90,本
花き,北足立,Kak_K1,2024-04-10,切花,デルフィニューム,せり・入札,3210,本
花き,北足立,Kak_K1,2024-04-10,切花,デルフィニューム,相対,2510,本
花き,北足立,Kak_K1,2024-04-10,切花,デルフィニューム,第三者販売,1050,本
花き,北足立,Kak_K1,2024-04-10,切花,なでしこ,せり・入札,640,本
花き,北足立,Kak_K1,2024-04-10,切花,なでしこ,相対,3120,本
花き,北足立,Kak_K1,2024-04-10,切花,なでしこ,第三者販売,240,本
花き,北足立,Kak_K1,2024-04-10,切花,その他の切花,せり・入札,24599,本
花き,北足立,Kak_K1,2024-04-10,切花,その他の切花,相対,45414,本
花き,北足立,Kak_K1,2024-04-10,切花,その他の切花,第三者販売,10236,本
花き,北足立,Kak_K1,2024-04-10,切葉,フェニックス,相対,4100,枚
花き,北足立,Kak_K1,2024-04-10,切葉,フェニックス,第三者販売,300,枚
花き,北足立,Kak_K1,2024-04-10,切葉,レザーファン,相対,600,枚
花き,北足立,Kak_K1,2024-04-10,切葉,レザーファン,第三者販売,500,枚
花き,北足立,Kak_K1,2024-04-10,切葉,その他の切葉,せり・入札,1587,枚
花き,北足立,Kak_K1,2024-04-10,切葉,その他の切葉,相対,7205,枚
花き,北足立,Kak_K1,2024-04-10,切葉,その他の切葉,第三者販売,2693,枚
花き,北足立,Kak_K1,2024-04-10,切枝,桜,せり・入札,9,本
花き,北足立,Kak_K1,2024-04-10,切枝,桜,相対,138,本
花き,北足立,Kak_K1,2024-04-10,切枝,桜,第三者販売,51,本
花き,北足立,Kak_K1,2024-04-10,切枝,つつじ,せり・入札,80,本
花き,北足立,Kak_K1,2024-04-10,切枝,つつじ,相対,210,本
花き,北足立,Kak_K1,2024-04-10,切枝,つつじ,第三者販売,100,本
花き,北足立,Kak_K1,2024-04-10,切枝,その他の切枝,せり・入札,3720,本
花き,北足立,Kak_K1,2024-04-10,切枝,その他の切枝,相対,8484,本
花き,北足立,Kak_K1,2024-04-10,切枝,その他の切枝,第三者販売,1754,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白),相対,320,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白)精興の誠,せり・入札,760,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白)精興の誠,相対,80960,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白)神馬,せり・入札,3640,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白)神馬,相対,150810,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(白)神馬,商物分離,200,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(黄),せり・入札,2760,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(黄),相対,45460,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(赤),せり・入札,1160,本
花き,大田,Kak_K2,2024-04-10,切花,輪菊(赤),相対,7990,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(白),せり・入札,4320,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(白),相対,44180,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(黄),せり・入札,3390,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(黄),相対,23750,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(ピ),せり・入札,6420,本
花き,大田,Kak_K2,2024-04-10,切花,スプレー菊(ピ),相対,30290,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(白),せり・入札,1250,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(白),相対,20260,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(黄),せり・入札,1400,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(黄),相対,27900,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(赤),せり・入札,13300,本
花き,大田,Kak_K2,2024-04-10,切花,小菊(赤),相対,34150,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(白),せり・入札,50,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(白),相対,30664,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(赤),せり・入札,1210,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(赤),相対,16989,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(ピ),せり・入札,1624,本
花き,大田,Kak_K2,2024-04-10,切花,カーネーション(ピ),相対,27246,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーカーネ(ピ),せり・入札,6870,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーカーネ(ピ),相対,31320,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーカーネ(複),せり・入札,4900,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーカーネ(複),相対,19786,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(白),せり・入札,520,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(白),相対,21133,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(白),商物分離,320,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(黄),せり・入札,750,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(黄),相対,9912,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(赤),せり・入札,2130,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(赤),相対,23842,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(ピ),せり・入札,3007,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(ピ),相対,34735,本
花き,大田,Kak_K2,2024-04-10,切花,バラ(ピ),商物分離,280,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーバラ,せり・入札,5220,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーバラ,相対,38124,本
花き,大田,Kak_K2,2024-04-10,切花,スプレーバラ,商物分離,90,本
花き,大田,Kak_K2,2024-04-10,切花,鉄砲ゆり,せり・入札,490,本
花き,大田,Kak_K2,2024-04-10,切花,鉄砲ゆり,相対,5950,本
花き,大田,Kak_K2,2024-04-10,切花,すかしゆり,せり・入札,630,本
花き,大田,Kak_K2,2024-04-10,切花,すかしゆり,相対,7110,本
花き,大田,Kak_K2,2024-04-10,切花,ハイブリッド,せり・入札,6467,本
花き,大田,Kak_K2,2024-04-10,切花,ハイブリッド,相対,30034,本
花き,大田,Kak_K2,2024-04-10,切花,ハイブリッド,商物分離,620,本
花き,大田,Kak_K2,2024-04-10,切花,シニュアータ系,せり・入札,17020,本
花き,大田,Kak_K2,2024-04-10,切花,シニュアータ系,相対,121460,本
花き,大田,Kak_K2,2024-04-10,切花,トルコキキョウ(白),せり・入札,260,本
花き,大田,Kak_K2,2024-04-10,切花,トルコキキョウ(白),せり・入札,,本
花き,大田,Kak_K2,2024-04-10,切花,トルコキキョウ(白),相対,10855,本
花き,大田,Kak_K2,2024-04-10,切花,トルコキキョウ(白),相対,,本
花き,大田,Kak_K2,2024-04-10,切花,カトレア,せり・入札,60,本
花き,大田,Kak_K2,2024-04-10,切花,カトレア,相対,1430,本
花き,大田,Kak_K2,2024-04-10,切花,デンファレ,せり・入札,7050,本
花き,大田,Kak_K2,2024-04-10,切花,デンファレ,相対,25240,本
花き,大田,Kak_K2,2024-04-10,切花,宿根かすみ草,せり・入札,3960,本
花き,大田,Kak_K2,2024-04-10,切花,宿根かすみ草,相対,50410,本
花き,大田,Kak_K2,2024-04-10,切花,アルストロメリア,せり・入札,13275,本
花き,大田,Kak_K2,2024-04-10,切花,アルストロメリア,相対,65865,本
花き,大田,Kak_K2,2024-04-10,切花,ガーベラ,せり・入札,19070,本
花き,大田,Kak_K2,2024-04-10,切花,ガーベラ,せり・入札,,本
花き,大田,Kak_K2,2024-04-10,切花,ガーベラ,相対,126744,本
花き,大田,Kak_K2,2024-04-10,切花,ガーベラ,相対,,本
花き,大田,Kak_K2,2024-04-10,切花,しゃくやく,せり・入札,410,本
花き,大田,Kak_K2,2024-04-10,切花,しゃくやく,相対,8805,本
花き,大田,Kak_K2,2024-04-10,切花,デルフィニューム,せり・入札,10683,本
花き,大田,Kak_K2,2024-04-10,切花,デルフィニューム,相対,29180,本
花き,大田,Kak_K2,2024-04-10,切花,なでしこ,せり・入札,4400,本
花き,大田,Kak_K2,2024-04-10,切花,なでしこ,相対,8055,本
花き,大田,Kak_K2,2024-04-10,切花,その他の切花,せり・入札,127084,本
花き,大田,Kak_K2,2024-04-10,切花,その他の切花,相対,684518,本
花き,大田,Kak_K2,2024-04-10,切花,その他の切花,第三者販売,4600,本
花き,大田,Kak_K2,2024-04-10,切花,その他の切花,商物分離,15485,本
花き,大田,Kak_K2,2024-04-10,切葉,フェニックス,せり・入札,250,枚
花き,大田,Kak_K2,2024-04-10,切葉,フェニックス,相対,12870,枚
花き,大田,Kak_K2,2024-04-10,切葉,レザーファン,せり・入札,500,枚
花き,大田,Kak_K2,2024-04-10,切葉,レザーファン,相対,23140,枚
花き,大田,Kak_K2,2024-04-10,切葉,レザーファン,相対,,枚
