分類,市場,青果市場ID,日付,種別,品名,販売方法,卸売数量(kg)
青果,豊洲,Sei_K1,2024-04-01,果実,いちご,相対,22462
青果,豊洲,Sei_K1,2024-04-01,果実,アールスメロン,せり・入札,757
青果,豊洲,Sei_K1,2024-04-01,果実,アールスメロン,相対,1154
青果,豊洲,Sei_K1,2024-04-01,果実,アンデスメロン,相対,585
青果,豊洲,Sei_K1,2024-04-01,果実,すいか,相対,4485
青果,豊洲,Sei_K1,2024-04-01,果実,こだますいか,相対,608
青果,豊洲,Sei_K1,2024-04-01,果実,キウイ,相対,6134
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,相対,55007
青果,豊洲,Sei_K1,2024-04-01,果実,その他果実,第三者販売,291
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,せり・入札,560
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,相対,179862
青果,大田,Sei_K2,2024-04-01,野菜,だいこん,商物分離,24200
青果,大田,Sei_K2,2024-04-01,野菜,かぶ,相対,32195
青果,大田,Sei_K2,2024-04-01,野菜,かぶ,商物分離,1482
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,せり・入札,50
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,相対,137482
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,第三者販売,270
青果,大田,Sei_K2,2024-04-01,野菜,にんじん,商物分離,5072
青果,大田,Sei_K2,2024-04-01,野菜,ごぼう,相対,4852
青果,大田,Sei_K2,2024-04-01,野菜,ごぼう,第三者販売,200
青果,大田,Sei_K2,2024-04-01,野菜,ごぼう,商物分離,5426
青果,大田,Sei_K2,2024-04-01,野菜,たけのこ,せり・入札,816
青果,大田,Sei_K2,2024-04-01,野菜,たけのこ,相対,26848
青果,大田,Sei_K2,2024-04-01,野菜,たけのこ,商物分離,400
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,せり・入札,2970
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,相対,460530
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,第三者販売,2590
青果,大田,Sei_K2,2024-04-01,野菜,キャベツ,商物分離,163553
青果,大田,Sei_K2,2024-04-01,野菜,レタス,せり・入札,350
青果,大田,Sei_K2,2024-04-01,野菜,レタス,相対,72019
青果,大田,Sei_K2,2024-04-01,野菜,レタス,第三者販売,9500
青果,大田,Sei_K2,2024-04-01,野菜,レタス,商物分離,27046
青果,大田,Sei_K2,2024-04-01,野菜,はくさい,せり・入札,175
青果,大田,Sei_K2,2024-04-01,野菜,はくさい,相対,117978
青果,大田,Sei_K2,2024-04-01,野菜,こまつな,せり・入札,1066
青果,大田,Sei_K2,2024-04-01,野菜,こまつな,相対,20431
青果,大田,Sei_K2,2024-04-01,野菜,こまつな,第三者販売,50
青果,大田,Sei_K2,2024-04-01,野菜,こまつな,商物分離,10225
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,せり・入札,320
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,相対,32813
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,第三者販売,600
青果,大田,Sei_K2,2024-04-01,野菜,ほうれんそう,商物分離,5990
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,せり・入札,25
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,相対,72535
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,第三者販売,535
青果,大田,Sei_K2,2024-04-01,野菜,ねぎ,商物分離,5815
青果,大田,Sei_K2,2024-04-01,野菜,ふき,せり・入札,20
青果,大田,Sei_K2,2024-04-01,野菜,ふき,相対,1111
青果,大田,Sei_K2,2024-04-01,野菜,セルリー,せり・入札,250
青果,大田,Sei_K2,2024-04-01,野菜,セルリー,相対,14889
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,せり・入札,545
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,相対,146559
青果,大田,Sei_K2,2024-04-01,野菜,きゅうり,商物分離,16825
青果,大田,Sei_K2,2024-04-01,野菜,かぼちゃ,せり・入札,1760
青果,大田,Sei_K2,2024-04-01,野菜,かぼちゃ,相対,29370
青果,大田,Sei_K2,2024-04-01,野菜,なす,せり・入札,82
青果,大田,Sei_K2,2024-04-01,野菜,なす,相対,66428
青果,大田,Sei_K2,2024-04-01,野菜,なす,商物分離,2031
青果,大田,Sei_K2,2024-04-01,野菜,トマト,せり・入札,798
青果,大田,Sei_K2,2024-04-01,野菜,トマト,相対,125261
青果,大田,Sei_K2,2024-04-01,野菜,トマト,第三者販売,243
青果,大田,Sei_K2,2024-04-01,野菜,トマト,商物分離,8098
青果,大田,Sei_K2,2024-04-01,野菜,ミニトマト,せり・入札,33
青果,大田,Sei_K2,2024-04-01,野菜,ミニトマト,相対,43018
青果,大田,Sei_K2,2024-04-01,野菜,ミニトマト,商物分離,10113
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,せり・入札,519
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,相対,49474
青果,大田,Sei_K2,2024-04-01,野菜,ピーマン,商物分離,3352
青果,大田,Sei_K2,2024-04-01,野菜,そらまめ,相対,9146
青果,大田,Sei_K2,2024-04-01,野菜,そらまめ,第三者販売,1216
青果,大田,Sei_K2,2024-04-01,野菜,じゃがいも,せり・入札,750
青果,大田,Sei_K2,2024-04-01,野菜,じゃがいも,相対,225858
青果,大田,Sei_K2,2024-04-01,野菜,じゃがいも,商物分離,125950
青果,大田,Sei_K2,2024-04-01,野菜,さつまいも,せり・入札,100
青果,大田,Sei_K2,2024-04-01,野菜,さつまいも,相対,68581
青果,大田,Sei_K2,2024-04-01,野菜,さつまいも,第三者販売,230
青果,大田,Sei_K2,2024-04-01,野菜,さつまいも,商物分離,6000
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,せり・入札,236
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,相対,220064
青果,大田,Sei_K2,2024-04-01,野菜,たまねぎ,商物分離,5470
青果,大田,Sei_K2,2024-04-01,野菜,なましいたけ,せり・入札,100
青果,大田,Sei_K2,2024-04-01,野菜,なましいたけ,相対,15995
青果,大田,Sei_K2,2024-04-01,野菜,なましいたけ,商物分離,726
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,せり・入札,952
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,相対,390551
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,第三者販売,5170
青果,大田,Sei_K2,2024-04-01,野菜,その他野菜,商物分離,46295
青果,大田,Sei_K2,2024-04-01,果実,あまなつかん,せり・入札,118
青果,大田,Sei_K2,2024-04-01,果実,あまなつかん,相対,54961
青果,大田,Sei_K2,2024-04-01,果実,あまなつかん,商物分離,14800
青果,大田,Sei_K2,2024-04-01,果実,はっさく,せり・入札,320
青果,大田,Sei_K2,2024-04-01,果実,はっさく,相対,22729
青果,大田,Sei_K2,2024-04-01,果実,はっさく,商物分離,1500
青果,大田,Sei_K2,2024-04-01,果実,河内晩柑,せり・入札,180
青果,大田,Sei_K2,2024-04-01,果実,河内晩柑,相対,38898
青果,大田,Sei_K2,2024-04-01,果実,河内晩柑,第三者販売,2287
青果,大田,Sei_K2,2024-04-01,果実,河内晩柑,商物分離,3750
青果,大田,Sei_K2,2024-04-01,果実,不知火,せり・入札,120
青果,大田,Sei_K2,2024-04-01,果実,不知火,相対,79843
青果,大田,Sei_K2,2024-04-01,果実,不知火,第三者販売,100
青果,大田,Sei_K2,2024-04-01,果実,清見,相対,47730
青果,大田,Sei_K2,2024-04-01,果実,清見,商物分離,3260
青果,大田,Sei_K2,2024-04-01,果実,りんご,せり・入札,2560
青果,大田,Sei_K2,2024-04-01,果実,りんご,相対,129355
青果,大田,Sei_K2,2024-04-01,果実,りんご,第三者販売,350
青果,大田,Sei_K2,2024-04-01,果実,りんご,商物分離,6661
青果,大田,Sei_K2,2024-04-01,果実,いちご,せり・入札,368
青果,大田,Sei_K2,2024-04-01,果実,いちご,相対,180224
青果,大田,Sei_K2,2024-04-01,果実,いちご,第三者販売,13
青果,大田,Sei_K2,2024-04-01,果実,いちご,商物分離,18854
青果,大田,Sei_K2,2024-04-01,果実,アールスメロン,せり・入札,690
青果,大田,Sei_K2,2024-04-01,果実,アールスメロン,相対,4543
青果,大田,Sei_K2,2024-04-01,果実,アンデスメロン,相対,3410
青果,大田,Sei_K2,2024-04-01,果実,すいか,相対,36907
青果,大田,Sei_K2,2024-04-01,果実,こだますいか,せり・入札,40
青果,大田,Sei_K2,2024-04-01,果実,こだますいか,相対,5432
青果,大田,Sei_K2,2024-04-01,果実,こだますいか,第三者販売,80
青果,大田,Sei_K2,2024-04-01,果実,キウイ,相対,6181
青果,大田,Sei_K2,2024-04-01,果実,その他果実,せり・入札,1399
青果,大田,Sei_K2,2024-04-01,果実,その他果実,相対,131988
青果,大田,Sei_K2,2024-04-01,果実,その他果実,第三者販売,2130
青果,大田,Sei_K2,2024-04-01,果実,その他果実,商物分離,15680
青果,豊島,Sei_K3,2024-04-01,野菜,だいこん,せり・入札,100
青果,豊島,Sei_K3,2024-04-01,野菜,だいこん,相対,11900
青果,豊島,Sei_K3,2024-04-01,野菜,かぶ,相対,2000
青果,豊島,Sei_K3,2024-04-01,野菜,にんじん,相対,15000
青果,豊島,Sei_K3,2024-04-01,野菜,ごぼう,相対,1000
青果,豊島,Sei_K3,2024-04-01,野菜,たけのこ,相対,2000
青果,豊島,Sei_K3,2024-04-01,野菜,キャベツ,せり・入札,100
青果,豊島,Sei_K3,2024-04-01,野菜,キャベツ,相対,19900
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,せり・入札,100
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,相対,24800
青果,豊島,Sei_K3,2024-04-01,野菜,レタス,第三者販売,100
青果,豊島,Sei_K3,2024-04-01,野菜,はくさい,せり・入札,150
青果,豊島,Sei_K3,2024-04-01,野菜,はくさい,相対,12850
青果,豊島,Sei_K3,2024-04-01,野菜,こまつな,相対,3200
青果,豊島,Sei_K3,2024-04-01,野菜,ほうれんそう,相対,6000
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,せり・入札,50
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,相対,11750
青果,豊島,Sei_K3,2024-04-01,野菜,ねぎ,第三者販売,200
青果,豊島,Sei_K3,2024-04-01,野菜,ふき,相対,200
青果,豊島,Sei_K3,2024-04-01,野菜,セルリー,相対,2500
青果,豊島,Sei_K3,2024-04-01,野菜,きゅうり,せり・入札,100
青果,豊島,Sei_K3,2024-04-01,野菜,きゅうり,相対,7900
青果,豊島,Sei_K3,2024-04-01,野菜,かぼちゃ,相対,6000
青果,豊島,Sei_K3,2024-04-01,野菜,なす,せり・入札,50
青果,豊島,Sei_K3,2024-04-01,野菜,なす,相対,2950
青果,豊島,Sei_K3,2024-04-01,野菜,トマト,せり・入札,32
青果,豊島,Sei_K3,2024-04-01,野菜,トマト,相対,12968
青果,豊島,Sei_K3,2024-04-01,野菜,ミニトマト,相対,1500
青果,豊島,Sei_K3,2024-04-01,野菜,ピーマン,相対,5980
青果,豊島,Sei_K3,2024-04-01,野菜,ピーマン,第三者販売,20
青果,豊島,Sei_K3,2024-04-01,野菜,そらまめ,相対,300
青果,豊島,Sei_K3,2024-04-01,野菜,じゃがいも,相対,15000
青果,豊島,Sei_K3,2024-04-01,野菜,さつまいも,相対,5000
青果,豊島,Sei_K3,2024-04-01,野菜,たまねぎ,相対,15000
青果,豊島,Sei_K3,2024-04-01,野菜,なましいたけ,相対,300
青果,豊島,Sei_K3,2024-04-01,野菜,その他野菜,相対,50000
青果,豊島,Sei_K3,2024-04-01,果実,あまなつかん,相対,2000
青果,豊島,Sei_K3,2024-04-01,果実,不知火,相対,200
青果,豊島,Sei_K3,2024-04-01,果実,清見,相対,4000
青果,豊島,Sei_K3,2024-04-01,果実,りんご,相対,400
青果,豊島,Sei_K3,2024-04-01,果実,いちご,相対,800
青果,豊島,Sei_K3,2024-04-01,果実,アールスメロン,せり・入札,18
青果,豊島,Sei_K3,2024-04-01,果実,アールスメロン,相対,282
青果,豊島,Sei_K3,2024-04-01,果実,こだますいか,相対,500
青果,豊島,Sei_K3,2024-04-01,果実,キウイ,相対,9800
青果,豊島,Sei_K3,2024-04-01,果実,その他果実,相対,12000
青果,淀橋,Sei_K4,2024-04-01,野菜,だいこん,相対,34870
青果,淀橋,Sei_K4,2024-04-01,野菜,かぶ,相対,3683
青果,淀橋,Sei_K4,2024-04-01,野菜,にんじん,相対,29202
青果,淀橋,Sei_K4,2024-04-01,野菜,ごぼう,相対,710
青果,淀橋,Sei_K4,2024-04-01,野菜,たけのこ,相対,5218
青果,淀橋,Sei_K4,2024-04-01,野菜,キャベツ,相対,146070
青果,淀橋,Sei_K4,2024-04-01,野菜,レタス,相対,22663
青果,淀橋,Sei_K4,2024-04-01,野菜,はくさい,相対,11968
青果,淀橋,Sei_K4,2024-04-01,野菜,こまつな,せり・入札,224
青果,淀橋,Sei_K4,2024-04-01,野菜,こまつな,相対,4250
青果,淀橋,Sei_K4,2024-04-01,野菜,ほうれんそう,せり・入札,160
青果,淀橋,Sei_K4,2024-04-01,野菜,ほうれんそう,相対,7860
青果,淀橋,Sei_K4,2024-04-01,野菜,ねぎ,せり・入札,416
青果,淀橋,Sei_K4,2024-04-01,野菜,ねぎ,相対,16241
青果,淀橋,Sei_K4,2024-04-01,野菜,ふき,相対,83
青果,淀橋,Sei_K4,2024-04-01,野菜,セルリー,相対,1769
青果,淀橋,Sei_K4,2024-04-01,野菜,きゅうり,相対,28277
青果,淀橋,Sei_K4,2024-04-01,野菜,かぼちゃ,相対,7890
青果,淀橋,Sei_K4,2024-04-01,野菜,なす,相対,16364
青果,淀橋,Sei_K4,2024-04-01,野菜,トマト,相対,36006
青果,淀橋,Sei_K4,2024-04-01,野菜,ミニトマト,相対,9529
青果,淀橋,Sei_K4,2024-04-01,野菜,ピーマン,せり・入札,158
青果,淀橋,Sei_K4,2024-04-01,野菜,ピーマン,相対,15669
青果,淀橋,Sei_K4,2024-04-01,野菜,そらまめ,相対,1778
青果,淀橋,Sei_K4,2024-04-01,野菜,じゃがいも,相対,45290
青果,淀橋,Sei_K4,2024-04-01,野菜,さつまいも,相対,15855
青果,淀橋,Sei_K4,2024-04-01,野菜,たまねぎ,相対,37920
青果,淀橋,Sei_K4,2024-04-01,野菜,なましいたけ,せり・入札,13
青果,淀橋,Sei_K4,2024-04-01,野菜,なましいたけ,相対,1296
青果,淀橋,Sei_K4,2024-04-01,野菜,その他野菜,せり・入札,3853
青果,淀橋,Sei_K4,2024-04-01,野菜,その他野菜,相対,73208
青果,淀橋,Sei_K4,2024-04-01,果実,あまなつかん,相対,20340
青果,淀橋,Sei_K4,2024-04-01,果実,はっさく,相対,3135
青果,淀橋,Sei_K4,2024-04-01,果実,河内晩柑,相対,1225
青果,淀橋,Sei_K4,2024-04-01,果実,不知火,相対,24815
青果,淀橋,Sei_K4,2024-04-01,果実,清見,相対,5280
青果,淀橋,Sei_K4,2024-04-01,果実,りんご,相対,8580
青果,淀橋,Sei_K4,2024-04-01,果実,いちご,相対,18082
青果,淀橋,Sei_K4,2024-04-01,果実,アールスメロン,相対,153
青果,淀橋,Sei_K4,2024-04-01,果実,アンデスメロン,相対,750
青果,淀橋,Sei_K4,2024-04-01,果実,すいか,相対,4500
青果,淀橋,Sei_K4,2024-04-01,果実,こだますいか,相対,896
青果,淀橋,Sei_K4,2024-04-01,果実,キウイ,相対,6136
青果,淀橋,Sei_K4,2024-04-01,果実,その他果実,相対,46108
青果,板橋,Sei_K5,2024-04-01,野菜,だいこん,せり・入札,170
青果,板橋,Sei_K5,2024-04-01,野菜,だいこん,相対,24030
青果,板橋,Sei_K5,2024-04-01,野菜,かぶ,相対,2800
青果,板橋,Sei_K5,2024-04-01,野菜,にんじん,相対,16900
青果,板橋,Sei_K5,2024-04-01,野菜,ごぼう,相対,1100
青果,板橋,Sei_K5,2024-04-01,野菜,たけのこ,相対,1400
青果,板橋,Sei_K5,2024-04-01,野菜,キャベツ,せり・入札,150
青果,板橋,Sei_K5,2024-04-01,野菜,キャベツ,相対,21750
青果,板橋,Sei_K5,2024-04-01,野菜,レタス,せり・入札,150
青果,板橋,Sei_K5,2024-04-01,野菜,レタス,相対,10050
青果,板橋,Sei_K5,2024-04-01,野菜,はくさい,せり・入札,185
青果,板橋,Sei_K5,2024-04-01,野菜,はくさい,相対,9615
青果,板橋,Sei_K5,2024-04-01,野菜,こまつな,せり・入札,140
青果,板橋,Sei_K5,2024-04-01,野菜,こまつな,相対,2960
青果,板橋,Sei_K5,2024-04-01,野菜,ほうれんそう,せり・入札,160
青果,板橋,Sei_K5,2024-04-01,野菜,ほうれんそう,相対,2440
青果,板橋,Sei_K5,2024-04-01,野菜,ねぎ,せり・入札,100
青果,板橋,Sei_K5,2024-04-01,野菜,ねぎ,相対,14300
青果,板橋,Sei_K5,2024-04-01,野菜,ふき,相対,100
青果,板橋,Sei_K5,2024-04-01,野菜,セルリー,相対,1400
青果,板橋,Sei_K5,2024-04-01,野菜,きゅうり,せり・入札,75
青果,板橋,Sei_K5,2024-04-01,野菜,きゅうり,相対,19925
青果,板橋,Sei_K5,2024-04-01,野菜,かぼちゃ,相対,8600
青果,板橋,Sei_K5,2024-04-01,野菜,なす,せり・入札,68
青果,板橋,Sei_K5,2024-04-01,野菜,なす,相対,9632
青果,板橋,Sei_K5,2024-04-01,野菜,トマト,せり・入札,88
青果,板橋,Sei_K5,2024-04-01,野菜,トマト,相対,13112
青果,板橋,Sei_K5,2024-04-01,野菜,ミニトマト,相対,3800
青果,板橋,Sei_K5,2024-04-01,野菜,ピーマン,せり・入札,40
青果,板橋,Sei_K5,2024-04-01,野菜,ピーマン,相対,3360
青果,板橋,Sei_K5,2024-04-01,野菜,そらまめ,相対,200
青果,板橋,Sei_K5,2024-04-01,野菜,じゃがいも,相対,18500
青果,板橋,Sei_K5,2024-04-01,野菜,さつまいも,相対,8500
青果,板橋,Sei_K5,2024-04-01,野菜,たまねぎ,相対,58500
青果,板橋,Sei_K5,2024-04-01,野菜,なましいたけ,相対,600
青果,板橋,Sei_K5,2024-04-01,野菜,その他野菜,相対,42000
青果,板橋,Sei_K5,2024-04-01,果実,あまなつかん,相対,4500
青果,板橋,Sei_K5,2024-04-01,果実,河内晩柑,相対,4500
青果,板橋,Sei_K5,2024-04-01,果実,不知火,相対,1900
青果,板橋,Sei_K5,2024-04-01,果実,清見,相対,4300
青果,板橋,Sei_K5,2024-04-01,果実,清見,第三者販売,100
青果,板橋,Sei_K5,2024-04-01,果実,りんご,相対,3130
青果,板橋,Sei_K5,2024-04-01,果実,りんご,第三者販売,670
青果,板橋,Sei_K5,2024-04-01,果実,いちご,相対,4700
青果,板橋,Sei_K5,2024-04-01,果実,アールスメロン,相対,300
青果,板橋,Sei_K5,2024-04-01,果実,アンデスメロン,相対,200
青果,板橋,Sei_K5,2024-04-01,果実,すいか,相対,1400
青果,板橋,Sei_K5,2024-04-01,果実,キウイ,相対,200
青果,板橋,Sei_K5,2024-04-01,果実,その他果実,相対,18200
青果,世田谷,Sei_K6,2024-04-01,野菜,だいこん,相対,12083
青果,世田谷,Sei_K6,2024-04-01,野菜,かぶ,相対,665
青果,世田谷,Sei_K6,2024-04-01,野菜,にんじん,相対,12910
青果,世田谷,Sei_K6,2024-04-01,野菜,ごぼう,相対,1772
青果,世田谷,Sei_K6,2024-04-01,野菜,たけのこ,相対,980
青果,世田谷,Sei_K6,2024-04-01,野菜,キャベツ,相対,17980
青果,世田谷,Sei_K6,2024-04-01,野菜,レタス,相対,4352
青果,世田谷,Sei_K6,2024-04-01,野菜,はくさい,相対,3425
青果,世田谷,Sei_K6,2024-04-01,野菜,こまつな,相対,578
青果,世田谷,Sei_K6,2024-04-01,野菜,ほうれんそう,相対,510
青果,世田谷,Sei_K6,2024-04-01,野菜,ねぎ,相対,2843
青果,世田谷,Sei_K6,2024-04-01,野菜,ふき,相対,17
青果,世田谷,Sei_K6,2024-04-01,野菜,セルリー,相対,340
青果,世田谷,Sei_K6,2024-04-01,野菜,きゅうり,相対,12601
青果,世田谷,Sei_K6,2024-04-01,野菜,かぼちゃ,相対,1580
青果,世田谷,Sei_K6,2024-04-01,野菜,なす,相対,2551
青果,世田谷,Sei_K6,2024-04-01,野菜,トマト,相対,4980
青果,世田谷,Sei_K6,2024-04-01,野菜,ミニトマト,相対,1899
青果,世田谷,Sei_K6,2024-04-01,野菜,ピーマン,相対,3416
青果,世田谷,Sei_K6,2024-04-01,野菜,そらまめ,相対,320
青果,世田谷,Sei_K6,2024-04-01,野菜,じゃがいも,相対,24449
青果,世田谷,Sei_K6,2024-04-01,野菜,さつまいも,相対,1320
青果,世田谷,Sei_K6,2024-04-01,野菜,たまねぎ,相対,14390
青果,世田谷,Sei_K6,2024-04-01,野菜,なましいたけ,相対,158
青果,世田谷,Sei_K6,2024-04-01,野菜,その他野菜,相対,10479
青果,世田谷,Sei_K6,2024-04-01,果実,あまなつかん,相対,800
青果,世田谷,Sei_K6,2024-04-01,果実,不知火,相対,1000
青果,世田谷,Sei_K6,2024-04-01,果実,清見,相対,1000
青果,世田谷,Sei_K6,2024-04-01,果実,りんご,相対,1400
青果,世田谷,Sei_K6,2024-04-01,果実,いちご,相対,1000
青果,世田谷,Sei_K6,2024-04-01,果実,すいか,相対,300
青果,世田谷,Sei_K6,2024-04-01,果実,こだますいか,相対,100
青果,世田谷,Sei_K6,2024-04-01,果実,その他果実,相対,3600
青果,北足立,Sei_K7,2024-04-01,野菜,だいこん,せり・入札,100
青果,北足立,Sei_K7,2024-04-01,野菜,だいこん,相対,34100
青果,北足立,Sei_K7,2024-04-01,野菜,かぶ,相対,2500
青果,北足立,Sei_K7,2024-04-01,野菜,にんじん,相対,22600
青果,北足立,Sei_K7,2024-04-01,野菜,たけのこ,相対,2100
青果,北足立,Sei_K7,2024-04-01,野菜,キャベツ,相対,35700
青果,北足立,Sei_K7,2024-04-01,野菜,レタス,相対,13500
青果,北足立,Sei_K7,2024-04-01,野菜,はくさい,相対,5700
青果,北足立,Sei_K7,2024-04-01,野菜,こまつな,相対,4800
青果,北足立,Sei_K7,2024-04-01,野菜,ほうれんそう,相対,7500
青果,北足立,Sei_K7,2024-04-01,野菜,ねぎ,相対,12300
青果,北足立,Sei_K7,2024-04-01,野菜,ふき,相対,100
青果,北足立,Sei_K7,2024-04-01,野菜,セルリー,相対,3700
青果,北足立,Sei_K7,2024-04-01,野菜,きゅうり,相対,22100
青果,北足立,Sei_K7,2024-04-01,野菜,かぼちゃ,相対,6600
青果,北足立,Sei_K7,2024-04-01,野菜,なす,相対,8400
青果,北足立,Sei_K7,2024-04-01,野菜,トマト,せり・入札,100
青果,北足立,Sei_K7,2024-04-01,野菜,トマト,相対,28000
青果,北足立,Sei_K7,2024-04-01,野菜,ミニトマト,相対,4600
青果,北足立,Sei_K7,2024-04-01,野菜,ピーマン,相対,5800
青果,北足立,Sei_K7,2024-04-01,野菜,そらまめ,相対,700
青果,北足立,Sei_K7,2024-04-01,野菜,じゃがいも,相対,19200
青果,北足立,Sei_K7,2024-04-01,野菜,さつまいも,相対,5600
青果,北足立,Sei_K7,2024-04-01,野菜,たまねぎ,相対,10600
青果,北足立,Sei_K7,2024-04-01,野菜,なましいたけ,相対,1900
青果,北足立,Sei_K7,2024-04-01,野菜,その他野菜,相対,30000
青果,北足立,Sei_K7,2024-04-01,果実,あまなつかん,相対,7300
青果,北足立,Sei_K7,2024-04-01,果実,はっさく,相対,1200
青果,北足立,Sei_K7,2024-04-01,果実,河内晩柑,相対,700
青果,北足立,Sei_K7,2024-04-01,果実,不知火,相対,15900
青果,北足立,Sei_K7,2024-04-01,果実,清見,相対,17100
青果,北足立,Sei_K7,2024-04-01,果実,りんご,相対,7000
青果,北足立,Sei_K7,2024-04-01,果実,いちご,相対,20800
青果,北足立,Sei_K7,2024-04-01,果実,アールスメロン,せり・入札,100
青果,北足立,Sei_K7,2024-04-01,果実,アールスメロン,相対,100
青果,北足立,Sei_K7,2024-04-01,果実,すいか,相対,600
青果,北足立,Sei_K7,2024-04-01,果実,こだますいか,相対,1300
青果,北足立,Sei_K7,2024-04-01,果実,その他果実,相対,27600
青果,多摩NT,Sei_K8,2024-04-01,野菜,だいこん,相対,7524
青果,多摩NT,Sei_K8,2024-04-01,野菜,かぶ,相対,1121
青果,多摩NT,Sei_K8,2024-04-01,野菜,にんじん,相対,880
青果,多摩NT,Sei_K8,2024-04-01,野菜,ごぼう,相対,62
青果,多摩NT,Sei_K8,2024-04-01,野菜,たけのこ,相対,20
青果,多摩NT,Sei_K8,2024-04-01,野菜,キャベツ,相対,4430
青果,多摩NT,Sei_K8,2024-04-01,野菜,レタス,相対,3700
