四半期,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
ウェイト,10000,410.1,290.3,370.6,2503.4,209.6,644.4,1649.4,203.6,855.6,895,1074.1,706.8,845.5,241.2,66.9,173.9,175.7,-,1187.3,137.2,389.5,130.3,42.2,488.1
2013-Q1,104.1,92.1,88.3,109.2,106.8,112.0,49.6,129.1,128.3,63.6,105.4,42.4,100.7,109.8,166.5,123.6,262.4,101.3,-,140.3,131.4,143.9,144.4,61.7,143.0
2013-Q2,100.6,88.3,90.9,110.9,94.3,99.4,66.1,103.5,122.6,63.5,123.6,48.1,94.9,105.3,169.6,121.3,254.3,89.9,-,133.6,128.4,139.2,138.6,66.3,135.7
2013-Q3,101.2,91.6,92.8,111.5,89.0,111.3,64.8,90.2,109.8,78.0,124.4,60.6,97.7,107.4,158.1,128.1,230.9,84.4,-,133.5,98.3,142.5,142.3,78.5,139.3
2013-Q4,100.6,87.8,93.1,117.8,91.9,111.9,61.4,107.4,108.0,67.9,107.4,68.4,101.4,107.5,171.1,112.5,221.8,84.0,-,129.0,130.5,139.2,106.5,94.8,127.2
2014-Q1,99.9,88.2,96.1,114.5,91.6,95.0,78.6,96.1,106.9,79.9,107.5,74.5,95.9,104.7,172.3,107.3,181.7,117.3,-,115.4,101.5,118.7,130.6,94.1,113.0
2014-Q2,99.3,89.7,97.5,117.7,86.4,142.5,65.6,85.2,99.3,95.6,92.7,79.4,97.9,106.4,178.2,110.3,156.9,86.4,-,120.1,99.1,125.9,130.8,112.2,119.2
2014-Q3,98.6,94.0,99.6,122.5,84.8,173.9,91.3,66.2,104.9,107.8,97.0,86.8,99.3,107.3,158.6,115.7,111.5,92.5,-,103.2,98.8,107.2,124.4,106.5,94.4
2014-Q4,98.3,95.8,100.4,119.8,76.0,83.9,87.7,73.6,102.2,114.5,115.2,104.2,95.7,109.2,122.6,104.2,76.3,98.7,-,104.4,100.7,103.8,120.6,83.5,102.6
2015-Q1,99.4,95.2,99.3,121.5,95.2,126.1,98.5,89.7,102.2,97.8,94.9,98.3,98.6,112.8,90.5,99.7,81.4,92.2,-,104.6,101.2,103.4,105.0,111.6,105.0
