"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2006120101,"麻布",,105,44,149,2,,,,45,,11,"NNW",93,67,
2006120102,"麻布",,47,40,87,2,,,,26,,7,"N",93,57,
2006120103,"麻布",,37,37,74,2,,,,18,,8,"WNW",88,57,
2006120104,"麻布",,29,36,65,2,,,,18,,14,"NW",83,54,
2006120105,"麻布",,23,35,58,4,,,,14,,10,"NW",82,54,
2006120106,"麻布",,20,36,56,4,,,,12,,11,"NW",83,49,
2006120107,"麻布",,29,38,67,4,,,,10,,5,"WSW",83,51,
2006120108,"麻布",,45,41,86,4,,,,12,,10,"N",94,45,
2006120109,"麻布",,49,41,90,8,,,,18,,11,"N",100,40,
2006120110,"麻布",,34,35,69,13,,,,21,,7,"NNE",112,38,
2006120111,"麻布",,45,43,88,9,,,,27,,13,"ENE",119,36,
2006120112,"麻布",,45,46,91,8,,,,25,,8,"ESE",123,42,
2006120113,"麻布",,60,53,113,5,,,,34,,6,"SSW",123,43,
2006120114,"麻布",,43,55,98,6,,,,30,,6,"SW",123,44,
2006120115,"麻布",,30,52,82,7,,,,38,,5,"W",126,43,
2006120116,"麻布",,16,42,58,9,,,,22,,6,"E",126,45,
2006120117,"麻布",,4,37,41,11,,,,17,,6,"ESE",120,51,
2006120118,"麻布",,5,41,46,6,,,,24,,7,"E",120,56,
2006120119,"麻布",,19,49,68,2,,,,25,,5,"E",112,57,
2006120120,"麻布",,13,47,60,2,,,,21,,4,"ESE",110,59,
2006120121,"麻布",,19,48,67,2,,,,21,,1,"SSW",107,64,
2006120122,"麻布",,37,48,85,2,,,,17,,5,"WSW",102,69,
2006120123,"麻布",,91,51,142,2,,,,37,,13,"WNW",104,66,
2006120124,"麻布",,93,45,138,2,,,,33,,11,"W",96,69,
2006120201,"麻布",,117,44,161,2,,,,44,,12,"W",88,71,
2006120202,"麻布",,115,46,161,2,,,,55,,12,"NW",86,68,
2006120203,"麻布",,91,42,133,2,,,,52,,8,"WNW",81,66,
2006120204,"麻布",,63,37,100,2,,,,42,,2,"E",72,69,
2006120205,"麻布",,65,34,99,2,,,,38,,5,"SW",73,71,
2006120206,"麻布",,106,38,144,2,,,,41,,4,"SW",69,73,
2006120207,"麻布",,101,40,141,2,,,,44,,6,"WSW",80,66,
2006120208,"麻布",,104,41,145,2,,,,39,,1,"NW",90,64,
2006120209,"麻布",,92,46,138,3,,,,33,,6,"N",109,49,
2006120210,"麻布",,49,40,89,8,,,,35,,8,"ESE",123,44,
2006120211,"麻布",,64,50,114,5,,,,53,,6,"SE",130,41,
2006120212,"麻布",,28,40,68,14,,,,40,,10,"SSW",140,39,
2006120213,"麻布",,15,31,46,21,,,,33,,12,"SW",149,38,
2006120214,"麻布",,15,24,39,28,,,,23,,17,"SW",153,33,
2006120215,"麻布",,10,22,32,27,,,,35,,14,"SW",147,35,
2006120216,"麻布",,9,23,32,27,,,,23,,11,"SSW",143,34,
2006120217,"麻布",,6,26,32,23,,,,36,,10,"SW",132,37,
2006120218,"麻布",,8,31,39,19,,,,30,,15,"SW",130,36,
2006120219,"麻布",,13,34,47,17,,,,31,,17,"WSW",124,40,
2006120220,"麻布",,10,33,43,17,,,,36,,16,"WNW",124,42,
2006120221,"麻布",,12,43,55,8,,,,40,,9,"NW",120,43,
2006120222,"麻布",,15,42,57,8,,,,32,,10,"NNW",114,43,
2006120223,"麻布",,5,22,27,21,,,,16,,17,"NW",104,44,
2006120224,"麻布",,5,18,23,22,,,,11,,24,"NW",98,43,
2006120301,"麻布",,4,16,20,23,,,,11,,23,"NNW",90,45,
2006120302,"麻布",,4,13,17,25,,,,7,,18,"NW",84,46,
2006120303,"麻布",,3,14,17,24,,,,8,,12,"N",81,46,
2006120304,"麻布",,4,15,19,23,,,,11,,10,"N",80,42,
2006120305,"麻布",,5,17,22,20,,,,10,,11,"NE",78,42,
2006120306,"麻布",,1,13,14,22,,,,6,,13,"ENE",75,43,
