"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20200301","1","虎ノ門いきいきプラザ","18","462","481","523","453","266","497","2700"
"20200301","2","南桜公園管理棟","6","266","423","278","174","112","204","1463"
"20200301","3","生涯学習センター","2","83","118","126","85","97","211","722"
"20200301","4","福祉プラザさくら川","35","835","894","698","496","330","620","3908"
"20200301","5","エコプラザ","70","658","1175","1132","907","524","700","5166"
"20200301","6","障害保健福祉センター","69","738","1577","1323","849","381","408","5345"
"20200301","7","芝小学校","75","983","1635","1369","928","619","836","6445"
"20200301","8","港勤労福祉会館","22","337","391","326","308","240","878","2502"
"20200301","9","芝浦港南地区総合支所","53","1154","1869","1352","955","572","790","6745"
"20200301","10","三田中学校","30","245","316","306","237","152","305","1591"
"20200301","11","赤羽小学校","83","674","1156","1304","1015","595","1025","5852"
"20200301","12","豊岡いきいきプラザ","88","819","1336","1413","1074","702","1040","6472"
"20200301","13","御田小学校","40","271","476","593","455","322","535","2692"
"20200301","14","旧三光小学校（三光学童クラブ）","148","1194","1990","2423","1859","1087","1680","10381"
"20200301","15","旧神応小学校","60","635","1019","1196","867","578","1106","5461"
"20200301","16","白金小学校","143","894","1552","1800","1467","998","1649","8503"
"20200301","17","高輪台小学校","110","866","1417","1780","1489","862","1556","8080"
"20200301","18","シティハイツ桂坂","59","539","884","997","758","503","864","4604"
"20200301","19","国民生活センタ－","70","592","662","1042","922","589","987","4864"
"20200301","20","港南小学校","143","568","1127","2335","1526","766","1483","7948"
"20200301","21","六本木中学校","40","465","723","761","550","393","666","3598"
"20200301","22","麻布小学校","66","648","1055","1276","1077","553","851","5526"
"20200301","23","飯倉いきいきプラザ","56","831","1392","1283","782","405","663","5412"
"20200301","24","南山小学校","51","622","917","1057","880","511","808","4846"
"20200301","25","南麻布いきいきプラザ","105","1474","2469","2515","1517","862","1194","10136"
"20200301","26","本村小学校","84","623","912","1253","915","527","1079","5393"
"20200301","27","笄小学校","82","560","992","1297","997","604","1002","5534"
"20200301","28","西麻布いきいきプラザ","31","510","727","714","515","309","540","3346"
"20200301","29","高陵中学校","52","369","520","790","646","393","631","3401"
"20200301","30","赤坂地区総合支所","39","480","557","600","531","325","465","2997"
"20200301","31","赤坂子ども中高生プラザ","55","936","1543","1389","1051","623","894","6491"
"20200301","32","赤坂小学校","69","617","1034","1328","989","715","1103","5855"
"20200301","33","赤坂図書館","40","236","398","554","452","316","655","2651"
"20200301","34","青山小学校","41","240","402","605","559","359","862","3068"
"20200301","35","青南小学校","82","601","1060","1334","1108","821","1338","6344"
"20200301","36","青山児童館","12","79","107","145","172","170","341","1026"
"20200301","37","お台場学園","92","433","587","1080","1140","420","464","4216"
"20200301","38","芝浦港南区民センター","87","785","1617","1651","1164","616","862","6782"
"20200301","39","品川インターシティB棟","35","191","441","582","516","293","270","2328"
"20200301","40","芝浦アイランド児童高齢者交流プラザ","92","784","1781","2267","1449","586","691","7650"
"20200301","41","シティハイツ港南","103","470","959","1519","1184","540","729","5504"
"20200301",,"在外選挙人名簿","1","30","141","367","353","148","164","1204"

"投票区別年代別名簿登録者数　令和2年3月1日時点","Ver202003",,,,,,,,,
