階層コード,地域コード,地域,人口総数／平成19年2月１日,人口総数／平成19年1月１日,人口総数／平成18年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12714990,12710634,12612250,4356,0.03,102740,0.81
1,13100,区部,8630997,8626582,8551321,4415,0.05,79676,0.93
1,13200,市部,3994356,3994384,3971011,-28,0,23345,0.59
1,13300,郡部,60351,60350,60420,1,0,-69,-0.11
1,13350,島部,29286,29318,29498,-32,-0.11,-212,-0.72
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
