階層コード,地域コード,地域,人口総数／平成19年11月１日,人口総数／平成19年10月１日,人口総数／平成18年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12820266,12808719,12706332,11547,0.09,113934,0.9
1,13100,区部,8709734,8700911,8623849,8823,0.1,85885,1
1,13200,市部,4021544,4018802,3992814,2742,0.07,28730,0.72
1,13300,郡部,59977,59995,60300,-18,-0.03,-323,-0.54
1,13350,島部,29011,29011,29369,0,0,-358,-1.22
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
