階層コード,地域コード,地域,人口総数／平成19年10月１日,人口総数／平成19年9月１日,人口総数／平成18年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12808719,12806498,12696438,2221,0.02,112281,0.88
1,13100,区部,8700911,8699680,8616229,1231,0.01,84682,0.98
1,13200,市部,4018802,4017783,3990533,1019,0.03,28269,0.71
1,13300,郡部,59995,59999,60309,-4,-0.01,-314,-0.52
1,13350,島部,29011,29036,29367,-25,-0.09,-356,-1.21
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
