階層コード,地域コード,地域,人口総数／平成19年5月１日,人口総数／平成19年4月１日,人口総数／平成18年5月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12777001,12737099,12670644,39902,0.31,106357,0.84
1,13100,区部,8677092,8651269,8596869,25823,0.3,80223,0.93
1,13200,市部,4010761,3996778,3984058,13983,0.35,26703,0.67
1,13300,郡部,60115,60204,60416,-89,-0.15,-301,-0.5
1,13350,島部,29033,28848,29301,185,0.64,-268,-0.91
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年5月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
