階層コード,地域コード,地域,人口総数／平成19年12月１日,人口総数／平成19年11月１日,人口総数／平成18年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12823386,12820266,12709546,3120,0.02,113840,0.9
1,13100,区部,8712204,8709734,8625944,2470,0.03,86260,1
1,13200,市部,4022286,4021544,3993960,742,0.02,28326,0.71
1,13300,郡部,59904,59977,60279,-73,-0.12,-375,-0.62
1,13350,島部,28992,29011,29363,-19,-0.07,-371,-1.26
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
