階層コード,地域コード,地域,人口総数／平成19年9月１日,人口総数／平成19年8月１日,人口総数／平成18年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12806498,12801743,12692409,4755,0.04,114089,0.9
1,13100,区部,8699680,8695931,8613614,3749,0.04,86066,1
1,13200,市部,4017783,4016758,3989177,1025,0.03,28606,0.72
1,13300,郡部,59999,60009,60299,-10,-0.02,-300,-0.5
1,13350,島部,29036,29045,29319,-9,-0.03,-283,-0.97
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
