階層コード,地域コード,地域,人口総数／平成19年7月１日,人口総数／平成19年6月１日,人口総数／平成18年7月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12794307,12788378,12681972,5929,0.05,112335,0.89
1,13100,区部,8689966,8685300,8604932,4666,0.05,85034,0.99
1,13200,市部,4015248,4013997,3987435,1251,0.03,27813,0.7
1,13300,郡部,60053,60052,60335,1,0,-282,-0.47
1,13350,島部,29040,29029,29270,11,0.04,-230,-0.79
,,,,,,,,,
住民基本台帳による世帯と人口_平成19年7月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
