市町村コード,区市町村名,29,30,31,32,33
101,千代田区,6,6,6,7,7
102,中央区,14,14,15,16,16
103,港区,,,,,
104,新宿区,24,24,24,24,25
105,文京区,13,14,15,16,17
106,台東区,9,11,11,11,12
107,墨田区,20,20,20,20,20
108,江東区,9,9,9,9,9
109,品川区,74,74,74,75,75
110,目黒区,10,10,10,10,10
111,大田区,157,158,159,160,160
112,世田谷区,23,24,24,24,25
113,渋谷区,8,8,8,8,8
114,中野区,7,7,7,7,7
115,杉並区,28,28,28,28,28
116,豊島区,27,27,28,28,28
117,北区,26,26,26,26,26
118,荒川区,1.6,1.8,1.9,2,2.1
119,板橋区,41,41,41,41,41
120,練馬区,49,50,49,49,49
121,足立区,17,17,18,18,17
122,葛飾区,81,81,80,80,80
123,江戸川区,66,66,65,65,65
201,八王子市,119,119,119,119,118
202,立川市,,,,,
203,武蔵野市,26,27,27,27,27
204,三鷹市,11,11,11,11,11
205,青梅市,13,13,13,13,13
206,府中市,58,59,59,60,61
207,昭島市,33,33,34,34,34
208,調布市,43,43,43,43,43
209,町田市,40,40,40,40,40
210,小金井市,3,3,3,3,3
211,小平市,8,8,10,10,10
212,日野市,54,51,49,46,44
213,東村山市,5,5,5,5,5
214,国分寺市,33,33,33,33,33
215,国立市,11,11,11,11,11
218,福生市,,,,,
219,狛江市,2,2,2,2,2
220,東大和市,6,6,4,4,4
221,清瀬市,14,14,14,14,14
222,東久留米市,1,1,1,1,1
223,武蔵村山市,3,3,3,3,3
224,多摩市,5,5,5,5,5
225,稲城市,3,3,3,3,3
227,羽村市,24,24,24,24,24
228,あきる野市,6,6,6,6,6
229,西東京市,,,,,
303,瑞穂町,12,12,12,12,12
305,日の出町,1,1,1,1,1
307,檜原村,1,1,1,1,1
308,奥多摩町,3,3,3,3,3
361,大島町,,,,,
362,利島村,,,,,
363,新島村,,,,,
364,神津島村,0,1,1,1,1
381,三宅村,,,,,
382,御蔵島村,,,,,
401,八丈町,,,,,
402,青ヶ島村,,,,,
421,小笠原村,1,1,1,1,1
,全区市町村合計,1250,1255,1256,1260,1261
,２３区,711,717,719,724,727
,多摩,538,537,536,534,532
,島しょ,1,2,2,2,2
,計(t),1250,1255,1256,1260,1261
,実施区市町村数（全62区市町村）,51,51,51,51,51
