"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2021120101,"港南",0,1,15,16,24,,,,"調整",,18,"SSE",,,
2021120102,"港南",0,1,11,12,30,,,,"調整",,17,"SSW",,,
2021120103,"港南",1,0,9,9,33,,,,"調整",,21,"SSE",,,
2021120104,"港南",0,1,10,11,33,,,,"調整",,21,"SSE",,,
2021120105,"港南",1,1,12,13,29,,,,"調整",,25,"SSW",,,
2021120106,"港南",1,4,17,21,25,,,,"調整",,18,"NW",,,
2021120107,"港南",1,6,16,22,25,,,,"調整",,9,"S",,,
2021120108,"港南",1,9,25,34,16,,,,"調整",,6,"W",,,
2021120109,"港南",1,6,21,27,15,,,,"調整",,18,"WNW",,,
2021120110,"港南",0,7,19,26,13,,,,"調整",,11,"W",,,
2021120111,"港南",1,16,24,40,14,,,,"調整",,6,"W",,,
2021120112,"港南",1,10,18,28,25,,,,"調整",,23,"SW",,,
2021120113,"港南",1,7,15,22,32,,,,"調整",,13,"S",,,
2021120114,"港南",1,7,15,22,31,,,,"調整",,11,"SSW",,,
2021120115,"港南",1,7,17,24,28,,,,"調整",,14,"SW",,,
2021120116,"港南",1,7,21,28,24,,,,"調整",,3,"Calm",,,
2021120117,"港南",1,9,23,32,21,,,,"調整",,4,"NNE",,,
2021120118,"港南",1,5,21,26,21,,,,"調整",,8,"ENE",,,
2021120119,"港南",1,5,19,24,21,,,,"調整",,7,"NE",,,
2021120120,"港南",1,5,19,24,20,,,,"調整",,4,"NNE",,,
2021120121,"港南",1,3,15,18,22,,,,"調整",,10,"NNW",,,
2021120122,"港南",0,1,11,12,24,,,,"調整",,14,"W",,,
2021120123,"港南",0,1,9,10,26,,,,"調整",,13,"W",,,
2021120124,"港南",0,1,8,9,26,,,,"調整",,14,"WNW",,,
2021120201,"港南",0,0,7,7,26,,,,"調整",,8,"WNW",,,
2021120202,"港南",0,0,6,6,27,,,,"調整",,18,"WNW",,,
2021120203,"港南",0,1,5,6,28,,,,"調整",,17,"NNW",,,
2021120204,"港南",0,1,6,7,26,,,,"調整",,13,"NNW",,,
2021120205,"港南",0,2,8,10,24,,,,"調整",,9,"NW",,,
2021120206,"港南",0,3,9,12,22,,,,"調整",,8,"NNW",,,
2021120207,"港南",0,12,19,31,14,,,,"調整",,5,"NE",,,
2021120208,"港南",0,8,17,25,15,,,,"調整",,11,"NW",,,
2021120209,"港南",0,6,14,20,17,,,,"調整",,19,"WNW",,,
2021120210,"港南",0,7,14,21,19,,,,"調整",,16,"WNW",,,
2021120211,"港南",0,9,14,23,19,,,,"調整",,14,"WNW",,,
2021120212,"港南",1,9,14,23,20,,,,"調整",,8,"ENE",,,
2021120213,"港南",1,15,21,36,18,,,,"調整",,5,"S",,,
2021120214,"港南",0,9,19,28,20,,,,"調整",,7,"S",,,
2021120215,"港南",1,9,22,31,18,,,,"調整",,11,"SW",,,
2021120216,"港南",1,9,30,39,11,,,,"調整",,5,"SW",,,
2021120217,"港南",1,12,39,51,2,,,,"調整",,2,"Calm",,,
2021120218,"港南",2,20,42,62,0,,,,"調整",,3,"Calm",,,
2021120219,"港南",2,7,32,39,8,,,,"調整",,6,"SSW",,,
2021120220,"港南",1,2,22,24,16,,,,"調整",,3,"Calm",,,
2021120221,"港南",1,3,24,27,14,,,,"調整",,3,"Calm",,,
2021120222,"港南",1,4,20,24,16,,,,"調整",,6,"E",,,
