"ID","施設名称","所在地","建築構造","敷地面積","建築面積","延床面積","竣工年月","処理対象物","処理能力","選別種類"
1,戸吹不燃物処理センター,八王子市戸吹町1916番地,鉄骨造一部鉄筋コンクリート造,"約24,542平方メートル","約3,589平方メートル","約6,306平方メートル",平成4年3月,不燃ごみ・不燃性粗大ごみ,180トン/日（90トン/基・日×2基）　※1基休止中,鉄類
2,戸吹不燃物処理センター,八王子市戸吹町1916番地,鉄骨造一部鉄筋コンクリート造,"約24,542平方メートル","約3,589平方メートル","約6,306平方メートル",平成4年3月,不燃ごみ・不燃性粗大ごみ,180トン/日（90トン/基・日×2基）　※1基休止中,アルミ
3,戸吹不燃物処理センター,八王子市戸吹町1916番地,鉄骨造一部鉄筋コンクリート造,"約24,542平方メートル","約3,589平方メートル","約6,306平方メートル",平成4年3月,不燃ごみ・不燃性粗大ごみ,180トン/日（90トン/基・日×2基）　※1基休止中,不燃物
4,戸吹不燃物処理センター,八王子市戸吹町1916番地,鉄骨造一部鉄筋コンクリート造,"約24,542平方メートル","約3,589平方メートル","約6,306平方メートル",平成4年3月,不燃ごみ・不燃性粗大ごみ,180トン/日（90トン/基・日×2基）　※1基休止中,可燃物
