"ID","施設名称","所在地","建築構造","敷地面積","建築面積","延床面積","煙突","工事工期","処理対象物","設備区分","処理能力","焼却炉形式","溶融炉形式","排ガス処理設備","排ガス処理設備","排ガス処理設備","余熱利用"
1,戸吹清掃工場,八王子市戸吹町1916番地,鉄骨・鉄筋コンクリート造,"約21,445平方メートル","約7,118平方メートル（付属棟を含む）","約19,618平方メートル（付属棟を含む）",地上高59メートル,平成6年9月から平成10年3月,可燃ごみ,ごみ焼却処理設備,300トン/日（100トン/日×3炉）,全連続燃焼式焼却炉,,ＨＣＩ・ＳＯx・ＮＯx除去設備,触媒・無触媒脱硝設備,反応ろ過集じん装置,"発電（蒸気タービン2,080キロワット×1基、電圧6.6キロボルト）"
2,戸吹清掃工場,八王子市戸吹町1916番地,鉄骨・鉄筋コンクリート造,"約21,445平方メートル","約7,118平方メートル（付属棟を含む）","約19,618平方メートル（付属棟を含む）",地上高59メートル,平成6年9月から平成10年3月,可燃ごみ,ごみ焼却処理設備,300トン/日（100トン/日×3炉）,全連続燃焼式焼却炉,,ＨＣＩ・ＳＯx・ＮＯx除去設備,触媒・無触媒脱硝設備,反応ろ過集じん装置,場内給湯・冷暖房
3,戸吹清掃工場,八王子市戸吹町1916番地,鉄骨・鉄筋コンクリート造,"約21,445平方メートル","約7,118平方メートル（付属棟を含む）","約19,618平方メートル（付属棟を含む）",地上高59メートル,平成6年9月から平成10年3月,可燃ごみ,ごみ焼却処理設備,300トン/日（100トン/日×3炉）,全連続燃焼式焼却炉,,ＨＣＩ・ＳＯx・ＮＯx除去設備,触媒・無触媒脱硝設備,反応ろ過集じん装置,戸吹不燃物処理センター熱源・温水供給
4,戸吹清掃工場,八王子市戸吹町1916番地,鉄骨・鉄筋コンクリート造,"約21,445平方メートル","約7,118平方メートル（付属棟を含む）","約19,618平方メートル（付属棟を含む）",地上高59メートル,平成6年9月から平成10年3月,可燃ごみ,ごみ焼却処理設備,300トン/日（100トン/日×3炉）,全連続燃焼式焼却炉,,ＨＣＩ・ＳＯx・ＮＯx除去設備,触媒・無触媒脱硝設備,反応ろ過集じん装置,戸吹湯ったり館蒸気供給
5,戸吹清掃工場,八王子市戸吹町1916番地,鉄骨・鉄筋コンクリート造,"約21,445平方メートル","約7,118平方メートル（付属棟を含む）","約19,618平方メートル（付属棟を含む）",地上高59メートル,平成6年9月から平成10年3月,可燃ごみ,焼却灰溶融設備（平成24年6月休止）,36トン/日（18トン/日×2炉）,NO,電気抵抗式灰溶融炉,NO,NO,NO,NO
