7567162,2020/11/7 14:32,2,34,5,14,3,5,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,2,,2,,2,6,5,1,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,1,1,1,3,0,0,1,0,0,0,,,,,,,2,3,2
7579966,2020/11/7 13:45,2,23,3,14,3,5,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,18,,1,,1,6,5,2,5,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,2,3,3,3,3,0,1,1,1,0,0,,1,1,1,1,1,2,2,1
7624582,2020/11/7 16:08,2,29,4,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,,1,1,20,事務,2,,1,2,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,1,0,0,0,0,0,,2,1,1,1,1,1,2,1
7638338,2020/11/7 17:19,1,55,10,11,3,5,1,1,1,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,4,,11,模型組立製造,2,6,5,3,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,1,0,0,,,,,,,1,2,1
7640173,2020/11/7 20:21,2,27,4,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,0,0,0,,4,4,7,,2,,2,2,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗り換え,2,2,2,2,2,3,0,0,0,0,0,1,,1,2,2,1,3,2,3,3
7671693,2020/11/7 19:29,2,45,8,12,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,6,3,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,1,0,0,0,,1,2,2,1,2,3,4,1
7713843,2020/11/6 22:23,1,58,10,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,4,,2,,1,5,3,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,1,1,1,0,0,0,0,0,1,,1,1,1,1,1,2,4,1
7748520,2020/11/7 19:44,1,37,6,14,3,5,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,6,,11,倉庫作業員,1,1,1,3,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,,2,2,3,3,3,3,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
7766069,2020/11/6 23:54,2,30,5,14,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,,4,4,4,,2,,1,3,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,4,5,3
7774638,2020/11/7 17:05,1,39,6,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,4,4,7,,3,,1,2,2,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
7777425,2020/11/7 17:23,2,30,5,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,1,0,0,,,1,20,監査法人,2,,1,5,2,3,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,1,0,1,1,0,0,,1,1,2,1,1,2,4,2
7781715,2020/11/7 13:05,1,52,9,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,,2,1,20,公共サービス,2,,1,1,1,2,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,,2,1,3,2,2,2,0,0,0,0,0,1,,1,1,2,2,1,2,3,2
7786933,2020/11/7 20:46,2,33,5,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,,4,4,13,,2,,1,1,1,2,2,1,5,1,0,0,0,0,0,1,0,0,0,0,0,,1,1,,,,,1,0,1,0,0,0,,1,3,2,1,1,2,2,1
7799456,2020/11/7 17:42,1,40,7,12,3,4,5,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,4,1,4,,7,,2,2,2,2,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,3,,,,,0,0,0,1,0,0,,1,2,1,1,3,2,5,1
7803110,2020/11/7 17:50,1,60,11,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,,4,4,11,,1,,2,6,2,2,2,1,4,1,1,0,1,0,0,1,0,1,0,0,0,,1,3,2,2,2,3,0,1,0,0,0,0,,1,1,1,1,3,1,1,1
7808655,2020/11/7 20:21,1,47,8,13,3,3,2,1,1,0,1,0,0,1,0,0,2,2,1,,,,,,,,,,,,,13,,2,,1,4,3,2,5,1,2,0,1,0,0,0,1,1,0,0,1,0,0,,1,1,3,2,3,3,1,1,0,0,0,0,,1,1,2,1,2,1,2,1
7834416,2020/11/7 5:20,1,49,8,11,3,3,3,1,1,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,,1,7,,1,,2,4,2,1,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,3,3,4,1,1,0,0,0,0,,1,1,1,1,1,1,2,1
7837907,2020/11/7 11:28,1,67,11,11,3,3,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,4,1,4,,1,,1,1,1,2,2,2,3,1,0,0,0,0,1,1,0,0,0,0,0,,3,1,2,2,2,2,0,0,0,0,0,1,,1,1,1,1,1,2,3,1
7841409,2020/11/6 22:23,1,54,9,13,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,4,,1,,1,2,2,2,5,1,2,0,1,0,0,0,1,0,0,0,1,0,0,,1,2,3,3,3,3,1,0,1,0,0,0,,1,1,2,2,1,1,2,1
7847573,2020/11/7 19:46,1,54,9,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,,4,4,4,,2,,2,2,2,3,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,,,,,0,0,1,0,0,0,,3,3,3,3,3,4,2,3
7854712,2020/11/7 20:29,2,35,6,13,3,3,5,1,1,0,0,0,0,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,,2,1,13,,2,,1,4,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,Yahoo!乗換案内,1,3,1,2,1,1,0,1,0,1,0,0,,1,1,1,1,1,2,2,1
7859557,2020/11/7 19:19,1,53,9,13,3,5,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,1,1,20,ビル清掃業,2,,1,1,1,2,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,2,2,2,3,1,0,0,0,0,0,,1,2,2,2,1,2,2,3
7861822,2020/11/7 19:04,1,44,7,11,3,3,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,8,,10,,3,3,4,1,5,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,1,,,,,0,0,0,0,0,1,,,,,,,4,4,2
7905269,2020/11/7 12:12,2,27,4,11,3,3,4,1,1,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,0,,1,,2,,2,,2,6,2,2,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,0,0,1,0,0,0,,1,1,1,1,2,5,3,1
7906441,2020/11/7 13:55,2,26,4,13,3,5,2,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,17,,2,,2,6,3,2,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,,,,,0,1,0,0,0,0,,1,3,3,3,1,2,1,1
7916613,2020/11/6 22:40,2,26,4,13,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,20,士業事務所,2,,2,3,2,2,2,1,4,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,2,2,3,4,0,1,0,1,0,0,,1,1,2,2,2,2,2,1
7926450,2020/11/6 23:26,1,48,8,12,3,5,5,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,,4,4,20,請負,2,,2,2,2,2,2,3,4,0,1,0,0,0,1,0,0,0,0,0,0,,1,2,2,3,2,2,0,0,0,0,0,1,,1,1,2,1,1,2,2,1
7930074,2020/11/7 16:53,1,44,7,13,3,4,3,1,1,0,0,0,0,1,0,0,1,2,1,,,,,,,,,,,,1,4,,7,,2,3,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,2,3,3,0,0,0,1,0,0,,3,3,1,1,3,2,2,1
7930456,2020/11/7 14:30,1,49,8,13,3,5,3,1,1,1,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,1,7,,1,,2,3,3,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,1,1,5,0,0,0,1,0,0,,1,1,1,1,1,1,1,1
7931082,2020/11/7 17:12,1,45,8,13,3,5,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,20,物流,2,,2,3,2,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,1,0,1,1,0,0,,1,1,1,1,1,5,5,1
7934767,2020/11/7 17:28,2,29,4,11,3,4,3,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,勤務時刻は変わらないしもともとピーク終わりかけの時間だと思うから,,1,20,Web,4,,2,6,3,2,6,2,5,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo乗り換え,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,3
7939901,2020/11/7 0:50,1,24,3,14,3,4,5,1,1,1,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,0,0,0,,4,4,2,,5,,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,Yahoo!路線情報,2,1,,,,,0,0,0,0,0,1,,1,2,3,3,1,3,5,3
7951788,2020/11/7 14:26,2,42,7,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,1,1,0,0,,2,1,20,技術サービス業,2,,1,2,1,1,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,1,3,,,,,0,0,0,0,0,1,,3,3,3,3,3,3,5,3
7967942,2020/11/7 18:57,2,50,9,13,3,4,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,4,4,14,,10,,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,2,1
7987292,2020/11/7 19:27,1,40,7,14,3,5,4,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,2,,14,,10,,1,2,2,2,3,2,4,1,0,1,0,0,1,0,0,0,0,0,0,,3,3,1,1,1,2,0,0,1,0,0,0,,1,3,3,3,1,4,4,2
7989169,2020/11/7 14:43,1,55,10,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,1,,20,技術サービス,1,,2,3,2,1,6,2,5,1,0,0,0,0,1,0,0,0,0,0,0,,2,1,,,,,0,1,0,0,0,0,,1,1,2,1,1,3,3,2
8000003,2020/11/7 0:40,2,26,4,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,1,14,,2,,2,2,2,2,2,1,5,0,0,0,0,0,0,1,0,0,1,0,0,,1,1,,,,,0,0,0,1,0,0,,1,1,1,1,1,1,3,1
8004272,2020/11/7 17:20,2,45,8,12,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1,1,8,,2,,2,2,2,2,2,2,4,0,1,1,0,0,0,0,0,1,0,0,0,,1,1,3,3,3,3,0,1,1,0,0,0,,1,1,1,1,1,1,1,1
8016235,2020/11/7 18:09,1,32,5,13,3,3,3,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,,,4,13,,2,,2,4,4,1,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,2,2,1,1,1,5,3,2
8019447,2020/11/7 13:25,1,54,9,12,3,4,3,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,,,1,4,,6,,2,4,2,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,3,1,3,3,2,3,0,1,0,1,0,0,,1,1,3,1,1,2,3,3
8047094,2020/11/7 18:06,1,46,8,12,3,5,2,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,6,,1,,1,2,2,1,5,1,4,0,1,0,0,0,0,0,0,0,1,0,0,,3,2,2,2,3,3,0,0,1,0,0,0,,1,1,1,1,3,2,2,1
8051426,2020/11/6 22:32,1,33,5,14,3,3,2,1,1,1,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,4,,2,,1,6,4,2,5,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,1,0,0,1,0,0,,2,2,1,1,1,2,3,1
8058772,2020/11/7 14:57,1,26,4,14,3,3,3,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,3,7,,2,,1,3,2,2,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,,2,2,1,4,2,2,1,0,1,0,0,0,,1,1,1,1,1,2,2,1
8067337,2020/11/6 22:59,2,26,4,14,3,3,2,1,1,0,0,0,0,1,0,0,2,1,1,,,,,,,,,,,,,7,,2,,1,6,3,1,6,1,2,1,0,1,0,0,0,0,0,0,0,1,0,乗換案内,2,1,3,5,4,3,0,0,0,1,0,0,,1,3,2,1,1,1,1,1
8078067,2020/11/7 20:52,1,50,9,13,3,4,3,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,1,20,人材サービス,1,,1,6,3,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,5,5,1,0
