地域階層,地域コード,地域,昭和60年／総数(人),昭和60年／男(人),昭和60年／女(人),昭和61年／総数(人),昭和61年／男(人),昭和61年／女(人),昭和62年／総数(人),昭和62年／男(人),昭和62年／女(人),昭和63年／総数(人),昭和63年／男(人),昭和63年／女(人),昭和64年／総数(人),昭和64年／男(人),昭和64年／女(人),平成2年／総数(人),平成2年／男(人),平成2年／女(人),平成3年／総数(人),平成3年／男(人),平成3年／女(人),平成4年／総数(人),平成4年／男(人),平成4年／女(人),平成5年／総数(人),平成5年／男(人),平成5年／女(人),平成6年／総数(人),平成6年／男(人),平成6年／女(人),平成7年／総数(人),平成7年／男(人),平成7年／女(人),平成8年／総数(人),平成8年／男(人),平成8年／女(人),平成9年／総数(人),平成9年／男(人),平成9年／女(人),平成10年／総数(人),平成10年／男(人),平成10年／女(人),平成11年／総数(人),平成11年／男(人),平成11年／女(人),平成12年／総数(人),平成12年／男(人),平成12年／女(人),平成13年／総数(人),平成13年／男(人),平成13年／女(人),平成14年／総数(人),平成14年／男(人),平成14年／女(人),平成15年／総数(人),平成15年／男(人),平成15年／女(人),平成16年／総数(人),平成16年／男(人),平成16年／女(人),平成17年／総数(人),平成17年／男(人),平成17年／女(人),平成18年／総数(人),平成18年／男(人),平成18年／女(人),平成19年／総数(人),平成19年／男(人),平成19年／女(人),平成20年／総数(人),平成20年／男(人),平成20年／女(人),平成21年／総数(人),平成21年／男(人),平成21年／女(人),平成22年／総数(人),平成22年／男(人),平成22年／女(人),平成23年／総数(人),平成23年／男(人),平成23年／女(人),平成24年／総数(人),平成24年／男(人),平成24年／女(人),平成25年／人口総計／総数(人),平成25年／人口総計／男(人),平成25年／人口総計／女(人),平成25年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成25年／人口総計／人口総数のうち日本人（再掲）／男(人),平成25年／人口総計／人口総数のうち日本人（再掲）／女(人),平成26年／人口総計／総数(人),平成26年／人口総計／男(人),平成26年／人口総計／女(人),平成26年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成26年／人口総計／人口総数のうち日本人（再掲）／男(人),平成26年／人口総計／人口総数のうち日本人（再掲）／女(人),平成27年／人口総計／総数(人),平成27年／人口総計／男(人),平成27年／人口総計／女(人),平成27年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成27年／人口総計／人口総数のうち日本人（再掲）／男(人),平成27年／人口総計／人口総数のうち日本人（再掲）／女(人),平成28年／人口総計／総数(人),平成28年／人口総計／男(人),平成28年／人口総計／女(人),平成28年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成28年／人口総計／人口総数のうち日本人（再掲）／男(人),平成28年／人口総計／人口総数のうち日本人（再掲）／女(人),平成29年／人口総計／総数(人),平成29年／人口総計／男(人),平成29年／人口総計／女(人),平成29年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成29年／人口総計／人口総数のうち日本人（再掲）／男(人),平成29年／人口総計／人口総数のうち日本人（再掲）／女(人),平成30年／人口総計／総数(人),平成30年／人口総計／男(人),平成30年／人口総計／女(人),平成30年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成30年／人口総計／人口総数のうち日本人（再掲）／男(人),平成30年／人口総計／人口総数のうち日本人（再掲）／女(人),平成31年／人口総計／総数(人),平成31年／人口総計／男(人),平成31年／人口総計／女(人),平成31年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成31年／人口総計／人口総数のうち日本人（再掲）／男(人),平成31年／人口総計／人口総数のうち日本人（再掲）／女(人),令和2年／人口総計／総数(人),令和2年／人口総計／男(人),令和2年／人口総計／女(人),令和2年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和2年／人口総計／人口総数のうち日本人（再掲）／男(人),令和2年／人口総計／人口総数のうち日本人（再掲）／女(人),令和3年／人口総計／総数(人),令和3年／人口総計／男(人),令和3年／人口総計／女(人),令和3年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和3年／人口総計／人口総数のうち日本人（再掲）／男(人),令和3年／人口総計／人口総数のうち日本人（再掲）／女(人),令和4年／人口総計／総数(人),令和4年／人口総計／男(人),令和4年／人口総計／女(人),令和4年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和4年／人口総計／人口総数のうち日本人（再掲）／男(人),令和4年／人口総計／人口総数のうち日本人（再掲）／女(人),令和5年／人口総計／総数(人),令和5年／人口総計／男(人),令和5年／人口総計／女(人),令和5年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和5年／人口総計／人口総数のうち日本人（再掲）／男(人),令和5年／人口総計／人口総数のうち日本人（再掲）／女(人),令和6年／人口総計／総数(人),令和6年／人口総計／男(人),令和6年／人口総計／女(人),令和6年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和6年／人口総計／人口総数のうち日本人（再掲）／男(人),令和6年／人口総計／人口総数のうち日本人（再掲）／女(人)
4,13220,東大和市,4074,1699,2375,4329,1795,2534,4565,1898,2667,4782,1959,2823,5049,2082,2967,5364,2193,3171,5809,2421,3388,6188,2609,3579,6538,2777,3761,6912,2976,3936,7417,3220,4197,7863,3465,4398,8457,3763,4694,9020,4079,4941,9565,4358,5207,10127,4631,5496,10922,5019,5903,11674,5377,6297,12394,5674,6720,13068,5984,7084,13644,6236,7408,14422,6559,7863,15303,6974,8329,16241,7373,8868,17018,7661,9357,17706,7964,9742,18140,8144,9996,18647,8334,10313,19530,8709,10821,19435,8671,10764,20390,9096,11294,20298,9060,11238,21227,9423,11804,21127,9389,11738,21815,9681,12134,21708,9644,12064,22222,9850,12372,22112,9810,12302,22605,10008,12597,22492,9972,12520,22867,10141,12726,22747,10099,12648,23019,10171,12848,22897,10132,12765,23258,10262,12996,23131,10220,12911,23415,10312,13103,23283,10266,13017,23427,10301,13126,23281,10251,13030,23548,10362,13186,23388,10305,13083
4,13221,清瀬市,4566,1778,2788,4794,1858,2936,5041,1947,3094,5356,2067,3289,5567,2178,3389,5929,2317,3612,6287,2457,3830,6646,2606,4040,6991,2801,4190,7372,2974,4398,7846,3214,4632,8354,3454,4900,8936,3715,5221,9514,4019,5495,10108,4319,5789,10695,4620,6075,11437,4941,6496,12220,5300,6920,13027,5646,7381,13706,5964,7742,14439,6296,8143,15153,6594,8559,15772,6830,8942,16415,7079,9336,16990,7333,9657,17483,7556,9927,17847,7663,10184,18100,7772,10328,18726,8013,10713,18672,7995,10677,19240,8237,11003,19183,8217,10966,19859,8524,11335,19802,8502,11300,20303,8718,11585,20246,8695,11551,20601,8821,11780,20541,8798,11743,20846,8955,11891,20776,8928,11848,20868,8961,11907,20794,8934,11860,21059,9026,12033,20974,8995,11979,21077,9034,12043,20982,8997,11985,21039,9030,12009,20936,8990,11946,20826,8907,11919,20716,8866,11850,20776,8886,11890,20663,8847,11816
4,13222,東久留米市,5788,2415,3373,6130,2537,3593,6492,2672,3820,6897,2846,4051,7343,3025,4318,7810,3236,4574,8380,3500,4880,8917,3768,5149,9600,4089,5511,10302,4431,5871,11087,4816,6271,11959,5249,6710,12908,5711,7197,13885,6184,7701,14959,6724,8235,15933,7192,8741,17006,7675,9331,18042,8162,9880,19075,8641,10434,20076,9077,10999,21136,9532,11604,22135,9943,12192,23340,10464,12876,24429,10903,13526,25509,11370,14139,26393,11722,14671,26937,11909,15028,27465,12150,15315,28503,12593,15910,28447,12570,15877,29615,13028,16587,29550,13000,16550,30581,13408,17173,30513,13377,17136,31397,13710,17687,31329,13678,17651,31999,13978,18021,31922,13944,17978,32648,14273,18375,32561,14235,18326,32880,14306,18574,32781,14257,18524,33172,14413,18759,33052,14356,18696,33434,14462,18972,33304,14401,18903,33519,14470,19049,33377,14407,18970,33468,14387,19081,33312,14320,18992,33594,14414,19180,33421,14341,19080
4,13223,武蔵村山市,3186,1341,1845,3357,1405,1952,3643,1481,2162,3863,1573,2290,4151,1667,2484,4485,1788,2697,4730,1869,2861,4991,1995,2996,5327,2153,3174,5684,2351,3333,6038,2546,3492,6448,2754,3694,6879,2941,3938,7326,3162,4164,7801,3412,4389,8188,3603,4585,8645,3820,4825,9104,4053,5051,9730,4325,5405,10189,4544,5645,10698,4792,5906,11433,5104,6329,12094,5396,6698,12794,5711,7083,13538,6045,7493,14168,6378,7790,14515,6495,8020,14993,6694,8299,15746,7044,8702,15690,7017,8673,16487,7356,9131,16422,7328,9094,17226,7671,9555,17156,7643,9513,17784,7927,9857,17712,7896,9816,18288,8181,10107,18210,8148,10062,18589,8311,10278,18504,8275,10229,18833,8413,10420,18737,8375,10362,18979,8466,10513,18874,8424,10450,19150,8544,10606,19039,8498,10541,19197,8560,10637,19077,8512,10565,19151,8510,10641,19027,8463,10564,19126,8488,10638,18992,8437,10555
4,13224,多摩市,5387,2134,3253,5866,2317,3549,6237,2487,3750,6675,2632,4043,7131,2821,4310,7598,2999,4599,8095,3222,4873,8690,3498,5192,9234,3748,5486,9917,4089,5828,10672,4479,6193,11336,4820,6516,12141,5183,6958,13116,5646,7470,14079,6137,7942,14981,6630,8351,16164,7235,8929,17403,7818,9585,18699,8445,10254,20040,9092,10948,21368,9721,11647,22845,10392,12453,24471,11142,13329,26130,11970,14160,27893,12734,15159,29399,13365,16034,30395,13813,16582,31406,14231,17175,33459,15144,18315,33353,15104,18249,35567,16045,19522,35451,15998,19453,37517,16874,20643,37402,16820,20582,38849,17393,21456,38733,17338,21395,40101,17887,22214,39981,17829,22152,41133,18287,22846,41002,18223,22779,41837,18577,23260,41693,18512,23181,42343,18731,23612,42183,18658,23525,42863,18866,23997,42693,18792,23901,43036,18889,24147,42855,18813,24042,43274,18943,24331,43081,18866,24215,43420,18933,24487,43205,18851,24354
4,13225,稲城市,2657,1129,1528,2814,1167,1647,3089,1255,1834,3235,1298,1937,3414,1349,2065,3676,1452,2224,3862,1512,2350,4084,1615,2469,4364,1745,2619,4669,1889,2780,4901,1993,2908,5247,2182,3065,5675,2376,3299,6174,2597,3577,6582,2816,3766,7080,3070,4010,7668,3358,4310,8199,3614,4585,8813,3907,4906,9496,4245,5251,9995,4478,5517,10674,4809,5865,11512,5196,6316,12275,5607,6668,13085,5970,7115,13710,6296,7414,14115,6473,7642,14587,6698,7889,15416,7062,8354,15358,7031,8327,16221,7422,8799,16158,7388,8770,17039,7804,9235,16978,7776,9202,17726,8096,9630,17659,8064,9595,18307,8361,9946,18238,8328,9910,18857,8592,10265,18782,8558,10224,19151,8698,10453,19071,8660,10411,19473,8877,10596,19389,8837,10552,19859,9031,10828,19767,8984,10783,20153,9163,10990,20056,9114,10942,20413,9239,11174,20308,9189,11119,20640,9311,11329,20527,9257,11270
4,13227,羽村市,2326,945,1381,2494,1011,1483,2652,1057,1595,2779,1094,1685,2959,1179,1780,3094,1252,1842,3420,1370,2050,3628,1462,2166,3835,1577,2258,4100,1712,2388,4346,1827,2519,4656,1987,2669,5015,2157,2858,5321,2295,3026,5743,2455,3288,6186,2658,3528,6543,2831,3712,6948,3019,3929,7375,3233,4142,7797,3450,4347,8248,3648,4600,8862,3971,4891,9366,4206,5160,9831,4413,5418,10314,4635,5679,10682,4801,5881,11021,4950,6071,11368,5098,6270,12038,5367,6671,11975,5346,6629,12525,5621,6904,12462,5595,6867,13030,5862,7168,12961,5832,7129,13518,6107,7411,13442,6076,7366,13811,6238,7573,13732,6204,7528,14087,6366,7721,13999,6329,7670,14266,6443,7823,14179,6408,7771,14445,6499,7946,14356,6464,7892,14579,6542,8037,14483,6503,7980,14664,6565,8099,14563,6525,8038,14633,6554,8079,14517,6504,8013,14683,6560,8123,14559,6507,8052
4,13228,あきる野市,6004,2476,3528,6221,2544,3677,6501,2633,3868,6848,2750,4098,7100,2832,4268,7404,2959,4445,7803,3135,4668,8224,3340,4884,8464,3468,4996,8896,3724,5172,9412,3952,5460,9783,4141,5642,10258,4348,5910,10780,4561,6219,11251,4802,6449,11878,5079,6799,12462,5400,7062,13052,5682,7370,13640,5985,7655,14222,6270,7952,14817,6637,8180,15486,6960,8526,16272,7342,8930,17102,7724,9378,17945,8133,9812,18736,8538,10198,19034,8674,10360,19557,8918,10639,20501,9373,11128,20448,9351,11097,21302,9739,11563,21252,9717,11535,22073,10058,12015,22019,10035,11984,22644,10381,12263,22584,10357,12227,23127,10581,12546,23064,10556,12508,23520,10745,12775,23451,10717,12734,23738,10816,12922,23673,10787,12886,24017,10924,13093,23941,10890,13051,24175,10984,13191,24097,10948,13149,24299,11023,13276,24218,10987,13231,24357,11007,13350,24269,10966,13303,24318,10977,13341,24226,10932,13294
4,13229,西東京市,12185,5293,6892,12819,5497,7322,13506,5735,7771,14285,6001,8284,14924,6289,8635,15685,6635,9050,16730,7133,9597,17872,7684,10188,18936,8187,10749,20139,8767,11372,21216,9254,11962,22588,9850,12738,23878,10443,13435,25252,10995,14257,26624,11606,15018,27830,12181,15649,29258,12719,16539,30423,13225,17198,31682,13698,17984,32732,14104,18628,33833,14531,19302,34777,14850,19927,36176,15428,20748,37335,15871,21464,38457,16246,22211,39494,16683,22811,40112,16937,23175,40761,17215,23546,42429,18014,24415,42269,17932,24337,43925,18699,25226,43753,18609,25144,45551,19389,26162,45377,19302,26075,46465,19827,26638,46286,19742,26544,47185,20135,27050,47000,20048,26952,47785,20375,27410,47591,20286,27305,48294,20567,27727,48103,20478,27625,48734,20750,27984,48517,20655,27862,49275,21001,28274,49043,20903,28140,49687,21154,28533,49445,21053,28392,49855,21326,28529,49585,21215,28370,50099,21455,28644,49795,21333,28462
1,13550,町村部,10697,4582,6115,11071,4675,6396,11456,4760,6696,11759,4870,6889,12307,5030,7277,12794,5232,7562,13369,5480,7889,13836,5718,8118,14264,5906,8358,14865,6151,8714,15316,6339,8977,15823,6569,9254,16570,6883,9687,17174,7115,10059,17763,7400,10363,18348,7612,10736,18947,7855,11092,19427,8103,11324,19885,8321,11564,20216,8486,11730,20552,8655,11897,20970,8902,12068,21576,9217,12359,22115,9516,12599,22744,9845,12899,23310,10138,13172,23514,10257,13257,23826,10419,13407,24745,10899,13846,24700,10886,13814,25616,11365,14251,25558,11348,14210,26470,11776,14694,26405,11758,14647,27061,12118,14943,26991,12096,14895,27478,12340,15138,27400,12315,15085,27835,12566,15269,27750,12539,15211,27893,12617,15276,27816,12593,15223,28075,12742,15333,27997,12716,15281,28050,12773,15277,27966,12747,15219,27993,12739,15254,27911,12714,15197,27785,12603,15182,27693,12571,15122,27578,12524,15054,27472,12487,14985
2,13300,郡部,5568,2431,3137,5764,2482,3282,5990,2541,3449,6186,2606,3580,6567,2705,3862,6857,2817,4040,7217,2975,4242,7482,3101,4381,7814,3271,4543,8153,3410,4743,8418,3520,4898,8732,3654,5078,9294,3885,5409,9690,4021,5669,10134,4225,5909,10568,4378,6190,11046,4568,6478,11408,4762,6646,11829,4966,6863,12110,5122,6988,12426,5297,7129,12856,5528,7328,13352,5766,7586,13820,5999,7821,14337,6274,8063,14885,6561,8324,15141,6695,8446,15442,6848,8594,16209,7229,8980,16177,7218,8959,16885,7553,9332,16841,7539,9302,17578,7865,9713,17531,7851,9680,18108,8138,9970,18062,8121,9941,18482,8313,10169,18433,8293,10140,18797,8471,10326,18743,8450,10293,18899,8508,10391,18852,8489,10363,19100,8610,10490,19049,8588,10461,19141,8640,10501,19089,8618,10471,19147,8625,10522,19099,8604,10495,19070,8541,10529,19019,8517,10502,19020,8541,10479,18955,8510,10445
4,13303,瑞穂町,1819,784,1035,1895,802,1093,2002,825,1177,2105,862,1243,2202,888,1314,2324,952,1372,2479,1015,1464,2609,1084,1525,2746,1149,1597,2924,1223,1701,3082,1290,1792,3191,1351,1840,3366,1439,1927,3535,1520,2015,3743,1626,2117,4024,1723,2301,4324,1835,2489,4567,1973,2594,4846,2106,2740,5071,2223,2848,5285,2346,2939,5578,2481,3097,5876,2625,3251,6167,2795,3372,6487,2957,3530,6799,3115,3684,6936,3199,3737,7151,3290,3861,7581,3482,4099,7563,3477,4086,7977,3660,4317,7954,3653,4301,8350,3821,4529,8325,3814,4511,8712,4018,4694,8682,4008,4674,8973,4149,4824,8941,4137,4804,9167,4268,4899,9133,4256,4877,9297,4313,4984,9267,4302,4965,9484,4389,5095,9448,4374,5074,9567,4411,5156,9531,4396,5135,9596,4397,5199,9560,4381,5179,9596,4367,5229,9555,4347,5208,9612,4380,5232,9558,4354,5204
4,13305,日の出町,1551,684,867,1600,698,902,1648,707,941,1683,709,974,1753,720,1033,1809,727,1082,1892,754,1138,1972,785,1187,2073,840,1233,2127,872,1255,2165,881,1284,2203,901,1302,2534,1028,1506,2696,1082,1614,2865,1136,1729,2975,1172,1803,3072,1219,1853,3162,1257,1905,3268,1333,1935,3337,1374,1963,3435,1431,2004,3564,1508,2056,3731,1604,2127,3932,1700,2232,4141,1815,2326,4396,1950,2446,4528,2009,2519,4676,2090,2586,5020,2255,2765,5014,2253,2761,5265,2354,2911,5256,2352,2904,5558,2484,3074,5548,2482,3066,5721,2551,3170,5715,2549,3166,5826,2578,3248,5818,2574,3244,5930,2599,3331,5921,2595,3326,5940,2607,3333,5932,2603,3329,5993,2643,3350,5984,2638,3346,5968,2646,3322,5959,2641,3318,5977,2646,3331,5970,2643,3327,5957,2610,3347,5953,2609,3344,5949,2607,3342,5944,2605,3339
4,13307,檜原村,762,354,408,797,365,432,804,360,444,801,363,438,892,380,512,937,403,534,981,431,550,992,430,562,1018,443,575,1048,443,605,1066,448,618,1091,452,639,1111,460,651,1128,454,674,1157,472,685,1180,481,699,1219,492,727,1222,504,718,1231,510,721,1208,493,715,1209,487,722,1209,490,719,1212,494,718,1185,482,703,1176,479,697,1154,465,689,1134,453,681,1112,446,666,1091,449,642,1087,448,639,1105,465,640,1099,463,636,1103,471,632,1098,469,629,1099,466,633,1094,464,630,1111,478,633,1107,477,630,1127,488,639,1122,486,636,1121,485,636,1117,484,633,1104,473,631,1101,472,629,1102,474,628,1099,473,626,1079,477,602,1076,476,600,1073,482,591,1070,481,589,1054,481,573,1051,480,571
4,13308,奥多摩町,1436,609,827,1472,617,855,1536,649,887,1597,672,925,1720,717,1003,1787,735,1052,1865,775,1090,1909,802,1107,1977,839,1138,2054,872,1182,2105,901,1204,2247,950,1297,2283,958,1325,2331,965,1366,2369,991,1378,2389,1002,1387,2431,1022,1409,2457,1028,1429,2484,1017,1467,2494,1032,1462,2497,1033,1464,2505,1049,1456,2533,1043,1490,2536,1022,1514,2533,1023,1510,2536,1031,1505,2543,1034,1509,2503,1022,1481,2517,1043,1474,2513,1040,1473,2538,1074,1464,2532,1071,1461,2567,1089,1478,2560,1086,1474,2576,1103,1473,2571,1100,1471,2572,1108,1464,2567,1105,1462,2573,1116,1457,2567,1113,1454,2541,1103,1438,2536,1100,1436,2519,1105,1414,2516,1104,1412,2504,1109,1395,2500,1108,1392,2495,1105,1390,2493,1104,1389,2444,1082,1362,2441,1080,1361,2405,1073,1332,2402,1071,1331
2,13350,島部,5129,2151,2978,5307,2193,3114,5466,2219,3247,5573,2264,3309,5740,2325,3415,5937,2415,3522,6152,2505,3647,6354,2617,3737,6450,2635,3815,6712,2741,3971,6898,2819,4079,7091,2915,4176,7276,2998,4278,7484,3094,4390,7629,3175,4454,7780,3234,4546,7901,3287,4614,8019,3341,4678,8056,3355,4701,8106,3364,4742,8126,3358,4768,8114,3374,4740,8224,3451,4773,8295,3517,4778,8407,3571,4836,8425,3577,4848,8373,3562,4811,8384,3571,4813,8536,3670,4866,8523,3668,4855,8731,3812,4919,8717,3809,4908,8892,3911,4981,8874,3907,4967,8953,3980,4973,8929,3975,4954,8996,4027,4969,8967,4022,4945,9038,4095,4943,9007,4089,4918,8994,4109,4885,8964,4104,4860,8975,4132,4843,8948,4128,4820,8909,4133,4776,8877,4129,4748,8846,4114,4732,8812,4110,4702,8715,4062,4653,8674,4054,4620,8558,3983,4575,8517,3977,4540
3,13360,大島支庁,2702,1125,1577,2782,1147,1635,2840,1155,1685,2894,1181,1713,2968,1203,1765,3069,1259,1810,3204,1328,1876,3288,1380,1908,3341,1395,1946,3444,1442,2002,3562,1502,2060,3665,1560,2105,3740,1592,2148,3845,1632,2213,3913,1678,2235,3982,1688,2294,4032,1723,2309,4073,1736,2337,4095,1742,2353,4102,1732,2370,4100,1712,2388,4142,1731,2411,4211,1754,2457,4257,1790,2467,4336,1821,2515,4362,1828,2534,4353,1818,2535,4338,1801,2537,4384,1838,2546,4380,1837,2543,4484,1923,2561,4479,1921,2558,4560,1960,2600,4555,1958,2597,4587,2004,2583,4583,2002,2581,4613,2017,2596,4607,2014,2593,4633,2057,2576,4629,2054,2575,4611,2067,2544,4607,2064,2543,4583,2068,2515,4580,2066,2514,4563,2062,2501,4557,2060,2497,4527,2045,2482,4521,2043,2478,4446,2019,2427,4436,2014,2422,4376,1986,2390,4368,1983,2385
4,13361,大島町,1715,713,1002,1785,738,1047,1821,741,1080,1844,755,1089,1902,775,1127,1958,802,1156,2019,830,1189,2069,868,1201,2104,873,1231,2156,896,1260,2228,933,1295,2288,963,1325,2318,981,1337,2381,1003,1378,2412,1018,1394,2449,1023,1426,2484,1053,1431,2510,1059,1451,2523,1062,1461,2525,1059,1466,2520,1049,1471,2543,1057,1486,2613,1080,1533,2649,1113,1536,2722,1143,1579,2734,1138,1596,2714,1123,1591,2730,1129,1601,2751,1146,1605,2747,1145,1602,2815,1201,1614,2810,1199,1611,2881,1232,1649,2877,1230,1647,2912,1264,1648,2909,1262,1647,2916,1276,1640,2911,1273,1638,2939,1306,1633,2936,1303,1633,2886,1289,1597,2883,1286,1597,2846,1286,1560,2844,1284,1560,2819,1276,1543,2816,1274,1542,2797,1265,1532,2794,1263,1531,2737,1241,1496,2730,1236,1494,2696,1227,1469,2691,1224,1467
4,13362,利島村,48,21,27,49,21,28,49,22,27,53,24,29,51,22,29,52,23,29,56,25,31,56,20,36,55,18,37,58,20,38,67,25,42,63,24,39,64,25,39,63,26,37,66,30,36,67,30,37,72,34,38,70,31,39,69,29,40,71,29,42,72,27,45,69,27,42,72,31,41,72,30,42,72,31,41,74,34,40,73,33,40,69,29,40,69,29,40,69,29,40,72,34,38,72,34,38,80,38,42,80,38,42,77,36,41,77,36,41,78,37,41,78,37,41,78,39,39,78,39,39,78,37,41,78,37,41,79,39,40,79,39,40,77,39,38,76,39,37,77,38,39,76,38,38,74,38,36,73,38,35,71,36,35,70,36,34
4,13363,新島村,668,275,393,673,272,401,691,275,416,708,279,429,721,279,442,745,292,453,788,318,470,813,329,484,819,330,489,840,342,498,864,353,511,879,367,512,910,380,530,929,391,538,931,400,531,953,407,546,962,406,556,966,407,559,983,418,565,984,410,574,987,403,584,1000,413,587,1000,416,584,1011,421,590,1017,417,600,1026,424,602,1043,433,610,1036,427,609,1046,438,608,1046,438,608,1072,453,619,1072,453,619,1070,450,620,1069,450,619,1055,453,602,1054,453,601,1071,459,612,1070,459,611,1062,463,599,1061,463,598,1078,478,600,1077,478,599,1071,471,600,1070,471,599,1067,468,599,1065,468,597,1042,457,585,1040,457,583,1031,455,576,1029,455,574,1007,441,566,1005,441,564
4,13364,神津島村,271,116,155,275,116,159,279,117,162,289,123,166,294,127,167,314,142,172,341,155,186,350,163,187,363,174,189,390,184,206,403,191,212,435,206,229,448,206,242,472,212,260,504,230,274,513,228,285,514,230,284,527,239,288,520,233,287,522,234,288,521,233,288,530,234,296,526,227,299,525,226,299,525,230,295,528,232,296,523,229,294,503,216,287,518,225,293,518,225,293,525,235,290,525,235,290,529,240,289,529,240,289,543,251,292,543,251,292,548,245,303,548,245,303,554,249,305,554,249,305,569,263,306,569,263,306,587,272,315,587,272,315,600,279,321,600,279,321,611,285,326,611,285,326,604,285,319,604,285,319,602,282,320,602,282,320
3,13380,三宅支庁,669,260,409,694,275,419,739,281,458,736,289,447,770,308,462,810,332,478,842,343,499,888,364,524,850,344,506,969,393,576,1007,396,611,1030,402,628,1083,426,657,1122,452,670,1133,456,677,1164,472,692,1194,486,708,1212,491,721,1228,500,728,1237,496,741,1225,490,735,1133,455,678,1115,454,661,1100,457,643,1092,463,629,1071,461,610,1055,453,602,1052,463,589,1054,472,582,1051,472,579,1075,486,589,1072,486,586,1087,493,594,1082,493,589,1072,488,584,1066,488,578,1056,493,563,1049,493,556,1062,492,570,1055,492,563,1029,486,543,1024,486,538,1017,490,527,1012,490,522,995,490,505,990,490,500,996,503,493,993,503,490,967,492,475,964,492,472,944,479,465,941,479,462
4,13381,三宅村,638,247,391,661,261,400,704,267,437,703,275,428,734,293,441,775,317,458,807,329,478,850,349,501,805,325,480,922,374,548,957,375,582,981,383,598,1034,407,627,1074,435,639,1082,438,644,1114,456,658,1143,470,673,1166,477,689,1184,486,698,1193,482,711,1180,476,704,1093,443,650,1073,439,634,1055,437,618,1047,440,607,1025,438,587,1011,432,579,1009,441,568,1009,446,563,1006,446,560,1027,460,567,1024,460,564,1036,467,569,1031,467,564,1019,462,557,1013,462,551,1001,465,536,994,465,529,1005,464,541,998,464,534,970,459,511,965,459,506,960,462,498,955,462,493,941,461,480,936,461,475,940,473,467,937,473,464,909,460,449,906,460,446,883,446,437,880,446,434
4,13382,御蔵島村,31,13,18,33,14,19,35,14,21,33,14,19,36,15,21,35,15,20,35,14,21,38,15,23,45,19,26,47,19,28,50,21,29,49,19,30,49,19,30,48,17,31,51,18,33,50,16,34,51,16,35,46,14,32,44,14,30,44,14,30,45,14,31,40,12,28,42,15,27,45,20,25,45,23,22,46,23,23,44,21,23,43,22,21,45,26,19,45,26,19,48,26,22,48,26,22,51,26,25,51,26,25,53,26,27,53,26,27,55,28,27,55,28,27,57,28,29,57,28,29,59,27,32,59,27,32,57,28,29,57,28,29,54,29,25,54,29,25,56,30,26,56,30,26,58,32,26,58,32,26,61,33,28,61,33,28
3,13400,八丈支庁,1620,691,929,1689,698,991,1729,702,1027,1783,712,1071,1838,733,1105,1892,746,1146,1932,752,1180,1994,784,1210,2057,796,1261,2093,804,1289,2112,818,1294,2180,849,1331,2239,875,1364,2289,896,1393,2345,924,1421,2394,956,1438,2437,963,1474,2497,998,1499,2503,999,1504,2530,1015,1515,2564,1034,1530,2596,1062,1534,2634,1103,1531,2668,1124,1544,2702,1133,1569,2709,1128,1581,2690,1132,1558,2712,1144,1568,2783,1182,1601,2778,1181,1597,2835,1213,1622,2831,1213,1618,2891,1259,1632,2886,1258,1628,2917,1270,1647,2909,1269,1640,2931,1287,1644,2920,1286,1634,2944,1311,1633,2931,1310,1621,2944,1319,1625,2931,1319,1612,2952,1325,1627,2939,1325,1614,2923,1323,1600,2908,1323,1585,2882,1309,1573,2863,1309,1554,2858,1296,1562,2838,1295,1543,2792,1260,1532,2768,1259,1509
4,13401,八丈町,1602,684,918,1667,689,978,1707,693,1014,1759,703,1056,1809,721,1088,1861,734,1127,1899,738,1161,1958,768,1190,2023,782,1241,2061,790,1271,2080,802,1278,2145,832,1313,2204,857,1347,2254,879,1375,2314,908,1406,2364,940,1424,2408,947,1461,2468,982,1486,2472,983,1489,2501,1000,1501,2536,1019,1517,2567,1047,1520,2610,1091,1519,2646,1114,1532,2684,1125,1559,2691,1119,1572,2672,1123,1549,2692,1134,1558,2761,1170,1591,2756,1169,1587,2810,1199,1611,2806,1199,1607,2866,1245,1621,2861,1244,1617,2892,1254,1638,2884,1253,1631,2907,1273,1634,2896,1272,1624,2918,1296,1622,2905,1295,1610,2915,1302,1613,2902,1302,1600,2923,1307,1616,2910,1307,1603,2890,1302,1588,2875,1302,1573,2845,1284,1561,2826,1284,1542,2821,1271,1550,2801,1270,1531,2754,1236,1518,2730,1235,1495
