地域階層,地域コード,地域,昭和60年／総数(人),昭和60年／男(人),昭和60年／女(人),昭和61年／総数(人),昭和61年／男(人),昭和61年／女(人),昭和62年／総数(人),昭和62年／男(人),昭和62年／女(人),昭和63年／総数(人),昭和63年／男(人),昭和63年／女(人),昭和64年／総数(人),昭和64年／男(人),昭和64年／女(人),平成2年／総数(人),平成2年／男(人),平成2年／女(人),平成3年／総数(人),平成3年／男(人),平成3年／女(人),平成4年／総数(人),平成4年／男(人),平成4年／女(人),平成5年／総数(人),平成5年／男(人),平成5年／女(人),平成6年／総数(人),平成6年／男(人),平成6年／女(人),平成7年／総数(人),平成7年／男(人),平成7年／女(人),平成8年／総数(人),平成8年／男(人),平成8年／女(人),平成9年／総数(人),平成9年／男(人),平成9年／女(人),平成10年／総数(人),平成10年／男(人),平成10年／女(人),平成11年／総数(人),平成11年／男(人),平成11年／女(人),平成12年／総数(人),平成12年／男(人),平成12年／女(人),平成13年／総数(人),平成13年／男(人),平成13年／女(人),平成14年／総数(人),平成14年／男(人),平成14年／女(人),平成15年／総数(人),平成15年／男(人),平成15年／女(人),平成16年／総数(人),平成16年／男(人),平成16年／女(人),平成17年／総数(人),平成17年／男(人),平成17年／女(人),平成18年／総数(人),平成18年／男(人),平成18年／女(人),平成19年／総数(人),平成19年／男(人),平成19年／女(人),平成20年／総数(人),平成20年／男(人),平成20年／女(人),平成21年／総数(人),平成21年／男(人),平成21年／女(人),平成22年／総数(人),平成22年／男(人),平成22年／女(人),平成23年／総数(人),平成23年／男(人),平成23年／女(人),平成24年／総数(人),平成24年／男(人),平成24年／女(人),平成25年／人口総計／総数(人),平成25年／人口総計／男(人),平成25年／人口総計／女(人),平成25年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成25年／人口総計／人口総数のうち日本人（再掲）／男(人),平成25年／人口総計／人口総数のうち日本人（再掲）／女(人),平成26年／人口総計／総数(人),平成26年／人口総計／男(人),平成26年／人口総計／女(人),平成26年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成26年／人口総計／人口総数のうち日本人（再掲）／男(人),平成26年／人口総計／人口総数のうち日本人（再掲）／女(人),平成27年／人口総計／総数(人),平成27年／人口総計／男(人),平成27年／人口総計／女(人),平成27年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成27年／人口総計／人口総数のうち日本人（再掲）／男(人),平成27年／人口総計／人口総数のうち日本人（再掲）／女(人),平成28年／人口総計／総数(人),平成28年／人口総計／男(人),平成28年／人口総計／女(人),平成28年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成28年／人口総計／人口総数のうち日本人（再掲）／男(人),平成28年／人口総計／人口総数のうち日本人（再掲）／女(人),平成29年／人口総計／総数(人),平成29年／人口総計／男(人),平成29年／人口総計／女(人),平成29年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成29年／人口総計／人口総数のうち日本人（再掲）／男(人),平成29年／人口総計／人口総数のうち日本人（再掲）／女(人),平成30年／人口総計／総数(人),平成30年／人口総計／男(人),平成30年／人口総計／女(人),平成30年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成30年／人口総計／人口総数のうち日本人（再掲）／男(人),平成30年／人口総計／人口総数のうち日本人（再掲）／女(人),平成31年／人口総計／総数(人),平成31年／人口総計／男(人),平成31年／人口総計／女(人),平成31年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成31年／人口総計／人口総数のうち日本人（再掲）／男(人),平成31年／人口総計／人口総数のうち日本人（再掲）／女(人),令和2年／人口総計／総数(人),令和2年／人口総計／男(人),令和2年／人口総計／女(人),令和2年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和2年／人口総計／人口総数のうち日本人（再掲）／男(人),令和2年／人口総計／人口総数のうち日本人（再掲）／女(人),令和3年／人口総計／総数(人),令和3年／人口総計／男(人),令和3年／人口総計／女(人),令和3年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和3年／人口総計／人口総数のうち日本人（再掲）／男(人),令和3年／人口総計／人口総数のうち日本人（再掲）／女(人),令和4年／人口総計／総数(人),令和4年／人口総計／男(人),令和4年／人口総計／女(人),令和4年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和4年／人口総計／人口総数のうち日本人（再掲）／男(人),令和4年／人口総計／人口総数のうち日本人（再掲）／女(人),令和5年／人口総計／総数(人),令和5年／人口総計／男(人),令和5年／人口総計／女(人),令和5年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和5年／人口総計／人口総数のうち日本人（再掲）／男(人),令和5年／人口総計／人口総数のうち日本人（再掲）／女(人),令和6年／人口総計／総数(人),令和6年／人口総計／男(人),令和6年／人口総計／女(人),令和6年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和6年／人口総計／人口総数のうち日本人（再掲）／男(人),令和6年／人口総計／人口総数のうち日本人（再掲）／女(人)
4,13118,荒川区,21734,9250,12484,22253,9389,12864,22884,9615,13269,23410,9796,13614,23914,9944,13970,24630,10219,14411,25457,10616,14841,26276,10997,15279,27016,11293,15723,27840,11654,16186,28629,11972,16657,29304,12266,17038,30241,12679,17562,31135,13100,18035,32076,13516,18560,32925,13927,18998,34324,14534,19790,35469,14995,20474,36514,15542,20972,37272,15847,21425,38030,16119,21911,38935,16468,22467,39948,16969,22979,40840,17433,23407,41999,17998,24001,42749,18457,24292,42848,18461,24387,43317,18743,24574,45730,19941,25789,44715,19527,25188,47085,20638,26447,46045,20225,25820,48427,21309,27118,47362,20881,26481,49401,21859,27542,48285,21411,26874,49882,22117,27765,48736,21662,27074,50216,22308,27908,49008,21823,27185,50195,22288,27907,48936,21789,27147,50157,22241,27916,48840,21723,27117,50143,22239,27904,48776,21700,27076,49851,22117,27734,48424,21572,26852,49536,21916,27620,48041,21338,26703,49129,21711,27418,47552,21100,26452
4,13119,板橋区,40440,17094,23346,42192,17631,24561,43992,18198,25794,45686,18788,26898,47326,19358,27968,49289,20227,29062,51717,21295,30422,54189,22417,31772,56589,23379,33210,59129,24517,34612,61729,25607,36122,64326,26729,37597,67333,28001,39332,70419,29351,41068,73745,30794,42951,76545,31929,44616,80112,33457,46655,83015,34698,48317,86175,36037,50138,88561,36994,51567,90962,37967,52995,93908,39290,54618,97466,41018,56448,100679,42551,58128,103767,44029,59738,106527,45358,61169,107669,45796,61873,109674,46804,62870,114686,49109,65577,114095,48837,65258,118683,51064,67619,118077,50787,67290,122734,53097,69637,122089,52805,69284,125580,54492,71088,124881,54174,70707,127738,55570,72168,126972,55223,71749,129438,56370,73068,128614,55997,72617,130838,56999,73839,129935,56605,73330,131697,57344,74353,130672,56895,73777,132310,57620,74690,131206,57161,74045,132201,57416,74785,131013,56944,74069,131702,57154,74548,130395,56651,73744,131709,57198,74511,130305,56669,73636
4,13120,練馬区,44014,18934,25080,46650,19929,26721,49117,20841,28276,51594,21878,29716,54067,22869,31198,56713,24012,32701,59866,25394,34472,63317,26990,36327,66784,28591,38193,70446,30308,40138,74268,32012,42256,78067,33743,44324,82718,35840,46878,87203,37870,49333,91773,39870,51903,95854,41573,54281,100649,43658,56991,105124,45624,59500,109770,47523,62247,113204,48874,64330,116751,50238,66513,120480,51679,68801,124744,53336,71408,128464,54835,73629,132340,56497,75843,135334,57584,77750,136413,57873,78540,138360,58511,79849,143819,61021,82798,143103,60704,82399,148225,63093,85132,147480,62764,84716,152444,65050,87394,151668,64707,86961,155042,66261,88781,154228,65905,88323,157004,67153,89851,156147,66778,89369,158474,67825,90649,157548,67423,90125,159521,68363,91158,158553,67942,90611,160491,68824,91667,159477,68388,91089,161380,69299,92081,160324,68843,91481,162074,69647,92427,160974,69184,91790,162274,69680,92594,161103,69200,91903,163154,70165,92989,161904,69659,92245
4,13121,足立区,46700,19469,27231,48770,20211,28559,50762,20875,29887,52739,21519,31220,54607,22152,32455,56782,23100,33682,59649,24308,35341,62593,25647,36946,65294,26961,38333,68381,28464,39917,71513,29967,41546,74780,31516,43264,78828,33460,45368,83407,35761,47646,87937,37983,49954,92565,40167,52398,98295,42907,55388,103234,45182,58052,108750,47674,61076,112946,49545,63401,117067,51365,65702,122118,53515,68603,127678,56083,71595,132955,58389,74566,138049,60647,77402,142299,62564,79735,144074,63185,80889,146390,64061,82329,153232,67263,85969,151601,66554,85047,157831,69515,88316,156135,68777,87358,162806,71954,90852,161015,71164,89851,165910,73374,92536,164040,72544,91496,168323,74472,93851,166348,73605,92743,169994,75265,94729,167942,74364,93578,170890,75666,95224,168724,74711,94013,171378,75756,95622,169073,74763,94310,171715,75849,95866,169296,74830,94466,171129,75486,95643,168569,74408,94161,169573,74620,94953,166881,73514,93367,169260,74359,94901,166414,73205,93209
4,13122,葛飾区,36765,15514,21251,38030,15851,22179,39759,16295,23464,41009,16638,24371,42268,17014,25254,43919,17687,26232,45901,18623,27278,47904,19569,28335,50021,20541,29480,52337,21572,30765,54645,22683,31962,56895,23742,33153,59354,24892,34462,62345,26284,36061,65316,27723,37593,68015,28935,39080,71345,30558,40787,74313,31742,42571,77641,33202,44439,80190,34302,45888,82510,35238,47272,85082,36355,48727,88229,37777,50452,90958,38925,52033,93740,40180,53560,96074,41305,54769,96877,41582,55295,98092,42226,55866,102088,44154,57934,101363,43848,57515,105025,45684,59341,104266,45358,58908,108253,47322,60931,107447,46978,60469,110439,48433,62006,109619,48077,61542,111748,49051,62697,110886,48671,62215,112775,49590,63185,111858,49186,62672,113440,49977,63463,112471,49558,62913,113774,50228,63546,112740,49789,62951,114217,50507,63710,113116,50032,63084,114052,50380,63672,112887,49890,62997,113691,50191,63500,112446,49682,62764,113390,50024,63366,112072,49494,62578
4,13123,江戸川区,35737,14664,21073,37397,15164,22233,39208,15763,23445,40810,16287,24523,42387,16850,25537,44255,17608,26647,46541,18631,27910,48912,19745,29167,51248,20881,30367,53701,22082,31619,56519,23465,33054,59323,24886,34437,62808,26535,36273,66630,28406,38224,70582,30355,40227,74462,32224,42238,79305,34517,44788,84023,36743,47280,88538,38811,49727,92214,40508,51706,95931,42200,53731,100344,44221,56123,105277,46479,58798,110088,48715,61373,114722,50862,63860,118670,52607,66063,120578,53416,67162,123218,54571,68647,129023,57283,71740,128267,56949,71318,133600,59437,74163,132829,59110,73719,138110,61562,76548,137294,61214,76080,141493,63221,78272,140633,62864,77769,143949,64365,79584,143027,63991,79036,145784,65135,80649,144767,64739,80028,146813,65491,81322,145701,65054,80647,147484,65777,81707,146301,65316,80985,147812,65883,81929,146566,65406,81160,147661,65705,81956,146289,65187,81102,146834,65201,81633,145354,64661,80693,146900,65104,81796,145267,64504,80763
1,13200,市部,236306,100359,135947,248321,104635,143686,260917,109050,151867,274257,113838,160419,287921,118931,168990,303206,125389,177817,320821,133290,187531,339536,142020,197516,358043,150637,207406,378098,159915,218183,398849,169403,229446,421328,179894,241434,445544,190847,254697,471867,203080,268787,498030,215104,282926,522458,226538,295920,551614,239875,311739,579599,252727,326872,609049,266029,343020,634194,277165,357029,660113,288796,371317,689595,301742,387853,722140,316040,406100,753488,329841,423647,785546,343756,441790,812738,355528,457210,829137,362146,466991,848087,369938,478149,888202,388353,499849,884940,386906,498034,923362,404178,519184,919960,402662,517298,958369,419973,538396,954805,418387,536418,984236,431601,552635,980494,429949,550545,1005132,440936,564196,1001209,439220,561989,1022504,448316,574188,1018337,446507,571830,1034956,453529,581427,1030550,451603,578947,1045921,458097,587824,1041194,456039,585155,1056447,462516,593931,1051437,460345,591092,1063458,465333,598125,1058153,463075,595078,1066215,465998,600217,1060506,463575,596931,1070927,467932,602995,1064756,465340,599416
4,13201,八王子市,30283,12779,17504,31931,13303,18628,33437,13790,19647,35214,14443,20771,37228,15093,22135,39201,15990,23211,41483,17053,24430,43898,18185,25713,46375,19351,27024,48948,20546,28402,51655,21755,29900,54693,23179,31514,57911,24613,33298,61647,26374,35273,65203,28040,37163,68488,29633,38855,72506,31574,40932,76351,33396,42955,80550,35437,45113,84276,37231,47045,88240,39187,49053,92711,41307,51404,97779,43724,54055,102659,45983,56676,107997,48444,59553,112487,50435,62052,115347,51700,63647,118524,53094,65430,124957,56125,68832,124579,55955,68624,130715,58736,71979,130328,58573,71755,136292,61331,74961,135885,61156,74729,140731,63389,77342,140306,63212,77094,144210,64928,79282,143762,64741,79021,147059,66021,81038,146572,65822,80750,149230,66925,82305,148709,66713,81996,151269,67773,83496,150697,67534,83163,153209,68610,84599,152602,68360,84242,154497,69048,85449,153848,68791,85057,155039,69156,85883,154326,68879,85447,155773,69408,86365,155004,69106,85898
4,13202,立川市,11220,4688,6532,11913,4902,7011,12422,5036,7386,12944,5189,7755,13420,5327,8093,13987,5557,8430,14679,5825,8854,15273,6057,9216,15950,6380,9570,16743,6759,9984,17516,7143,10373,18337,7541,10796,19263,7957,11306,20348,8456,11892,21360,8936,12424,22330,9419,12911,23501,9936,13565,24645,10454,14191,25825,10956,14869,26934,11470,15464,28239,12027,16212,29434,12533,16901,30841,13158,17683,32145,13783,18362,33520,14393,19127,34782,14966,19816,35612,15336,20276,36496,15705,20791,38309,16598,21711,38091,16502,21589,39691,17191,22500,39471,17097,22374,41142,17896,23246,40906,17791,23115,42308,18436,23872,42048,18320,23728,43222,18860,24362,42950,18736,24214,43915,19102,24813,43634,18977,24657,44580,19391,25189,44279,19260,25019,45168,19623,25545,44848,19488,25360,45506,19738,25768,45164,19587,25577,45734,19843,25891,45368,19686,25682,45940,19880,26060,45562,19708,25854,46096,19924,26172,45690,19746,25944
4,13203,武蔵野市,12921,5472,7449,13453,5648,7805,13970,5801,8169,14357,5920,8437,14853,6069,8784,15350,6228,9122,15908,6454,9454,16525,6762,9763,17119,6979,10140,17718,7205,10513,18229,7348,10881,18849,7608,11241,19469,7850,11619,20169,8179,11990,20779,8425,12354,21310,8628,12682,22079,8921,13158,22608,9122,13486,23206,9364,13842,23559,9499,14060,23983,9668,14315,24606,9974,14632,25180,10223,14957,25773,10510,15263,26481,10840,15641,26968,10995,15973,27287,11124,16163,27747,11298,16449,28862,11845,17017,28747,11785,16962,29803,12302,17501,29677,12231,17446,30635,12676,17959,30508,12602,17906,31251,12988,18263,31110,12909,18201,31691,13220,18471,31556,13146,18410,32078,13378,18700,31949,13305,18644,32399,13542,18857,32253,13461,18792,32587,13635,18952,32426,13552,18874,32893,13773,19120,32731,13685,19046,32994,13830,19164,32819,13736,19083,33094,13865,19229,32916,13767,19149,33346,14012,19334,33153,13909,19244
4,13204,三鷹市,13669,6001,7668,14172,6157,8015,14606,6183,8423,15354,6433,8921,15987,6665,9322,16588,6885,9703,17258,7163,10095,18053,7516,10537,18750,7828,10922,19630,8177,11453,20352,8504,11848,21221,8902,12319,22192,9281,12911,23205,9727,13478,23935,10036,13899,24787,10420,14367,25619,10778,14841,26577,11125,15452,27470,11518,15952,28291,11871,16420,28918,12114,16804,29707,12480,17227,30715,12903,17812,31661,13345,18316,32647,13790,18857,33523,14185,19338,33943,14366,19577,34463,14577,19886,35890,15237,20653,35734,15160,20574,37198,15816,21382,37043,15741,21302,38372,16418,21954,38214,16344,21870,39127,16775,22352,38955,16691,22264,39777,17104,22673,39595,17016,22579,40230,17329,22901,40039,17240,22799,40739,17546,23193,40533,17449,23084,41131,17727,23404,40922,17624,23298,41432,17811,23621,41196,17699,23497,41719,17919,23800,41464,17798,23666,41709,17861,23848,41436,17736,23700,41967,17972,23995,41677,17837,23840
4,13205,青梅市,9564,3986,5578,9952,4103,5849,10421,4206,6215,10815,4337,6478,11264,4500,6764,11773,4708,7065,12344,4929,7415,13063,5209,7854,13677,5507,8170,14310,5784,8526,15142,6116,9026,15902,6455,9447,16769,6854,9915,17648,7265,10383,18649,7655,10994,19523,8055,11468,20261,8411,11850,21201,8876,12325,22099,9326,12773,22825,9692,13133,23706,10148,13558,24739,10695,14044,26040,11342,14698,27294,11971,15323,28490,12505,15985,29631,13041,16590,30371,13414,16957,31095,13708,17387,32749,14485,18264,32659,14448,18211,34238,15198,19040,34143,15159,18984,35779,15913,19866,35681,15877,19804,37054,16549,20505,36945,16509,20436,38171,17175,20996,38057,17136,20921,39139,17651,21488,39019,17606,21413,39697,17896,21801,39564,17847,21717,40227,18147,22080,40093,18095,21998,40707,18392,22315,40567,18337,22230,41077,18569,22508,40915,18506,22409,41252,18672,22580,41072,18606,22466,41547,18833,22714,41344,18759,22585
4,13206,府中市,14072,6117,7955,14906,6403,8503,15604,6638,8966,16312,6841,9471,17065,7124,9941,17805,7448,10357,18846,7910,10936,19959,8411,11548,20974,8830,12144,22135,9387,12748,23239,9836,13403,24495,10399,14096,25836,11005,14831,27244,11635,15609,28646,12294,16352,29868,12828,17040,31463,13571,17892,32980,14262,18718,34550,15007,19543,35734,15514,20220,36975,16040,20935,38613,16690,21923,40209,17415,22794,41700,18020,23680,43390,18739,24651,44775,19331,25444,45580,19684,25896,46560,20058,26502,48680,21089,27591,48519,21018,27501,50467,21932,28535,50305,21860,28445,52395,22914,29481,52219,22836,29383,53758,23602,30156,53560,23512,30048,54835,24075,30760,54624,23981,30643,55751,24481,31270,55527,24380,31147,56378,24743,31635,56147,24638,31509,56994,25012,31982,56756,24912,31844,57533,25310,32223,57298,25210,32088,57889,25532,32357,57634,25423,32211,58102,25642,32460,57817,25519,32298,58565,25913,32652,58247,25776,32471
4,13207,昭島市,7082,3052,4030,7429,3162,4267,7812,3273,4539,8232,3425,4807,8656,3581,5075,9109,3755,5354,9593,3960,5633,10168,4223,5945,10749,4504,6245,11262,4748,6514,11857,5013,6844,12560,5351,7209,13157,5596,7561,13849,5932,7917,14541,6202,8339,15027,6435,8592,15797,6768,9029,16390,7050,9340,17226,7448,9778,17902,7742,10160,18504,8012,10492,19322,8375,10947,20239,8792,11447,21114,9171,11943,21898,9521,12377,22571,9873,12698,23023,10050,12973,23585,10314,13271,24809,10904,13905,24618,10832,13786,25889,11419,14470,25699,11346,14353,26948,11903,15045,26748,11823,14925,27694,12301,15393,27499,12225,15274,28322,12602,15720,28120,12525,15595,28908,12872,16036,28696,12792,15904,29295,13047,16248,29066,12962,16104,29634,13194,16440,29394,13104,16290,30033,13390,16643,29788,13297,16491,30206,13415,16791,29955,13317,16638,30277,13376,16901,30016,13276,16740,30324,13375,16949,30033,13262,16771
4,13208,調布市,12717,5446,7271,13350,5704,7646,14104,6008,8096,14914,6337,8577,15590,6556,9034,16419,6911,9508,17340,7314,10026,18420,7796,10624,19487,8296,11191,20591,8767,11824,21619,9229,12390,22857,9793,13064,24154,10387,13767,25477,10969,14508,26902,11596,15306,28147,12144,16003,29648,12833,16815,30906,13397,17509,32336,14017,18319,33334,14362,18972,34473,14792,19681,35634,15251,20383,37037,15746,21291,38292,16308,21984,39813,16926,22887,41008,17387,23621,41486,17535,23951,42347,17907,24440,44106,18691,25415,43829,18584,25245,45556,19362,26194,45269,19246,26023,47026,20081,26945,46726,19956,26770,48237,20629,27608,47935,20504,27431,49112,20998,28114,48787,20864,27923,49843,21357,28486,49495,21209,28286,50334,21530,28804,49979,21375,28604,50885,21762,29123,50501,21587,28914,51334,21961,29373,50933,21778,29155,51549,22033,29516,51130,21849,29281,51802,22180,29622,51362,21985,29377,52084,22328,29756,51630,22130,29500
4,13209,町田市,20103,8526,11577,20969,8879,12090,22299,9519,12780,23794,9989,13805,25450,10645,14805,27220,11362,15858,29173,12265,16908,31226,13277,17949,33049,14137,18912,35097,15021,20076,37132,16033,21099,39394,17140,22254,41910,18330,23580,44654,19679,24975,47703,21085,26618,50588,22484,28104,54234,24218,30016,57955,26066,31889,61778,27914,33864,65155,29482,35673,68825,31168,37657,72607,32857,39750,76731,34663,42068,80797,36383,44414,84631,38037,46594,87918,39391,48527,90207,40204,50003,92683,41154,51529,97337,43212,54125,97090,43099,53991,101481,44976,56505,101197,44845,56352,105581,46610,58971,105287,46472,58815,108461,47717,60744,108156,47577,60579,110979,48777,62202,110645,48627,62018,112893,49492,63401,112536,49327,63209,114289,50068,64221,113910,49893,64017,115225,50395,64830,114835,50212,64623,116195,50655,65540,115776,50464,65312,116991,50925,66066,116555,50729,65826,117217,50877,66340,116756,50667,66089,117471,50968,66503,116986,50742,66244
4,13210,小金井市,8206,3628,4578,8431,3755,4676,8902,3872,5030,9233,4045,5188,9467,4103,5364,9914,4320,5594,10399,4531,5868,11112,4851,6261,11713,5095,6618,12226,5312,6914,12963,5619,7344,13585,5875,7710,14193,6152,8041,14782,6374,8408,15364,6620,8744,15941,6852,9089,16587,7092,9495,17146,7306,9840,17753,7531,10222,18167,7669,10498,18560,7800,10760,18982,7982,11000,19449,8177,11272,20065,8433,11632,20592,8656,11936,21072,8847,12225,21336,8962,12374,21656,9118,12538,22486,9548,12938,22432,9521,12911,23281,9911,13370,23221,9883,13338,23923,10233,13690,23861,10203,13658,24395,10430,13965,24328,10395,13933,24869,10685,14184,24803,10650,14153,25266,10879,14387,25197,10841,14356,25662,11080,14582,25587,11037,14550,25860,11183,14677,25787,11142,14645,26159,11350,14809,26072,11305,14767,26474,11552,14922,26381,11505,14876,26638,11676,14962,26539,11625,14914,26861,11806,15055,26758,11752,15006
4,13211,小平市,10720,4605,6115,11318,4890,6428,11898,5108,6790,12523,5362,7161,13178,5647,7531,13927,5993,7934,14717,6375,8342,15523,6738,8785,16484,7190,9294,17359,7594,9765,18468,8084,10384,19602,8586,11016,20868,9202,11666,22011,9721,12290,23444,10329,13115,24607,10874,13733,25956,11472,14484,27279,12061,15218,28516,12591,15925,29541,13007,16534,30519,13408,17111,31751,13890,17861,33037,14369,18668,34194,14822,19372,35301,15282,20019,36247,15655,20592,36768,15859,20909,37394,16091,21303,38901,16804,22097,38745,16728,22017,40266,17390,22876,40105,17313,22792,41587,17956,23631,41406,17870,23536,42567,18363,24204,42379,18274,24105,43215,18693,24522,43021,18600,24421,43941,19023,24918,43733,18930,24803,44484,19253,25231,44279,19162,25117,45051,19506,25545,44823,19404,25419,45562,19733,25829,45321,19629,25692,45954,19928,26026,45704,19824,25880,46270,20046,26224,46005,19933,26072,46668,20204,26464,46382,20091,26291
4,13212,日野市,9503,3965,5538,10069,4162,5907,10651,4425,6226,11202,4629,6573,11772,4865,6907,12482,5201,7281,13287,5639,7648,14071,6051,8020,14914,6450,8464,15805,6871,8934,16906,7404,9502,17939,7875,10064,18971,8365,10606,20130,8944,11186,21276,9506,11770,22378,9993,12385,23645,10586,13059,25077,11245,13832,26502,11882,14620,27686,12376,15310,28919,12953,15966,30459,13667,16792,32055,14333,17722,33586,15010,18576,35160,15665,19495,36420,16201,20219,37169,16465,20704,38044,16808,21236,39843,17585,22258,39745,17543,22202,41244,18230,23014,41146,18187,22959,42661,18899,23762,42565,18858,23707,43783,19379,24404,43679,19333,24346,44605,19742,24863,44491,19693,24798,45315,19978,25337,45191,19922,25269,45795,20116,25679,45667,20060,25607,46143,20257,25886,46001,20196,25805,46496,20437,26059,46348,20373,25975,46658,20441,26217,46503,20376,26127,46614,20416,26198,46443,20343,26100,46564,20392,26172,46380,20318,26062
4,13213,東村山市,10111,4246,5865,10599,4431,6168,11099,4623,6476,11495,4807,6688,12171,5099,7072,12882,5368,7514,13735,5808,7927,14429,6162,8267,15203,6550,8653,16081,6988,9093,16874,7372,9502,17814,7851,9963,18697,8267,10430,20018,8869,11149,21146,9400,11746,22312,9908,12404,23597,10480,13117,24688,10956,13732,25792,11437,14355,26768,11823,14945,27727,12244,15483,28811,12671,16140,29971,13178,16793,31107,13667,17440,32154,14122,18032,33180,14547,18633,33585,14669,18916,34146,14830,19316,35499,15371,20128,35380,15312,20068,36571,15842,20729,36456,15785,20671,37753,16362,21391,37630,16306,21324,38500,16688,21812,38374,16634,21740,39241,16980,22261,39119,16930,22189,39723,17156,22567,39599,17106,22493,40153,17339,22814,40021,17284,22737,40404,17439,22965,40267,17381,22886,40712,17605,23107,40560,17542,23018,40960,17698,23262,40803,17632,23171,40965,17682,23283,40798,17612,23186,41067,17646,23421,40876,17568,23308
4,13214,国分寺市,7028,3082,3946,7444,3217,4227,7775,3348,4427,8102,3472,4630,8425,3619,4806,8883,3835,5048,9379,4061,5318,9947,4359,5588,10570,4662,5908,11241,4986,6255,11838,5273,6565,12557,5571,6986,13242,5861,7381,14016,6225,7791,14727,6544,8183,15383,6823,8560,16226,7174,9052,17066,7536,9530,17930,7879,10051,18450,8097,10353,19050,8343,10707,19695,8580,11115,20425,8859,11566,20999,9087,11912,21693,9362,12331,22230,9581,12649,22465,9652,12813,22826,9769,13057,23886,10231,13655,23832,10212,13620,24635,10551,14084,24574,10529,14045,25457,10907,14550,25389,10882,14507,25948,11095,14853,25873,11067,14806,26399,11265,15134,26317,11231,15086,26711,11445,15266,26620,11408,15212,27027,11578,15449,26925,11534,15391,27357,11730,15627,27251,11684,15567,27747,11936,15811,27640,11890,15750,27973,12051,15922,27855,12002,15853,28108,12125,15983,27981,12071,15910,28455,12316,16139,28317,12261,16056
4,13215,国立市,4697,2037,2660,4900,2098,2802,5119,2201,2918,5352,2307,3045,5564,2353,3211,5910,2517,3393,6208,2615,3593,6584,2786,3798,6948,2954,3994,7324,3083,4241,7685,3251,4434,8081,3423,4658,8431,3580,4851,8936,3807,5129,9352,3993,5359,9773,4181,5592,10333,4447,5886,10776,4629,6147,11238,4790,6448,11580,4895,6685,11865,4997,6868,12259,5143,7116,12697,5334,7363,13164,5497,7667,13606,5684,7922,13971,5833,8138,14178,5920,8258,14478,6055,8423,15114,6343,8771,15056,6319,8737,15590,6593,8997,15530,6568,8962,16087,6838,9249,16018,6809,9209,16523,7066,9457,16454,7038,9416,16887,7202,9685,16812,7169,9643,17190,7357,9833,17110,7323,9787,17437,7500,9937,17350,7459,9891,17756,7646,10110,17658,7598,10060,18008,7741,10267,17908,7695,10213,18208,7866,10342,18109,7824,10285,18226,7844,10382,18109,7790,10319,18407,7922,10485,18279,7862,10417
4,13218,福生市,3178,1348,1830,3347,1406,1941,3526,1485,2041,3806,1570,2236,4068,1670,2398,4277,1739,2538,4527,1857,2670,4818,1954,2864,5128,2078,3050,5560,2262,3298,5842,2381,3461,6181,2505,3676,6779,2721,4058,7181,2907,4274,7540,3063,4477,7854,3214,4640,8249,3396,4853,8518,3555,4963,8954,3746,5208,9233,3874,5359,9590,4037,5553,10043,4236,5807,10440,4424,6016,10893,4629,6264,11367,4857,6510,11696,4987,6709,11933,5104,6829,12129,5195,6934,12785,5526,7259,12644,5454,7190,13303,5777,7526,13160,5707,7453,13816,6009,7807,13668,5938,7730,14211,6193,8018,14058,6122,7936,14507,6314,8193,14355,6252,8103,14780,6466,8314,14629,6408,8221,14938,6574,8364,14774,6509,8265,15062,6655,8407,14886,6590,8296,15265,6777,8488,15069,6708,8361,15431,6860,8571,15230,6787,8443,15502,6930,8572,15282,6850,8432,15586,6975,8611,15352,6892,8460
4,13219,狛江市,5059,2171,2888,5314,2284,3030,5546,2369,3177,5888,2512,3376,6125,2593,3532,6434,2741,3693,6829,2912,3917,7227,3106,4121,7664,3301,4363,8077,3512,4565,8597,3741,4856,9027,3938,5089,9555,4189,5366,10164,4479,5685,10751,4751,6000,11244,4983,6261,11808,5220,6588,12371,5441,6930,12889,5632,7257,13433,5831,7602,13842,5987,7855,14435,6229,8206,14989,6422,8567,15493,6571,8922,16057,6806,9251,16488,6970,9518,16731,7044,9687,17030,7147,9883,17641,7440,10201,17593,7417,10176,18162,7709,10453,18107,7680,10427,18812,8014,10798,18759,7988,10771,19187,8161,11026,19136,8137,10999,19449,8284,11165,19395,8258,11137,19692,8417,11275,19633,8388,11245,19785,8479,11306,19729,8450,11279,19927,8556,11371,19866,8525,11341,19986,8571,11415,19925,8540,11385,20135,8657,11478,20070,8623,11447,20056,8596,11460,19990,8568,11422,19942,8552,11390,19872,8519,11353
