地域階層,地域コード,地域,昭和60年／総数(人),昭和60年／男(人),昭和60年／女(人),昭和61年／総数(人),昭和61年／男(人),昭和61年／女(人),昭和62年／総数(人),昭和62年／男(人),昭和62年／女(人),昭和63年／総数(人),昭和63年／男(人),昭和63年／女(人),昭和64年／総数(人),昭和64年／男(人),昭和64年／女(人),平成2年／総数(人),平成2年／男(人),平成2年／女(人),平成3年／総数(人),平成3年／男(人),平成3年／女(人),平成4年／総数(人),平成4年／男(人),平成4年／女(人),平成5年／総数(人),平成5年／男(人),平成5年／女(人),平成6年／総数(人),平成6年／男(人),平成6年／女(人),平成7年／総数(人),平成7年／男(人),平成7年／女(人),平成8年／総数(人),平成8年／男(人),平成8年／女(人),平成9年／総数(人),平成9年／男(人),平成9年／女(人),平成10年／総数(人),平成10年／男(人),平成10年／女(人),平成11年／総数(人),平成11年／男(人),平成11年／女(人),平成12年／総数(人),平成12年／男(人),平成12年／女(人),平成13年／総数(人),平成13年／男(人),平成13年／女(人),平成14年／総数(人),平成14年／男(人),平成14年／女(人),平成15年／総数(人),平成15年／男(人),平成15年／女(人),平成16年／総数(人),平成16年／男(人),平成16年／女(人),平成17年／総数(人),平成17年／男(人),平成17年／女(人),平成18年／総数(人),平成18年／男(人),平成18年／女(人),平成19年／総数(人),平成19年／男(人),平成19年／女(人),平成20年／総数(人),平成20年／男(人),平成20年／女(人),平成21年／総数(人),平成21年／男(人),平成21年／女(人),平成22年／総数(人),平成22年／男(人),平成22年／女(人),平成23年／総数(人),平成23年／男(人),平成23年／女(人),平成24年／総数(人),平成24年／男(人),平成24年／女(人),平成25年／人口総計／総数(人),平成25年／人口総計／男(人),平成25年／人口総計／女(人),平成25年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成25年／人口総計／人口総数のうち日本人（再掲）／男(人),平成25年／人口総計／人口総数のうち日本人（再掲）／女(人),平成26年／人口総計／総数(人),平成26年／人口総計／男(人),平成26年／人口総計／女(人),平成26年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成26年／人口総計／人口総数のうち日本人（再掲）／男(人),平成26年／人口総計／人口総数のうち日本人（再掲）／女(人),平成27年／人口総計／総数(人),平成27年／人口総計／男(人),平成27年／人口総計／女(人),平成27年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成27年／人口総計／人口総数のうち日本人（再掲）／男(人),平成27年／人口総計／人口総数のうち日本人（再掲）／女(人),平成28年／人口総計／総数(人),平成28年／人口総計／男(人),平成28年／人口総計／女(人),平成28年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成28年／人口総計／人口総数のうち日本人（再掲）／男(人),平成28年／人口総計／人口総数のうち日本人（再掲）／女(人),平成29年／人口総計／総数(人),平成29年／人口総計／男(人),平成29年／人口総計／女(人),平成29年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成29年／人口総計／人口総数のうち日本人（再掲）／男(人),平成29年／人口総計／人口総数のうち日本人（再掲）／女(人),平成30年／人口総計／総数(人),平成30年／人口総計／男(人),平成30年／人口総計／女(人),平成30年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成30年／人口総計／人口総数のうち日本人（再掲）／男(人),平成30年／人口総計／人口総数のうち日本人（再掲）／女(人),平成31年／人口総計／総数(人),平成31年／人口総計／男(人),平成31年／人口総計／女(人),平成31年／人口総計／人口総数のうち日本人（再掲）／総数(人),平成31年／人口総計／人口総数のうち日本人（再掲）／男(人),平成31年／人口総計／人口総数のうち日本人（再掲）／女(人),令和2年／人口総計／総数(人),令和2年／人口総計／男(人),令和2年／人口総計／女(人),令和2年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和2年／人口総計／人口総数のうち日本人（再掲）／男(人),令和2年／人口総計／人口総数のうち日本人（再掲）／女(人),令和3年／人口総計／総数(人),令和3年／人口総計／男(人),令和3年／人口総計／女(人),令和3年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和3年／人口総計／人口総数のうち日本人（再掲）／男(人),令和3年／人口総計／人口総数のうち日本人（再掲）／女(人),令和4年／人口総計／総数(人),令和4年／人口総計／男(人),令和4年／人口総計／女(人),令和4年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和4年／人口総計／人口総数のうち日本人（再掲）／男(人),令和4年／人口総計／人口総数のうち日本人（再掲）／女(人),令和5年／人口総計／総数(人),令和5年／人口総計／男(人),令和5年／人口総計／女(人),令和5年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和5年／人口総計／人口総数のうち日本人（再掲）／男(人),令和5年／人口総計／人口総数のうち日本人（再掲）／女(人),令和6年／人口総計／総数(人),令和6年／人口総計／男(人),令和6年／人口総計／女(人),令和6年／人口総計／人口総数のうち日本人（再掲）／総数(人),令和6年／人口総計／人口総数のうち日本人（再掲）／男(人),令和6年／人口総計／人口総数のうち日本人（再掲）／女(人)
4,13109,品川区,256435,130056,126379,259294,131686,127608,259007,131775,127232,255157,129901,125256,253312,129101,124211,250885,127773,123112,247294,125792,121502,244409,124305,120104,241789,123060,118729,238407,121410,116997,235394,120093,115301,233023,119090,113933,231482,118459,113023,231027,118340,112687,231219,118793,112426,231451,118987,112464,231769,119245,112524,232337,119540,112797,233911,120615,113296,235837,121426,114411,238415,122613,115802,239324,122960,116364,240287,123308,116979,242501,124192,118309,242734,124232,118502,243350,124417,118933,244815,124943,119872,245426,125039,120387,253356,128759,124597,244205,124352,119853,252684,128320,124364,243634,123933,119701,253007,128443,124564,243751,123913,119838,256065,130022,126043,246479,125357,121122,258689,131278,127411,248507,126287,122220,261783,132707,129076,251188,127544,123644,267379,135482,131897,256080,129906,126174,272841,138196,134645,260846,132249,128597,276016,139596,136420,264520,133890,130630,273742,138246,135496,263032,132938,130094,275266,138768,136498,263503,132889,130614,280104,141213,138891,266716,134397,132319
4,13110,目黒区,194201,96056,98145,194724,96623,98101,193952,96252,97700,190689,94700,95989,187438,93214,94224,184778,91557,93221,182861,90424,92437,180743,88845,91898,178327,87394,90933,176244,86315,89929,175258,85789,89469,175440,85510,89930,175540,85542,89998,175298,85155,90143,175067,84973,90094,175811,85417,90394,176424,85651,90773,177507,85943,91564,178445,86189,92256,178459,86319,92140,178287,86113,92174,178853,86383,92470,180630,87300,93330,180432,87030,93402,180082,86675,93407,179252,86162,93090,179671,86490,93181,179830,86510,93320,186713,90306,96407,180598,87026,93572,187403,90646,96757,181297,87384,93913,187648,90842,96806,181183,87365,93818,188464,91264,97200,181646,87606,94040,189759,91961,97798,182608,88118,94490,191662,92823,98839,184126,88775,95351,193498,93686,99812,185425,89331,96094,194966,94155,100811,186403,89538,96865,194467,93769,100698,186350,89358,96992,191818,92181,99637,184129,88032,96097,192665,92565,100100,184181,87971,96210,193741,93060,100681,184533,88154,96379
4,13111,大田区,481637,250627,231010,483267,251962,231305,485561,253891,231670,484624,254198,230426,482816,253448,229368,482915,253322,229593,481163,252307,228856,479575,251365,228210,476917,249876,227041,473279,247692,225587,469948,245977,223971,467265,244160,223105,466230,243474,222756,464366,242644,221722,463514,242140,221374,461784,241047,220737,459834,240456,219378,459698,240522,219176,459513,240690,218823,460490,241423,219067,460911,241672,219239,461681,241925,219756,461655,242032,219623,461259,242069,219190,460398,241663,218735,459414,241180,218234,458121,239947,218174,457384,239584,217800,469938,244801,225137,454202,237677,216525,469333,244055,225278,453308,236709,216599,470232,244290,225942,453583,236619,216964,471497,244435,227062,454163,236362,217801,474392,245436,228956,455892,236692,219200,478574,247097,231477,458992,237836,221156,483584,248641,234943,462848,238872,223976,488363,250471,237892,466714,240167,226547,487654,249543,238111,467064,239805,227259,484819,248559,236260,465173,239233,225940,486774,249671,237103,465457,239404,226053,493790,253373,240417,469355,241363,227992
4,13112,世田谷区,580604,294111,286493,589350,299451,289899,594566,302651,291915,592018,301680,290338,589157,299916,289241,587009,298149,288860,585355,296108,289247,583105,292965,290140,579234,290035,289199,573885,286607,287278,571462,284684,286778,572024,284353,287671,571894,283821,288073,573262,284039,289223,573065,283528,289537,574668,284228,290440,575081,284428,290653,576274,284901,291373,577865,285280,292585,579604,285857,293747,581089,286108,294981,583401,287072,296329,587605,288961,298644,587879,288901,298978,587064,288174,298890,584420,286774,297646,585660,286606,299054,586911,286894,300017,598055,292202,305853,585075,285626,299449,597907,291579,306328,584843,284934,299909,597839,291165,306674,584036,284098,299938,601988,292660,309328,587078,284989,302089,606939,294805,312134,590836,286541,304295,611398,296403,314995,593785,287364,306421,617591,298959,318632,598622,289351,309271,624580,301971,322609,604094,291626,312468,625899,302454,323445,606322,292470,313852,621744,300207,321537,603347,290729,312618,622265,300294,321971,601953,289735,312218,625038,301759,323279,602573,290018,312555
4,13113,渋谷区,176022,85639,90383,177798,86820,90978,175196,85808,89388,170009,83445,86564,163406,80102,83304,157822,77322,80500,151885,74310,77575,147049,71769,75280,142960,69804,73156,140261,68514,71747,138533,67709,70824,137406,67338,70068,136428,66805,69623,136910,67325,69585,137630,67625,70005,139568,68568,71000,141338,69482,71856,142030,69975,72055,142646,70198,72448,143286,70717,72569,143348,70760,72588,143960,71160,72800,144566,71327,73239,143579,70672,72907,142431,70271,72160,141366,69411,71955,141857,69391,72466,143586,70425,73161,152953,75585,77368,144860,71192,73668,153967,76349,77618,146324,72105,74219,154706,76712,77994,146854,72341,74513,156254,77361,78893,148049,72871,75178,157581,78039,79542,149051,73351,75700,159238,78712,80526,150289,73801,76488,160502,79230,81272,151146,74081,77065,162763,80240,82523,152869,74821,78048,162939,80402,82537,153707,75289,78418,161552,79775,81777,153093,75014,78079,162394,80009,82385,152907,74680,78227,163816,80830,82986,153360,75047,78313
4,13114,中野区,243359,123196,120163,242495,122930,119565,242909,123791,119118,239891,122228,117663,236899,120668,116231,234053,119187,114866,231217,117832,113385,229575,116922,112653,227873,115983,111890,224412,114405,110007,221481,112932,108549,219370,112025,107345,218503,111720,106783,217563,111656,105907,216894,111616,105278,216432,111877,104555,215599,111544,104055,216060,111878,104182,215958,111954,104004,215925,112181,103744,216088,112435,103653,215228,112534,102694,215011,112580,102431,215362,113098,102264,214894,113096,101798,213573,112690,100883,212480,112035,100445,212213,112015,100198,221759,116675,105084,212061,112023,100038,222217,117105,105112,212205,112197,100008,223224,117841,105383,211917,112133,99784,226897,119817,107080,214044,113267,100777,229400,121030,108370,214779,113567,101212,231995,122432,109563,215176,113759,101417,234427,123629,110798,216335,114315,102020,237684,125128,112556,218953,115514,103439,236588,124429,112159,220170,115965,104205,234137,122960,111177,219817,115597,104220,236406,124313,112093,219700,115556,104144,240206,126388,113818,220783,116111,104672
4,13115,杉並区,387568,194330,193238,390559,196074,194485,393141,197976,195165,392272,197580,194692,390657,196637,194020,388993,195475,193518,387068,194002,193066,386729,193358,193371,384325,191682,192643,380226,189417,190809,376389,187463,188926,373110,185834,187276,372069,185445,186624,370987,184940,186047,370177,184575,185602,370080,184609,185471,370648,185553,185095,371922,186315,185607,372179,186542,185637,372874,186762,186112,372584,186609,185975,373256,186755,186501,373385,186739,186646,374657,187531,187126,374344,187319,187025,373141,186205,186936,371524,185188,186336,370312,184262,186050,377782,187737,190045,368263,183150,185113,376822,186979,189843,367104,182268,184836,377000,187047,189953,366616,181910,184706,380034,188349,191685,368345,182530,185815,383653,190015,193638,370336,183354,186982,387343,191309,196034,372342,183825,188517,390621,192858,197763,374399,184832,189567,394384,194535,199849,377452,186148,191304,392477,193546,198931,377429,186075,191354,388747,191703,197044,375245,184995,190250,390164,192541,197623,375085,184887,190198,392656,194106,198550,375408,185291,190117
4,13116,豊島区,199559,101057,98502,199625,101173,98452,198485,101117,97368,196477,100498,95979,192594,98598,93996,189339,97044,92295,187160,96124,91036,184150,94445,89705,181592,93455,88137,178025,91939,86086,174801,90421,84380,173034,89818,83216,171088,89060,82028,171278,89535,81743,170738,89587,81151,170858,89744,81114,171397,90560,80837,171246,90644,80602,171233,90799,80434,170171,90399,79772,169322,89856,79466,170037,90461,79576,171932,91375,80557,172890,91809,81081,172620,91803,80817,172762,91976,80786,173616,92462,81154,175094,93126,81968,192624,101445,91179,174992,93117,81875,193522,101847,91675,175437,93168,82269,195420,103103,92317,175394,93085,82309,199183,105158,94025,176328,93378,82950,201988,106282,95706,176776,93250,83526,204284,107260,97024,177174,93252,83922,206216,107502,98714,178032,93268,84764,206609,107442,99167,179122,93602,85520,203760,105867,97893,179439,93655,85784,200408,104139,96269,178290,92889,85401,205728,106885,98843,179124,93130,85994,208947,108687,100260,178686,92923,85763
4,13117,北区,265718,133986,131732,264715,133756,130959,264518,133960,130558,263962,133990,129972,261937,133294,128643,259100,131825,127275,256239,130698,125541,252349,128526,123823,249184,127143,122041,244962,125216,119746,240666,123216,117450,236853,121484,115369,233863,119955,113908,229926,118240,111686,227636,117463,110173,225353,116358,108995,221832,114791,107041,219880,114130,105750,217778,113385,104393,216586,112930,103656,215915,112653,103262,214525,112157,102368,211564,110774,100790,211521,110859,100662,211179,111001,100178,209414,110222,99192,208302,109551,98751,207210,108965,98245,218635,114036,104599,206117,108339,97778,217608,113562,104046,204911,107745,97166,218182,113904,104278,204217,107263,96954,219673,114755,104918,204263,107223,97040,222309,116052,106257,205166,107431,97735,224517,117115,107402,206123,107678,98445,227830,118508,109322,207944,108348,99596,229753,119297,110456,209100,108809,100291,228965,118747,110218,209595,108999,100596,227834,118218,109616,209292,108964,100328,231540,120198,111342,210337,109509,100828,236112,122363,113749,212143,110157,101986
4,13118,荒川区,133102,68437,64665,132072,68010,64062,131600,67987,63613,131090,67884,63206,130525,67675,62850,129387,67039,62348,129001,67090,61911,127717,66357,61360,126432,65752,60680,125065,65087,59978,123489,64304,59185,121811,63416,58395,120438,62714,57724,118634,61635,56999,118380,61566,56814,118123,61429,56694,118641,61729,56912,118525,61819,56706,119188,62167,57021,119092,62198,56894,118458,62092,56366,119128,62464,56664,119001,62498,56503,120391,63096,57295,121775,63732,58043,123283,64474,58809,124664,65192,59472,124977,65202,59775,137239,70858,66381,124352,64922,59430,136798,70766,66032,123678,64529,59149,136567,70596,65971,122905,64055,58850,137542,71096,66446,123268,64118,59150,138587,71551,67036,123454,64113,59341,139715,71902,67813,123938,64182,59756,141083,72423,68660,124814,64480,60334,142277,72916,69361,125939,65026,60913,141772,72706,69066,126446,65281,61165,141384,72457,68927,126793,65406,61387,143267,73482,69785,127230,65613,61617,146370,75105,71265,128394,66121,62273
4,13119,板橋区,359170,183134,176036,363131,185375,177756,368577,188947,179630,373253,191686,181567,375820,193389,182431,376553,193649,182904,378349,194643,183706,380651,195770,184881,378542,194317,184225,375921,192920,183001,370695,190279,180416,368914,189581,179333,366830,188451,178379,365232,187698,177534,363580,187023,176557,361824,186204,175620,360719,186241,174478,361192,186484,174708,361696,187356,174340,360860,186676,174184,358024,185513,172511,356416,184862,171554,355448,184449,170999,354303,183953,170350,353725,183914,169811,353259,183712,169547,351509,182463,169046,350375,181667,168708,362787,186559,176228,348444,180403,168041,361118,185667,175451,346371,179289,167082,360838,185028,175810,344927,178032,166895,364020,186268,177752,346208,178285,167923,367707,187862,179845,347669,178636,169033,370447,188736,181711,348593,178629,169964,374014,189835,184179,350337,178904,171433,377710,191190,186520,352306,179428,172878,376428,190431,185997,352581,179240,173341,374664,189200,185464,352443,178797,173646,377247,190387,186860,352539,178510,174029,383016,193028,189988,354662,179222,175440
4,13120,練馬区,425034,218246,206788,431972,221191,210781,442395,226532,215863,448970,230321,218649,454825,233608,221217,458315,235206,223109,460583,236263,224320,463904,237886,226018,464803,237991,226812,463702,237045,226657,462971,236611,226360,462541,236050,226491,461762,235452,226310,462032,235484,226548,463558,236219,227339,464220,236436,227784,464071,236726,227345,464949,237338,227611,465650,237976,227674,466692,238579,228113,467283,238786,228497,465854,238113,227741,466020,238417,227603,467233,238930,228303,468194,239265,228929,468669,239325,229344,468465,238754,229711,468130,238374,229756,476513,241534,234979,465540,236769,228771,474426,240450,233976,463354,235554,227800,473733,239675,234058,462045,234417,227628,475702,240230,235472,463016,234492,228524,478565,241210,237355,464246,234632,229614,481888,242087,239801,465969,234734,231235,484957,242796,242161,467741,234749,232992,490944,245065,245879,472029,236351,235678,491070,244840,246230,473541,236613,236928,489429,243582,245847,473253,236048,237205,490697,243988,246709,472776,235615,237161,493408,245050,248358,473320,235489,237831
4,13121,足立区,447607,230268,217339,452112,233066,219046,457270,236170,221100,463645,240059,223586,470288,244234,226054,473417,246433,226984,473746,246812,226934,474616,247445,227171,474665,247660,227005,470603,245500,225103,465469,242719,222750,461487,240471,221016,456524,237892,218632,451883,235431,216452,447095,232856,214239,442725,230591,212134,437983,228235,209748,433949,226226,207723,430037,224633,205404,427090,223332,203758,424946,222441,202505,420533,220487,200046,416256,218620,197636,416829,219154,197675,415747,218940,196807,418021,220378,197643,418892,220861,198031,418262,220360,197902,432626,225848,206778,414458,218253,196205,429642,224236,205406,411386,216648,194738,428487,223877,204610,409380,215772,193608,430035,224743,205292,409387,215793,193594,431073,225477,205596,408971,215702,193269,434372,227181,207191,410277,216404,193873,437396,228653,208743,411648,216927,194721,440989,230398,210591,413209,217562,195647,441514,230450,211064,414220,217839,196381,442092,230538,211554,415315,218353,196962,446450,232975,213475,416973,219028,197945,451463,235553,215910,419171,219922,199249
4,13122,葛飾区,301903,154210,147693,302991,155395,147596,305077,156418,148659,308365,158859,149506,312275,161179,151096,314411,162644,151767,315140,163167,151973,315632,163494,152138,314404,162780,151624,312527,161945,150582,309898,160527,149371,307606,159429,148177,304854,158249,146605,301864,156820,145044,300265,156060,144205,297525,154898,142627,293964,153208,140756,292748,152690,140058,291284,152179,139105,289359,151195,138164,288350,150794,137556,287769,150603,137166,286180,150069,136111,284675,149470,135205,283088,148738,134350,282530,148626,133904,284723,149729,134994,283181,148777,134404,291109,151958,139151,279488,146898,132590,289297,150980,138317,277521,145771,131750,287327,149829,137498,274806,144145,130661,288427,150458,137969,274518,144007,130511,290920,151607,139313,275145,144144,131001,293433,152798,140635,276024,144406,131618,295162,153456,141706,276838,144671,132167,297033,154190,142843,277649,144845,132804,296328,153817,142511,277688,144766,132922,295692,153170,142522,277822,144597,133225,299068,154720,144348,279133,144979,134154,302817,156394,146423,280345,145341,135004
4,13123,江戸川区,368297,190978,177319,376790,195977,180813,388735,202434,186301,398974,208363,190611,408791,214074,194717,418208,219202,199006,426021,223334,202687,433624,227905,205719,437587,230046,207541,439936,231275,208661,440648,231697,208951,441144,231942,209202,442802,232961,209841,443574,233121,210453,445684,234235,211449,447524,235408,212116,446314,235049,211265,446332,235209,211123,447444,236014,211430,446410,235186,211224,446518,235432,211086,444736,234620,210116,442864,233873,208991,441219,233189,208030,439061,232212,206849,437867,231500,206367,438635,231482,207153,436773,230099,206674,451054,235793,215261,431400,227276,204124,448469,234495,213974,428475,225798,202677,448759,234597,214162,427344,225055,202289,452023,236239,215784,428229,225349,202880,455458,238096,217362,429420,226018,203402,458261,239296,218965,430150,226057,204093,460653,240210,220443,430719,225859,204860,462993,241381,221612,431194,225832,205362,460762,240259,220503,430340,225387,204953,456868,238027,218841,428089,224112,203977,458274,238726,219548,426756,223277,203479,461921,240465,221456,426591,222747,203844
1,13200,市部,2354650,1214252,1140398,2406713,1243347,1163366,2462101,1274676,1187425,2515298,1304756,1210542,2560688,1330765,1229923,2604450,1354181,1250269,2637697,1371973,1265724,2666456,1387012,1279444,2688097,1397865,1290232,2698205,1401110,1297095,2700080,1400094,1299986,2699390,1397368,1302022,2697030,1394634,1302396,2697531,1393275,1304256,2699724,1394053,1305671,2704207,1395419,1308788,2702183,1393299,1308884,2702956,1393452,1309504,2701843,1392424,1309419,2706064,1393246,1312818,2708853,1393748,1315105,2701125,1389640,1311485,2688218,1383701,1304517,2680075,1380051,1300024,2667246,1373714,1293532,2662970,1371905,1291065,2661062,1369929,1291133,2650502,1364073,1286429,2675286,1372128,1303158,2620912,1348521,1272391,2649597,1358873,1290724,2595038,1334883,1260155,2626735,1347637,1279098,2569804,1322132,1247672,2617716,1343047,1274669,2557501,1315628,1241873,2616459,1342118,1274341,2551568,1311988,1239580,2616301,1341448,1274853,2546218,1308459,1237759,2620158,1342021,1278137,2545850,1306869,1238981,2624484,1343211,1281273,2546195,1305827,1240368,2624581,1342431,1282150,2548323,1305851,1242472,2625985,1342106,1283879,2552382,1307103,1245279,2631554,1344606,1286948,2550899,1305838,1245061,2632893,1344790,1288103,2544554,1301530,1243024
4,13201,八王子市,287907,149581,138326,295756,153786,141970,303442,158109,145333,312600,163273,149327,320300,167564,152736,329575,172732,156843,337096,177123,159973,344272,181322,162950,349711,184061,165650,354528,186452,168076,359224,188558,170666,362524,189905,172619,363977,190272,173705,367066,191444,175622,370772,193291,177481,374199,194919,179280,375127,195321,179806,374875,195020,179855,373460,194067,179393,373785,194029,179756,374434,194326,180108,372746,193421,179325,370619,192344,178275,368735,191476,177259,366917,190686,176231,366536,190498,176038,366232,190347,175885,364849,189605,175244,367016,189946,177070,359093,186543,172550,361370,187180,174190,353423,183681,169742,355893,184472,171421,347537,180720,166817,352645,182987,169658,343762,178963,164799,350647,182155,168492,340788,177550,163238,348909,181503,167406,338032,176267,161765,347188,180543,166645,335708,174982,160726,346239,179850,166389,334586,174233,160353,344751,179285,165466,333215,173688,159527,345065,179648,165417,333910,174273,159637,346468,180467,166001,334024,174402,159622,345901,180260,165641,332334,173506,158828
4,13202,立川市,103444,52263,51181,105395,53379,52016,107846,54853,52993,109723,56085,53638,111449,57130,54319,112950,57990,54960,113675,58499,55176,114762,59158,55604,115395,59477,55918,115384,59356,56028,115954,59643,56311,116478,59762,56716,116401,59738,56663,116441,59738,56703,116818,60067,56751,118115,60750,57365,117853,60619,57234,118011,60897,57114,117606,60830,56776,117821,60854,56967,118139,60993,57146,117904,60939,56965,117883,61031,56852,117794,61012,56782,117413,60952,56461,117082,60885,56197,116753,60631,56122,116238,60426,55812,117525,60742,56783,114736,59579,55157,116047,60100,55947,113341,58971,54370,115525,59766,55759,112771,58599,54172,115136,59757,55379,112157,58450,53707,115874,60083,55791,112623,58615,54008,116264,60286,55978,112794,58713,54081,116817,60572,56245,113134,58896,54238,116768,60697,56071,112888,58887,54001,116957,60689,56268,113036,58842,54194,117596,60840,56756,113611,59007,54604,118062,60953,57109,113684,58949,54735,118535,61176,57359,113855,59011,54844
4,13203,武蔵野市,98531,50092,48439,99460,50692,48768,99938,50905,49033,100135,50998,49137,100120,51005,49115,100584,51083,49501,100437,50929,49508,100519,50893,49626,99271,50225,49046,98335,49689,48646,96725,48785,47940,96258,48465,47793,95384,48028,47356,95333,47919,47414,95317,47873,47444,94707,47487,47220,94736,47459,47277,94512,47267,47245,94173,47111,47062,93706,46758,46948,94093,46988,47105,94905,47422,47483,94593,47080,47513,94227,46931,47296,93678,46645,47033,93477,46596,46881,93683,46496,47187,93257,46220,47037,94775,46893,47882,92813,45938,46875,95016,47050,47966,92972,46016,46956,95334,47274,48060,93112,46130,46982,95449,47253,48196,93129,46099,47030,95530,47246,48284,92977,45973,47004,95853,47413,48440,93097,46026,47071,96655,47635,49020,93747,46204,47543,96856,47693,49163,93862,46208,47654,97144,47807,49337,94310,46424,47886,97382,47905,49477,94712,46577,48135,97275,47916,49359,94406,46473,47933,97090,47792,49298,93859,46163,47696
4,13204,三鷹市,118755,62350,56405,119627,62897,56730,120349,63226,57123,121244,63817,57427,121632,64065,57567,121550,63920,57630,121299,63649,57650,121896,63717,58179,121695,63416,58279,120780,62593,58187,119817,62033,57784,118855,61436,57419,118656,61247,57409,118778,61259,57519,118686,61226,57460,119344,61496,57848,119260,61333,57927,119553,61471,58082,120160,61775,58385,120511,61936,58575,121023,62134,58889,120978,61999,58979,120633,61733,58900,121818,62246,59572,121604,62165,59439,121747,62253,59494,120928,61653,59275,120700,61391,59309,122340,62101,60239,119788,60919,58869,120933,61332,59601,118432,60155,58277,121242,61434,59808,118597,60167,58430,121038,61137,59901,118351,59849,58502,122013,61538,60475,119006,60094,58912,122743,61955,60788,119487,60362,59125,122826,61852,60974,119422,60172,59250,123643,62226,61417,120133,60514,59619,124659,62751,61908,121445,61145,60300,124785,62752,62033,121746,61215,60531,124496,62570,61926,121038,60842,60196,124610,62520,62090,120846,60655,60191
4,13205,青梅市,71595,36576,35019,73627,37833,35794,76081,39336,36745,79344,41134,38210,82380,42833,39547,85386,44547,40839,88384,46280,42104,90174,47330,42844,92797,48790,44007,94322,49502,44820,95838,50377,45461,96537,50761,45776,97083,50967,46116,97136,50965,46171,97477,51164,46313,97638,51238,46400,97152,50968,46184,96847,50799,46048,96293,50483,45810,95777,50145,45632,95529,49956,45573,94712,49441,45271,93355,48800,44555,92259,48248,44011,91009,47610,43399,90136,47205,42931,89833,46965,42868,89295,46727,42568,88601,46123,42478,87375,45717,41658,86761,45170,41591,85554,44763,40791,84783,44225,40558,83554,43797,39757,83665,43836,39829,82328,43311,39017,82227,43109,39118,80824,42556,38268,80962,42552,38410,79442,41919,37523,79746,41994,37752,78153,41304,36849,78658,41398,37260,76987,40658,36329,77678,40916,36762,75992,40189,35803,76770,40489,36281,75056,39751,35305,76205,40184,36021,74363,39371,34992,75583,39838,35745,73439,38822,34617
4,13206,府中市,141483,75093,66390,143779,76730,67049,147080,78833,68247,149237,80393,68844,150856,81464,69392,152636,82396,70240,153746,83044,70702,154946,83612,71334,156335,84340,71995,156813,84690,72123,157074,84625,72449,156904,84289,72615,157590,84381,73209,157857,84404,73453,158387,84583,73804,158748,84612,74136,158632,84325,74307,160620,85493,75127,160985,85658,75327,162231,86317,75914,163772,86810,76962,165453,87592,77861,164978,87319,77659,164779,87136,77643,164761,86987,77774,166112,87997,78115,166693,88328,78365,166399,88037,78362,168452,88406,80046,164830,86950,77880,168034,88194,79840,164403,86723,77680,167291,87685,79606,163526,86175,77351,167870,88021,79849,163952,86414,77538,168068,88018,80050,163985,86318,77667,168070,87842,80228,163726,86002,77724,168925,88042,80883,164253,86054,78199,169156,88167,80989,164222,86038,78184,169003,87962,81041,164331,85850,78481,169152,87705,81447,164726,85741,78985,169265,87656,81609,164349,85487,78862,169785,87910,81875,164602,85584,79018
4,13207,昭島市,67417,34480,32937,68133,34913,33220,69242,35685,33557,72123,37342,34781,73977,38381,35596,75006,39007,35999,75871,39532,36339,76300,39682,36618,76796,40071,36725,77279,40339,36940,77531,40440,37091,77329,40350,36979,76876,40123,36753,76302,39741,36561,76085,39687,36398,75273,39194,36079,75098,39101,35997,74928,39093,35835,75909,39631,36278,75920,39553,36367,75476,39320,36156,75606,39392,36214,75330,39315,36015,74940,39204,35736,74136,38854,35282,73948,38710,35238,73939,38686,35253,73447,38331,35116,73733,38311,35422,72095,37585,34510,72542,37655,34887,70865,36918,33947,71430,37124,34306,69622,36311,33311,70908,36825,34083,68967,35937,33030,70241,36403,33838,68181,35444,32737,70132,36352,33780,67942,35327,32615,69827,36183,33644,67576,35143,32433,69702,36122,33580,67401,35033,32368,69598,35972,33626,67299,34920,32379,69743,36105,33638,67479,35080,32399,70051,36307,33744,67654,35198,32456,70394,36522,33872,67739,35264,32475
