名称,所在地,緯度,経度,電話
生涯学習センター,練馬区豊玉北6-8-1,35.7342428,139.6519894,03-3991-1667
生涯学習センター分館,練馬区高野台2-25-1,35.74806639,139.6212067,03-3904-4881
