運航社[スペースチャーター],寄港地,配船数[配船間隔],投入船船名,投入船ＴＥＵ,投入船ＤＷＴ,利用ターミナル
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＳＡＮＦＲＡＮＣＩＳＣＯＢＲＩＤＧＥ,6400,72890,大井Ｏ1/2
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＳＥＡＴＴＬＥＢＲＩＤＧＥ,6400,72890,大井Ｏ1/2
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＳＡＮＤＩＥＧＯＢＲＩＤＧＥ,6400,72912,大井Ｏ1/2
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＭＯＬＰＡＣＥ,6350,73968,大井Ｏ3/4
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＭＯＬＰＡＣＥＰＲＯＳＰＥＲＩＴＹ,6350,72968,大井Ｏ3/4
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＭＯＬＰＲＥＣＩＳＩＯＮ,6350,73063,大井Ｏ3/4
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＮＹＫＡＰＨＲＯＤＩＴＥ,6492,81171,大井Ｏ6/7
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＮＹＫＡＱＵＡＲＩＵＳ,6492,81171,大井Ｏ6/7
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＮＹＫＬＯＤＥＳＴＡＲ,6178,77900,大井Ｏ6/7
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＮＹＫＬＹＮＸ,6178,77950,大井Ｏ6/7
川崎汽船商船三井日本郵船［ＨａｐａｇＬｉｏｙｄ］,基隆/.香港/大連湾/厦門/上海/寧波/釜山／マンザニーロ（メキシコ）/カラオ/イキケ/バルパライソ/リルケン/カラオ/マンザニーロ（メキシコ）/東京/基隆,１１隻７日ラウンド（日/月、ウィークリー）,ＮＹＫＬＹＲＡ,6178,77950,大井Ｏ6/7
