運航社[スペースチャーター],寄港地,配船数[配船間隔],投入船船名,投入船ＴＥＵ,投入船ＤＷＴ,利用ターミナル
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＡＮＥＵＶＥＲ,6724,79423,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＯＤＥＲＮ,6724,79283,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＯＴＩＶＡＴＯＲ,6724,79278,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＩＳＳＩＯＮ,6200,79491,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＡＧＮＩＦＩＣＥＮＣＥ,6724,79417,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＡＪＥＳＴＹ,6724,79443,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＡＴＲＩＸ,6724,79312,大井03/4
APLHyundai商船三井,レムチャバン/カイメップ/香港/塩田/ロサンゼルス/オークランド/シアトル/バンクーバー/東京/神戸/塩田/香港/レムチャバン,８隻５６日ラウンド(火、ウィークリー),ＭＯＬＭＡＲＶＥＬ,6724,79460,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＡＰＬＡＲＡＢＩＡ,4890,66895,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＡＰＬＥＧＹＰＴ,4890,66922,大井03/4
