運航社[スペースチャーター],寄港地,配船数[配船間隔],投入船船名,投入船ＴＥＵ,投入船ＤＷＴ,利用ターミナル
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＡＰＬＭＡＬＡＳＩＡ,4890,66910,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＦＦＩＣＩＥＮＣＹ,4729,66647,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＮＣＯＲＥ,4646,63160,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＮＤＥＡＶＯＲ,4578,61441,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＮＤＵＲＡＮＣＥ,4578,61441,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＸＰＥＤＩＴＯＲ,4578,61441,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＸＰＲＥＳＳ,4646,63098,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＡＰＬＧＡＲＮＥＴ,4646,63046,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＡＰＬＳＡＲＤＯＮＹＸ,4729,65598,大井03/4
APLHyundai商船三井,赤湾/香港/高雄/釜山/神戸/東京/バルボア/マンザニーロデパナマ/マイアミ/ジャクソンビル/サバンナ/チャールストン/ニューヨーク/アントワープ／フェリックストウ/ブレマーハーフェン/ロッテルダム/ルアーブル/ニューヨーク/チャールストン/マンザローニデパナマ/ロサンゼルス/オークランド/東京/神戸/赤湾,13隻９１日ラウンド（土、月、ウィークリー）,ＭＯＬＥＮＤＯＷＭＥＮＴ,4800,62949,大井03/4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＡＣＥＲ,4229,57904,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＥＡＣＨ,4229,57904,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＥＦＩＮＥ,4229,58912,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＥＷＡＲＤ,4229,58912,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＳＵＮＲＩＧＨＴ,4229,57904,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＳＵＮＲＯＵＮＤ,4229,57904,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＳＵＮＲＯＡＤ,4229,57904,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＥＳＰＥＣＴ,4229,58912,青海Ａ4
Evergreen[ＣＳＣＬ],釜山/青島/上海/寧波/東京/ＣＣＴ/チャールストン/ノーフォーク/ＣＣＴ/ロサンゼルス/オークランド/東京/釜山,９隻６３日ラウンド（金、火、ウィークリー）,ＥＶＥＲＲＡＤＩＡＮＴ,4229,58912,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＢＥＲＴＹ,5625,63216,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＬＴＲＡ,5364,63388,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＦＩＣ,5652,63180,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＳＯＮ,5364,63388,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＴＥＤ,5364,63309,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＲＢＡＮ,5652,63120,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＳＥＦＵＬ,5652,63197,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＥＴＨＩＣ,6332,75898,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＥＸＣＥＬ,6332,75898,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＣＯＲＮ,5652,63045,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＥＶＥＲＵＮＩＴＹ,5652,63400,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＩＴＡＬＵＮＩＶＥＲＳＯ,5652,63216,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＩＴＡＬＵＳＯＤＩＭＡＲＥ,5652,63074,青海Ａ4
Evergreen,地中海/タンジュンペラパス/高雄/香港/塩田/上海/寧波/タコマ/バンクーバー/東京/大阪/釜山/青島/上海/寧波/高雄/香港/塩田/タンジュンペラパス/地中海,１４隻９８日ラウンド（水、ウィークリー）,ＡＶＥＳＳＥＬ,5652,63388,青海Ａ4
