運航社[スペースチャーター],寄港地,配船数[配船間隔],投入船船名,投入船TEU,投入船DWT,利用ターミナル
CCL(GoTo/JJSCO/ShaghaiPuhai/Sintans),青島/門司/博多/威海/青島/東京/横浜/青島,2隻14日ラウンド（火/水、ウィークリー）,FRIESEDIJK,887,12306,青海公共
CCL(GoTo/JJSCO/ShaghaiPuhai/Sintans),青島/門司/博多/威海/青島/東京/横浜/青島,2隻14日ラウンド（火/水、ウィークリー）,DELIA,889,12253,青海公共
CCL(GoTo/ShaghaiPuhai/Sintans),上海/大阪/神戸/泉北/上海/東京/横浜/上海,2隻14日ラウンド（火、ウィークリー）,CCLNINGBO,698,8157,青海公共
CCL(GoTo/ShaghaiPuhai/Sintans),上海/大阪/神戸/泉北/上海/東京/横浜/上海,2隻14日ラウンド（火、ウィークリー）,RBDESPERANZA,698,8210,青海公共
COSCO［T.S.Lines］,東京/横浜/名古屋/門司/釜山/厦門/香港/汕頭/厦門/横浜,2隻14日ラウンド（水/木、ウィークリー）,CAIYUNHE,1432,23845,青海A4
COSCO［T.S.Lines］,東京/横浜/名古屋/門司/釜山/厦門/香港/汕頭/厦門/横浜,2隻14日ラウンド（水/木、ウィークリー）,MIYUNHE,1432,24259,青海A4
COSCO［NingboOcean/Sinotans/SITC］,寧波/東京/横浜/寧波,1隻7ラウンド（火/水、ウィークリー）,HUTUOHE,764,12687,中防内側外貿雑貨
COSCO［Sinotrans］,東京/横浜/連雲港/青島/大阪/神戸/連雲港/青島/東京,2隻14ラウンド（火、ウィークリー）,TAKEKO,564,9513,中防内側外貿雑貨
COSCO［Sinotrans］,東京/横浜/連雲港/青島/大阪/神戸/連雲港/青島/東京,2隻14ラウンド（火、ウィークリー）,UMEKO,564,9515,中防内側外貿雑貨
