"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2011120101,"赤坂",,8,14,22,9995,,,,19,,,,,,
2011120102,"赤坂",,11,18,29,18,,,,11,,,,,,
2011120103,"赤坂",,18,21,39,14,,,,5,,,,,,
2011120104,"赤坂",,13,18,31,16,,,,7,,,,,,
2011120105,"赤坂",,17,17,34,13,,,,9,,,,,,
2011120106,"赤坂",,26,25,51,11,,,,4,,,,,,
2011120107,"赤坂",,23,28,51,9,,,,5,,,,,,
2011120108,"赤坂",,44,33,77,7,,,,9,,,,,,
2011120109,"赤坂",,24,27,51,10,,,,16,,,,,,
2011120110,"赤坂",,20,25,45,10,,,,13,,,,,,
2011120111,"赤坂",,9998,9998,9998,9998,,,,9998,,,,,,
2011120112,"赤坂",,23,25,48,10,,,,12,,,,,,
2011120113,"赤坂",,20,23,43,12,,,,5,,,,,,
2011120114,"赤坂",,16,22,38,14,,,,2,,,,,,
2011120115,"赤坂",,20,24,44,13,,,,4,,,,,,
2011120116,"赤坂",,17,24,41,12,,,,4,,,,,,
2011120117,"赤坂",,15,24,39,12,,,,12,,,,,,
2011120118,"赤坂",,21,27,48,10,,,,9,,,,,,
2011120119,"赤坂",,15,23,38,13,,,,7,,,,,,
2011120120,"赤坂",,12,21,33,14,,,,12,,,,,,
2011120121,"赤坂",,10,21,31,14,,,,17,,,,,,
2011120122,"赤坂",,12,21,33,13,,,,7,,,,,,
2011120123,"赤坂",,7,17,24,17,,,,13,,,,,,
2011120124,"赤坂",,11,18,29,16,,,,8,,,,,,
2011120201,"赤坂",,12,20,32,14,,,,12,,,,,,
2011120202,"赤坂",,11,18,29,16,,,,7,,,,,,
2011120203,"赤坂",,10,16,26,18,,,,9,,,,,,
2011120204,"赤坂",,11,14,25,21,,,,6,,,,,,
2011120205,"赤坂",,15,17,32,20,,,,7,,,,,,
2011120206,"赤坂",,20,20,40,17,,,,6,,,,,,
2011120207,"赤坂",,23,24,47,13,,,,6,,,,,,
2011120208,"赤坂",,25,27,52,11,,,,14,,,,,,
2011120209,"赤坂",,32,31,63,8,,,,15,,,,,,
2011120210,"赤坂",,33,29,62,9,,,,7,,,,,,
2011120211,"赤坂",,35,28,63,9,,,,13,,,,,,
2011120212,"赤坂",,30,27,57,9,,,,11,,,,,,
2011120213,"赤坂",,28,26,54,11,,,,12,,,,,,
2011120214,"赤坂",,20,25,45,12,,,,14,,,,,,
2011120215,"赤坂",,22,28,50,10,,,,13,,,,,,
2011120216,"赤坂",,17,25,42,11,,,,24,,,,,,
2011120217,"赤坂",,25,30,55,5,,,,14,,,,,,
2011120218,"赤坂",,22,27,49,7,,,,19,,,,,,
2011120219,"赤坂",,17,23,40,12,,,,18,,,,,,
2011120220,"赤坂",,14,22,36,11,,,,18,,,,,,
2011120221,"赤坂",,11,19,30,12,,,,15,,,,,,
2011120222,"赤坂",,9,17,26,14,,,,17,,,,,,
2011120223,"赤坂",,9,16,25,14,,,,12,,,,,,
2011120224,"赤坂",,8,15,23,16,,,,11,,,,,,
2011120301,"赤坂",,10,16,26,13,,,,12,,,,,,
2011120302,"赤坂",,7,13,20,16,,,,11,,,,,,
2011120303,"赤坂",,8,13,21,16,,,,14,,,,,,
2011120304,"赤坂",,12,15,27,14,,,,8,,,,,,
2011120305,"赤坂",,9,17,26,12,,,,5,,,,,,
2011120306,"赤坂",,18,20,38,8,,,,7,,,,,,
2011120307,"赤坂",,21,23,44,6,,,,7,,,,,,
2011120308,"赤坂",,27,26,53,5,,,,11,,,,,,
2011120309,"赤坂",,25,27,52,6,,,,13,,,,,,
2011120310,"赤坂",,25,28,53,8,,,,12,,,,,,
2011120311,"赤坂",,22,25,47,9,,,,7,,,,,,
2011120312,"赤坂",,24,27,51,7,,,,12,,,,,,
2011120313,"赤坂",,24,25,49,10,,,,11,,,,,,
2011120314,"赤坂",,20,24,44,11,,,,13,,,,,,
2011120315,"赤坂",,15,26,41,9,,,,16,,,,,,
2011120316,"赤坂",,21,33,54,3,,,,4,,,,,,
2011120317,"赤坂",,51,38,89,1,,,,21,,,,,,
2011120318,"赤坂",,61,40,101,1,,,,22,,,,,,
2011120319,"赤坂",,27,35,62,2,,,,18,,,,,,
2011120320,"赤坂",,5,27,32,8,,,,11,,,,,,
2011120321,"赤坂",,33,29,62,5,,,,20,,,,,,
2011120322,"赤坂",,86,39,125,1,,,,36,,,,,,
2011120323,"赤坂",,73,34,107,1,,,,19,,,,,,
2011120324,"赤坂",,66,29,95,1,,,,30,,,,,,
2011120401,"赤坂",,60,27,87,1,,,,20,,,,,,
2011120402,"赤坂",,28,25,53,1,,,,17,,,,,,
2011120403,"赤坂",,8,17,25,11,,,,5,,,,,,
2011120404,"赤坂",,6,11,17,20,,,,4,,,,,,
2011120405,"赤坂",,4,7,11,26,,,,1,,,,,,
2011120406,"赤坂",,3,6,9,29,,,,1,,,,,,
2011120407,"赤坂",,4,9,13,27,,,,3,,,,,,
2011120408,"赤坂",,7,12,19,25,,,,8,,,,,,
2011120409,"赤坂",,7,8,15,30,,,,5,,,,,,
2011120410,"赤坂",,4,6,10,34,,,,7,,,,,,
2011120411,"赤坂",,5,7,12,34,,,,7,,,,,,
2011120412,"赤坂",,4,6,10,35,,,,13,,,,,,
2011120413,"赤坂",,5,7,12,35,,,,6,,,,,,
2011120414,"赤坂",,5,9,14,34,,,,4,,,,,,
2011120415,"赤坂",,6,8,14,34,,,,7,,,,,,
2011120416,"赤坂",,7,11,18,30,,,,11,,,,,,
2011120417,"赤坂",,8,12,20,28,,,,8,,,,,,
2011120418,"赤坂",,8,13,21,27,,,,6,,,,,,
2011120419,"赤坂",,12,17,29,21,,,,10,,,,,,
2011120420,"赤坂",,9,17,26,22,,,,9,,,,,,
2011120421,"赤坂",,9,19,28,18,,,,11,,,,,,
2011120422,"赤坂",,9,18,27,19,,,,15,,,,,,
2011120423,"赤坂",,9,20,29,17,,,,10,,,,,,
2011120424,"赤坂",,9,23,32,13,,,,7,,,,,,
2011120501,"赤坂",,15,25,40,10,,,,14,,,,,,
2011120502,"赤坂",,18,27,45,7,,,,8,,,,,,
2011120503,"赤坂",,19,27,46,8,,,,8,,,,,,
2011120504,"赤坂",,22,25,47,9,,,,9,,,,,,
2011120505,"赤坂",,44,32,76,4,,,,13,,,,,,
2011120506,"赤坂",,67,35,102,2,,,,13,,,,,,
2011120507,"赤坂",,73,36,109,2,,,,22,,,,,,
2011120508,"赤坂",,77,36,113,2,,,,11,,,,,,
2011120509,"赤坂",,65,36,101,3,,,,19,,,,,,
2011120510,"赤坂",,44,34,78,7,,,,19,,,,,,
2011120511,"赤坂",,23,29,52,12,,,,19,,,,,,
2011120512,"赤坂",,20,26,46,16,,,,8,,,,,,
2011120513,"赤坂",,14,21,35,23,,,,9,,,,,,
2011120514,"赤坂",,16,20,36,25,,,,14,,,,,,
2011120515,"赤坂",,16,21,37,24,,,,7,,,,,,
2011120516,"赤坂",,19,24,43,21,,,,11,,,,,,
