鉱産品,,-,-,-,-,-,-,-,-,-,-,-,817,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,800,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,30,132,132,544,524,20,65,65,126,126,-,"700,734",32,2,30,445,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,"1,572",-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,"8,136",-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,5,5,136,136,-,24,24,1,1,-,"5,611",-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,3,3,157,157,-,2,2,61,61,-,"24,607",-,-,-,41,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,129,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,30,-,-,-,-,-,-,-,-,-,-,"1,246",-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,325,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,"1,184",-,-,-,8,35,二輪自動車,,,,,
36,自動車部品,-,-,-,27,27,-,-,-,59,59,-,"137,611",-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,1,1,-,"2,854",-,-,-,9,37,その他輸送機械,,,,,
38,産業機械,-,2,2,156,136,20,1,1,2,2,-,"381,342",32,2,30,383,38,産業機械,,,,,
39,電気機械,-,2,2,41,41,-,38,38,2,2,-,"87,308",-,-,-,3,39,電気機械,,,,,
40,測量・光学・医療用機械,-,120,120,27,27,-,-,-,-,-,-,"44,671",-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,"3,935",-,-,-,1,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,203,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,-,-,111,96,15,"1,538","1,538",80,-,80,"203,565",-,-,-,205,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,567,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,"5,982",-,-,-,135,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,2,2,-,-,-,"7,671",-,-,-,5,45,ガラス類,,,,,
46,窯業品,-,-,-,111,96,15,-,-,-,-,-,"11,203",-,-,-,2,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,"1,747",-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,-,-,-,-,-,"39,525",-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,-,-,-,"1,536","1,536",80,-,80,"136,758",-,-,-,63,56,その他化学工業品,,,,,
軽工業品,,-,11,11,248,248,-,322,322,75,75,-,"54,579",-,-,-,120,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,"29,264",-,-,-,7,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,259,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,8,8,-,-,-,"2,934",-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,248,248,-,231,231,45,45,-,"15,735",-,-,-,113,61,製造食品,,,,,
62,飲料,-,11,11,-,-,-,83,83,-,-,-,"6,372",-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,-,708,93,615,87,87,30,30,-,"215,825",563,563,-,168,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,19,19,-,-,-,"1,088",-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,"4,141",-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,7,7,-,-,-,"19,386",-,-,-,3,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,3,3,-,1,1,30,30,-,"8,554",-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,15,15,-,60,60,-,-,-,"17,394",-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,690,75,615,-,-,-,-,-,"116,277",563,563,-,165,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,"1,005",-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,-,-,-,-,-,"47,980",-,-,-,-,73,その他製造工業品,,,,,
特殊品,,1,-,-,60,60,-,851,851,556,1,555,"22,975",-,-,-,5,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,372,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,450,-,450,318,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,105,-,105,208,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,1,-,-,-,-,-,-,-,-,-,-,"14,254",-,-,-,4,79,輸送用容器,,,,,
80,取合せ品,-,-,-,60,60,-,851,851,1,1,-,"7,823",-,-,-,1,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
