,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　         アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,          中国,,,,,,,,,,,,,,,,,,,,,,
,,青島,連雲港,上海,仙頭,黄埔,湛江,南通,張家港,福州,寧波－舟山,温州,煙台,厦門,北海,広州,海口,,,,,,,
合計,,"1,769,083","202,585","4,368,448","27,750","69,532","5,790","22,617","70,220","102,206","596,709","2,571","413,366","704,383",154,29,"1,560",合計,,,,,,
農水産品,,"422,289","19,378","78,003",15,-,812,90,60,"3,620","32,139",-,"162,598","68,246",15,-,-,農水産品,,,,,,
1,麦,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,25,-,285,-,-,-,-,-,-,-,-,75,45,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"301,861","18,111","47,609",15,-,-,-,30,"1,845","8,070",-,"73,245","55,931",-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"37,313",885,"11,504",-,-,-,-,-,90,150,-,"9,432","4,590",-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,75,-,-,-,-,30,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"1,615",105,"13,832",-,-,-,-,-,15,"1,131",-,198,273,-,-,-,10,その他畜産品,,,,,
11,水産品,"81,475",277,"4,618",-,-,812,90,-,"1,670","22,788",-,"79,648","7,407",15,-,-,11,水産品,,,,,
林産品,,"4,936","2,116","34,683",-,210,-,-,-,570,"4,489",-,-,"3,299",-,-,-,林産品,,,,,,
12,原木,-,-,750,-,-,-,-,-,-,105,-,-,-,-,-,-,12,原木,,,,,
13,製材,"1,216",381,"25,228",-,-,-,-,-,180,"1,230",-,-,"1,799",-,-,-,13,製材,,,,,
14,樹脂類,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,15,-,-,-,-,-,-,-,-,-,90,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,"1,590",-,-,-,-,-,-,30,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,"3,720","1,735","6,200",-,210,-,-,-,390,"3,124",-,-,"1,410",-,-,-,17,薪炭,,,,,
鉱産品,,"15,005",468,"6,611",225,780,"2,055",-,30,30,240,-,"8,325","53,009",-,-,-,鉱産品,,,,,,
