20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,360,-,240,-,21,砂利・砂,,,,,
22,石材,-,210,-,-,-,-,-,-,-,45,-,-,337,178,624,15,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,26,原塩,,,,,
27,非金属鉱物,-,"1,635",-,-,-,-,-,-,150,135,-,-,"1,635",-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,401","79,922",-,17,"9,655",-,30,399,-,"9,577",417,-,"586,768","510,101","2,384","1,244",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,28,鉄鋼,,,,,
29,鋼材,-,60,-,-,55,-,-,-,-,-,-,-,240,599,15,-,29,鋼材,,,,,
30,非鉄金属,90,-,-,-,-,-,-,165,-,-,-,-,"3,609","3,542",-,-,30,非鉄金属,,,,,
31,金属製品,478,"13,649",-,-,-,-,-,-,-,315,372,-,"50,458","107,399","1,605",164,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,184,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,69,-,-,-,-,-,-,-,705,-,-,"2,927","18,588",-,-,34,その他輸送用車両,,,,,
35,二輪自動車,150,-,-,-,-,-,-,-,-,-,-,-,703,"15,197",-,-,35,二輪自動車,,,,,
36,自動車部品,-,"6,525",-,-,"3,484",-,-,84,-,-,-,-,"18,619","7,160",-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,"13,134","28,049",362,-,37,その他輸送機械,,,,,
38,産業機械,450,"1,952",-,-,33,-,30,-,-,30,45,-,"137,182","85,965",310,-,38,産業機械,,,,,
39,電気機械,233,"57,436",-,-,29,-,-,150,-,"8,512",-,-,"285,312","234,411",77,"1,080",39,電気機械,,,,,
40,測量・光学・医療用機械,-,231,-,17,9,-,-,-,-,-,-,-,"34,707","7,759",15,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,"6,045",-,-,-,-,-,-,-,"35,966","1,103",-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,15,-,-,"3,727",89,-,-,42,その他機械,,,,,
化学工業品,,"3,248","15,269",-,60,111,-,-,"1,628",195,"12,075","1,065",-,"53,882","90,410",954,-,化学工業品,,,,,,
43,陶磁器,30,270,-,-,-,-,-,-,-,"11,715",15,-,"11,599",631,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,90,570,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,"3,030",-,-,-,-,-,863,-,45,-,-,"8,835","2,231",76,-,45,ガラス類,,,,,
46,窯業品,-,240,-,-,-,-,-,-,-,45,-,-,"7,048","2,142",-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,45,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,"8,699",-,60,96,-,-,30,195,180,435,-,"3,172","8,692",-,-,54,化学薬品,,,,,
55,化学肥料,-,"1,020",-,-,-,-,-,735,-,-,-,-,30,"5,580",-,-,55,化学肥料,,,,,
56,その他化学工業品,"3,158","1,995",-,-,15,-,-,-,-,-,45,-,"23,153","71,134",878,-,56,その他化学工業品,,,,,
軽工業品,,705,432,-,-,527,-,-,784,-,"3,975","1,200",90,"26,486","114,429","60,498",30,軽工業品,,,,,,
57,紙・パルプ,705,60,-,-,-,-,-,-,-,90,-,-,"4,829","87,891",15,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,60,-,-,-,-,-,660,-,-,-,-,487,"1,757",33,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,165,-,-,507,-,-,49,-,"3,885",60,-,"11,584","21,504",503,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,"1,095",-,-,-,60,砂糖,,,,,
61,製造食品,-,136,-,-,20,-,-,75,-,-,"1,140",90,"8,401","1,056","59,812",30,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,-,90,-,135,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,11,-,-,-,-,-,-,-,-,-,-,-,"2,221",-,-,65,その他食料工業品,,,,,
雑工業品,,"4,699","4,909",-,420,"6,038","1,333",210,-,-,"3,981","2,400",-,"814,399","307,314","12,140",-,雑工業品,,,,,,
66,がん具,41,314,-,-,-,-,210,-,-,-,-,-,"130,355","5,454",-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,191,906,-,-,"4,133","1,333",-,-,-,555,-,-,"253,705","98,938","6,341",-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,479,-,-,-,-,-,-,-,216,-,-,"79,938","5,250","1,993",-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"2,322","1,299",-,405,-,-,-,-,-,"3,045","2,310",-,"280,471","78,822","2,677",-,69,家具装備品,,,,,
70,その他日用品,870,105,-,-,-,-,-,-,-,90,-,-,"22,073","101,434",58,-,70,その他日用品,,,,,
71,ゴム製品,225,"1,170",-,-,-,-,-,-,-,-,90,-,"3,020","3,490",-,-,71,ゴム製品,,,,,
72,木製品,90,389,-,15,30,-,-,-,-,60,-,-,"12,698","2,894",766,-,72,木製品,,,,,
73,その他製造工業品,960,247,-,-,"1,875",-,-,-,-,15,-,-,"32,139","11,032",305,-,73,その他製造工業品,,,,,
特殊品,,163,363,22,-,22,-,15,-,-,375,52,-,"91,093","75,566",412,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,240,30,210,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,43,-,-,-,-,-,15,-,-,240,-,-,"61,445","58,208",-,-,79,輸送用容器,,,,,
80,取合せ品,120,363,22,-,22,-,-,-,-,135,52,-,"29,303","17,328",202,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
