,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,   　       アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,          中国,,,,,,,,,,,,,,,,,,,,,,
,,江門,南京,泉州,梧州,武漢,安慶,赤湾,重慶,防城,九江,南昌,日照,蛇口,太倉,威海,蕪湖,,,,,,,
合計,,"10,216","102,919",52,497,"16,495","1,333",255,"2,976",345,"30,178","5,179",345,"1,581,849","1,099,102","102,478","1,289",合計,,,,,,
農水産品,,-,179,30,-,142,-,-,165,-,15,45,255,"6,443",444,"25,226",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,15,-,60,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,30,-,-,-,-,165,-,15,45,30,"2,424",345,360,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,179,-,-,15,-,-,-,-,-,-,-,"3,604",75,30,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,116,15,166,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,127,-,-,-,-,-,-,225,284,-,"24,610",-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,446,300,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,135,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,237,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,30,165,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,179,-,-,-,17,薪炭,,,,,
鉱産品,,-,"1,845",-,-,-,-,-,-,150,180,-,-,"2,332",538,864,15,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,75,-,-,19,鉄鉱石,,,,,
