,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,インドネシア,,,,,,,,,,,フィリピン,,,,,,,,,,,
,,セマラン,ジャカルタ,ベラワン,ジャンビ,パレンバン,パンジャン,バタン,メダン,プロポリンゴ,"タンジュン
プリオク","諸港
（インドネシア）",小計,スービックベイ,マニラ,セブ,ダバオ,,,,,,,
合計,,"8,722","224,328",662,15,"8,098",43,601,2,30,"75,290","8,645","228,519",534,"133,831","11,240","3,933",合計,,,,,,
農水産品,,"1,609","2,706",132,-,-,-,-,-,-,-,3,"13,843",-,"5,249",-,112,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,35,-,-,-,-,-,-,-,-,-,164,-,22,-,112,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,32,-,-,-,-,-,-,-,-,-,229,-,109,-,-,10,その他畜産品,,,,,
11,水産品,"1,609","2,549",132,-,-,-,-,-,-,-,3,"13,450",-,"5,118",-,-,11,水産品,,,,,
林産品,,-,158,-,-,-,-,-,-,-,-,403,"5,864",-,240,6,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,403,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,"5,858",-,240,-,-,13,製材,,,,,
14,樹脂類,-,158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,6,-,-,6,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,698,-,-,-,-,-,-,-,-,-,12,-,12,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
