19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,98,-,-,-,-,-,-,-,-,-,12,-,12,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,220","138,789",34,-,"8,098",-,417,2,30,"2,562","7,433","93,779",15,"48,908","6,847",511,金属機械工業品,,,,,,
28,鉄鋼,-,839,-,-,-,-,-,-,-,-,-,45,-,3,42,-,28,鉄鋼,,,,,
29,鋼材,17,"4,385",-,-,-,-,44,-,-,"1,837",980,"9,236",-,"2,998","2,125",-,29,鋼材,,,,,
30,非鉄金属,16,"1,393",-,-,-,-,6,-,-,7,5,"3,687",-,"1,469",424,19,30,非鉄金属,,,,,
31,金属製品,334,"7,193",16,-,"8,098",-,1,-,-,-,26,"26,418",-,"5,993",324,165,31,金属製品,,,,,
32,鉄道車両,-,752,-,-,-,-,-,-,-,-,-,15,-,-,15,-,32,鉄道車両,,,,,
33,完成自動車,-,"1,357",-,-,-,-,-,-,-,-,-,"4,455",-,"4,305",120,-,33,完成自動車,,,,,
34,その他輸送用車両,-,41,-,-,-,-,-,-,-,-,-,19,-,12,7,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"67,811",-,-,-,-,-,-,-,-,198,"6,866",-,"2,923","2,415",-,36,自動車部品,,,,,
37,その他輸送機械,-,13,-,-,-,-,-,-,-,-,17,484,-,192,-,150,37,その他輸送機械,,,,,
38,産業機械,62,"43,737",9,-,-,-,79,-,30,662,"5,511","25,795",15,"16,558",612,80,38,産業機械,,,,,
39,電気機械,42,"4,185",4,-,-,-,287,-,-,1,604,"14,995",-,"13,130",484,96,39,電気機械,,,,,
40,測量・光学・医療用機械,47,"6,682",5,-,-,-,-,2,-,-,92,574,-,182,279,1,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,401,-,-,-,-,-,-,-,-,-,405,-,358,-,-,41,事務用機器,,,,,
42,その他機械,702,-,-,-,-,-,-,-,-,55,-,785,-,785,-,-,42,その他機械,,,,,
化学工業品,,"3,618","54,189",482,-,-,-,116,-,-,"3,874",154,"40,400",394,"27,016","1,377",438,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,71,-,9,-,-,43,陶磁器,,,,,
44,セメント,-,454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,3,181,3,-,-,-,-,-,-,-,-,"5,234",-,"1,609",-,-,45,ガラス類,,,,,
46,窯業品,319,"4,750",-,-,-,-,-,-,-,-,-,"2,556",-,"1,562",92,15,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,248,-,-,-,-,-,-,-,-,-,7,-,7,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,173,-,-,-,-,-,-,-,-,-,38,-,8,30,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,18,"7,789",-,-,-,-,-,-,-,323,39,"3,190",30,"2,227",88,-,54,化学薬品,,,,,
55,化学肥料,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"3,278","40,579",479,-,-,-,116,-,-,"3,551",115,"29,304",364,"21,594","1,167",423,56,その他化学工業品,,,,,
軽工業品,,331,"7,918",4,-,-,-,-,-,-,5,55,"10,306",72,"3,316","1,211",81,軽工業品,,,,,,
57,紙・パルプ,288,"2,168",4,-,-,-,-,-,-,-,5,"6,177",-,"1,757","1,136",81,57,紙・パルプ,,,,,
58,糸及び紡績半製品,2,21,-,-,-,-,-,-,-,-,-,435,-,60,75,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,7,"3,315",-,-,-,-,-,-,-,5,20,"1,412",-,968,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,34,"2,371",-,-,-,-,-,-,-,-,30,"1,919",72,472,-,-,61,製造食品,,,,,
62,飲料,-,43,-,-,-,-,-,-,-,-,-,53,-,4,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,310,-,55,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,101,"11,347",2,15,-,30,15,-,-,30,66,"42,551",26,"38,226","1,381",173,雑工業品,,,,,,
66,がん具,-,57,-,-,-,-,-,-,-,-,-,121,-,106,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,30,"1,403",-,-,-,-,-,-,-,-,38,"25,362",-,"25,257",75,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,36,686,-,-,-,30,15,-,-,30,10,"1,140",-,409,100,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,32,844,2,-,-,-,-,-,-,-,-,"3,532",-,"2,733",366,120,69,家具装備品,,,,,
70,その他日用品,-,"2,003",-,-,-,-,-,-,-,-,-,"4,649",-,"3,965",149,-,70,その他日用品,,,,,
71,ゴム製品,3,"2,674",-,-,-,-,-,-,-,-,1,"5,976",-,"4,718",663,-,71,ゴム製品,,,,,
72,木製品,-,71,-,-,-,-,-,-,-,-,17,933,26,469,-,48,72,木製品,,,,,
73,その他製造工業品,-,"3,609",-,15,-,-,-,-,-,-,-,838,-,569,28,5,73,その他製造工業品,,,,,
特殊品,,"1,843","8,523",8,-,-,13,53,-,-,"68,819",531,"21,764",27,"10,864",418,"2,618",特殊品,,,,,,
74,金属くず,-,398,-,-,-,-,-,-,-,-,-,15,-,15,-,-,74,金属くず,,,,,
75,再利用資材,-,"1,679",-,-,-,-,52,-,-,"68,819",370,162,27,75,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,15,-,-,-,13,-,-,-,-,-,15,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"1,514","3,991",-,-,-,-,-,-,-,-,68,"19,621",-,"9,468",89,"2,592",79,輸送用容器,,,,,
80,取合せ品,329,"2,440",8,-,-,-,1,-,-,-,93,"1,951",-,"1,306",329,26,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
