19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,494",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,599",27,非金属鉱物,,,,,
金属機械工業品,,"8,884","3,814",-,28,-,"38,952","13,714",88,71,-,17,-,618,333,285,"14,733",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,310",28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,421,29,鋼材,,,,,
30,非鉄金属,202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195,30,非鉄金属,,,,,
31,金属製品,"1,805","3,814",-,-,-,714,433,15,15,-,-,-,270,270,-,"1,086",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,560",35,二輪自動車,,,,,
36,自動車部品,330,-,-,-,-,75,"1,794",7,-,-,7,-,-,-,-,"1,157",36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"2,092",-,-,28,-,102,"9,088",10,10,-,-,-,30,30,-,"1,281",38,産業機械,,,,,
39,電気機械,399,-,-,-,-,"38,031","1,730",56,46,-,10,-,318,33,285,492,39,電気機械,,,,,
40,測量・光学・医療用機械,"3,906",-,-,-,-,-,64,-,-,-,-,-,-,-,-,136,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,591,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,150,-,-,-,-,30,-,-,-,-,-,-,-,-,-,15,42,その他機械,,,,,
化学工業品,,139,"1,968","1,410",60,50,90,627,90,30,60,-,-,-,-,-,"22,474",化学工業品,,,,,,
43,陶磁器,-,809,-,-,-,-,-,-,-,-,-,-,-,-,-,45,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,64,45,ガラス類,,,,,
46,窯業品,22,"1,159",450,-,-,-,150,-,-,-,-,-,-,-,-,"2,777",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,735,-,-,-,-,-,-,-,-,-,-,-,-,"7,832",54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,15,55,化学肥料,,,,,
56,その他化学工業品,117,-,225,60,50,30,477,60,-,60,-,-,-,-,-,"11,726",56,その他化学工業品,,,,,
軽工業品,,203,"1,176","1,374",-,"3,045","2,044",607,"1,272","1,119",60,93,-,"1,230","1,230",-,"7,165",軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,45,104,"1,086","1,086",-,-,-,975,975,-,165,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,705,-,-,-,-,60,-,-,-,-,-,-,-,-,60,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,174,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,203,471,"1,211",-,"2,851","1,482",275,-,-,-,-,-,225,225,-,"6,429",61,製造食品,,,,,
62,飲料,-,-,163,-,194,517,53,33,33,-,-,-,30,30,-,232,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,30,153,-,60,93,-,-,-,-,105,65,その他食料工業品,,,,,
雑工業品,,"3,486","1,373",210,-,44,"142,718","7,260","30,276","18,000","3,070","9,191",15,"21,111","21,111",-,"13,710",雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,517,517,-,-,-,-,-,-,88,66,がん具,,,,,
67,衣服・身廻品・はきもの,"1,796",-,60,-,29,-,868,"28,600","16,554","2,950","9,081",15,"20,976","20,976",-,"10,550",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,300,33,-,-,15,-,368,464,434,-,30,-,60,60,-,240,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"1,258","1,340",-,-,-,528,622,403,375,-,28,-,-,-,-,458,69,家具装備品,,,,,
70,その他日用品,102,-,-,-,-,-,75,172,105,30,37,-,-,-,-,269,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,"1,487",71,ゴム製品,,,,,
72,木製品,30,-,135,-,-,"141,751","5,245",-,-,-,-,-,15,15,-,60,72,木製品,,,,,
73,その他製造工業品,-,-,15,-,-,349,82,120,15,90,15,-,60,60,-,558,73,その他製造工業品,,,,,
特殊品,,"2,911",705,-,-,594,"3,410",787,"1,614",236,-,"1,363",15,15,15,-,"15,167",特殊品,,,,,,
74,金属くず,15,-,-,-,480,30,300,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,90,-,-,-,-,120,-,-,-,-,-,-,-,-,150,75,再利用資材,,,,,
76,動植物性製造飼肥料,270,450,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,747",76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,659,135,-,-,-,75,41,"1,017",135,-,867,15,15,15,-,292,79,輸送用容器,,,,,
80,取合せ品,"1,967",30,-,-,114,"3,305",326,597,101,-,496,-,-,-,-,"3,978",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
