19,鉄鉱石,-,-,21,-,-,21,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,1,-,-,1,-,-,64,-,-,64,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,39,39,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,30,690,152,-,538,-,-,162,-,100,62,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,436,"25,409","291,286","26,803","2,977","250,327",557,"10,622","141,966",-,"19,506","106,022",2,381,5,3,金属機械工業品,,,,,,
28,鉄鋼,-,60,"3,260",36,-,"3,051",-,173,230,-,4,226,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"22,401","32,362","9,398","1,652","18,654",-,"2,658","4,253",-,"1,263","2,694",-,-,-,-,29,鋼材,,,,,
30,非鉄金属,24,30,"9,982","1,710",-,"8,262",-,10,"17,534",-,"9,226","7,111",-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,640,"23,502","2,706","1,312","17,639",-,"1,845","20,365",-,825,"18,789",-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,10,244,26,-,218,-,-,"10,837",-,20,"10,805",2,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,119,30,-,89,-,-,164,-,66,36,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,15,-,-,15,-,-,9,-,-,9,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"98,453",280,-,"97,226",260,687,"50,095",-,"1,307","40,877",-,293,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,157,31,3,123,-,-,15,-,-,15,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,28,"1,611","68,130","4,642",-,"62,063",-,"1,425","15,725",-,"1,435","9,598",-,88,5,3,38,産業機械,,,,,
39,電気機械,158,358,"33,344","5,402",10,"23,847",297,"3,788","15,581",-,"4,745","9,574",-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,226,298,"12,029","1,254",-,"10,739",-,36,"3,294",-,171,"2,869",-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,1,"8,256",33,-,"8,223",-,-,818,-,444,374,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,"1,433","1,255",-,178,-,-,"3,045",-,-,"3,045",-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,521","16,434","145,643","42,513",315,"101,653",138,"1,024","75,842","2,571","15,175","40,958",1,30,-,15,化学工業品,,,,,,
43,陶磁器,-,-,142,16,-,126,-,-,22,-,-,7,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,60,30,-,30,-,-,32,-,-,31,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,"1,754","1,351",-,397,-,6,"5,059",-,"2,763","1,882",-,30,-,-,45,ガラス類,,,,,
46,窯業品,-,"1,125","9,587","4,358",-,"4,915",90,224,"1,235",-,26,864,1,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,75,"2,766","1,241",-,"1,525",-,-,328,-,-,326,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,633,63,-,429,48,93,"3,884",-,-,"3,884",-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,750,-,-,750,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,88,"1,535","38,339","3,997",-,"34,111",-,231,"6,489",135,604,"3,141",-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,60,-,-,45,-,-,-,15,55,化学肥料,,,,,
56,その他化学工業品,"1,433","13,699","92,362","31,457",315,"60,120",-,470,"57,983","2,436","11,782","30,028",-,-,-,-,56,その他化学工業品,,,,,
軽工業品,,8,"9,900","59,822","8,489","7,410","12,928",-,"30,995","24,261",13,341,"10,539",3,642,-,127,軽工業品,,,,,,
57,紙・パルプ,-,"7,292","46,880","3,126","7,258","5,581",-,"30,915","17,565",-,35,"4,739",3,630,-,127,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,867,48,-,819,-,-,15,-,-,15,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,126,"3,607","1,137",-,"2,405",-,65,"1,568",-,118,"1,355",-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,136,136,-,-,-,-,1,-,-,1,-,-,-,-,60,砂糖,,,,,
61,製造食品,8,"2,013","7,966","3,931",152,"3,883",-,-,"3,176",13,177,"2,614",-,8,-,-,61,製造食品,,,,,
62,飲料,-,349,276,51,-,210,-,15,489,-,11,369,-,4,-,-,62,飲料,,,,,
63,水,-,120,90,60,-,30,-,-,"1,446",-,-,"1,446",-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,20,"3,155","52,342","8,098",-,"43,043",-,"1,201","83,449",-,"17,713","27,283","1,810",484,-,60,雑工業品,,,,,,
66,がん具,-,3,439,167,-,272,-,-,639,-,2,637,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,67,"6,609","1,014",-,"5,475",-,120,"60,096",-,"12,975","11,848","1,810",60,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,13,"2,481","2,755","1,822",-,933,-,-,"1,849",-,32,"1,585",-,-,-,30,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,243,"14,489","1,744",-,"12,290",-,455,"2,660",-,"1,066","1,409",-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,218,"6,465","1,745",-,"4,694",-,26,"2,549",-,74,"2,044",-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,7,137,"11,751",421,-,"10,736",-,594,"11,608",-,"3,560","6,705",-,424,-,30,71,ゴム製品,,,,,
72,木製品,-,-,108,62,-,46,-,-,43,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,6,"9,726","1,123",-,"8,597",-,6,"4,005",-,4,"3,055",-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"35,799","95,274","230,599","33,717",210,"189,533",15,"7,124","45,358",165,"6,838","33,895",-,14,-,-,特殊品,,,,,,
74,金属くず,-,105,"1,266","1,176",-,90,-,-,"1,215",-,570,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,"34,404","90,810","198,027","29,722",-,"162,043",-,"6,262","18,705",-,"4,658","13,797",-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,"2,263",45,45,-,-,-,-,618,-,15,3,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"1,140","1,301","10,350","1,853",210,"7,479",15,793,"4,545",-,634,"3,641",-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,255,795,"20,911",921,-,"19,921",-,69,"20,275",165,961,"16,454",-,14,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
