,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,  　        アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,,,,,,,,台湾,,,,,ベトナム,,,,,,,,
,,乍浦,石島,水東,常熟,興安,虎門,三山,三水,諸港(中国),小計,高雄,基隆,台中,諸港(台湾),小計,カムファー,,,,,,,
合計,,"14,175","7,932",15,165,"2,484",275,"26,604","11,307","281,574","1,161,192","462,853","182,470","207,034","308,835","1,905,500",898,合計,,,,,,
農水産品,,-,41,-,-,-,-,-,-,"12,614","70,015","61,554","1,341","5,230","1,890","146,975",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,54,27,12,-,-,15,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,4,-,-,-,-,-,-,"2,785","39,878","36,964",690,"1,759",465,"10,178",-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,"1,755","15,551","11,487",15,"3,389",660,"20,701",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,270,"2,734","2,719",-,-,15,36,-,10,その他畜産品,,,,,
11,水産品,-,37,-,-,-,-,-,-,"7,720","11,795","10,342",636,82,735,"116,060",-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,540,"5,556","4,930",273,-,353,"11,604",898,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,56,56,-,-,-,80,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,120,"5,035","4,409",273,-,353,680,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,90,90,-,-,-,"3,514",-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,710",-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,225,225,-,-,-,90,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,420,150,150,-,-,-,"5,530",898,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,"6,216","3,919","2,539",540,405,435,"7,581",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,990,645,330,-,15,-,-,18,石炭,,,,,
