19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,60,15,45,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,75,690,225,15,120,330,330,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,120,559,349,135,45,30,"2,661",-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,"1,974",15,-,15,-,-,90,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,"4,002","1,605","1,305",-,240,60,"4,500",-,27,非金属鉱物,,,,,
金属機械工業品,,"3,345",36,-,-,-,275,"24,071","7,333","100,397","281,991","120,078","37,811","56,083","68,019","300,409",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,210,"7,350","7,155",-,165,30,358,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,324,"19,308","16,010",195,"1,665","1,438","4,685",-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,"1,172","18,168","7,076",462,"3,937","6,693","5,109",-,30,非鉄金属,,,,,
31,金属製品,"1,950",6,-,-,-,-,"1,500","2,100","13,515","69,885","33,998","8,308","13,555","14,024","82,573",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,411,179,60,90,82,85,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,540,"2,723",763,285,"1,027",648,975,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,"4,416","3,880",105,60,371,352,-,35,二輪自動車,,,,,
36,自動車部品,-,30,-,-,-,-,-,-,"2,274","31,201","19,699","6,199","2,342","2,961","61,238",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,510,"7,779",944,480,"4,588","1,767","2,287",-,37,その他輸送機械,,,,,
38,産業機械,15,-,-,-,-,-,"4,342","5,233","13,131","54,705","13,606","5,077","21,655","14,367","55,955",-,38,産業機械,,,,,
39,電気機械,"1,380",-,-,-,-,-,"18,229",-,"68,036","46,007","9,546","14,025","4,061","18,375","69,704",-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,275,-,-,625,"13,515","7,192","1,205","1,922","3,196","15,871",-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,60,"5,455",-,"1,380",761,"3,314",858,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,"1,068",30,30,255,753,309,-,42,その他機械,,,,,
化学工業品,,"2,411",155,-,-,"1,899",-,263,"3,839","55,151","325,931","72,503","94,257","41,030","118,141","85,095",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,120,"3,839","1,181","3,024",624,45,"1,305","1,050","19,466",-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,749,"16,538","8,072","1,904","3,417","3,145","1,413",-,45,ガラス類,,,,,
46,窯業品,-,155,-,-,-,-,8,-,"5,263","1,527",435,872,55,165,"1,273",-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,210,150,-,60,-,15,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,750,540,-,15,195,15,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,"1,899",-,-,-,"1,284","4,680",390,180,"4,110",-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,41,-,-,-,-,-,-,-,"12,043","39,879","10,522","3,905","10,906","14,546","11,818",-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,"1,020","2,790",975,870,-,945,105,-,55,化学肥料,,,,,
56,その他化学工業品,"2,370",-,-,-,-,-,135,-,"33,596","256,533","50,795","86,481","21,162","98,095","50,990",-,56,その他化学工業品,,,,,
軽工業品,,214,28,-,165,-,-,-,-,"55,923","102,478","71,635","10,024","7,329","13,490","108,616",-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,165,-,-,-,-,"32,324","17,029","13,510",954,822,"1,743","7,357",-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,90,-,-,-,-,-,-,-,45,"8,863","4,996",537,240,"3,090",735,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,109,-,-,-,-,-,-,-,"5,768","45,255","29,500","6,330","2,744","6,681","10,033",-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,288,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,15,15,-,-,-,-,-,-,"14,822","20,162","15,413","2,203","1,003","1,543","75,383",-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,"1,301","2,658","2,240",-,270,148,"14,360",-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,15,180,150,-,-,30,1,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,700,"2,460",-,-,"2,250",210,-,-,64,たばこ,,,,,
65,その他食料工業品,-,13,-,-,-,-,-,-,660,"5,871","5,826",-,-,45,747,-,65,その他食料工業品,,,,,
雑工業品,,"8,205","7,402",-,-,-,-,"2,240",120,"47,263","277,302","89,481","24,691","80,866","82,264","1,104,360",-,雑工業品,,,,,,
66,がん具,-,195,-,-,-,-,-,-,433,"4,280",590,711,"1,009","1,970","82,823",-,66,がん具,,,,,
67,衣服・身廻品・はきもの,315,"7,177",-,-,-,-,831,-,"8,420","27,889","11,698","2,134","7,652","6,405","646,453",-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,255,30,"6,715","68,864","12,462","12,428","16,234","27,740","85,085",-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"7,890",30,-,-,-,-,"1,035",90,"16,635","114,157","41,989","2,731","46,922","22,515","251,594",-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,"6,146","10,879","3,474","1,676","2,369","3,360","8,857",-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,89,-,"4,275","21,157","2,106","3,045","3,457","12,549","7,027",-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,"3,199","11,292","10,648",60,299,285,"12,676",-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,-,30,-,"1,440","18,784","6,514","1,906","2,924","7,440","9,845",-,73,その他製造工業品,,,,,
特殊品,,-,270,15,-,585,-,30,15,"3,470","94,000","40,133","13,533","16,091","24,243","140,860",-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,"4,028","1,950","1,501",134,443,298,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,585,-,-,-,-,"1,241",716,120,30,375,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,15,"5,790","3,435",630,"1,290",435,"8,636",-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,270,-,-,-,-,-,-,"2,039","62,025","28,350","8,536","9,584","15,555","108,687",-,79,輸送用容器,,,,,
80,取合せ品,-,-,15,-,-,-,30,15,"1,416","20,916","5,682","2,746","5,053","7,435","23,239",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
