39,電気機械,-,-,-,"84,918","57,807","27,111","40,200","31,046","9,154","4,381","3,796",585,"13,809","11,247","2,562",-,-,-,39,電気機械,,,
40,測量・光学・医療用機械,"3,562","3,287",275,"17,124","11,177","5,947","5,565","3,119","2,446",75,40,35,"4,205","2,574","1,631",-,-,-,40,測量・光学・医療用機械,,,
41,事務用機器,-,-,-,"116,709","115,849",860,"116,141","115,281",860,"2,440","1,650",790,-,-,-,-,-,-,41,事務用機器,,,
42,その他機械,-,-,-,"24,565","10,773","13,792","19,785","7,380","12,405","4,535","1,515","3,020",-,-,-,-,-,-,42,その他機械,,,
化学工業品,,"22,266",-,"22,266","7,790,342","441,029","7,349,313","646,983","343,171","303,812","73,579","65,453","8,126","1,244",866,378,"404,121","182,573","221,548",化学工業品,,,,
43,陶磁器,-,-,-,923,506,417,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,
44,セメント,-,-,-,"2,619,938","31,823","2,588,115","1,890","1,435",455,850,850,-,-,-,-,-,-,-,44,セメント,,,
45,ガラス類,-,-,-,"15,628","15,026",602,"14,855","14,785",70,"12,570","12,500",70,-,-,-,-,-,-,45,ガラス類,,,
46,窯業品,"2,218",-,"2,218","68,248","27,285","40,963","33,435","10,355","23,080",840,840,-,-,-,-,-,-,-,46,窯業品,,,
47,重油,-,-,-,"371,257","176,110","195,147","371,249","176,102","195,147",-,-,-,-,-,-,"371,249","176,102","195,147",47,重油,,,
48,石油製品,-,-,-,"4,383,908","21,930","4,361,978","12,686","11,891",795,"10,180","10,005",175,-,-,-,-,-,-,48,石油製品,,,
49,LNG/液化天然ガス,-,-,-,78,18,60,60,-,60,60,-,60,-,-,-,-,-,-,49,LNG/液化天然ガス,,,
50,LPG/液化石油ガス,-,-,-,"6,733","6,548",185,195,10,185,30,10,20,-,-,-,-,-,-,50,LPG/液化石油ガス,,,
51,その他石油製品,"1,077",-,"1,077","35,537","9,051","26,486","35,222","8,736","26,486","1,885","1,830",55,-,-,-,"32,872","6,471","26,401",51,その他石油製品,,,
52,コークス,"15,183",-,"15,183","16,044","2,321","13,723",40,20,20,-,-,-,-,-,-,-,-,-,52,コークス,,,
53,石炭製品,-,-,-,20,20,-,20,20,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,
54,化学薬品,"3,788",-,"3,788","111,278","47,042","64,236","55,129","38,123","17,006","40,369","34,578","5,791",-,-,-,-,-,-,54,化学薬品,,,
55,化学肥料,-,-,-,"7,625","3,730","3,895","7,520","3,625","3,895","3,580","1,785","1,795",-,-,-,-,-,-,55,化学肥料,,,
56,その他化学工業品,-,-,-,"153,125","99,619","53,506","114,682","78,069","36,613","3,215","3,055",160,"1,244",866,378,-,-,-,56,その他化学工業品,,,
軽工業品,,"5,450",-,"5,450","2,933,848","892,459","2,041,389","2,275,940","731,733","1,544,207","1,312,705","259,850","1,052,855","10,588","4,258","6,330","109,011","109,011",-,軽工業品,,,,
57,紙・パルプ,-,-,-,"1,758,825","194,873","1,563,952","1,384,892","140,166","1,244,726","1,088,286","112,906","975,380","4,624",-,"4,624",-,-,-,57,紙・パルプ,,,
58,糸及び紡績半製品,-,-,-,"10,044",71,"9,973",-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,
59,その他繊維工業品,-,-,-,"4,732","4,037",695,215,170,45,175,165,10,-,-,-,-,-,-,59,その他繊維工業品,,,
60,砂糖,-,-,-,"67,578","15,677","51,901","55,232","8,850","46,382","48,350","4,225","44,125","1,202",-,"1,202",-,-,-,60,砂糖,,,
61,製造食品,"5,450",-,"5,450","299,896","212,483","87,413","255,005","172,926","82,079","55,514","35,144","20,370","4,762","4,258",504,-,-,-,61,製造食品,,,
62,飲料,-,-,-,"452,837","311,731","141,106","421,845","281,030","140,815","107,510","99,145","8,365",-,-,-,-,-,-,62,飲料,,,
63,水,-,-,-,"131,792","112,702","19,090","130,596","111,506","19,090","4,860","1,060","3,800",-,-,-,"109,011","109,011",-,63,水,,,
64,たばこ,-,-,-,"22,610","13,030","9,580","22,610","13,030","9,580","4,950","4,950",-,-,-,-,-,-,-,64,たばこ,,,
65,その他食料工業品,-,-,-,"185,534","27,855","157,679","5,545","4,055","1,490","3,060","2,255",805,-,-,-,-,-,-,65,その他食料工業品,,,
雑工業品,,182,-,182,"413,933","323,637","90,296","323,264","253,546","69,718","133,117","115,296","17,821","6,170","5,408",762,-,-,-,雑工業品,,,,
66,がん具,-,-,-,361,286,75,260,260,-,75,75,-,-,-,-,-,-,-,66,がん具,,,
67,衣服・身廻品・はきもの,-,-,-,"21,354","18,189","3,165","5,938","5,334",604,516,506,10,"3,899","3,345",554,-,-,-,67,衣服・身廻品・はきもの,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"15,270","13,880","1,390","2,698","2,210",488,670,630,40,"1,289","1,081",208,-,-,-,68,文房具・運動娯楽用品・楽器,,,
69,家具装備品,-,-,-,"29,977","20,980","8,997","26,611","17,711","8,900","14,125","13,640",485,939,939,-,-,-,-,69,家具装備品,,,
70,その他日用品,-,-,-,"198,025","169,986","28,039","182,290","158,820","23,470","76,134","71,549","4,585",43,43,-,-,-,-,70,その他日用品,,,
71,ゴム製品,-,-,-,"45,384","26,803","18,581","26,930","18,755","8,175","1,935","1,605",330,-,-,-,-,-,-,71,ゴム製品,,,
72,木製品,182,-,182,"21,757","20,946",811,"1,005",640,365,35,30,5,-,-,-,-,-,-,72,木製品,,,
73,その他製造工業品,-,-,-,"81,805","52,567","29,238","77,532","49,816","27,716","39,627","27,261","12,366",-,-,-,-,-,-,73,その他製造工業品,,,
特殊品,,"404,704","387,864","16,840","8,055,617","5,447,297","2,608,320","5,274,976","2,938,886","2,336,090","1,689,640","1,204,651","484,989","273,479","106,472","167,007",-,-,-,特殊品,,,,
74,金属くず,"387,864","387,864",-,"32,700","12,385","20,315","6,115",945,"5,170","3,955",465,"3,490",-,-,-,-,-,-,74,金属くず,,,
75,再利用資材,585,-,585,"351,012","331,219","19,793","173,252","164,160","9,092","168,515","159,510","9,005",24,-,24,-,-,-,75,再利用資材,,,
76,動植物性製造飼肥料,-,-,-,"57,551","54,312","3,239","19,980","16,785","3,195","12,020","10,205","1,815",-,-,-,-,-,-,76,動植物性製造飼肥料,,,
77,廃棄物,-,-,-,"14,050","4,755","9,295","5,315","4,735",580,"4,735","4,735",-,-,-,-,-,-,-,77,廃棄物,,,
78,廃土砂,-,-,-,"1,990,989","1,988,532","2,457",95,95,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,
79,輸送用容器,"16,255",-,"16,255","337,285","113,169","224,116","290,581","82,604","207,977","184,797","47,590","137,207",-,-,-,-,-,-,79,輸送用容器,,,
80,取合せ品,-,-,-,"5,272,030","2,942,925","2,329,105","4,779,638","2,669,562","2,110,076","1,315,618","982,146","333,472","273,455","106,472","166,983",-,-,-,80,取合せ品,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,
