,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,外貿,,,内貿,,,,,,,,,,,,,,,品種,,,,
,,不定期航路,,,合計,,,定期航路,,,定期航路,,,,,,,,,,,,,
,,合計,,,,,,合計,,,北海道,,,東北,,,関東,,,,,,,
,,計,輸出,輸入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,
合計,,"1,126,009","399,060","726,949","40,663,990","15,791,781","24,872,209","22,789,934","12,645,770","10,144,164","4,652,545","2,619,995","2,032,550","339,944","147,315","192,629","513,132","291,584","221,548",合計,,,,
農水産品,,"342,666","1,182","341,484","346,335","165,668","180,667","185,843","85,815","100,028","72,000","16,890","55,110","28,194","14,235","13,959",-,-,-,農水産品,,,,
1,麦,"212,560",-,"212,560","92,057","10,336","81,721","12,995","8,405","4,590","9,975","6,415","3,560",-,-,-,-,-,-,1,麦,,,
2,米,-,-,-,"19,444","11,574","7,870","19,369","11,499","7,870","7,635",245,"7,390",-,-,-,-,-,-,2,米,,,
3,とうもろこし,-,-,-,830,815,15,25,10,15,10,5,5,-,-,-,-,-,-,3,とうもろこし,,,
4,豆類,-,-,-,"14,004","9,249","4,755","7,520","2,765","4,755","5,265","1,920","3,345",-,-,-,-,-,-,4,豆類,,,
5,その他雑穀,-,-,-,"1,360",695,665,"1,295",630,665,885,240,645,-,-,-,-,-,-,5,その他雑穀,,,
6,野菜・果物,"127,424",-,"127,424","123,392","72,622","50,770","87,085","36,532","50,553","40,420","7,280","33,140","11,137","6,181","4,956",-,-,-,6,野菜・果物,,,
7,綿花,-,-,-,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,-,-,-,"17,734","12,767","4,967","5,885",965,"4,920","5,455",555,"4,900",-,-,-,-,-,-,8,その他農産品,,,
9,羊毛,-,-,-,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,
10,その他畜産品,-,-,-,"26,412","21,167","5,245","14,489","9,244","5,245","1,260",35,"1,225","1,031","1,031",-,-,-,-,10,その他畜産品,,,
11,水産品,"2,682","1,182","1,500","50,930","26,271","24,659","37,180","15,765","21,415","1,095",195,900,"16,026","7,023","9,003",-,-,-,11,水産品,,,
林産品,,"129,816",-,"129,816","78,493","49,783","28,710","37,904","13,923","23,981","11,035","5,720","5,315","2,255","2,255",-,-,-,-,林産品,,,,
12,原木,-,-,-,40,-,40,40,-,40,-,-,-,-,-,-,-,-,-,12,原木,,,
13,製材,"128,918",-,"128,918","54,875","37,687","17,188","19,364","5,328","14,036","5,505","1,460","4,045","2,255","2,255",-,-,-,-,13,製材,,,
14,樹脂類,-,-,-,"17,196","8,080","9,116","16,745","8,020","8,725","4,325","3,930",395,-,-,-,-,-,-,14,樹脂類,,,
15,木材チップ,-,-,-,870,-,870,270,-,270,-,-,-,-,-,-,-,-,-,15,木材チップ,,,
16,その他林産品,-,-,-,"5,242","3,786","1,456","1,230",360,870,970,115,855,-,-,-,-,-,-,16,その他林産品,,,
17,薪炭,898,-,898,270,230,40,255,215,40,235,215,20,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"173,039",-,"173,039","5,591,528","58,550","5,532,978","14,375","7,460","6,915","4,710","4,020",690,-,-,-,-,-,-,鉱産品,,,,
18,石炭,"100,226",-,"100,226","30,833","13,627","17,206",40,35,5,5,-,5,-,-,-,-,-,-,18,石炭,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,
20,金属鉱,-,-,-,725,705,20,50,30,20,40,30,10,-,-,-,-,-,-,20,金属鉱,,,
21,砂利・砂,"6,750",-,"6,750","4,289,006","27,525","4,261,481","2,300","1,115","1,185","1,295",840,455,-,-,-,-,-,-,21,砂利・砂,,,
22,石材,-,-,-,"869,639","3,632","866,007","3,730","3,555",175,"1,855","1,690",165,-,-,-,-,-,-,22,石材,,,
23,原油,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,-,-,-,"343,743","2,150","341,593","3,420","2,150","1,270",955,910,45,-,-,-,-,-,-,25,石灰石,,,
26,原塩,"1,509",-,"1,509","4,300",70,"4,230","4,240",10,"4,230",20,10,10,-,-,-,-,-,-,26,原塩,,,
27,非金属鉱物,"64,554",-,"64,554","53,252","10,811","42,441",595,565,30,540,540,-,-,-,-,-,-,-,27,非金属鉱物,,,
金属機械工業品,,"47,886","10,014","37,872","15,453,894","8,413,358","7,040,536","14,030,649","8,271,236","5,759,413","1,355,759","948,115","407,644","18,014","13,821","4,193",-,-,-,金属機械工業品,,,,
28,鉄鋼,"5,702","3,048","2,654","12,256",475,"11,781","12,060",430,"11,630","10,600",280,"10,320",-,-,-,-,-,-,28,鉄鋼,,,
29,鋼材,"29,104","2,927","26,177","1,095,823","14,764","1,081,059","41,341","11,966","29,375","5,146","4,071","1,075",-,-,-,-,-,-,29,鋼材,,,
30,非鉄金属,-,-,-,"54,473","4,192","50,281","4,255","1,520","2,735",465,65,400,-,-,-,-,-,-,30,非鉄金属,,,
31,金属製品,"1,387",-,"1,387","85,766","49,310","36,456","29,179","16,135","13,044","11,335","8,025","3,310",-,-,-,-,-,-,31,金属製品,,,
32,鉄道車両,752,752,-,10,10,-,10,10,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,
33,完成自動車,-,-,-,"13,306,457","7,820,926","5,485,531","13,268,596","7,797,487","5,471,109","1,237,385","902,770","334,615",-,-,-,-,-,-,33,完成自動車,,,
34,その他輸送用車両,"1,698",-,"1,698","26,842","13,494","13,348","26,507","13,269","13,238","1,622",414,"1,208",-,-,-,-,-,-,34,その他輸送用車両,,,
35,二輪自動車,-,-,-,"1,679",694,985,580,274,306,20,20,-,-,-,-,-,-,-,35,二輪自動車,,,
36,自動車部品,-,-,-,"113,191","30,931","82,260","58,311","24,020","34,291","32,941","8,970","23,971",-,-,-,-,-,-,36,自動車部品,,,
37,その他輸送機械,"5,109",-,"5,109","204,318","78,815","125,503","187,282","67,478","119,804","41,177","14,168","27,009",-,-,-,-,-,-,37,その他輸送機械,,,
38,産業機械,572,-,572,"309,763","204,141","105,622","220,837","181,821","39,016","3,637","2,331","1,306",-,-,-,-,-,-,38,産業機械,,,
