56,その他化学工業品,-,-,-,"116,027","63,970","52,057",,,,,
軽工業品,,-,-,-,"125,415","4,514","120,901",,,,,
57,紙・パルプ,-,-,-,"46,306","1,258","45,048",,,,,
58,糸及び紡績半製品,-,-,-,"2,343",97,"2,246",,,,,
59,その他繊維工業品,-,-,-,"15,900","1,896","14,004",,,,,
60,砂糖,-,-,-,687,-,687,,,,,
61,製造食品,-,-,-,"56,389",691,"55,698",,,,,
62,飲料,-,-,-,"3,120",542,"2,578",,,,,
63,水,-,-,-,240,30,210,,,,,
64,たばこ,-,-,-,14,-,14,,,,,
65,その他食料工業品,-,-,-,416,-,416,,,,,
雑工業品,,-,-,-,"507,265","11,034","496,231",,,,,
66,がん具,-,-,-,"19,696",83,"19,613",,,,,
67,衣服・身廻品・はきもの,-,-,-,"321,942","1,265","320,677",,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"21,934","2,318","19,616",,,,,
69,家具装備品,-,-,-,"86,373",925,"85,448",,,,,
70,その他日用品,-,-,-,"9,003","1,415","7,588",,,,,
71,ゴム製品,-,-,-,"5,120","2,298","2,822",,,,,
72,木製品,-,-,-,"27,793",230,"27,563",,,,,
73,その他製造工業品,-,-,-,"15,404","2,500","12,904",,,,,
特殊品,,585,-,585,"170,164","124,119","46,045",,,,,
74,金属くず,-,-,-,"1,258",61,"1,197",,,,,
75,再利用資材,585,-,585,"115,164","114,999",165,,,,,
76,動植物性製造飼肥料,-,-,-,"2,830",30,"2,800",,,,,
77,廃棄物,-,-,-,-,-,-,,,,,
78,廃土砂,-,-,-,-,-,-,,,,,
79,輸送用容器,-,-,-,"22,779","7,005","15,774",,,,,
80,取合せ品,-,-,-,"28,133","2,024","26,109",,,,,
分類不能のもの,,-,-,-,-,-,-,,,,,
,邱ｴ鬥ｬ蛹ｺ,雎顔脂蛹�,雎顔脂蛹暦ｼ剃ｸ∫岼,雎顔脂蛹暦ｼ剃ｸ∫岼,43,630,25,161,5,292,13,177,9,21,9,21,-,-,-,-,32,601,14,132,5,292,13,177,2,8,2,8,-,-,-,-,-,-,-,-,-,-,-,-
4,1312000803,邱ｴ鬥ｬ蛹ｺ,雎顔脂蛹�,雎顔脂蛹暦ｼ謎ｸ∫岼,雎顔脂蛹暦ｼ謎ｸ∫岼,71,1241,44,192,6,245,21,804,17,44,17,44,-,-,-,-,53,1196,26,147,6,245,21,804,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1312000804,邱ｴ鬥ｬ蛹ｺ,雎顔脂蛹�,雎顔脂蛹暦ｼ比ｸ∫岼,雎顔脂蛹暦ｼ比ｸ∫岼,154,1374,104,746,19,287,31,341,49,201,49,201,-,-,-,-,95,1103,51,514,16,280,28,309,10,70,4,31,3,7,3,32,-,-,-,-,-,-,-,-
4,1312000805,邱ｴ鬥ｬ蛹ｺ,雎顔脂蛹�,雎顔脂蛹暦ｼ穂ｸ∫岼,雎顔脂蛹暦ｼ穂ｸ∫岼,446,4242,276,1463,31,755,136,2015,167,605,164,598,1,4,2,3,249,2865,102,756,25,502,122,1607,27,763,10,109,5,249,12,405,3,9,-,-,-,-,-,-
4,1312000806,邱ｴ鬥ｬ蛹ｺ,雎顔脂蛹�,雎顔脂蛹暦ｼ紋ｸ∫岼,雎顔脂蛹暦ｼ紋ｸ∫岼,165,1991,98,611,9,118,55,1242,52,202,51,201,-,-,1,1,93,1547,41,299,6,105,46,1143,17,222,6,111,3,13,8,98,3,20,-,-,-,-,-,-
3,1312000900,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚�,,荳ｭ譚�,206,1423,145,661,13,92,48,670,60,178,58,171,1,2,1,5,135,1167,81,439,11,83,43,645,11,78,6,51,1,7,4,20,-,-,-,-,-,-,-,-
4,1312000901,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚�,荳ｭ譚托ｼ台ｸ∫岼,荳ｭ譚托ｼ台ｸ∫岼,72,366,53,149,4,24,15,193,28,71,27,66,-,-,1,5,38,270,23,76,3,17,12,177,6,25,3,7,1,7,2,11,-,-,-,-,-,-,-,-
4,1312000902,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚�,荳ｭ譚托ｼ剃ｸ∫岼,荳ｭ譚托ｼ剃ｸ∫岼,48,307,35,147,3,33,10,127,11,34,11,34,-,-,-,-,33,255,22,104,3,33,8,118,4,18,2,9,-,-,2,9,-,-,-,-,-,-,-,-
4,1312000903,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚�,荳ｭ譚托ｼ謎ｸ∫岼,荳ｭ譚托ｼ謎ｸ∫岼,86,750,57,365,6,35,23,350,21,73,20,71,1,2,-,-,64,642,36,259,5,33,23,350,1,35,1,35,-,-,-,-,-,-,-,-,-,-,-,-
3,1312001000,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大漉,,荳ｭ譚大漉,128,1286,92,723,6,150,29,407,42,139,42,139,-,-,-,-,76,1013,45,531,6,150,25,332,9,128,5,53,-,-,4,75,1,6,-,-,-,-,-,-
4,1312001001,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大漉,荳ｭ譚大漉�台ｸ∫岼,荳ｭ譚大漉�台ｸ∫岼,33,195,25,115,1,15,7,65,11,47,11,47,-,-,-,-,21,142,13,62,1,15,7,65,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,1312001002,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大漉,荳ｭ譚大漉�剃ｸ∫岼,荳ｭ譚大漉�剃ｸ∫岼,42,588,34,476,1,21,6,85,15,48,15,48,-,-,-,-,21,469,16,387,1,21,4,61,5,65,3,41,-,-,2,24,1,6,-,-,-,-,-,-
4,1312001003,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大漉,荳ｭ譚大漉�謎ｸ∫岼,荳ｭ譚大漉�謎ｸ∫岼,53,503,33,132,4,114,16,257,16,44,16,44,-,-,-,-,34,402,16,82,4,114,14,206,3,57,1,6,-,-,2,51,-,-,-,-,-,-,-,-
3,1312001100,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大圏,,荳ｭ譚大圏,368,3152,232,1409,23,238,110,1494,108,346,105,331,1,7,2,8,235,2426,117,897,20,158,98,1371,22,369,10,181,2,73,10,115,3,11,-,-,-,-,-,-
4,1312001101,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大圏,荳ｭ譚大圏�台ｸ∫岼,荳ｭ譚大圏�台ｸ∫岼,65,688,37,275,7,35,19,372,13,74,11,60,1,7,1,7,47,568,24,196,6,28,17,344,3,40,2,19,-,-,1,21,2,6,-,-,-,-,-,-
4,1312001102,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大圏,荳ｭ譚大圏�剃ｸ∫岼,荳ｭ譚大圏�剃ｸ∫岼,66,765,43,302,9,138,13,320,13,53,13,53,-,-,-,-,49,624,30,249,7,65,12,310,3,83,-,-,2,73,1,10,1,5,-,-,-,-,-,-
4,1312001103,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大圏,荳ｭ譚大圏�謎ｸ∫岼,荳ｭ譚大圏�謎ｸ∫岼,133,907,79,288,3,17,51,602,50,120,49,119,-,-,1,1,76,707,28,157,3,17,45,533,7,80,2,12,-,-,5,68,-,-,-,-,-,-,-,-
4,1312001104,邱ｴ鬥ｬ蛹ｺ,荳ｭ譚大圏,荳ｭ譚大圏�比ｸ∫岼,荳ｭ譚大圏�比ｸ∫岼,104,792,73,544,4,48,27,200,32,99,32,99,-,-,-,-,63,527,35,295,4,48,24,184,9,166,6,150,-,-,3,16,-,-,-,-,-,-,-,-
3,1312001200,邱ｴ鬥ｬ蛹ｺ,譯懷床,,譯懷床,569,3785,433,1934,31,394,104,1451,259,692,256,681,1,2,2,9,268,2522,161,1125,24,267,83,1130,41,565,16,128,6,125,19,312,1,6,-,-,-,-,-,-
4,1312001201,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�台ｸ∫岼,譯懷床�台ｸ∫岼,178,1050,136,475,7,155,35,420,89,251,88,247,-,-,1,4,81,736,42,183,7,155,32,398,8,63,6,45,-,-,2,18,-,-,-,-,-,-,-,-
4,1312001202,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�剃ｸ∫岼,譯懷床�剃ｸ∫岼,117,691,88,241,7,113,22,337,52,121,52,121,-,-,-,-,57,352,35,118,5,16,17,218,8,218,1,2,2,97,5,119,-,-,-,-,-,-,-,-
4,1312001203,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�謎ｸ∫岼,譯懷床�謎ｸ∫岼,84,1150,57,630,6,18,20,496,28,83,27,81,1,2,-,-,43,883,27,528,3,6,13,349,12,178,3,21,2,10,7,147,1,6,-,-,-,-,-,-
4,1312001204,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�比ｸ∫岼,譯懷床�比ｸ∫岼,109,535,83,292,7,84,19,159,60,161,59,156,-,-,1,5,43,316,22,93,7,84,14,139,6,58,2,43,-,-,4,15,-,-,-,-,-,-,-,-
4,1312001205,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�穂ｸ∫岼,譯懷床�穂ｸ∫岼,52,170,42,123,4,24,6,23,23,51,23,51,-,-,-,-,25,89,17,60,2,6,6,23,4,30,2,12,2,18,-,-,-,-,-,-,-,-,-,-
4,1312001206,邱ｴ鬥ｬ蛹ｺ,譯懷床,譯懷床�紋ｸ∫岼,譯懷床�紋ｸ∫岼,29,189,27,173,-,-,2,16,7,25,7,25,-,-,-,-,19,146,18,143,-,-,1,3,3,18,2,5,-,-,1,13,-,-,-,-,-,-,-,-
3,1312001300,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ,,邱ｴ鬥ｬ,740,6034,485,2028,31,924,220,3071,280,817,274,809,3,5,3,3,392,4351,187,1055,22,794,183,2502,64,855,24,164,6,125,34,566,4,11,-,-,-,-,-,-
4,1312001301,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ,邱ｴ鬥ｬ�台ｸ∫岼,邱ｴ鬥ｬ�台ｸ∫岼,432,3874,257,1164,21,317,150,2382,152,465,148,460,2,3,2,2,244,2806,99,623,17,251,128,1932,32,592,10,81,2,63,20,448,4,11,-,-,-,-,-,-
4,1312001302,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ,邱ｴ鬥ｬ�剃ｸ∫岼,邱ｴ鬥ｬ�剃ｸ∫岼,66,256,53,158,3,17,10,81,34,75,33,74,-,-,1,1,24,97,19,70,-,-,5,27,8,84,1,14,3,17,4,53,-,-,-,-,-,-,-,-
4,1312001303,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ,邱ｴ鬥ｬ�謎ｸ∫岼,邱ｴ鬥ｬ�謎ｸ∫岼,90,538,66,240,4,98,20,200,34,75,34,75,-,-,-,-,53,438,32,165,4,98,17,175,3,25,-,-,-,-,3,25,-,-,-,-,-,-,-,-
4,1312001304,邱ｴ鬥ｬ蛹ｺ,邱ｴ鬥ｬ,邱ｴ鬥ｬ�比ｸ∫岼,邱ｴ鬥ｬ�比ｸ∫岼,152,1366,109,466,3,492,40,408,60,202,59,200,1,2,-,-,71,1010,37,197,1,445,33,368,21,154,13,69,1,45,7,40,-,-,-,-,-,-,-,-
3,1312001400,邱ｴ鬥ｬ蛹ｺ,蜷大ｱｱ,,蜷大ｱｱ,170,1557,121,931,5,91,44,535,51,110,51,110,-,-,-,-,110,1301,68,795,5,91,37,415,9,146,2,26,-,-,7,120,-,-,-,-,-,-,-,-
4,1312001401,邱ｴ鬥ｬ蛹ｺ,蜷大ｱｱ,蜷大ｱｱ�台ｸ∫岼,蜷大ｱｱ�台ｸ∫岼,49,459,23,75,1,1,25,383,10,27,10,27,-,-,-,-,35,336,13,48,1,1,21,287,4,96,-,-,-,-,4,96,-,-,-,-,-,-,-,-
4,1312001402,邱ｴ鬥ｬ蛹ｺ,蜷大ｱｱ,蜷大ｱｱ�剃ｸ∫岼,蜷大ｱｱ�剃ｸ∫岼,28,175,19,83,1,6,8,86,10,17,10,17,-,-,-,-,16,119,8,41,1,6,7,72,2,39,1,25,-,-,1,14,-,-,-,-,-,-,-,-
4,1312001403,邱ｴ鬥ｬ蛹ｺ,蜷大ｱｱ,蜷大ｱｱ�謎ｸ∫岼,蜷大ｱｱ�謎ｸ∫岼,27,516,20,480,1,1,6,35,5,15,5,15,-,-,-,-,21,500,14,464,1,1,6,35,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1312001404,邱ｴ鬥ｬ蛹ｺ,蜷大ｱｱ,蜷大ｱｱ�比ｸ∫岼,蜷大ｱｱ�比ｸ∫岼,66,407,59,293,2,83,5,31,26,51,26,51,-,-,-,-,38,346,33,242,2,83,3,21,2,10,-,-,-,-,2,10,-,-,-,-,-,-,-,-
3,1312001500,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,,雋ｫ莠�,712,5025,488,2260,44,613,180,2152,280,689,272,651,4,16,4,22,398,3968,199,1448,39,595,160,1925,34,368,17,161,1,2,16,205,-,-,-,-,-,-,-,-
4,1312001501,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,雋ｫ莠包ｼ台ｸ∫岼,雋ｫ莠包ｼ台ｸ∫岼,161,966,100,364,15,86,46,516,67,183,64,168,2,11,1,4,82,676,33,170,12,73,37,433,12,107,3,26,1,2,8,79,-,-,-,-,-,-,-,-
4,1312001502,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,雋ｫ莠包ｼ剃ｸ∫岼,雋ｫ莠包ｼ剃ｸ∫岼,139,999,96,546,7,50,36,403,59,167,56,152,1,4,2,11,78,791,40,394,6,46,32,351,2,41,-,-,-,-,2,41,-,-,-,-,-,-,-,-
4,1312001503,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,雋ｫ莠包ｼ謎ｸ∫岼,雋ｫ莠包ｼ謎ｸ∫岼,232,1482,154,612,12,191,66,679,92,221,90,213,1,1,1,7,129,1127,56,295,11,190,62,642,11,134,8,104,-,-,3,30,-,-,-,-,-,-,-,-
4,1312001504,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,雋ｫ莠包ｼ比ｸ∫岼,雋ｫ莠包ｼ比ｸ∫岼,104,904,80,402,5,75,19,427,42,76,42,76,-,-,-,-,57,757,35,307,5,75,17,375,5,71,3,19,-,-,2,52,-,-,-,-,-,-,-,-
4,1312001505,邱ｴ鬥ｬ蛹ｺ,雋ｫ莠�,雋ｫ莠包ｼ穂ｸ∫岼,雋ｫ莠包ｼ穂ｸ∫岼,76,674,58,336,5,211,13,127,20,42,20,42,-,-,-,-,52,617,35,282,5,211,12,124,4,15,3,12,-,-,1,3,-,-,-,-,-,-,-,-
3,1312001600,邱ｴ鬥ｬ蛹ｺ,骭ｦ,,骭ｦ,120,1292,81,327,6,153,33,812,47,103,47,103,-,-,-,-,63,1068,27,140,6,153,30,775,10,121,7,84,-,-,3,37,-,-,-,-,-,-,-,-
4,1312001601,邱ｴ鬥ｬ蛹ｺ,骭ｦ,骭ｦ�台ｸ∫岼,骭ｦ�台ｸ∫岼,56,383,45,205,2,89,9,89,26,60,26,60,-,-,-,-,26,250,15,72,2,89,9,89,4,73,4,73,-,-,-,-,-,-,-,-,-,-,-,-
4,1312001602,邱ｴ鬥ｬ蛹ｺ,骭ｦ,骭ｦ�剃ｸ∫岼,骭ｦ�剃ｸ∫岼,64,909,36,122,4,64,24,723,21,43,21,43,-,-,-,-,37,818,12,68,4,64,21,686,6,48,3,11,-,-,3,37,-,-,-,-,-,-,-,-
3,1312001700,邱ｴ鬥ｬ蛹ｺ,豌ｷ蟾晏床,,豌ｷ蟾晏床,383,2785,283,1473,25,495,75,817,125,345,124,344,-,-,1,1,236,2218,150,1052,24,458,62,708,22,222,9,77,1,37,12,108,-,-,-,-,-,-,-,-
4,1312001701,邱ｴ鬥ｬ蛹ｺ,豌ｷ蟾晏床,豌ｷ蟾晏床�台ｸ∫岼,豌ｷ蟾晏床�台ｸ∫岼,9,99,7,25,-,-,2,74,2,3,2,3,-,-,-,-,6,85,5,22,-,-,1,63,1,11,-,-,-,-,1,11,-,-,-,-,-,-,-,-
4,1312001702,邱ｴ鬥ｬ蛹ｺ,豌ｷ蟾晏床,豌ｷ蟾晏床�剃ｸ∫岼,豌ｷ蟾晏床�剃ｸ∫岼,38,214,32,112,2,25,4,77,17,52,17,52,-,-,-,-,18,94,13,56,2,25,3,13,3,68,2,4,-,-,1,64,-,-,-,-,-,-,-,-
4,1312001703,邱ｴ鬥ｬ蛹ｺ,豌ｷ蟾晏床,豌ｷ蟾晏床�謎ｸ∫岼,豌ｷ蟾晏床�謎ｸ∫岼,178,1682,119,894,12,335,47,453,42,120,42,120,-,-,-,-,122,1462,71,705,12,335,39,422,14,100,6,69,-,-,8,31,-,-,-,-,-,-,-,-
4,1312001704,邱ｴ鬥ｬ蛹ｺ,豌ｷ蟾晏床,豌ｷ蟾晏床�比ｸ∫岼,豌ｷ蟾晏床�比ｸ∫岼,158,790,125,442,11,135,22,213,64,170,63,169,-,-,1,1,90,577,61,269,10,98,19,210,4,43,1,4,1,37,2,2,-,-,-,-,-,-,-,-
3,1312001800,邱ｴ鬥ｬ蛹ｺ,蟷ｳ蜥悟床,,蟷ｳ蜥悟床,313,2605,247,1779,23,198,43,628,106,401,102,377,3,12,1,12,190,1922,137,1207,20,186,33,529,17,282,8,195,-,-,9,87,-,-,-,-,-,-,-,-
4,1312001801,邱ｴ鬥ｬ蛹ｺ,蟷ｳ蜥悟床,蟷ｳ蜥悟床�台ｸ∫岼,蟷ｳ蜥悟床�台ｸ∫岼,70,622,57,525,6,27,7,70,22,78,21,74,1,4,-,-,46,396,35,312,5,23,6,61,2,148,1,139,-,-,1,9,-,-,-,-,-,-,-,-
4,1312001802,邱ｴ鬥ｬ蛹ｺ,蟷ｳ蜥悟床,蟷ｳ蜥悟床�剃ｸ∫岼,蟷ｳ蜥悟床�剃ｸ∫岼,77,493,65,277,4,31,8,185,30,78,30,78,-,-,-,-,42,389,33,195,4,31,5,163,5,26,2,4,-,-,3,22,-,-,-,-,-,-,-,-
4,1312001803,邱ｴ鬥ｬ蛹ｺ,蟷ｳ蜥悟床,蟷ｳ蜥悟床�謎ｸ∫岼,蟷ｳ蜥悟床�謎ｸ∫岼,85,599,69,436,8,87,8,76,24,122,21,102,2,8,1,12,57,431,45,302,6,79,6,50,4,46,3,32,-,-,1,14,-,-,-,-,-,-,-,-
4,1312001804,邱ｴ鬥ｬ蛹ｺ,蟷ｳ蜥悟床,蟷ｳ蜥悟床�比ｸ∫岼,蟷ｳ蜥悟床�比ｸ∫岼,81,891,56,541,5,53,20,297,30,123,30,123,-,-,-,-,45,706,24,398,5,53,16,255,6,62,2,20,-,-,4,42,-,-,-,-,-,-,-,-
3,1312001900,邱ｴ鬥ｬ蛹ｺ,譌ｩ螳ｮ,,譌ｩ螳ｮ,412,3068,295,1491,26,232,91,1345,129,423,128,419,1,4,-,-,256,2355,156,921,25,228,75,1206,27,290,11,151,-,-,16,139,-,-,-,-,-,-,-,-
4,1312001901,邱ｴ鬥ｬ蛹ｺ,譌ｩ螳ｮ,譌ｩ螳ｮ�台ｸ∫岼,譌ｩ螳ｮ�台ｸ∫岼,100,420,85,342,3,7,12,71,42,122,41,118,1,4,-,-,54,293,43,222,2,3,9,68,4,5,1,2,-,-,3,3,-,-,-,-,-,-,-,-
4,1312001902,邱ｴ鬥ｬ蛹ｺ,譌ｩ螳ｮ,譌ｩ螳ｮ�剃ｸ∫岼,譌ｩ螳ｮ�剃ｸ∫岼,146,1647,83,570,9,121,54,956,39,156,39,156,-,-,-,-,86,1268,34,265,9,121,43,882,21,223,10,149,-,-,11,74,-,-,-,-,-,-,-,-
4,1312001903,邱ｴ鬥ｬ蛹ｺ,譌ｩ螳ｮ,譌ｩ螳ｮ�謎ｸ∫岼,譌ｩ螳ｮ�謎ｸ∫岼,96,580,74,365,8,35,14,180,28,97,28,97,-,-,-,-,66,421,46,268,8,35,12,118,2,62,-,-,-,-,2,62,-,-,-,-,-,-,-,-
4,1312001904,邱ｴ鬥ｬ蛹ｺ,譌ｩ螳ｮ,譌ｩ螳ｮ�比ｸ∫岼,譌ｩ螳ｮ�比ｸ∫岼,70,421,53,214,6,69,11,138,20,48,20,48,-,-,-,-,50,373,33,166,6,69,11,138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312002000,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,,譏･譌･逕ｺ,682,4430,517,2095,39,529,125,1804,267,699,263,692,1,1,3,6,370,3010,236,1189,34,423,100,1398,44,719,18,214,4,105,22,400,1,2,-,-,-,-,-,-
4,1312002001,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�台ｸ∫岼,譏･譌･逕ｺ�台ｸ∫岼,103,624,74,210,9,79,20,335,33,74,32,72,-,-,1,2,64,415,42,138,8,36,14,241,6,135,-,-,1,43,5,92,-,-,-,-,-,-,-,-
4,1312002002,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�剃ｸ∫岼,譏･譌･逕ｺ�剃ｸ∫岼,115,799,89,356,5,187,20,254,44,103,43,100,-,-,1,3,66,656,44,228,5,187,17,241,4,38,2,28,-,-,2,10,1,2,-,-,-,-,-,-
4,1312002003,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�謎ｸ∫岼,譏･譌･逕ｺ�謎ｸ∫岼,118,757,87,364,6,129,25,264,48,165,48,165,-,-,-,-,60,487,34,140,5,111,21,236,10,105,5,59,1,18,4,28,-,-,-,-,-,-,-,-
4,1312002004,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�比ｸ∫岼,譏･譌･逕ｺ�比ｸ∫岼,109,775,92,491,8,71,9,213,46,103,46,103,-,-,-,-,56,480,43,361,7,36,6,83,7,192,3,27,1,35,3,130,-,-,-,-,-,-,-,-
4,1312002005,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�穂ｸ∫岼,譏･譌･逕ｺ�穂ｸ∫岼,102,643,75,228,6,38,21,377,48,104,48,104,-,-,-,-,45,396,25,95,5,29,15,272,9,143,2,29,1,9,6,105,-,-,-,-,-,-,-,-
4,1312002006,邱ｴ鬥ｬ蛹ｺ,譏･譌･逕ｺ,譏･譌･逕ｺ�紋ｸ∫岼,譏･譌･逕ｺ�紋ｸ∫岼,135,832,100,446,5,25,30,361,48,150,46,148,1,1,1,1,79,576,48,227,4,24,27,325,8,106,6,71,-,-,2,35,-,-,-,-,-,-,-,-
3,1312002100,邱ｴ鬥ｬ蛹ｺ,鬮俶收,,鬮俶收,578,7225,364,2308,35,983,178,3933,121,403,116,384,1,3,4,16,421,6116,234,1698,33,877,154,3541,35,705,14,226,1,103,20,376,1,1,-,-,-,-,-,-
4,1312002101,邱ｴ鬥ｬ蛹ｺ,鬮俶收,鬮俶收�台ｸ∫岼,鬮俶收�台ｸ∫岼,56,451,48,397,1,5,7,49,18,49,18,49,-,-,-,-,33,315,26,272,1,5,6,38,5,87,4,76,-,-,1,11,-,-,-,-,-,-,-,-
4,1312002102,邱ｴ鬥ｬ蛹ｺ,鬮俶收,鬮俶收�剃ｸ∫岼,鬮俶收�剃ｸ∫岼,74,793,52,331,5,76,17,386,12,38,11,34,-,-,1,4,54,506,41,297,5,76,8,133,8,249,-,-,-,-,8,249,-,-,-,-,-,-,-,-
4,1312002103,邱ｴ鬥ｬ蛹ｺ,鬮俶收,鬮俶收�謎ｸ∫岼,鬮俶收�謎ｸ∫岼,76,656,52,277,2,35,22,344,12,44,10,36,1,3,1,5,60,578,40,228,1,32,19,318,4,34,2,13,-,-,2,21,-,-,-,-,-,-,-,-
