,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,　平成25年(2013年),,,品種,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,
合計,,"40,663,990","15,791,781","24,872,209","37,851,778","14,295,663","23,556,115","38,633,755","13,904,903","24,728,852","38,321,653","14,216,486","24,105,167","37,538,054","14,247,093","23,290,961",合計,,,,,,
農水産品,,"346,335","165,668","180,667","303,535","144,191","159,344","339,033","154,781","184,252","338,155","154,801","183,354","376,108","160,485","215,623",農水産品,,,,,,
1,麦,"92,057","10,336","81,721","44,743","10,510","34,233","100,980","12,065","88,915","103,234","12,670","90,564","128,726","14,789","113,937",1,麦,,,,,
2,米,"19,444","11,574","7,870","18,245","11,751","6,494","17,606","12,156","5,450","16,990","12,125","4,865","24,134","14,954","9,180",2,米,,,,,
3,とうもろこし,830,815,15,"5,669","1,484","4,185","1,131","1,121",10,"1,471","1,461",10,"2,293","2,288",5,3,とうもろこし,,,,,
4,豆類,"14,004","9,249","4,755","8,625","3,025","5,600","8,571","2,781","5,790","13,554","8,439","5,115","17,672","13,682","3,990",4,豆類,,,,,
5,その他雑穀,"1,360",695,665,755,485,270,899,809,90,"1,883","1,618",265,"2,298","2,003",295,5,その他雑穀,,,,,
6,野菜・果物,"123,392","72,622","50,770","131,068","62,986","68,082","111,165","69,880","41,285","100,421","59,202","41,219","97,204","52,944","44,260",6,野菜・果物,,,,,
7,綿花,150,150,-,90,90,-,-,-,-,-,-,-,60,60,-,7,綿花,,,,,
8,その他農産品,"17,734","12,767","4,967","13,393","3,828","9,565","20,195","11,865","8,330","26,092","17,817","8,275","18,326","11,713","6,613",8,その他農産品,,,,,
9,羊毛,22,22,-,73,58,15,208,208,-,280,280,-,164,164,-,9,羊毛,,,,,
10,その他畜産品,"26,412","21,167","5,245","24,631","17,801","6,830","23,196","15,559","7,637","20,157","15,220","4,937","27,311","21,910","5,401",10,その他畜産品,,,,,
11,水産品,"50,930","26,271","24,659","56,243","32,173","24,070","55,082","28,337","26,745","54,073","25,969","28,104","57,920","25,978","31,942",11,水産品,,,,,
林産品,,"78,493","49,783","28,710","74,359","46,497","27,862","82,655","61,974","20,681","104,262","82,466","21,796","118,958","91,886","27,072",林産品,,,,,,
12,原木,40,-,40,110,-,110,281,220,61,878,878,-,299,299,-,12,原木,,,,,
13,製材,"54,875","37,687","17,188","48,903","33,783","15,120","56,492","43,944","12,548","69,598","58,263","11,335","86,905","73,114","13,791",13,製材,,,,,
14,樹脂類,"17,196","8,080","9,116","20,073","10,160","9,913","20,710","14,755","5,955","28,470","19,735","8,735","26,705","14,990","11,715",14,樹脂類,,,,,
15,木材チップ,870,-,870,"1,430",-,"1,430","1,560",-,"1,560","1,013",-,"1,013",501,-,501,15,木材チップ,,,,,
16,その他林産品,"5,242","3,786","1,456","3,608","2,354","1,254","3,147","2,710",437,"3,893","3,480",413,"3,642","3,272",370,16,その他林産品,,,,,
17,薪炭,270,230,40,235,200,35,465,345,120,410,110,300,906,211,695,17,薪炭,,,,,
鉱産品,,"5,591,528","58,550","5,532,978","5,068,393","100,809","4,967,584","6,355,255","82,288","6,272,967","5,761,153","39,627","5,721,526","5,594,010","94,076","5,499,934",鉱産品,,,,,,
18,石炭,"30,833","13,627","17,206","21,535","5,438","16,097","27,250","1,610","25,640","28,409","10,474","17,935","37,599","19,546","18,053",18,石炭,,,,,
19,鉄鉱石,-,-,-,20,20,-,20,20,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,725,705,20,"4,555","2,280","2,275","7,565","6,000","1,565",95,45,50,"1,863","1,773",90,20,金属鉱,,,,,
21,砂利・砂,"4,289,006","27,525","4,261,481","3,841,861","64,743","3,777,118","5,527,969","6,597","5,521,372","4,806,422","10,013","4,796,409","4,353,126","23,957","4,329,169",21,砂利・砂,,,,,
22,石材,"869,639","3,632","866,007","663,738","6,018","657,720","26,592","25,131","1,461","6,762","4,522","2,240","5,058","4,849",209,22,石材,,,,,
23,原油,30,30,-,"53,000",-,"53,000","375,040",40,"375,000","496,010",10,"496,000","714,956","2,856","712,100",23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"343,743","2,150","341,593","291,045","5,255","285,790","332,527","12,160","320,367","289,505","1,415","288,090","286,478","1,471","285,007",25,石灰石,,,,,
26,原塩,"4,300",70,"4,230","5,395",35,"5,360","4,611",90,"4,521","6,500",410,"6,090","9,695",355,"9,340",26,原塩,,,,,
27,非金属鉱物,"53,252","10,811","42,441","187,244","17,020","170,224","53,681","30,640","23,041","127,450","12,738","114,712","185,235","39,269","145,966",27,非金属鉱物,,,,,
金属機械工業品,,"15,453,894","8,413,358","7,040,536","14,252,494","7,647,666","6,604,828","13,377,545","7,096,251","6,281,294","13,243,526","6,948,564","6,294,962","13,406,018","6,867,714","6,538,304",金属機械工業品,,,,,,
28,鉄鋼,"12,256",475,"11,781","7,710",535,"7,175","18,848",743,"18,105","18,882","5,827","13,055","15,149",571,"14,578",28,鉄鋼,,,,,
29,鋼材,"1,095,823","14,764","1,081,059","1,053,894","16,755","1,037,139","1,019,825","18,763","1,001,062","1,249,087","32,548","1,216,539","1,189,931","26,435","1,163,496",29,鋼材,,,,,
30,非鉄金属,"54,473","4,192","50,281","44,304","6,561","37,743","52,030","5,038","46,992","56,389","10,490","45,899","52,792","8,190","44,602",30,非鉄金属,,,,,
31,金属製品,"85,766","49,310","36,456","66,926","41,653","25,273","64,059","40,734","23,325","66,321","38,097","28,224","68,085","42,202","25,883",31,金属製品,,,,,
32,鉄道車両,10,10,-,-,-,-,340,340,-,419,165,254,140,60,80,32,鉄道車両,,,,,
33,完成自動車,"13,306,457","7,820,926","5,485,531","12,224,987","7,071,044","5,153,943","11,356,023","6,530,592","4,825,431","11,115,621","6,443,539","4,672,082","11,370,699","6,382,606","4,988,093",33,完成自動車,,,,,
34,その他輸送用車両,"26,842","13,494","13,348","37,133","15,285","21,848","28,524","5,908","22,616","13,475","8,318","5,157","8,907","4,582","4,325",34,その他輸送用車両,,,,,
35,二輪自動車,"1,679",694,985,913,231,682,416,97,319,"1,193",699,494,"1,549",739,810,35,二輪自動車,,,,,
36,自動車部品,"113,191","30,931","82,260","95,599","33,814","61,785","97,888","29,247","68,641","106,313","25,526","80,787","90,890","26,007","64,883",36,自動車部品,,,,,
37,その他輸送機械,"204,318","78,815","125,503","206,228","80,460","125,768","229,944","99,776","130,168","183,557","83,785","99,772","201,977","90,144","111,833",37,その他輸送機械,,,,,
38,産業機械,"309,763","204,141","105,622","277,794","185,833","91,961","254,423","181,323","73,100","214,926","142,644","72,282","209,615","136,445","73,170",38,産業機械,,,,,
39,電気機械,"84,918","57,807","27,111","74,391","56,933","17,458","110,434","60,433","50,001","56,152","27,161","28,991","45,300","28,015","17,285",39,電気機械,,,,,
40,測量・光学・医療用機械,"17,124","11,177","5,947","24,014","13,567","10,447","7,923","1,760","6,163","16,668","4,487","12,181","20,453","7,813","12,640",40,測量・光学・医療用機械,,,,,
41,事務用機器,"116,709","115,849",860,"114,242","113,732",510,"114,874","114,059",815,"118,054","117,129",925,"105,019","103,894","1,125",41,事務用機器,,,,,
42,その他機械,"24,565","10,773","13,792","24,359","11,263","13,096","21,994","7,438","14,556","26,469","8,149","18,320","25,512","10,011","15,501",42,その他機械,,,,,
化学工業品,,"7,790,342","441,029","7,349,313","7,313,340","420,164","6,893,176","7,538,195","428,512","7,109,683","7,498,438","417,110","7,081,328","7,138,744","431,814","6,706,930",化学工業品,,,,,,
43,陶磁器,923,506,417,73,53,20,129,15,114,"2,739",75,"2,664",677,422,255,43,陶磁器,,,,,
