,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,南アメリカ,,,,,,,,,アフリカ,,,,,,,品種,,,,,,
,,アルゼンチン,,,,,ウルグアイ,,　　　　　　　　パラグアイ,,計,モロッコ,,,,チュニジア,,,,,,,,
,,プエルトマドリン,プエルト　デセアド,ウシュアイア,サラテ,"諸港
(アルゼンチン）",小計,モンテビデオ,小計,諸港(パラグアイ）,,小計,カサブランカ,アガディール,諸港(モロッコ),小計,チュニス,,,,,,,
合計,,"3,438","3,480","1,695",510,321,564,564,"1,670","1,670","33,720",794,363,255,176,538,242,合計,,,,,,
農水産品,,"3,378","3,480","1,695",510,175,350,350,-,-,"23,402",542,145,255,142,15,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,"19,152",260,145,-,115,15,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,180,180,-,-,236,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,510,60,45,45,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"3,378","3,480","1,695",-,115,125,125,-,-,"4,014",282,-,255,27,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,435,-,-,-,-,-,-,鉱産品,,,,,,
