17,薪炭,"56,153",98.4%,387,100.0%,"55,766",98.4%,"55,883",98.4%,157,100.0%,"55,726",98.4%,270,92.6%,230,100.0%,40,50.0%,17,薪炭,,
鉱産品,,"6,066,046",5.1%,"76,718",36.5%,"5,989,328",4.7%,"474,518",63.5%,"18,168",100.0%,"456,350",62.1%,"5,591,528",0.2%,"58,550",16.8%,"5,532,978",0.0%,鉱産品,,,
18,石炭,"163,146",20.2%,"13,706",6.7%,"149,440",21.4%,"132,313",24.3%,79,100.0%,"132,234",24.2%,"30,833",2.8%,"13,627",6.2%,"17,206",0.0%,18,石炭,,
19,鉄鉱石,294,100.0%,21,100.0%,273,100.0%,294,100.0%,21,100.0%,273,100.0%,-,-,-,-,-,-,19,鉄鉱石,,
20,金属鉱,"6,440",99.7%,775,98.7%,"5,665",99.8%,"5,715",100.0%,70,100.0%,"5,645",100.0%,725,97.2%,705,98.6%,20,50.0%,20,金属鉱,,
21,砂利・砂,"4,309,876",0.4%,"28,318",6.4%,"4,281,558",0.3%,"20,870",67.7%,793,100.0%,"20,077",66.4%,"4,289,006",0.0%,"27,525",3.7%,"4,261,481",0.0%,21,砂利・砂,,
22,石材,"974,643",11.0%,"4,991",70.1%,"969,652",10.7%,"105,004",100.0%,"1,359",100.0%,"103,645",100.0%,"869,639",0.3%,"3,632",58.9%,"866,007",0.0%,22,石材,,
23,原油,"2,280",100.0%,30,100.0%,"2,250",100.0%,"2,250",100.0%,-,-,"2,250",100.0%,30,100.0%,30,100.0%,-,-,23,原油,,
24,りん鉱石,57,100.0%,-,-,57,100.0%,57,100.0%,-,-,57,100.0%,-,-,-,-,-,-,24,りん鉱石,,
25,石灰石,"344,597",0.3%,"2,150",13.0%,"342,447",0.3%,854,100.0%,-,-,854,100.0%,"343,743",0.1%,"2,150",13.0%,"341,593",0.0%,25,石灰石,,
26,原塩,"10,939",47.5%,125,100.0%,"10,814",46.9%,"6,639",77.3%,55,100.0%,"6,584",77.1%,"4,300",1.6%,70,100.0%,"4,230",-,26,原塩,,
27,非金属鉱物,"253,774",55.4%,"26,602",77.2%,"227,172",52.9%,"200,522",67.8%,"15,791",100.0%,"184,731",65.1%,"53,252",8.9%,"10,811",43.9%,"42,441",-,27,非金属鉱物,,
金属機械工業品,,"28,685,478",47.4%,"13,640,218",39.9%,"15,045,260",54.1%,"13,231,584",99.5%,"5,226,860",99.6%,"8,004,724",99.4%,"15,453,894",2.7%,"8,413,358",2.8%,"7,040,536",2.7%,金属機械工業品,,,
28,鉄鋼,"93,849",81.3%,"30,988",89.4%,"62,861",77.3%,"81,593",93.0%,"30,513",90.0%,"51,080",94.8%,"12,256",3.1%,475,47.4%,"11,781",1.3%,28,鉄鋼,,
29,鋼材,"1,496,332",25.3%,"292,002",94.4%,"1,204,330",8.6%,"400,509",92.5%,"277,238",98.9%,"123,271",78.1%,"1,095,823",0.8%,"14,764",9.5%,"1,081,059",0.6%,29,鋼材,,
30,非鉄金属,"327,696",86.2%,"118,646",98.8%,"209,050",79.1%,"273,223",100.0%,"114,454",100.0%,"158,769",100.0%,"54,473",17.1%,"4,192",64.9%,"50,281",13.1%,30,非鉄金属,,
31,金属製品,"1,678,804",96.5%,"338,942",89.6%,"1,339,862",98.3%,"1,593,038",99.8%,"289,632",100.0%,"1,303,406",99.8%,"85,766",35.6%,"49,310",28.7%,"36,456",44.9%,31,金属製品,,
32,鉄道車両,"3,779",79.8%,"1,603",52.5%,"2,176",100.0%,"3,769",80.0%,"1,593",52.8%,"2,176",100.0%,10,-,10,-,-,-,32,鉄道車両,,
33,完成自動車,"13,414,844",0.8%,"7,904,168",1.1%,"5,510,676",0.4%,"108,387",97.8%,"83,242",99.7%,"25,145",91.3%,"13,306,457",0.0%,"7,820,926",0.0%,"5,485,531",0.0%,33,完成自動車,,
34,その他輸送用車両,"112,586",72.8%,"16,617",21.1%,"95,969",81.8%,"85,744",94.9%,"3,123",100.0%,"82,621",94.7%,"26,842",2.1%,"13,494",2.8%,"13,348",1.5%,34,その他輸送用車両,,
35,二輪自動車,"56,212",99.0%,"9,520",97.2%,"46,692",99.3%,"54,533",100.0%,"8,826",100.0%,"45,707",100.0%,"1,679",65.8%,694,61.4%,985,68.9%,35,二輪自動車,,
36,自動車部品,"2,348,864",99.4%,"1,510,412",99.9%,"838,452",98.5%,"2,235,673",100.0%,"1,479,481",100.0%,"756,192",100.0%,"113,191",87.6%,"30,931",93.7%,"82,260",85.3%,36,自動車部品,,
37,その他輸送機械,"594,758",65.1%,"124,235",39.3%,"470,523",71.9%,"390,440",98.2%,"45,420",100.0%,"345,020",97.9%,"204,318",1.9%,"78,815",4.3%,"125,503",0.4%,37,その他輸送機械,,
38,産業機械,"3,689,844",93.2%,"2,134,873",90.6%,"1,554,971",96.7%,"3,380,081",99.7%,"1,930,732",99.6%,"1,449,349",99.9%,"309,763",21.4%,"204,141",4.9%,"105,622",53.3%,38,産業機械,,
39,電気機械,"3,963,449",99.5%,"785,855",97.9%,"3,177,594",99.9%,"3,878,531",100.0%,"728,048",99.9%,"3,150,483",100.0%,"84,918",77.3%,"57,807",72.5%,"27,111",87.5%,39,電気機械,,
40,測量・光学・医療用機械,"517,023",98.7%,"192,809",97.0%,"324,214",99.7%,"499,899",99.1%,"181,632",97.8%,"318,267",99.9%,"17,124",86.1%,"11,177",84.9%,"5,947",88.4%,40,測量・光学・医療用機械,,
41,事務用機器,"315,133",99.3%,"154,082",98.9%,"161,051",99.7%,"198,424",100.0%,"38,233",100.0%,"160,191",100.0%,"116,709",98.1%,"115,849",98.5%,860,43.0%,41,事務用機器,,
42,その他機械,"72,305",76.4%,"25,466",74.4%,"46,839",77.5%,"47,740",100.0%,"14,693",100.0%,"33,047",100.0%,"24,565",30.5%,"10,773",39.4%,"13,792",23.5%,42,その他機械,,
化学工業品,,"13,656,567",43.6%,"2,818,378",87.3%,"10,838,189",32.3%,"5,866,225",99.6%,"2,377,349",100.0%,"3,488,876",99.4%,"7,790,342",1.5%,"441,029",18.7%,"7,349,313",0.5%,化学工業品,,,
43,陶磁器,"156,819",100.0%,"10,686",100.0%,"146,133",100.0%,"155,896",100.0%,"10,180",100.0%,"145,716",100.0%,923,100.0%,506,100.0%,417,100.0%,43,陶磁器,,
44,セメント,"2,641,260",0.8%,"40,452",22.6%,"2,600,808",0.5%,"21,322",100.0%,"8,629",100.0%,"12,693",100.0%,"2,619,938",0.0%,"31,823",1.6%,"2,588,115",0.0%,44,セメント,,
45,ガラス類,"219,142",93.6%,"84,134",83.6%,"135,008",99.8%,"203,514",100.0%,"69,108",100.0%,"134,406",100.0%,"15,628",10.1%,"15,026",8.0%,602,63.3%,45,ガラス類,,
46,窯業品,"425,263",84.6%,"137,217",82.0%,"288,046",85.8%,"357,015",99.4%,"109,932",99.9%,"247,083",99.1%,"68,248",7.2%,"27,285",10.0%,"40,963",5.3%,46,窯業品,,
47,重油,"371,257",-,"176,110",-,"195,147",-,-,-,-,-,-,-,"371,257",-,"176,110",-,"195,147",-,47,重油,,
48,石油製品,"4,420,582",0.9%,"42,785",57.3%,"4,377,797",0.4%,"36,674",100.0%,"20,855",100.0%,"15,819",100.0%,"4,383,908",0.1%,"21,930",16.6%,"4,361,978",0.0%,48,石油製品,,
49,LNG/液化天然ガス,396,100.0%,18,100.0%,378,100.0%,318,100.0%,-,-,318,100.0%,78,100.0%,18,100.0%,60,100.0%,49,LNG/液化天然ガス,,
50,LPG/液化石油ガス,"6,733",40.1%,"6,548",38.4%,185,100.0%,-,-,-,-,-,-,"6,733",40.1%,"6,548",38.4%,185,100.0%,50,LPG/液化石油ガス,,
51,その他石油製品,"60,152",40.7%,"18,359",55.6%,"41,793",34.1%,"24,615",95.6%,"9,308",100.0%,"15,307",93.0%,"35,537",2.6%,"9,051",9.9%,"26,486",0.1%,51,その他石油製品,,
52,コークス,"40,323",22.6%,"2,321",-,"38,002",23.9%,"24,279",37.5%,-,-,"24,279",37.5%,"16,044",-,"2,321",-,"13,723",-,52,コークス,,
53,石炭製品,"8,264",99.8%,"7,844",99.7%,420,100.0%,"8,244",100.0%,"7,824",100.0%,420,100.0%,20,-,20,-,-,-,53,石炭製品,,
54,化学薬品,"1,063,371",94.2%,"362,926",99.1%,"700,445",91.7%,"952,093",99.6%,"315,884",100.0%,"636,209",99.4%,"111,278",48.3%,"47,042",93.1%,"64,236",15.5%,54,化学薬品,,
55,化学肥料,"61,133",95.2%,"7,832",83.0%,"53,301",97.0%,"53,508",100.0%,"4,102",100.0%,"49,406",100.0%,"7,625",61.4%,"3,730",64.3%,"3,895",58.7%,55,化学肥料,,
56,その他化学工業品,"4,181,872",97.3%,"1,921,146",96.1%,"2,260,726",98.4%,"4,028,747",100.0%,"1,821,527",100.0%,"2,207,220",100.0%,"153,125",27.3%,"99,619",24.2%,"53,506",33.0%,56,その他化学工業品,,
軽工業品,,"8,710,342",72.1%,"1,587,422",66.6%,"7,122,920",73.3%,"5,776,494",98.8%,"694,963",100.0%,"5,081,531",98.6%,"2,933,848",19.6%,"892,459",40.6%,"2,041,389",10.4%,軽工業品,,,
57,紙・パルプ,"2,969,070",45.0%,"527,882",79.0%,"2,441,188",37.7%,"1,210,245",94.6%,"333,009",100.0%,"877,236",92.6%,"1,758,825",10.9%,"194,873",43.1%,"1,563,952",6.9%,57,紙・パルプ,,
58,糸及び紡績半製品,"82,265",100.0%,"7,491",100.0%,"74,774",100.0%,"72,221",100.0%,"7,420",100.0%,"64,801",100.0%,"10,044",100.0%,71,100.0%,"9,973",100.0%,58,糸及び紡績半製品,,
59,その他繊維工業品,"411,760",100.0%,"65,430",99.8%,"346,330",100.0%,"407,028",100.0%,"61,393",100.0%,"345,635",100.0%,"4,732",96.4%,"4,037",96.5%,695,95.7%,59,その他繊維工業品,,
60,砂糖,"124,826",86.6%,"16,188",94.6%,"108,638",85.4%,"57,248",100.0%,511,100.0%,"56,737",100.0%,"67,578",75.2%,"15,677",94.4%,"51,901",69.4%,60,砂糖,,
61,製造食品,"3,039,726",94.1%,"455,259",76.2%,"2,584,467",97.3%,"2,739,830",99.8%,"242,776",100.0%,"2,497,054",99.8%,"299,896",42.5%,"212,483",49.1%,"87,413",26.4%,61,製造食品,,
62,飲料,"1,288,365",76.0%,"356,398",47.6%,"931,967",86.8%,"835,528",100.0%,"44,667",100.0%,"790,861",100.0%,"452,837",31.6%,"311,731",40.1%,"141,106",12.7%,62,飲料,,
63,水,"327,211",64.5%,"116,907",5.5%,"210,304",97.2%,"195,419",100.0%,"4,205",100.0%,"191,214",100.0%,"131,792",11.7%,"112,702",1.9%,"19,090",69.6%,63,水,,
64,たばこ,"103,659",82.4%,"13,228",27.2%,"90,431",90.5%,"81,049",100.0%,198,100.0%,"80,851",100.0%,"22,610",19.3%,"13,030",26.1%,"9,580",10.0%,64,たばこ,,
65,その他食料工業品,"363,460",56.0%,"28,639",88.3%,"334,821",53.3%,"177,926",100.0%,784,100.0%,"177,142",100.0%,"185,534",13.9%,"27,855",87.9%,"157,679",0.8%,65,その他食料工業品,,
雑工業品,,"11,944,548",98.0%,"1,512,269",88.4%,"10,432,279",99.4%,"11,530,615",100.0%,"1,188,632",100.0%,"10,341,983",100.0%,"413,933",43.5%,"323,637",45.8%,"90,296",35.1%,雑工業品,,,
66,がん具,"660,795",100.0%,"18,163",99.9%,"642,632",100.0%,"660,434",100.0%,"17,877",100.0%,"642,557",100.0%,361,94.5%,286,93.0%,75,100.0%,66,がん具,,
67,衣服・身廻品・はきもの,"4,815,801",100.0%,"196,273",99.6%,"4,619,528",100.0%,"4,794,447",100.0%,"178,084",100.0%,"4,616,363",100.0%,"21,354",96.2%,"18,189",95.8%,"3,165",98.4%,67,衣服・身廻品・はきもの,,
68,文房具・運動娯楽用品・楽器,"829,735",100.0%,"139,326",99.9%,"690,409",100.0%,"814,465",100.0%,"125,446",100.0%,"689,019",100.0%,"15,270",97.8%,"13,880",99.5%,"1,390",81.3%,68,文房具・運動娯楽用品・楽器,,
69,家具装備品,"2,230,527",99.3%,"118,616",93.8%,"2,111,911",99.6%,"2,200,550",100.0%,"97,636",100.0%,"2,102,914",100.0%,"29,977",50.3%,"20,980",65.0%,"8,997",16.2%,69,家具装備品,,
70,その他日用品,"780,471",83.4%,"293,256",62.3%,"487,215",96.1%,"582,446",100.0%,"123,270",100.0%,"459,176",100.0%,"198,025",34.5%,"169,986",35.0%,"28,039",31.6%,70,その他日用品,,
71,ゴム製品,"839,344",97.8%,"393,139",96.8%,"446,205",98.6%,"793,960",100.0%,"366,336",100.0%,"427,624",100.0%,"45,384",58.6%,"26,803",53.3%,"18,581",66.1%,71,ゴム製品,,
72,木製品,"1,157,334",98.2%,"31,449",37.9%,"1,125,885",99.9%,"1,135,577",99.9%,"10,503",100.0%,"1,125,074",99.9%,"21,757",6.5%,"20,946",6.7%,811,0.6%,72,木製品,,
73,その他製造工業品,"630,541",92.2%,"322,047",92.4%,"308,494",92.1%,"548,736",100.0%,"269,480",100.0%,"279,256",100.0%,"81,805",40.1%,"52,567",53.3%,"29,238",16.3%,73,その他製造工業品,,
特殊品,,"14,683,180",52.4%,"9,052,654",43.3%,"5,630,526",67.0%,"6,627,563",91.4%,"3,605,357",85.1%,"3,022,206",98.9%,"8,055,617",20.3%,"5,447,297",15.6%,"2,608,320",30.1%,特殊品,,,
74,金属くず,"705,479",19.9%,"619,473",11.7%,"86,006",79.5%,"672,779",20.4%,"607,088",11.8%,"65,691",100.0%,"32,700",9.3%,"12,385",3.3%,"20,315",13.0%,74,金属くず,,
75,再利用資材,"2,803,898",87.8%,"2,735,812",87.9%,"68,086",80.7%,"2,452,886",100.0%,"2,404,593",100.0%,"48,293",98.8%,"351,012",2.4%,"331,219",0.4%,"19,793",36.6%,75,再利用資材,,
76,動植物性製造飼肥料,"1,133,827",98.8%,"71,502",84.6%,"1,062,325",99.8%,"1,076,276",100.0%,"17,190",100.0%,"1,059,086",100.0%,"57,551",76.6%,"54,312",79.8%,"3,239",22.8%,76,動植物性製造飼肥料,,
77,廃棄物,"14,050",36.1%,"4,755",95.6%,"9,295",5.7%,-,-,-,-,-,-,"14,050",36.1%,"4,755",95.6%,"9,295",5.7%,77,廃棄物,,
78,廃土砂,"1,990,989",0.0%,"1,988,532",0.0%,"2,457",-,-,-,-,-,-,-,"1,990,989",0.0%,"1,988,532",0.0%,"2,457",-,78,廃土砂,,
79,輸送用容器,"1,587,563",89.4%,"300,930",83.6%,"1,286,633",90.7%,"1,250,278",97.2%,"187,761",98.6%,"1,062,517",97.0%,"337,285",60.3%,"113,169",58.6%,"224,116",61.2%,79,輸送用容器,,
80,取合せ品,"6,447,374",39.5%,"3,331,650",33.7%,"3,115,724",45.7%,"1,175,344",100.0%,"388,725",100.0%,"786,619",100.0%,"5,272,030",26.0%,"2,942,925",25.0%,"2,329,105",27.4%,80,取合せ品,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
