,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,フィリピン,,,,,,カンボジア,,,,,ミャンマー,,,インド,,,,,,,,
,,カガヤン,バタンガス,"ジェネラル
サントス",カビテ,マニラサウスハーバー,"諸港
（フィリピン）",小計,プノンペン,コンポンソム,シアヌークヴィル,"諸港
（カンボジア）",小計,ヤンゴン,"諸港
(ミャンマー)",小計,カルカッタ,,,,,,,
合計,,240,"2,342","1,741",260,"49,675","24,723","8,054",781,268,"5,885","1,120","11,997","8,179","3,818","356,081","17,680",合計,,,,,,
農水産品,,-,-,998,-,600,"6,884",728,-,-,728,-,136,136,-,32,11,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,45,45,-,18,11,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,120,728,-,-,728,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,968,-,600,"6,764",-,-,-,-,-,91,91,-,14,-,11,水産品,,,,,
林産品,,-,-,-,-,"5,618",-,-,-,-,-,-,-,-,-,114,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,"5,618",-,-,-,-,-,-,-,-,-,114,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
