19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348,-,27,非金属鉱物,,,,,
金属機械工業品,,180,"2,201",120,32,"26,804","8,161","2,183",204,-,"1,911",68,"7,233","3,658","3,575","113,763","10,954",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,538",-,28,鉄鋼,,,,,
29,鋼材,180,-,-,8,"2,110","1,815",-,-,-,-,-,412,412,-,"22,524","1,389",29,鋼材,,,,,
30,非鉄金属,-,32,-,-,-,"1,743",-,-,-,-,-,166,106,60,"6,375",26,30,非鉄金属,,,,,
31,金属製品,-,-,-,20,"18,496","1,420",167,42,-,125,-,235,152,83,"1,878",109,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,30,-,-,-,-,-,-,42,42,-,60,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,128,-,-,60,68,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,"1,528",-,-,-,-,-,748,748,-,"21,190",1,36,自動車部品,,,,,
37,その他輸送機械,-,-,120,-,-,22,"1,468",-,-,"1,468",-,797,797,-,15,15,37,その他輸送機械,,,,,
38,産業機械,-,"2,169",-,3,"5,964",394,172,159,-,13,-,"4,327",902,"3,425","39,820","9,204",38,産業機械,,,,,
39,電気機械,-,-,-,-,142,"1,143",244,2,-,242,-,375,375,-,"9,463",57,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,1,62,49,4,1,-,3,-,45,38,7,"1,669",153,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,47,-,-,-,-,-,-,-,-,223,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,86,86,-,5,-,42,その他機械,,,,,
化学工業品,,-,38,-,70,"6,829","4,238","2,181",64,-,"1,065","1,052","1,457","1,214",243,"221,780","6,458",化学工業品,,,,,,
43,陶磁器,-,-,-,-,60,2,151,30,-,121,-,-,-,-,347,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,10,10,-,130,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,"3,580",45,-,-,-,-,-,-,-,-,"1,431",66,45,ガラス類,,,,,
46,窯業品,-,-,-,11,876,-,6,-,-,6,-,8,8,-,"2,347",15,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,2,-,-,2,-,10,10,-,568,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,150,695,105,-,-,105,-,16,13,3,"19,683",351,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,503,-,-,503,-,870,630,240,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,38,-,59,"2,163","3,496","1,414",34,-,328,"1,052",543,543,-,"196,957","6,026",56,その他化学工業品,,,,,
軽工業品,,-,94,-,-,"2,134","3,398",927,173,5,749,-,"2,140","2,140",-,"6,586",229,軽工業品,,,,,,
57,紙・パルプ,-,94,-,-,161,"2,948",378,80,-,298,-,898,898,-,"1,511",219,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,300,-,-,-,-,-,-,-,-,-,2,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,444,430,92,-,338,-,"1,172","1,172",-,"4,808",-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,60,砂糖,,,,,
61,製造食品,-,-,-,-,"1,369",6,44,-,-,44,-,52,52,-,243,-,61,製造食品,,,,,
62,飲料,-,-,-,-,49,-,75,1,5,69,-,18,18,-,10,10,62,飲料,,,,,
63,水,-,-,-,-,255,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,60,-,552,36,479,"1,618","1,806",205,263,"1,338",-,683,683,-,"7,071",13,雑工業品,,,,,,
66,がん具,-,-,-,-,-,15,-,-,-,-,-,-,-,-,5,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,30,"1,000",45,263,692,-,11,11,-,245,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,22,-,390,-,27,192,65,2,-,63,-,60,60,-,"2,380",2,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,12,10,1,290,106,-,-,106,-,28,28,-,954,-,69,家具装備品,,,,,
70,その他日用品,23,-,-,-,60,452,457,3,-,454,-,53,53,-,"2,270",2,70,その他日用品,,,,,
71,ゴム製品,-,-,-,23,-,572,2,-,-,2,-,302,302,-,661,9,71,ゴム製品,,,,,
72,木製品,-,-,-,-,390,-,13,3,-,10,-,74,74,-,247,-,72,木製品,,,,,
73,その他製造工業品,15,-,150,3,1,67,163,152,-,11,-,155,155,-,309,-,73,その他製造工業品,,,,,
特殊品,,-,9,71,122,"7,211",424,229,135,-,94,-,348,348,-,"6,372",15,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,210,135,-,75,-,-,-,-,375,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,60,-,-,-,-,-,125,125,-,890,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,71,92,"7,058",251,-,-,-,-,-,1,1,-,522,15,79,輸送用容器,,,,,
80,取合せ品,-,9,-,30,153,98,19,-,-,19,-,222,222,-,"4,585",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
