52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,19,-,9,-,"2,725",-,"1,403",-,-,"1,322","3,789","2,952",-,-,-,837,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,208,207,285,26,"4,923",-,"3,599",-,2,"1,322","37,136","34,147",60,2,-,"2,927",56,その他化学工業品,,,,,
軽工業品,,52,-,108,-,"6,220",-,"5,481",9,4,726,"5,519","5,184",-,15,-,320,軽工業品,,,,,,
57,紙・パルプ,30,-,97,-,386,-,382,-,-,4,"2,794","2,663",-,-,-,131,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,9,-,-,-,-,9,149,149,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,4,-,-,-,91,-,80,-,4,7,692,644,-,-,-,48,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,11,-,"2,348",-,"1,799",-,-,549,"1,686","1,535",-,15,-,136,61,製造食品,,,,,
62,飲料,18,-,-,-,"3,386",-,"3,220",9,-,157,198,193,-,-,-,5,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,48,"1,297",790,2,"12,047",220,"10,109",-,9,"1,709","24,416","22,968",-,48,-,"1,400",雑工業品,,,,,,
66,がん具,9,-,-,-,41,-,29,-,-,12,142,91,-,-,-,51,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,30,-,286,-,251,-,4,31,283,279,-,-,-,4,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,13,-,54,-,"4,284",-,"4,125",-,3,156,"4,614","3,606",-,-,-,"1,008",68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,2,-,15,-,528,-,513,-,2,13,535,338,-,-,-,197,69,家具装備品,,,,,
70,その他日用品,6,-,-,2,458,-,406,-,-,52,"4,282","4,202",-,48,-,32,70,その他日用品,,,,,
71,ゴム製品,15,"1,297",326,-,"6,380",220,"4,745",-,-,"1,415","13,231","13,141",-,-,-,90,71,ゴム製品,,,,,
72,木製品,3,-,-,-,18,-,4,-,-,14,711,711,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,365,-,52,-,36,-,-,16,618,600,-,-,-,18,73,その他製造工業品,,,,,
特殊品,,15,-,-,6,"3,445",-,"1,826",-,2,"1,617","6,661","6,074",30,32,-,525,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,172,172,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,6,-,6,-,-,-,45,45,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,"2,261",-,"1,422",-,-,839,"4,268","4,025",-,-,-,243,79,輸送用容器,,,,,
80,取合せ品,15,-,-,6,"1,178",-,398,-,2,778,"2,176","1,832",30,32,-,282,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
