,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,   　           ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,デンマーク,,　　　　　　　イギリス,,,,,,,,,,,,アイルランド,,,,,,,,
,,フレデリカ,諸港(デンマーク),小計,フィリクストーエ,ロンドン,リバプール,サザンプトン,ベルファスト,サウスシールズ,グリノック,グレーンジマス,イミンガム,ティーポート,諸港(イギリス),小計,ダブリン,,,,,,,
合計,,"3,990","2,296","176,588","17,096",48,30,"148,005",757,"1,575","2,628","3,029",30,75,"3,315","12,730","4,112",合計,,,,,,
農水産品,,75,203,"4,597",625,-,-,"3,406",536,-,-,-,-,-,30,"1,700","1,700",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,60,15,-,-,45,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,15,-,144,-,-,-,144,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,60,-,"1,476",25,-,-,"1,451",-,-,-,-,-,-,-,22,22,8,その他農産品,,,,,
9,羊毛,-,-,195,15,-,-,180,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,127,"2,269",510,-,-,"1,193",536,-,-,-,-,-,30,"1,288","1,288",10,その他畜産品,,,,,
11,水産品,-,76,453,60,-,-,393,-,-,-,-,-,-,-,390,390,11,水産品,,,,,
林産品,,-,270,30,-,-,-,30,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,270,30,-,-,-,30,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,"1,069",15,-,-,"1,009",45,-,-,-,-,-,-,390,390,鉱産品,,,,,,
18,石炭,-,-,255,-,-,-,210,45,-,-,-,-,-,-,390,390,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,30,-,-,-,30,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,285,-,-,-,285,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,255,15,-,-,240,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,18,-,-,-,18,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,226,-,-,-,226,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,90,259,"28,308","4,162",30,-,"23,118",30,930,-,23,-,-,15,319,319,金属機械工業品,,,,,,
28,鉄鋼,-,180,390,-,-,-,375,-,-,-,-,-,-,15,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,"3,384","2,575",-,-,809,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,"1,066",161,-,-,905,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,75,7,"3,509",-,-,-,"2,579",-,930,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"2,960",757,-,-,"2,203",-,-,-,-,-,-,-,30,30,33,完成自動車,,,,,
34,その他輸送用車両,-,-,60,15,-,-,45,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,183,42,-,-,141,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,"5,490",-,-,-,"5,490",-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,844,14,-,-,830,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,15,40,"5,251",271,-,-,"4,950",30,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,2,"2,398",291,-,-,"2,084",-,-,-,23,-,-,-,15,15,39,電気機械,,,,,
40,測量・光学・医療用機械,-,30,"2,426",30,30,-,"2,366",-,-,-,-,-,-,-,274,274,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,227,6,-,-,221,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,120,-,-,-,120,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,30,"1,306","43,451","2,630",18,-,"37,806",34,15,69,224,-,75,"2,580","1,173",978,化学工業品,,,,,,
43,陶磁器,-,-,802,30,-,-,772,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,"3,555",675,-,-,"2,880",-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,165,30,-,-,135,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,"11,343",30,-,-,"11,313",-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,122,-,-,-,122,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,59,-,-,-,59,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
