,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,     　         ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,アイルランド,ポーランド,,,,,フィンランド,,,,,,,フランス,,,,,,,,,
,,コーク,小計,グジニア,グダニスク,シュチェチン,諸港(ポーランド),小計,オウル,ヘルシンキ,ラウマ,コトカ,コッコラ,"諸港
(フィンランド)",小計,ダンケルク,ルアーブル,,,,,,,
合計,,"8,618","25,454","4,501","18,687","1,565",701,"105,683","2,425","10,771","10,601","78,400",608,"2,878","309,655",30,"272,617",合計,,,,,,
農水産品,,-,"3,001",30,"2,941",30,-,255,15,240,-,-,-,-,"16,836",-,"16,456",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,280",-,"2,280",1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,23,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,147,30,117,-,-,-,-,-,-,-,-,-,"1,346",-,"1,140",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,15,15,-,-,-,-,-,404,-,390,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,9,羊毛,,,,,
10,その他畜産品,-,868,-,868,-,-,-,-,-,-,-,-,-,"12,147",-,"12,117",10,その他畜産品,,,,,
11,水産品,-,"1,986",-,"1,956",30,-,240,-,240,-,-,-,-,566,-,506,11,水産品,,,,,
林産品,,-,665,116,39,-,510,"45,597",270,"3,360","3,835","35,822",240,"2,070",570,-,270,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,650,116,24,-,510,"45,597",270,"3,360","3,835","35,822",240,"2,070",300,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,270,-,270,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,750,-,-,750,-,-,-,"3,934",-,"3,859",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,750,-,-,750,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,420",-,"3,390",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,169,-,169,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,300,-,300,27,非金属鉱物,,,,,
金属機械工業品,,-,"1,426",417,802,197,10,786,90,204,169,235,-,88,"20,414",-,"18,994",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,144,90,-,-,-,-,54,409,-,394,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,45,-,-,45,-,-,-,"1,031",-,"1,031",30,非鉄金属,,,,,
31,金属製品,-,90,60,30,-,-,154,-,57,97,-,-,-,910,-,880,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,278,-,188,33,完成自動車,,,,,
34,その他輸送用車両,-,30,30,-,-,-,13,-,13,-,-,-,-,30,-,30,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,235,-,-,-,235,-,-,"7,941",-,"7,754",36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,15,-,15,-,-,-,-,689,-,644,37,その他輸送機械,,,,,
38,産業機械,-,754,237,517,-,-,131,-,70,27,-,-,34,"4,476",-,"4,308",38,産業機械,,,,,
39,電気機械,-,315,60,255,-,-,49,-,49,-,-,-,-,"2,167",-,"1,671",39,電気機械,,,,,
40,測量・光学・医療用機械,-,237,30,-,197,10,-,-,-,-,-,-,-,"2,423",-,"2,034",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,60,42,その他機械,,,,,
化学工業品,,195,"4,230",159,"3,830",180,61,866,-,120,340,53,353,-,"47,766",-,"38,559",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,119,-,116,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,44,セメント,,,,,
45,ガラス類,-,7,-,7,-,-,-,-,-,-,-,-,-,"3,479",-,"3,464",45,ガラス類,,,,,
46,窯業品,-,"1,055",135,920,-,-,15,-,15,-,-,-,-,"2,413",-,60,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,435,-,375,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,15,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,510,-,510,51,その他石油製品,,,,,
