,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,台湾,,,,,,,ベトナム,,,,,,,,,,,,,,
,,諸港(中国),小計,高雄,基隆,台中,台東,"台北
（淡水新港）","諸港
(台湾)",小計,ハイフォン,ダナン,"ホーチミン
及びカトライ",ヴンタウ,カイラン,ハノイ,フーミ,,,,,,,
合計,,"215,875","719,029","192,568","262,560","159,560",6,"5,505","98,830","894,474","327,694","65,015","131,817","1,921","10,121","1,983","161,341",合計,,,,,,
農水産品,,495,"33,421","9,434","18,543","3,060",-,-,"2,384","27,959","5,602","2,875","14,243",-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,188,-,169,-,-,-,19,10,-,-,10,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,15,"20,687","1,280","16,165","1,670",-,-,"1,572",497,300,-,182,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,450,"1,470",191,561,-,-,-,718,265,61,-,204,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,30,"5,057","3,583",94,"1,380",-,-,-,"1,628","1,606",-,19,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,"5,993","4,354","1,554",10,-,-,75,"25,559","3,635","2,875","13,828",-,-,-,-,11,水産品,,,,,
林産品,,-,745,173,553,19,-,-,-,"1,563",-,-,206,-,-,-,-,林産品,,,,,,
12,原木,-,490,89,401,-,-,-,-,847,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,223,84,135,4,-,-,-,686,-,-,176,-,-,-,-,13,製材,,,,,
14,樹脂類,-,12,-,12,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,15,-,-,15,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,5,-,5,-,-,-,-,30,-,-,30,-,-,-,-,17,薪炭,,,,,
鉱産品,,113,"4,341","1,524",619,"2,015",-,-,183,164,60,-,74,-,-,-,-,鉱産品,,,,,,
