,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,
航路別,合計,,,1月,,,2月,,,3月,,,4月,,,5月,,,6月,,航路別,,,,,,,,,,,,,,,,,,
,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,,,,,,,,,,,,,,,,,,,
合計,"90,780,146","29,300,368","61,479,778","6,990,458","2,069,395","4,921,063","6,697,580","2,357,754","4,339,826","8,270,979","2,723,507","5,547,472","7,627,564","2,575,478","5,052,086","7,329,062","2,328,645","5,000,417","7,624,714","2,511,862",合計,,,,,,,,,,,,,,,,,,
外航計,"50,116,156","13,508,587","36,607,569","3,944,531","915,431","3,029,100","3,462,486","1,148,147","2,314,339","4,648,456","1,298,732","3,349,724","4,158,993","1,212,772","2,946,221","4,125,303","1,045,923","3,079,380","4,154,705","1,135,145",外航計,,,,,,,,,,,,,,,,,,
外航定期計,"48,990,147","13,109,527","35,880,620","3,822,108","877,670","2,944,438","3,407,852","1,123,419","2,284,433","4,572,766","1,252,866","3,319,900","4,044,842","1,160,712","2,884,130","4,025,875","1,013,638","3,012,237","4,048,765","1,094,469",外航定期計,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"6,918,849","2,378,590","4,540,259","503,336","162,233","341,103","527,394","197,560","329,834","587,831","215,078","372,753","612,413","219,766","392,647","580,796","161,647","419,149","560,830","206,525",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"1,779,788","733,900","1,045,888","149,841","66,371","83,470","156,327","72,632","83,695","211,042","108,701","102,341","115,367","53,974","61,393","158,318","54,593","103,725","124,001","47,228",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,
北欧・地中海,"2,993,195","1,290,818","1,702,377","187,049","76,358","110,691","241,334","124,185","117,149","258,463","115,962","142,501","326,155","114,979","211,176","171,142","102,784","68,358","269,849","100,454",北欧・地中海,,,,,,,,,,,,,,,,,,
