南米西岸,"729,191","22,860","706,331","77,791","1,743","76,048","57,330","3,283","54,047","51,729","1,480","50,249","49,806","1,105","48,701","49,307","1,645","47,662","54,292","1,694",南米西岸,,,,,,,,,,,,,,,,,,
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸,,,,,,,,,,,,,,,,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,,,,,,,,,,,,,,,,,,
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ,,,,,,,,,,,,,,,,,,
オセアニア,"380,739","44,213","336,526","13,236","1,945","11,291","48,964","9,860","39,104","27,582","3,664","23,918","35,050","2,392","32,658","49,032","2,535","46,497","40,091","2,684",オセアニア,,,,,,,,,,,,,,,,,,
印パ･ペルシャ･ベンガル,"1,526,689","928,536","598,153","184,883","60,634","124,249","244,974","101,714","143,260","250,453","96,828","153,625","109,052","88,411","20,641","67,506","51,317","16,189","102,982","79,779",印パ･ペルシャ･ベンガル,,,,,,,,,,,,,,,,,,
東南アジア,"17,948,526","4,395,209","13,553,317","1,384,412","299,010","1,085,402","1,154,690","331,088","823,602","1,501,255","366,070","1,135,185","1,517,237","412,106","1,105,131","1,534,526","367,796","1,166,730","1,513,408","355,943",東南アジア,,,,,,,,,,,,,,,,,,
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,台湾,,,,,,,,,,,,,,,,,,
韓国,"2,078,618","615,845","1,462,773","130,595","33,666","96,929","138,990","40,085","98,905","179,172","43,046","136,126","153,565","43,665","109,900","166,344","41,869","124,475","165,076","41,824",韓国,,,,,,,,,,,,,,,,,,
中国(香港含む),"14,634,552","2,699,556","11,934,996","1,190,965","175,710","1,015,255","837,849","243,012","594,837","1,505,239","302,037","1,203,202","1,126,197","224,314","901,883","1,248,904","229,452","1,019,452","1,218,236","258,338",中国(香港含む),,,,,,,,,,,,,,,,,,
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ,,,,,,,,,,,,,,,,,,
外航不定期,"1,126,009","399,060","726,949","122,423","37,761","84,662","54,634","24,728","29,906","75,690","45,866","29,824","114,151","52,060","62,091","99,428","32,285","67,143","105,940","40,676",外航不定期,,,,,,,,,,,,,,,,,,
内航計,"40,663,990","15,791,781","24,872,209","3,045,927","1,153,964","1,891,963","3,235,094","1,209,607","2,025,487","3,622,523","1,424,775","2,197,748","3,468,571","1,362,706","2,105,865","3,203,759","1,282,722","1,921,037","3,470,009","1,376,717",内航計,,,,,,,,,,,,,,,,,,
内航定期計,"22,789,934","12,645,770","10,144,164","1,742,216","971,109","771,107","1,802,757","995,124","807,633","2,117,666","1,186,005","931,661","1,982,789","1,070,813","911,976","1,730,801","972,619","758,182","1,906,636","1,073,929",内航定期計,,,,,,,,,,,,,,,,,,
北海道,"4,652,545","2,619,995","2,032,550","365,814","202,097","163,717","366,528","207,971","158,557","436,993","250,309","186,684","397,098","226,200","170,898","378,482","219,191","159,291","389,533","220,785",北海道,,,,,,,,,,,,,,,,,,
東北,"339,944","147,315","192,629","26,399","11,613","14,786","21,316","8,196","13,120","30,177","13,070","17,107","26,677","12,400","14,277","29,562","14,725","14,837","29,805","13,086",東北,,,,,,,,,,,,,,,,,,
関東,"513,132","291,584","221,548","35,658","19,190","16,468","33,951","17,663","16,288","42,587","25,566","17,021","38,265","21,220","17,045","37,966","22,564","15,402","40,733","22,734",関東,,,,,,,,,,,,,,,,,,
伊豆諸島,"81,108","53,983","27,125","5,867","3,913","1,954","6,225","4,181","2,044","9,017","5,381","3,636","5,356","3,471","1,885","6,438","3,986","2,452","4,017","2,758",伊豆諸島,,,,,,,,,,,,,,,,,,
中部,"122,299","13,530","108,769","7,834",553,"7,281","10,514",749,"9,765","11,040",169,"10,871","12,646","2,778","9,868","12,852","4,429","8,423","12,107","3,289",中部,,,,,,,,,,,,,,,,,,
近畿,"87,881","15,514","72,367","2,533",697,"1,836",-,-,-,-,-,-,"6,298",667,"5,631","11,363",693,"10,670","7,313",929,近畿,,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,,
九州,"15,645,785","8,518,955","7,126,830","1,203,254","665,276","537,978","1,259,929","682,170","577,759","1,452,062","795,419","656,643","1,367,780","714,267","653,513","1,151,425","633,383","518,042","1,301,833","720,273",九州,,,,,,,,,,,,,,,,,,
沖縄,"1,347,240","984,894","362,346","94,857","67,770","27,087","104,294","74,194","30,100","135,790","96,091","39,699","128,669","89,810","38,859","102,713","73,648","29,065","121,295","90,075",沖縄,,,,,,,,,,,,,,,,,,
内航不定期,"17,874,056","3,146,011","14,728,045","1,303,711","182,855","1,120,856","1,432,337","214,483","1,217,854","1,504,857","238,770","1,266,087","1,485,782","291,893","1,193,889","1,472,958","310,103","1,162,855","1,563,373","302,788",内航不定期,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,
航路別,6月,7月,,,8月,,,9月,,,,10月,,,11月,,,12月,,,航路別,,,,,,,,,,,,,,,,,,
,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,,,,,,,,,,,,,,,,,,,
合計,"5,112,852","7,839,805","2,529,675","5,310,130","7,246,400","2,285,310","4,961,090","7,651,290","2,490,105","5,161,185",,"7,294,218","2,334,489","4,959,729","8,184,212","2,530,619","5,653,593","8,023,864","2,563,529","5,460,335",合計,,,,,,,,,,,,,,,,,,
外航計,"3,019,560","4,321,954","1,142,363","3,179,591","4,110,217","1,039,495","3,070,722","4,173,531","1,133,908","3,039,623",,"4,038,989","1,065,038","2,973,951","4,592,500","1,154,444","3,438,056","4,384,491","1,217,189","3,167,302",外航計,,,,,,,,,,,,,,,,,,
外航定期計,"2,954,296","4,209,031","1,107,454","3,101,577","4,007,433","996,928","3,010,505","4,079,172","1,093,093","2,986,079",,"3,987,661","1,064,334","2,923,327","4,537,560","1,151,107","3,386,453","4,247,082","1,173,837","3,073,245",外航定期計,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"354,305","630,487","217,426","413,061","531,960","176,902","355,058","622,340","252,754","369,586",,"560,597","164,810","395,787","627,835","206,915","420,920","573,030","196,974","376,056",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"76,773","144,150","56,850","87,300","142,902","41,888","101,014","143,385","58,779","84,606",,"126,560","48,384","78,176","161,936","59,015","102,921","145,959","65,485","80,474",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,
北欧・地中海,"169,395","212,949","94,461","118,488","281,786","114,061","167,725","259,166","109,670","149,496",,"237,326","95,017","142,309","294,782","120,515","174,267","253,194","122,372","130,822",北欧・地中海,,,,,,,,,,,,,,,,,,
南米西岸,"52,598","102,098","1,917","100,181","54,255",994,"53,261","49,913","1,248","48,665",,"63,211","2,309","60,902","58,956","1,781","57,175","60,503","3,661","56,842",南米西岸,,,,,,,,,,,,,,,,,,
南米東岸,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,南米東岸,,,,,,,,,,,,,,,,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,,,,,,,,,,,,,,,,,,
アフリカ,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,アフリカ,,,,,,,,,,,,,,,,,,
オセアニア,"37,407","29,767","3,251","26,516","30,042","3,761","26,281","21,865","3,289","18,576",,"25,560","3,048","22,512","40,572","4,557","36,015","18,978","3,227","15,751",オセアニア,,,,,,,,,,,,,,,,,,
印パ･ペルシャ･ベンガル,"23,203","89,736","71,563","18,173","88,157","67,700","20,457","97,827","80,263","17,564",,"91,461","71,544","19,917","84,652","69,356","15,296","115,006","89,427","25,579",印パ･ペルシャ･ベンガル,,,,,,,,,,,,,,,,,,
東南アジア,"1,157,465","1,558,911","367,979","1,190,932","1,487,564","327,015","1,160,549","1,501,060","356,814","1,144,246",,"1,543,585","389,325","1,154,260","1,669,268","419,166","1,250,102","1,582,610","402,897","1,179,713",東南アジア,,,,,,,,,,,,,,,,,,
台湾,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,台湾,,,,,,,,,,,,,,,,,,
韓国,"123,252","180,104","47,068","133,036","154,788","43,139","111,649","187,567","54,804","132,763",,"209,382","115,776","93,606","216,885","60,856","156,029","196,150","50,047","146,103",韓国,,,,,,,,,,,,,,,,,,
中国(香港含む),"959,898","1,260,829","246,939","1,013,890","1,235,979","221,468","1,014,511","1,196,049","175,472","1,020,577",,"1,129,979","174,121","955,858","1,382,674","208,946","1,173,728","1,301,652","239,747","1,061,905",中国(香港含む),,,,,,,,,,,,,,,,,,
ナホトカ,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,ナホトカ,,,,,,,,,,,,,,,,,,
外航不定期,"65,264","112,923","34,909","78,014","102,784","42,567","60,217","94,359","40,815","53,544",,"51,328",704,"50,624","54,940","3,337","51,603","137,409","43,352","94,057",外航不定期,,,,,,,,,,,,,,,,,,
内航計,"2,093,292","3,517,851","1,387,312","2,130,539","3,136,183","1,245,815","1,890,368","3,477,759","1,356,197","2,121,562",,"3,255,229","1,269,451","1,985,778","3,591,712","1,376,175","2,215,537","3,639,373","1,346,340","2,293,033",内航計,,,,,,,,,,,,,,,,,,
内航定期計,"832,707","1,948,192","1,083,193","864,999","1,746,992","1,003,905","743,087","1,992,515","1,102,542","889,973",,"1,860,468","1,028,890","831,578","1,960,351","1,082,919","877,432","1,998,551","1,074,722","923,829",内航定期計,,,,,,,,,,,,,,,,,,
北海道,"168,748","389,775","223,410","166,365","356,811","203,901","152,910","414,257","225,394","188,863",,"390,890","219,758","171,132","378,751","211,976","166,775","387,613","209,003","178,610",北海道,,,,,,,,,,,,,,,,,,
東北,"16,719","30,417","10,417","20,000","33,052","16,795","16,257","29,896","14,969","14,927",,"22,529","8,237","14,292","29,030","11,956","17,074","31,084","11,851","19,233",東北,,,,,,,,,,,,,,,,,,
関東,"17,999","33,701","20,456","13,245","40,906","24,487","16,419","49,650","28,703","20,947",,"47,479","26,976","20,503","56,344","30,940","25,404","55,892","31,085","24,807",関東,,,,,,,,,,,,,,,,,,
伊豆諸島,"1,259","8,476","5,512","2,964","8,656","5,743","2,913","6,903","4,756","2,147",,"6,046","4,361","1,685","6,734","4,694","2,040","7,373","5,227","2,146",伊豆諸島,,,,,,,,,,,,,,,,,,
中部,"8,818","10,598",240,"10,358","10,340",-,"10,340","10,602",755,"9,847",,"10,804",265,"10,539","4,278",197,"4,081","8,684",106,"8,578",中部,,,,,,,,,,,,,,,,,,
近畿,"6,384","8,500","1,652","6,848","11,244","3,665","7,579","8,380","2,826","5,554",,"9,036","1,129","7,907","14,652","1,877","12,775","8,562","1,379","7,183",近畿,,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,,
九州,"581,560","1,348,852","731,823","617,029","1,168,270","660,301","507,969","1,364,239","742,678","621,561",,"1,256,620","681,947","574,673","1,383,075","757,825","625,250","1,388,446","733,593","654,853",九州,,,,,,,,,,,,,,,,,,
沖縄,"31,220","117,873","89,683","28,190","117,713","89,013","28,700","108,588","82,461","26,127",,"117,064","86,217","30,847","87,487","63,454","24,033","110,897","82,478","28,419",沖縄,,,,,,,,,,,,,,,,,,
内航不定期,"1,260,585","1,569,659","304,119","1,265,540","1,389,191","241,910","1,147,281","1,485,244","253,655","1,231,589",,"1,394,761","240,561","1,154,200","1,631,361","293,256","1,338,105","1,640,822","271,618","1,369,204",内航不定期,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアは豪州・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
