,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,北アメリカ,,,,,,,,,,,,,,,,品種,,,,,,
,,アメリカ,,,,,,,,,,,,,,,,,,,,,,
,,モビール,ニューオリンズ,ヒューストン,シアトル,エヴァレット,タコマ,"ポートランド,
オレゴン州","リッチモンド，
カリフォルニア州",オークランド,"サン
フランシスコ",レッドウッド,サクラメント,ロサンゼルス,ロングビーチ,サンディエゴ,ストックトン,,,,,,,
合計,,"1,080",327,"5,183","3,993","10,430","557,271","3,158",15,"85,900",571,5,3,"668,438","554,210",357,61,合計,,,,,,
農水産品,,-,-,-,-,-,"2,304",-,-,917,-,-,-,"4,474","1,604",-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,99,-,-,-,746,75,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,4,40,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,534,-,-,-,57,59,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,7,-,-,30,-,-,-,547,186,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,494,-,-,32,-,-,-,481,9,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,"1,669",-,-,222,-,-,-,"2,632","1,235",-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,30,-,-,-,294,1,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,30,-,-,-,43,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,1,-,-,-,-,15,-,-,-,313,353,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,79,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,1,-,-,-,-,15,-,-,-,234,320,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,101,467,"2,377","9,828","470,619","2,022",15,"29,453",308,5,2,"492,595","363,082",191,1,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,168,-,-,18,-,-,-,"1,028",156,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,220,757,-,"1,551",120,-,68,-,-,-,"9,938","6,508",-,-,29,鋼材,,,,,
30,非鉄金属,-,-,2,1,-,"3,493",101,-,"5,527",-,-,-,"3,808","2,869",4,-,30,非鉄金属,,,,,
31,金属製品,-,11,116,408,16,"14,600",-,-,268,7,-,-,"18,361","16,476",1,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,9,-,-,-,56,275,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,13,-,85,-,-,1,-,5,-,592,265,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,13,10,-,55,-,-,-,560,114,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,15,-,-,5,-,-,-,196,78,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,32,"1,821","316,722",1,-,30,-,-,-,"200,218","171,317",-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,544,"7,991","12,305",-,-,23,-,-,-,"1,606","1,577",-,-,37,その他輸送機械,,,,,
38,産業機械,-,90,85,117,-,"62,007",208,15,"17,651",236,-,1,"185,787","125,759",186,-,38,産業機械,,,,,
39,電気機械,-,-,32,291,-,"51,903","1,571",-,"4,807",65,-,1,"47,863","28,909",-,1,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,12,81,-,"7,691",11,-,629,-,-,-,"18,423","6,794",-,-,40,測量・光学・医療用機械,,,,,
