27,非金属鉱物,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,133,29,29,21,21,"63,151","1,030",1,-,172,702,155,12,5,7,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,"4,602",-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,206,7,-,-,7,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,1,-,-,-,-,"2,163",726,-,-,-,586,140,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,"2,119",-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,135,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,"3,286",-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,61,19,19,21,21,"27,176",41,-,-,15,25,1,4,-,4,-,36,自動車部品,,,,,
37,その他輸送機械,62,10,10,-,-,"2,714",-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,4,-,-,-,-,"12,525",63,1,-,-,54,8,6,5,1,-,38,産業機械,,,,,
39,電気機械,5,-,-,-,-,"4,855",175,-,-,150,22,3,2,-,2,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,"3,246",18,-,-,-,15,3,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,124,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,-,-,-,-,"9,851",469,-,3,233,233,-,2,-,2,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,"1,145",-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,"1,098",-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,"1,653",30,-,3,12,15,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,-,-,"5,867",439,-,-,221,218,-,2,-,2,-,56,その他化学工業品,,,,,
軽工業品,,-,-,-,-,-,"3,538",10,-,-,10,-,-,-,-,-,-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,"1,086",10,-,-,10,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,885,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,-,-,"1,211",-,-,-,-,-,-,-,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,338,-,-,-,-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,3,-,-,11,11,"5,883",88,-,30,33,25,-,1,-,-,1,雑工業品,,,,,,
66,がん具,-,-,-,-,-,158,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,486,-,-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,3,-,-,2,2,681,10,-,-,-,10,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,"2,588",15,-,-,-,15,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,9,9,364,33,-,-,33,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,"1,134",30,-,30,-,-,-,1,-,-,1,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,472,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,17,-,-,-,-,"4,526",81,-,60,15,6,-,-,-,-,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,402,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,17,-,-,-,-,"4,124",81,-,60,15,6,-,-,-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
